Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1389D-4H-3-A,339,U1389,D,4,4-3,H,3,A,24,107,27.76,28.59,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-3-A,339,U1389,D,4,4-3,H,3,A,107,119,28.59,28.71,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-3-A,339,U1389,D,4,4-3,H,3,A,119,150,28.71,29.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,echinoderm spines,100,100,
339-U1389D-4H-4-A,339,U1389,D,4,4-4,H,4,A,0,46,29.03,29.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-4-A,339,U1389,D,4,4-4,H,4,A,46,66,29.49,29.69,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,"shell fragments, sediments become slightly more reddish (to Section 6, 50 cm)",100,100,
339-U1389D-4H-4-A,339,U1389,D,4,4-4,H,4,A,66,90,29.69,29.93,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-4-A,339,U1389,D,4,4-4,H,4,A,90,132,29.93,30.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-4-A,339,U1389,D,4,4-4,H,4,A,132,137,30.35,30.4,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-4-A,339,U1389,D,4,4-4,H,4,A,137,150,30.4,30.53,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-5-A,339,U1389,D,4,4-5,H,5,A,0,12,30.54,30.66,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-5-A,339,U1389,D,4,4-5,H,5,A,12,71,30.66,31.25,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-5-A,339,U1389,D,4,4-5,H,5,A,71,87,31.25,31.41,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-5-A,339,U1389,D,4,4-5,H,5,A,87,150,31.41,32.04,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-6-A,339,U1389,D,4,4-6,H,6,A,0,34,32.05,32.39,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-6-A,339,U1389,D,4,4-6,H,6,A,34,50,32.39,32.55,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-6-A,339,U1389,D,4,4-6,H,6,A,50,131,32.55,33.36,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"shell fragments. sediments become more greenish (to Section 7, 40 cm).",100,100,
339-U1389D-4H-7-A,339,U1389,D,4,4-7,H,7,A,0,40,33.37,33.77,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-7-A,339,U1389,D,4,4-7,H,7,A,40,64,33.77,34.01,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-CC-A,339,U1389,D,4,4-CC,H,CC,A,0,30,34.03,34.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-CC-A,339,U1389,D,4,4-CC,H,CC,A,30,45,34.33,34.48,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-1-A,339,U1389,D,5,5-1,H,1,A,0,43,34.0,34.43,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-1-A,339,U1389,D,5,5-1,H,1,A,43,77,34.43,34.77,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,"shell fragments, mottled",100,100,
339-U1389D-5H-1-A,339,U1389,D,5,5-1,H,1,A,77,93,34.77,34.93,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,"shell fragments, mottled",100,100,
339-U1389D-5H-1-A,339,U1389,D,5,5-1,H,1,A,93,101,34.93,35.01,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,"shell fragments, mottled",100,100,
339-U1389D-5H-1-A,339,U1389,D,5,5-1,H,1,A,101,114,35.01,35.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,"shell fragments, mottled",100,100,
339-U1389D-5H-1-A,339,U1389,D,5,5-1,H,1,A,114,150,35.14,35.5,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-2-A,339,U1389,D,5,5-2,H,2,A,0,10,35.5,35.6,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-2-A,339,U1389,D,5,5-2,H,2,A,10,99,35.6,36.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-2-A,339,U1389,D,5,5-2,H,2,A,99,116,36.49,36.66,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-2-A,339,U1389,D,5,5-2,H,2,A,116,152,36.66,37.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-5H-3-A,339,U1389,D,5,5-3,H,3,A,0,151,37.02,38.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-4-A,339,U1389,D,5,5-4,H,4,A,0,57,38.53,39.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-4-A,339,U1389,D,5,5-4,H,4,A,57,110,39.1,39.63,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-4-A,339,U1389,D,5,5-4,H,4,A,110,130,39.63,39.83,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-4-A,339,U1389,D,5,5-4,H,4,A,130,151,39.83,40.04,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-5-A,339,U1389,D,5,5-5,H,5,A,0,21,40.04,40.25,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-5-A,339,U1389,D,5,5-5,H,5,A,21,57,40.25,40.61,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-5-A,339,U1389,D,5,5-5,H,5,A,57,64,40.61,40.68,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-5-A,339,U1389,D,5,5-5,H,5,A,64,121,40.68,41.25,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-5-A,339,U1389,D,5,5-5,H,5,A,121,132,41.25,41.36,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"mottled, shell fragments.",100,100,
339-U1389D-5H-5-A,339,U1389,D,5,5-5,H,5,A,132,155,41.36,41.59,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,"mottled, shell fragments.",100,100,
339-U1389D-5H-6-A,339,U1389,D,5,5-6,H,6,A,0,47,41.59,42.06,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-6-A,339,U1389,D,5,5-6,H,6,A,47,67,42.06,42.26,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"mottled, shell fragments.",100,100,
339-U1389D-5H-6-A,339,U1389,D,5,5-6,H,6,A,67,84,42.26,42.43,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-6-A,339,U1389,D,5,5-6,H,6,A,84,152,42.43,43.11,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,echinoderm spine,100,100,
339-U1389D-5H-7-A,339,U1389,D,5,5-7,H,7,A,0,22,43.11,43.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,
339-U1389D-5H-7-A,339,U1389,D,5,5-7,H,7,A,22,60,43.33,43.71,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,sand-filled burrows,100,100,
339-U1389D-5H-CC-A,339,U1389,D,5,5-CC,H,CC,A,0,29,43.71,44.0,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Sediments become slightly greenish,100,100,
339-U1389D-6H-1-A,339,U1389,D,6,6-1,H,1,A,0,38,43.5,43.88,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,Potentally fall-in?,100,100,
339-U1389D-6H-1-A,339,U1389,D,6,6-1,H,1,A,38,150,43.88,45.0,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"pyrite and sand-filled burrows, gastropods,",100,100,
339-U1389D-6H-2-A,339,U1389,D,6,6-2,H,2,A,0,150,45.0,46.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"pyrite and sand-filled burrows, gastropods,",100,100,
339-U1389D-6H-3-A,339,U1389,D,6,6-3,H,3,A,0,96,46.5,47.46,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"pyrite and sand-filled burrows, gastropods,",100,100,
339-U1389D-6H-3-A,339,U1389,D,6,6-3,H,3,A,96,151,47.46,48.01,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-4-A,339,U1389,D,6,6-4,H,4,A,0,52,48.01,48.53,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-4-A,339,U1389,D,6,6-4,H,4,A,52,72,48.53,48.73,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,bigradational bedding,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-4-A,339,U1389,D,6,6-4,H,4,A,72,90,48.73,48.91,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-4-A,339,U1389,D,6,6-4,H,4,A,90,151,48.91,49.52,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 [DB91],3,rare [A48],,"Mottled, gastropods",100,100,
339-U1389D-6H-5-A,339,U1389,D,6,6-5,H,5,A,0,146,49.52,50.98,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,rare [A48],,Mottled,100,100,
339-U1389D-6H-5-A,339,U1389,D,6,6-5,H,5,A,146,151,50.98,51.03,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,inverse grading,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-6-A,339,U1389,D,6,6-6,H,6,A,0,78,51.03,51.81,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5YR 4/1 (dark reddish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-6-A,339,U1389,D,6,6-6,H,6,A,78,150,51.81,52.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5YR 4/1 (dark reddish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-7-A,339,U1389,D,6,6-7,H,7,A,0,62,52.54,53.16,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5YR 4/1 (dark reddish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-6H-CC-A,339,U1389,D,6,6-CC,H,CC,A,0,60,53.16,53.76,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5YR 4/1 (dark reddish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,
339-U1389D-7H-1-A,339,U1389,D,7,7-1,H,1,A,0,150,53.0,54.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4.0,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,Very small shell fragments. Scaphopoda at 59 to 65 cm,100,100,
339-U1389D-7H-2-A,339,U1389,D,7,7-2,H,2,A,0,80,54.5,55.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,fine sand [W22_2],4.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Very small shell fragments. Scaphopoda at 59 to 65 cm,100,100,
339-U1389D-7H-2-A,339,U1389,D,7,7-2,H,2,A,80,90,55.3,55.4,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,
339-U1389D-7H-2-A,339,U1389,D,7,7-2,H,2,A,90,102,55.4,55.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389D-7H-3-A,339,U1389,D,7,7-3,H,3,A,0,54,55.53,56.07,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,
339-U1389D-7H-CC-A,339,U1389,D,7,7-CC,H,CC,A,0,27,56.08,56.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments,100,100,
