Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1331C-1H-1-A,320,U1331,C,1,1-1,H,1,A,0,150,0,1.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,,soft,10YR 3/3,,,
320-U1331C-1H-2-A,320,U1331,C,1,1-2,H,2,A,0,150,1.5,3,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,,soft,10YR 3/3,,,
320-U1331C-1H-3-A,320,U1331,C,1,1-3,H,3,A,0,150,3,4.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,,soft,10YR 3/3,,,
320-U1331C-1H-4-A,320,U1331,C,1,1-4,H,4,A,0,150,4.5,6,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,,soft,10YR 3/3,,,
320-U1331C-1H-5-A,320,U1331,C,1,1-5,H,5,A,0,107,6,7.07,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,,soft,10YR 3/3,,,
320-U1331C-1H-5-A,320,U1331,C,1,1-5,H,5,A,107,107,7.07,7.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,,soft,10YR 7/3,,,
320-U1331C-1H-5-A,320,U1331,C,1,1-5,H,5,A,107,150,7.07,7.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/3,,,
320-U1331C-1H-6-A,320,U1331,C,1,1-6,H,6,A,0,110,7.5,8.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/3,,,
320-U1331C-1H-7-A,320,U1331,C,1,1-7,H,7,A,0,60,8.6,9.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/3,,,
320-U1331C-1H-CC-A,320,U1331,C,1,1-CC,H,CC,A,0,28,9.2,9.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/3,,,
320-U1331C-2H-1-A,320,U1331,C,2,2-1,H,1,A,0,150,9.5,11,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 4/3,,,
320-U1331C-2H-1-A,320,U1331,C,2,2-1,H,1,A,0,150,9.5,11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 7/3,,,
320-U1331C-2H-2-A,320,U1331,C,2,2-2,H,2,A,0,150,11,12.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 4/3,,,
320-U1331C-2H-2-A,320,U1331,C,2,2-2,H,2,A,0,150,11,12.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 7/3,,,
320-U1331C-2H-3-A,320,U1331,C,2,2-3,H,3,A,0,150,12.5,14,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 4/3,,,
320-U1331C-2H-3-A,320,U1331,C,2,2-3,H,3,A,0,150,12.5,14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 7/3,,,
320-U1331C-2H-4-A,320,U1331,C,2,2-4,H,4,A,0,150,14,15.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 4/3,,,
320-U1331C-2H-4-A,320,U1331,C,2,2-4,H,4,A,0,150,14,15.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 7/3,,,
320-U1331C-2H-5-A,320,U1331,C,2,2-5,H,5,A,0,75,15.5,16.25,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 4/3,,,
320-U1331C-2H-5-A,320,U1331,C,2,2-5,H,5,A,0,75,15.5,16.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 7/3,,,
320-U1331C-2H-5-A,320,U1331,C,2,2-5,H,5,A,75,150,16.25,17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze  ,100,soft,10YR 7/3,,,
320-U1331C-2H-6-A,320,U1331,C,2,2-6,H,6,A,0,150,17,18.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze  ,100,soft,10YR 7/3,,,
320-U1331C-2H-7-A,320,U1331,C,2,2-7,H,7,A,0,79,18.5,19.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze  ,100,soft,10YR 7/3,,,
320-U1331C-2H-CC-A,320,U1331,C,2,2-CC,H,CC,A,0,19,19.29,19.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze  ,100,soft,10YR 7/3,,,
320-U1331C-3H-1-A,320,U1331,C,3,3-1,H,1,A,0,150,19,20.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,
320-U1331C-3H-1-A,320,U1331,C,3,3-1,H,1,A,0,150,19,20.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1331C-3H-2-A,320,U1331,C,3,3-2,H,2,A,0,150,20.5,22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/4,,,
320-U1331C-3H-2-A,320,U1331,C,3,3-2,H,2,A,0,150,20.5,22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
