Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1340B-2H-1-A,323,U1340,B,2,2-1,H,1,A,55,92,6.95,7.32,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-1-A,323,U1340,B,2,2-1,H,1,A,92,140,7.32,7.8,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-2-A,323,U1340,B,2,2-2,H,2,A,0,80,7.9,8.7,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-2-A,323,U1340,B,2,2-2,H,2,A,80,100,8.7,8.9,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-2-A,323,U1340,B,2,2-2,H,2,A,100,150,8.9,9.4,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-3-A,323,U1340,B,2,2-3,H,3,A,0,30,9.4,9.7,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-3-A,323,U1340,B,2,2-3,H,3,A,30,50,9.7,9.9,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-3-A,323,U1340,B,2,2-3,H,3,A,50,96,9.9,10.36,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-3-A,323,U1340,B,2,2-3,H,3,A,96,150,10.36,10.9,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-4-A,323,U1340,B,2,2-4,H,4,A,0,118,10.9,12.08,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-4-A,323,U1340,B,2,2-4,H,4,A,118,150,12.08,12.4,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-5-A,323,U1340,B,2,2-5,H,5,A,0,17,12.4,12.57,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-5-A,323,U1340,B,2,2-5,H,5,A,17,40,12.57,12.8,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-5-A,323,U1340,B,2,2-5,H,5,A,40,150,12.8,13.9,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-6-A,323,U1340,B,2,2-6,H,6,A,0,150,13.9,15.4,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-7-A,323,U1340,B,2,2-7,H,7,A,0,17,15.4,15.57,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-7-A,323,U1340,B,2,2-7,H,7,A,17,33,15.57,15.73,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-2H-7-A,323,U1340,B,2,2-7,H,7,A,33,70,15.73,16.1,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-2H-CC-A,323,U1340,B,2,2-CC,H,CC,A,0,15,16.1,16.25,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-3H-1-A,323,U1340,B,3,3-1,H,1,A,0,50,15.9,16.4,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-1-A,323,U1340,B,3,3-1,H,1,A,50,54,16.4,16.44,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,3/N ,,,,,laminated,,,,,,,
323-U1340B-3H-1-A,323,U1340,B,3,3-1,H,1,A,54,84,16.44,16.74,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-1-A,323,U1340,B,3,3-1,H,1,A,84,110,16.74,17,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-1-A,323,U1340,B,3,3-1,H,1,A,110,150,17,17.4,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-2-A,323,U1340,B,3,3-2,H,2,A,0,150,17.4,18.9,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-3-A,323,U1340,B,3,3-3,H,3,A,0,85,18.9,19.75,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-3-A,323,U1340,B,3,3-3,H,3,A,85,150,19.75,20.4,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-4-A,323,U1340,B,3,3-4,H,4,A,0,50,20.4,20.9,diatom clayey silt,Leg 323,,diatom clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-4-A,323,U1340,B,3,3-4,H,4,A,50,76,20.9,21.16,diatom ooze,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-3H-4-A,323,U1340,B,3,3-4,H,4,A,76,107,21.16,21.47,diatom ooze,Leg 323,foraminifer-bearing,foraminifer-bearing diatom ooze,,soft,5Y 4/4,,,,,,,,,,,,
323-U1340B-3H-4-A,323,U1340,B,3,3-4,H,4,A,107,150,21.47,21.9,diatom clayey silt,Leg 323,,diatom clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-5-A,323,U1340,B,3,3-5,H,5,A,0,150,21.9,23.4,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-6-A,323,U1340,B,3,3-6,H,6,A,0,150,23.4,24.9,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-7-A,323,U1340,B,3,3-7,H,7,A,0,40,24.9,25.3,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-3H-7-A,323,U1340,B,3,3-7,H,7,A,40,64,25.3,25.54,diatom ooze,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-3H-CC-A,323,U1340,B,3,3-CC,H,CC,A,0,15,25.54,25.69,diatom ooze,Leg 323,sponge spicule-bearing,sponge spicule-bearing diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-4H-1-A,323,U1340,B,4,4-1,H,1,A,0,15,25.4,25.55,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-1-A,323,U1340,B,4,4-1,H,1,A,15,46,25.55,25.86,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,
323-U1340B-4H-1-A,323,U1340,B,4,4-1,H,1,A,46,65,25.86,26.05,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-1-A,323,U1340,B,4,4-1,H,1,A,65,115,26.05,26.55,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-1-A,323,U1340,B,4,4-1,H,1,A,115,133,26.55,26.73,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,
323-U1340B-4H-1-A,323,U1340,B,4,4-1,H,1,A,133,150,26.73,26.9,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-2-A,323,U1340,B,4,4-2,H,2,A,0,110,26.9,28,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-2-A,323,U1340,B,4,4-2,H,2,A,110,130,28,28.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,
323-U1340B-4H-2-A,323,U1340,B,4,4-2,H,2,A,130,150,28.2,28.4,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-3-A,323,U1340,B,4,4-3,H,3,A,0,14,28.4,28.54,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-3-A,323,U1340,B,4,4-3,H,3,A,14,32,28.54,28.72,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-3-A,323,U1340,B,4,4-3,H,3,A,32,60,28.72,29,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-4H-3-A,323,U1340,B,4,4-3,H,3,A,60,80,29,29.2,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-3-A,323,U1340,B,4,4-3,H,3,A,80,150,29.2,29.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-4-A,323,U1340,B,4,4-4,H,4,A,0,21,29.9,30.11,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,
323-U1340B-4H-4-A,323,U1340,B,4,4-4,H,4,A,21,120,30.11,31.1,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-4-A,323,U1340,B,4,4-4,H,4,A,120,150,31.1,31.4,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-5-A,323,U1340,B,4,4-5,H,5,A,0,5,31.4,31.45,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-5-A,323,U1340,B,4,4-5,H,5,A,5,30,31.45,31.7,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-4H-5-A,323,U1340,B,4,4-5,H,5,A,30,65,31.7,32.05,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-4H-5-A,323,U1340,B,4,4-5,H,5,A,65,80,32.05,32.2,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-4H-5-A,323,U1340,B,4,4-5,H,5,A,80,120,32.2,32.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-5-A,323,U1340,B,4,4-5,H,5,A,120,150,32.6,32.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,
323-U1340B-4H-6-A,323,U1340,B,4,4-6,H,6,A,0,5,32.9,32.95,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-6-A,323,U1340,B,4,4-6,H,6,A,5,150,32.95,34.4,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-6-A,323,U1340,B,4,4-6,H,6,A,65,150,33.55,34.4,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,
323-U1340B-4H-7-A,323,U1340,B,4,4-7,H,7,A,0,65,34.4,35.05,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-7-A,323,U1340,B,4,4-7,H,7,A,0,75,34.4,35.15,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-4H-CC-A,323,U1340,B,4,4-CC,H,CC,A,0,5,35.15,35.2,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 2.5/1,,,,,,,,,,,,
323-U1340B-4H-CC-A,323,U1340,B,4,4-CC,H,CC,A,5,13,35.2,35.28,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-1-A,323,U1340,B,5,5-1,H,1,A,0,66,34.9,35.56,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-1-A,323,U1340,B,5,5-1,H,1,A,66,80,35.56,35.7,diatom ooze,United States Geological Survey,,diatom ooze,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-1-A,323,U1340,B,5,5-1,H,1,A,80,150,35.7,36.4,silty fine ash,Leg 323,diatom-bearing,diatom-bearing silty fine ash,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-2-A,323,U1340,B,5,5-2,H,2,A,0,25,36.4,36.65,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-2-A,323,U1340,B,5,5-2,H,2,A,25,30,36.65,36.7,diatom ooze,Leg 323,'',diatom ooze,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-2-A,323,U1340,B,5,5-2,H,2,A,30,150,36.7,37.9,silt [S54],,diatom-rich,diatom-rich silt,,soft,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-3-A,323,U1340,B,5,5-3,H,3,A,0,30,37.9,38.2,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-3-A,323,U1340,B,5,5-3,H,3,A,30,150,38.2,39.4,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-4-A,323,U1340,B,5,5-4,H,4,A,0,150,39.4,40.9,fine-ashy silt,"Shepard, 1954",diatom-rich,diatom-rich fine-ashy silt,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-5-A,323,U1340,B,5,5-5,H,5,A,0,4,40.9,40.94,fine-ashy silt,"Shepard, 1954",diatom-rich,diatom-rich fine ash Silt,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-5-A,323,U1340,B,5,5-5,H,5,A,4,60,40.94,41.5,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-5-A,323,U1340,B,5,5-5,H,5,A,60,150,41.5,42.4,diatom silt,"Shepard, 1954",'',diatom silt,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-6-A,323,U1340,B,5,5-6,H,6,A,0,40,42.4,42.8,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-6-A,323,U1340,B,5,5-6,H,6,A,40,80,42.8,43.2,diatom silt,"Shepard, 1954",'',diatom silt,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-6-A,323,U1340,B,5,5-6,H,6,A,80,112,43.2,43.52,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-6-A,323,U1340,B,5,5-6,H,6,A,112,132,43.52,43.72,diatom silt,"Shepard, 1954",'',diatom silt,100,,5Y 4/2,,,,,,,,,,,,
323-U1340B-5H-6-A,323,U1340,B,5,5-6,H,6,A,112,150,43.52,43.9,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-5H-CC-A,323,U1340,B,5,5-CC,H,CC,A,0,14,43.9,44.04,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,0,20,44.4,44.6,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,0,150,44.4,45.9,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,100,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,20,50,44.6,44.9,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,50,77,44.9,45.17,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,77,89,45.17,45.29,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/4,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,89,112,45.29,45.52,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,112,137,45.52,45.77,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/4,,,,,,,,,,,,
323-U1340B-6H-1-A,323,U1340,B,6,6-1,H,1,A,137,150,45.77,45.9,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-2-A,323,U1340,B,6,6-2,H,2,A,0,47,45.9,46.37,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-2-A,323,U1340,B,6,6-2,H,2,A,47,58,46.37,46.48,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/4,,,,,,,,,,,,
323-U1340B-6H-2-A,323,U1340,B,6,6-2,H,2,A,58,92,46.48,46.82,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-2-A,323,U1340,B,6,6-2,H,2,A,92,150,46.82,47.4,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-3-A,323,U1340,B,6,6-3,H,3,A,0,25,47.4,47.65,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-3-A,323,U1340,B,6,6-3,H,3,A,25,63,47.65,48.03,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-3-A,323,U1340,B,6,6-3,H,3,A,63,75,48.03,48.15,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-3-A,323,U1340,B,6,6-3,H,3,A,75,110,48.15,48.5,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 2.5/2,,,,,highly bioturbated,,,,,,,
323-U1340B-6H-3-A,323,U1340,B,6,6-3,H,3,A,110,150,48.5,48.9,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-4-A,323,U1340,B,6,6-4,H,4,A,0,90,48.9,49.8,diatom ooze,United States Geological Survey,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340B-6H-4-A,323,U1340,B,6,6-4,H,4,A,90,100,49.8,49.9,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/4,,,,,,,,,,,,
323-U1340B-6H-4-A,323,U1340,B,6,6-4,H,4,A,100,150,49.9,50.4,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-5-A,323,U1340,B,6,6-5,H,5,A,0,48,50.4,50.88,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 5/1,,,,,,,,,,,,
323-U1340B-6H-5-A,323,U1340,B,6,6-5,H,5,A,48,53,50.88,50.93,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1340B-6H-5-A,323,U1340,B,6,6-5,H,5,A,53,150,50.93,51.9,silt [S54],"Shepard, 1954",,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-6H-6-A,323,U1340,B,6,6-6,H,6,A,0,150,51.9,53.4,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,50,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-6H-6-A,323,U1340,B,6,6-6,H,6,A,0,150,51.9,53.4,silt [S54],"Shepard, 1954",,silt,50,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-6H-7-A,323,U1340,B,6,6-7,H,7,A,0,74,53.4,54.14,silt [S54],"Shepard, 1954",,silt,50,soft,10Y 4/1,,,,,,,,,,,,
323-U1340B-6H-7-A,323,U1340,B,6,6-7,H,7,A,0,75,53.4,54.15,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,50,,5Y 4/1 ,,,,,,,,,,,,
323-U1340B-6H-CC-A,323,U1340,B,6,6-CC,H,CC,A,0,18,54.15,54.33,fine-ashy silt,"Shepard, 1954",diatom-bearing,diatom-bearing fine-ashy silt,100,,5Y 4/1 ,,,,,,,,,,,,
