Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1512A-32R-3-A,0,149,300.29,301.78,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-4-A,0,149,301.78,303.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-5-A,0,79,303.27,304.06,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-5-A,79,90,304.06,304.17,,,,,glauconitic,silty sandstone,with siderite,glauconitic silty sandstone with siderite,,,10Y 3/1 (very dark greenish gray),massive [BJ84],,,Parallel laminations,medium bed [B01],fine sand [W22_2],4,,,none,0,green sand interval; parallel lamination on the top. well marked by a difference in color (green-yellow),sharp boundary or contact,planar,sharp,,,,,,,glauconitic silty sandstone,silty sandstone with siderite,,,
369-U1512A-32R-5-A,90,125,304.17,304.52,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-6-A,0,129,304.53,305.82,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-7-A,0,150,305.82,307.32,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-32R-CC-A,0,3,307.32,307.35,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-33R-1-A,0,116,307.2,308.36,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-33R-2-A,0,144,308.36,309.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-33R-3-A,0,88,309.8,310.68,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-33R-4-A,0,123,310.78,312.01,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-33R-5-A,0,149,312.01,313.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-33R-6-A,0,62,313.5,314.12,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-34R-1-A,0,129,316.8,318.09,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-34R-2-A,0,145,318.09,319.54,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-34R-3-A,0,84,319.54,320.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"at 31-31, three burrows (cylindrical in shape) are present. Possible Chondrites or Thalassinoides?)",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-34R-4-A,0,77,320.38,321.15,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,Possible traces of shell fragments. Difficult to discern at the macroscopic level.,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-34R-5-A,0,148,321.31,322.79,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,Possible transitions to from moderate to intense bioturbation in section 5,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-34R-6-A,0,105,322.79,323.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-34R-6-A,105,151,323.84,324.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-34R-7-A,0,139,324.3,325.69,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-34R-8-A,0,98,325.69,326.67,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-34R-CC-A,0,26,326.67,326.93,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-35R-1-A,0,146,326.4,327.86,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black) mottled structureless,mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-35R-2-A,0,141,327.86,329.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black) mottled structureless,mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-35R-3-A,0,150,329.37,330.87,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black) mottled structureless,mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-35R-4-A,0,5,330.87,330.92,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,"structureless""",,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-35R-4-A,5,131,330.92,332.18,,,,,,silty claystone,,silty claystone,,,"GLEY 1 2.5/N (black)""",mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-35R-5-A,0,74,332.18,332.92,,,,,,silty claystone,,silty claystone,,,"GLEY 1 2.5/N (black)""""""",mottled,,,"structureless""""""""""""""",,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-35R-CC-A,0,15,332.92,333.07,,,,,,silty claystone,,silty claystone,,,"GLEY 1 2.5/N (black)""""""""""""""",mottled,,,"structureless""""""""""""""""""""""""""""""",,clay [W22_1],1,,,high,3,,sharp boundary or contact,irregular-straight,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-35R-CC-A,15,20,333.07,333.12,,,,,glauconitic,silty sandstone,,glauconitic silty sandstone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],,,structureless,thin bed [B01],medium sand [W22_2],5,,,none,0,,,,,,,,,,,glauconitic silty sandstone,silty sandstone,,,
369-U1512A-36R-1-A,0,140,336,337.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-36R-2-A,0,120,337.4,338.6,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-36R-3-A,0,145,338.6,340.05,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-36R-4-A,0,123,340.1,341.33,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-36R-5-A,0,105,341.33,342.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-36R-CC-A,0,9,342.38,342.47,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-37R-1-A,0,69,345.6,346.29,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,gradational,gradational,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-37R-1-A,69,83,346.29,346.43,,,,,siderite,silty sandstone,,siderite silty sandstone,,,GLEY 1 6/N (gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,cement,Fe oxide,none,0,,uncertain boundary or contact,,,,,,,,,siderite silty sandstone,silty sandstone,,,
369-U1512A-37R-1-A,83,150,346.43,347.1,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-37R-2-A,0,122,347.1,348.32,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,"At 36 cm, a burrow is observed",,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-37R-3-A,0,150,348.32,349.82,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-37R-4-A,0,46,349.82,350.28,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-37R-4-A,46,151,350.28,351.33,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-37R-5-A,0,107,351.33,352.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-37R-CC-A,0,6,352.4,352.46,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),,,,structureless,,clay [W22_1],1,,,,,"Due to severe drilling disturbance, the degree of bioturbation can not be deduced.",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-38R-1-A,0,150,355.2,356.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-38R-2-A,0,150,356.7,358.2,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-38R-3-A,0,150,358.2,359.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"at 117 cm, a thick lamination that contains quartz and lithic fragments.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-38R-4-A,0,151,359.7,361.21,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-38R-5-A,0,152,361.21,362.73,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,Brown discoloration between 115 to 117 cm. Possibly clay?,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-38R-6-A,0,152,362.73,364.25,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-38R-7-A,0,77,364.25,365.02,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"Due to severe drilling disturbance, the presence sedimentary structures and the degree of bioturbation could not be determined.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-38R-CC-A,0,24,365.02,365.26,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"Due to severe drilling disturbance, the presence sedimentary structures and the degree of bioturbation could not be determined.",,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-39R-1-A,0,46,364.8,365.26,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-1-A,46,48,365.26,365.28,,,,,,silty claystone,with sand,silty claystone with sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,burrow backfilled by medium sand (black green of composition),,,,,,,,,,silty claystone,silty claystone with sand,,,
369-U1512A-39R-1-A,48,150,365.28,366.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-2-A,0,150,366.3,367.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-39R-3-A,0,10,367.8,367.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-3-A,10,16,367.9,367.96,,,,,,silty claystone,with sand,silty claystone with sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,burrow backfilled by medium sand (black green of composition),,,,,,,,,,silty claystone,silty claystone with sand,,,
369-U1512A-39R-3-A,16,150,367.96,369.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-4-A,0,36,369.3,369.66,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-4-A,36,53,369.66,369.83,,,,,,silty claystone,with sand,silty claystone with sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,burrow backfilled by medium sand (black green of composition),,,,,,,,,,silty claystone,silty claystone with sand,,,
369-U1512A-39R-4-A,53,150,369.83,370.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-5-A,0,150,370.8,372.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-6-A,0,113,372.3,373.43,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-7-A,0,52,373.43,373.95,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,"burrow backfilled by medium sand (black green of composition)are observed at 17cm, 24 cm, 40cm, 43 cm",,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-39R-7-A,52,56,373.95,373.99,,,,,,silty claystone,with sand,silty claystone with sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,burrow backfilled by medium sand (black green of composition),,,,,,,,,,silty claystone,silty claystone with sand,,,
369-U1512A-39R-7-A,56,60,373.99,374.03,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-40R-1-A,0,113,374.4,375.53,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-40R-2-A,0,135,375.53,376.88,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-40R-3-A,0,150,376.88,378.38,,,,,,silty claystone,with sand,silty claystone with sand,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone with sand,,,
369-U1512A-40R-4-A,0,150,378.38,379.88,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-40R-5-A,0,150,379.88,381.38,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,burrow backfilled by greenish gray fine sandstone,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-40R-6-A,0,150,381.38,382.88,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-40R-7-A,0,131,382.88,384.19,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-40R-CC-A,0,16,384.19,384.35,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-41R-1-A,0,47,384,384.47,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-41R-1-A,47,52,384.47,384.52,,,,,siderite,clayey siltstone,,siderite clayey siltstone,,,GLEY 1 6/N (gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,siderite clayey siltstone,clayey siltstone,,,
369-U1512A-41R-1-A,52,71,384.52,384.71,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/5G (very dark grayish green),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,sharp boundary or contact,planar,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-41R-1-A,71,131,384.71,385.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-41R-2-A,0,150,385.31,386.81,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-41R-3-A,0,150,386.81,388.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-41R-4-A,0,149,388.31,389.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,A 1 cm thick glauconite silty sandstone layer occurs at 34-35 cm interval with sharp base.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-41R-5-A,0,149,389.8,391.29,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-41R-6-A,0,61,391.29,391.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-41R-7-A,0,121,391.9,393.11,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-41R-CC-A,0,23,393.11,393.34,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-1-A,0,137,393.6,394.97,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-2-A,0,139,394.97,396.36,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-3-A,0,55,396.36,396.91,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-3-A,55,60,396.91,396.96,,,,,,clayey sandstone,,clayey sandstone,,,10G 3/1 (very dark greenish gray),massive [BJ84],,,structureless,,fine sand [W22_2],4,,,low,2,,sharp boundary or contact,planar,,,,,,,,clayey sandstone,clayey sandstone,,,
369-U1512A-42R-3-A,60,149,396.96,397.85,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-4-A,0,138,397.85,399.23,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-5-A,0,134,399.23,400.57,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,Alteration at 110 cm; planar concentration of shell fragments at 116 cm,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-6-A,0,101,400.57,401.58,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,concentration of shell fragments at 15 cm and 79 cm.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-7-A,0,53,401.58,402.11,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-42R-CC-A,0,23,402.11,402.34,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-1-A,0,145,403.2,404.65,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,Inoceramid fragments at 112 and 121 cm.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-2-A,0,100,404.65,405.65,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-3-A,0,121,405.65,406.86,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,Inoceramid fragments at 90 and 97 cm.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-4-A,0,106,406.86,407.92,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,Inoceramid fragments at 31 cm and 79 cm.,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-5-A,0,153,407.92,409.45,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-43R-6-A,0,150,409.45,410.95,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
