Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1470A-6H-3-A,0,42,42.7,43.12,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich GRAINSTONE.,,,,359,U1470,A,6,H,3,A,
359-U1470A-6H-3-A,42,122,43.12,43.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich PACKSTONE to POORLY WASHED GRAINSTONE.,,,,359,U1470,A,6,H,3,A,
359-U1470A-6H-4-A,0,29,43.93,44.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,6,H,4,A,
359-U1470A-6H-4-A,29,69,44.22,44.62,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,4,A,
359-U1470A-6H-4-A,69,77,44.62,44.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,6,H,4,A,
359-U1470A-6H-4-A,77,84,44.7,44.77,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,4,A,
359-U1470A-6H-4-A,84,133,44.77,45.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,6,H,4,A,
359-U1470A-6H-5-A,0,15,45.31,45.46,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,6,H,5,A,
359-U1470A-6H-5-A,15,37,45.46,45.68,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,5,A,
359-U1470A-6H-5-A,37,50,45.68,45.81,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,6,H,5,A,
359-U1470A-6H-5-A,50,113,45.81,46.44,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted. Lithification mainly in burrows.,,,,359,U1470,A,6,H,5,A,
359-U1470A-6H-6-A,0,35,46.45,46.8,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,6,A,
359-U1470A-6H-6-A,35,63,46.8,47.08,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,6,A,
359-U1470A-6H-6-A,63,81,47.08,47.26,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,6,A,
359-U1470A-6H-CC-A,0,6,47.27,47.33,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,6,H,CC,A,
359-U1470A-7H-1-A,0,132,49.6,50.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,10yr 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,7,H,1,A,
359-U1470A-7H-1-A,132,139,50.92,50.99,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,10yr 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,7,H,1,A,
359-U1470A-7H-2-A,0,122,50.99,52.21,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,10yr 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,7,H,2,A,
359-U1470A-7H-3-A,0,89,52.21,53.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Very well-sorted.,,,,359,U1470,A,7,H,3,A,
359-U1470A-7H-3-A,89,96,53.1,53.17,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,7,H,3,A,
359-U1470A-7H-3-A,96,129,53.17,53.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,7,H,3,A,
359-U1470A-7H-4-A,0,29,53.51,53.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,7,H,4,A,
359-U1470A-7H-4-A,29,108,53.8,54.59,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 9/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,7,H,4,A,
359-U1470A-7H-4-A,108,126,54.59,54.77,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,7,H,4,A,
359-U1470A-7H-5-A,0,60,54.83,55.43,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,10yr 9/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,aggregate,,,,,,,,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich WACKESTONE. Well-sorted.,,,,359,U1470,A,7,H,5,A,
359-U1470A-7H-5-A,60,143,55.43,56.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,7,H,5,A,
359-U1470A-7H-6-A,0,68,56.27,56.95,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,10yr 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,7,H,6,A,
359-U1470A-7H-6-A,68,96,56.95,57.23,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,10yr 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,7,H,6,A,
359-U1470A-7H-CC-A,0,7,57.24,57.31,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,10yr 9/1 (white),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,7,H,CC,A,
359-U1470A-8H-1-A,0,142,59.1,60.52,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,8,H,1,A,
359-U1470A-8H-2-A,0,144,60.52,61.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Very well-sorted.,,,,359,U1470,A,8,H,2,A,
359-U1470A-8H-3-A,0,132,61.96,63.28,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Recrystallization.,,,,359,U1470,A,8,H,3,A,
359-U1470A-8H-4-A,0,87,63.28,64.15,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,8,H,4,A,
359-U1470A-8H-4-A,87,136,64.15,64.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Very well-sorted.,,,,359,U1470,A,8,H,4,A,
359-U1470A-8H-5-A,0,130,64.7,66,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,calcareous bioclast,,foraminifera (planktic),,foraminifera (benthic),,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,8,H,5,A,
359-U1470A-8H-6-A,0,100,66.01,67.01,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,"Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Very well-sorted, recrystallized grains.",,,,359,U1470,A,8,H,6,A,
359-U1470A-8H-7-A,0,75,67.01,67.76,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,,,,,,,,,,,slight,2,,,,"Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Very well-sorted,",,,,359,U1470,A,8,H,7,A,
359-U1470A-8H-CC-A,0,16,67.76,67.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,,,,,,,,,,,slight,2,,,,"Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Very well-sorted,",,,,359,U1470,A,8,H,CC,A,
359-U1470A-9H-1-A,0,81,68.6,69.41,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich WACKESTONE.,,,,359,U1470,A,9,H,1,A,
359-U1470A-9H-2-A,0,79,69.41,70.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,9,H,2,A,
359-U1470A-9H-3-A,0,131,70.2,71.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,"Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Very well-sorted,",,,,359,U1470,A,9,H,3,A,
359-U1470A-9H-4-A,0,131,71.51,72.82,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,9,H,4,A,
359-U1470A-9H-5-A,0,139,72.87,74.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,9,H,5,A,
359-U1470A-9H-6-A,0,109,74.26,75.35,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,spines,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,9,H,6,A,
359-U1470A-9H-CC-A,0,14,75.35,75.49,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,9,H,CC,A,
359-U1470A-10H-1-A,0,139,78.1,79.49,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,10,H,1,A,
359-U1470A-10H-2-A,0,142,79.49,80.91,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,10,H,2,A,
359-U1470A-10H-3-A,0,142,80.91,82.33,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,normal grading,,,,,,,,,Unlithified indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,10,H,3,A,
359-U1470A-10H-4-A,0,32,82.33,82.65,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,10,H,4,A,
359-U1470A-10H-4-A,32,79,82.65,83.12,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,10,H,4,A,
359-U1470A-10H-4-A,79,102,83.12,83.35,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,10,H,4,A,
359-U1470A-10H-4-A,102,135,83.35,83.68,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,10,H,4,A,
359-U1470A-10H-5-A,0,142,83.74,85.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,10,H,5,A,
359-U1470A-10H-6-A,0,95,85.16,86.11,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,10,H,6,A,
359-U1470A-10H-7-A,0,74,86.11,86.85,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Unlithified to indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,10,H,7,A,
359-U1470A-10H-CC-A,0,12,86.85,86.97,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,10,H,CC,A,
359-U1470A-11H-1-A,0,24,87.6,87.84,clast rich,rudstone,6,clast rich rudstone,unlithified,1,2.5y 8/2 (pale yellow),granule,8,foraminifera (planktic),,shell fragment,,,,,,,,,,,,,,,CAVE IN.,,,,359,U1470,A,11,H,1,A,
359-U1470A-11H-1-A,24,151,87.84,89.11,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Affected by CAVE-IN above.,,,,359,U1470,A,11,H,1,A,
359-U1470A-11H-2-A,0,93,89.11,90.04,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,11,H,2,A,
359-U1470A-11H-2-A,93,150,90.04,90.61,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 9/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,,aggregate,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,11,H,2,A,
359-U1470A-11H-3-A,0,55,90.61,91.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,3,A,
359-U1470A-11H-3-A,55,61,91.16,91.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,3,A,
359-U1470A-11H-3-A,61,150,91.22,92.11,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium- to coarse-grained. Moderately-sorted.,,,,359,U1470,A,11,H,3,A,
359-U1470A-11H-4-A,0,144,92.11,93.55,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,4,A,
359-U1470A-11H-5-A,0,150,93.6,95.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,5,A,
359-U1470A-11H-6-A,0,122,95.1,96.32,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,6,A,
359-U1470A-11H-7-A,0,60,96.32,96.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,7,A,
359-U1470A-11H-CC-A,0,4,96.92,96.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,11,H,CC,A,
359-U1470A-12H-1-A,0,46,97.1,97.56,clast rich,rudstone,6,clast rich rudstone,unlithified,1,2.5Y 7/2 (light gray),granule,8,red algae,,calcareous bioclast,,,,,,,,,,,,,,,CAVE IN.,,,,359,U1470,A,12,H,1,A,
359-U1470A-12H-1-A,46,150,97.56,98.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,12,H,1,A,
359-U1470A-12H-2-A,0,136,98.6,99.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately- to poorly-sorted.,,,,359,U1470,A,12,H,2,A,
359-U1470A-12H-3-A,0,145,99.96,101.41,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1470,A,12,H,3,A,
359-U1470A-12H-4-A,0,150,101.41,102.91,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,black grains,,,,,,,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,12,H,4,A,
359-U1470A-12H-5-A,0,49,102.91,103.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,12,H,5,A,
359-U1470A-12H-5-A,49,79,103.4,103.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,12,H,5,A,
359-U1470A-12H-5-A,79,124,103.7,104.15,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 8.5/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,12,H,5,A,
