Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1409A-5H-3-A,342,U1409,A,5,5-3,H,3,A,15.0,58.0,32.75,33.18,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 8/1 (light greenish gray),,nodule,Manganese,moderate_339 [DB91],4,,Distinguished from overlying sediments by distinct bioturbation mottling.  Interval is lighter at the top (15-33 cm) and darker grey at the bottom (33-58 cm).  A small Mn-nodule is present at 53-56 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-3-A,342,U1409,A,5,5-3,H,3,A,58.0,150.0,33.18,34.1,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderate to heavy bioturbation with decimeter scale color variation between darker and lighter (5GY 8/1 to 5GY 7/1) light greenish grey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-4-A,342,U1409,A,5,5-4,H,4,A,0.0,61.0,34.1,34.71,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,Half-cm wide green glauconitic banding dispersed from 25-53 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-4-A,342,U1409,A,5,5-4,H,4,A,61.0,72.0,34.71,34.82,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,White interval mottled by grey to purplish grey mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-5H-4-A,342,U1409,A,5,5-4,H,4,A,72.0,138.0,34.82,35.48,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,Two prominant green glauconitic bands at 98 and 103 cm. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-4-A,342,U1409,A,5,5-4,H,4,A,138.0,150.0,35.48,35.6,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,White interval mottled by grey to purplish grey mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-5H-5-A,342,U1409,A,5,5-5,H,5,A,0.0,54.0,35.6,36.14,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Prominant green glauconitic layers at 13, 16, and 30-31cm, with rare white mottles near the contact with the overlying strata.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-5-A,342,U1409,A,5,5-5,H,5,A,54.0,64.0,36.14,36.24,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,White interval mottled by grey to purplish grey mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-5H-5-A,342,U1409,A,5,5-5,H,5,A,64.0,112.0,36.24,36.72,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Prominant green glauconitic layer at 82 cm, with a small overlying Mn-nodule at 77 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-5-A,342,U1409,A,5,5-5,H,5,A,112.0,122.0,36.72,36.82,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,White interval mottled by grey to purplish grey mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-5H-5-A,342,U1409,A,5,5-5,H,5,A,122.0,136.0,36.82,37.1,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,N 7 (light gray),,,,heavy_339 [DB91],5,,"All light greenish grey intervals in Section 5 vary between 5GY 8/1 and N 7 (light grey).  This interval, like that from ~33-54cm is more grey than light greenish grey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-6-A,342,U1409,A,5,5-6,H,6,A,0.0,25.0,37.1,37.35,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,N 7 (light gray),,,,heavy_339 [DB91],5,,Faint green glauconitic horizon from 5-6 cm; bioturbation ranges from heavy (near top) to moderate (near bottom) of the interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-6-A,342,U1409,A,5,5-6,H,6,A,25.0,37.0,37.35,37.47,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,White interval mottled by grey mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-5H-6-A,342,U1409,A,5,5-6,H,6,A,37.0,94.0,37.47,38.04,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,Prominant green glauconitic horizon at 54 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-6-A,342,U1409,A,5,5-6,H,6,A,94.0,103.0,38.04,38.13,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,Thoroughly bioturbated with overlying and underlying strata,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-5H-6-A,342,U1409,A,5,5-6,H,6,A,103.0,138.0,38.13,38.48,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Green glauconitic layers at 111, 114, and 119 cm and scattered layers from 125 to 138cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-5H-CC-A,342,U1409,A,5,5-CC,H,CC,A,0.0,18.0,38.48,38.74,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,Mottled by purplish grey mottles. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-1-A,342,U1409,A,6,6-1,H,1,A,0.0,22.0,39.1,39.32,,nannofossil ooze [Leg339],,nannofossil ooze ,N 7 (light gray),,,,moderate_339 [DB91],4,,"Brown and grey mottles, although the lower contact with underlying sediments remain sharp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-1-A,342,U1409,A,6,6-1,H,1,A,22.0,150.0,39.32,40.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,"Decimeter scale variation in bioturbation (moderate to heavy) and color (towards greyer and/or whiter sediments).  Faint to prominent green glauconitic horizons at 29-32, 40, 92-100, and 122-125 cm.  A white concentration of diagenetic calcite occurs at 41-44 cm. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-2-A,342,U1409,A,6,6-2,H,2,A,0.0,49.0,40.6,41.09,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,Very rare brown mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-2-A,342,U1409,A,6,6-2,H,2,A,49.0,64.0,41.09,41.24,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,"Mottling includes rare brown, Zoophycus-sized burrows and smaller, Planolites burrows into over- and underlying light greenish grey sediments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-2-A,342,U1409,A,6,6-2,H,2,A,64.0,108.0,41.24,41.68,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Green glauconitic horizons at 80 and 83cm. Bioturbation traces concetrated at contacts with surrounding strata, with Planolites burrows at the top and larger, Zoophycus sized brown burrows from 98-108 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-2-A,342,U1409,A,6,6-2,H,2,A,108.0,123.0,41.68,41.83,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,Abundant dark and light mottling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-2-A,342,U1409,A,6,6-2,H,2,A,123.0,150.0,41.83,42.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,Green glauconitic layer at 141 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-3-A,342,U1409,A,6,6-3,H,3,A,0.0,10.0,42.1,42.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-3-A,342,U1409,A,6,6-3,H,3,A,10.0,27.0,42.2,42.37,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-3-A,342,U1409,A,6,6-3,H,3,A,27.0,64.0,42.37,42.74,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-3-A,342,U1409,A,6,6-3,H,3,A,64.0,78.0,42.74,42.88,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-3-A,342,U1409,A,6,6-3,H,3,A,78.0,114.0,42.88,43.24,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-3-A,342,U1409,A,6,6-3,H,3,A,114.0,150.0,43.24,43.6,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,0.0,6.0,43.6,43.66,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,6.0,21.0,43.66,43.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,21.0,32.0,43.81,43.92,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,32.0,54.0,43.92,44.14,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,54.0,66.0,44.14,44.26,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,66.0,79.0,44.26,44.39,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,79.0,120.0,44.39,44.8,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-4-A,342,U1409,A,6,6-4,H,4,A,120.0,150.0,44.8,45.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,0.0,12.0,45.1,45.22,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,12.0,24.0,45.22,45.34,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,24.0,40.0,45.34,45.5,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,40.0,57.0,45.5,45.67,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,57.0,72.0,45.67,45.82,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,72.0,78.0,45.82,45.88,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,78.0,88.0,45.88,45.98,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,88.0,100.0,45.98,46.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,100.0,112.0,46.1,46.22,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,112.0,134.0,46.22,46.44,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-5-A,342,U1409,A,6,6-5,H,5,A,134.0,150.0,46.44,46.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,0.0,23.0,46.6,46.83,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,23.0,51.0,46.83,47.11,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/4 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,51.0,74.0,47.11,47.34,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,74.0,81.0,47.34,47.41,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 5/6 (light olive brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,81.0,95.0,47.41,47.55,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,95.0,128.0,47.55,47.88,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,128.0,134.0,47.88,47.94,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/4 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-6-A,342,U1409,A,6,6-6,H,6,A,134.0,142.0,47.94,48.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-7-A,342,U1409,A,6,6-7,H,7,A,0.0,15.0,48.1,48.25,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/4 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-7-A,342,U1409,A,6,6-7,H,7,A,15.0,25.0,48.25,48.35,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-7-A,342,U1409,A,6,6-7,H,7,A,25.0,27.0,48.35,48.37,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/4 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-7-A,342,U1409,A,6,6-7,H,7,A,27.0,36.0,48.37,48.46,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-7-A,342,U1409,A,6,6-7,H,7,A,36.0,38.0,48.46,48.48,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/4 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-7-A,342,U1409,A,6,6-7,H,7,A,38.0,78.0,48.48,48.88,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-CC-A,342,U1409,A,6,6-CC,H,CC,A,0.0,8.0,48.88,48.96,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-CC-A,342,U1409,A,6,6-CC,H,CC,A,8.0,14.0,48.96,49.02,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/4 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-6H-CC-A,342,U1409,A,6,6-CC,H,CC,A,14.0,25.0,49.02,49.15,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-1-A,342,U1409,A,7,7-1,H,1,A,0.0,150.0,48.6,50.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-2-A,342,U1409,A,7,7-2,H,2,A,0.0,150.0,50.1,51.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-3-A,342,U1409,A,7,7-3,H,3,A,0.0,9.0,51.6,51.69,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-3-A,342,U1409,A,7,7-3,H,3,A,9.0,40.0,51.69,52.0,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-3-A,342,U1409,A,7,7-3,H,3,A,40.0,135.0,52.0,52.95,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-3-A,342,U1409,A,7,7-3,H,3,A,135.0,150.0,52.95,53.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-4-A,342,U1409,A,7,7-4,H,4,A,0.0,5.0,53.11,53.16,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-4-A,342,U1409,A,7,7-4,H,4,A,5.0,25.0,53.16,53.36,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-7H-4-A,342,U1409,A,7,7-4,H,4,A,25.0,52.0,53.36,53.63,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
