Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
320-U1334C-7H-6-A,320,U1334,C,7,7-6,H,6,A,0,150,64.5,66.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,,,,
320-U1334C-7H-6-A,320,U1334,C,7,7-6,H,6,A,0,150,64.5,66.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,Black streaks are common in very pale brown nannofossil ooze,,,,,
320-U1334C-7H-7-A,320,U1334,C,7,7-7,H,7,A,0,40,66.0,66.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,,,,
320-U1334C-7H-7-A,320,U1334,C,7,7-7,H,7,A,0,40,66.0,66.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,Black streaks are common in very pale brown nannofossil ooze,,,,,
320-U1334C-7H-CC-A,320,U1334,C,7,7-CC,H,CC,A,0,19,66.4,66.59,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,,,,
320-U1334C-7H-CC-A,320,U1334,C,7,7-CC,H,CC,A,0,19,66.4,66.59,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,Black streaks are common in very pale brown nannofossil ooze,,,,,
320-U1334C-8H-1-A,320,U1334,C,8,8-1,H,1,A,0,150,66.5,68.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-1-A,320,U1334,C,8,8-1,H,1,A,0,150,66.5,68.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-2-A,320,U1334,C,8,8-2,H,2,A,0,150,68.0,69.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-2-A,320,U1334,C,8,8-2,H,2,A,0,150,68.0,69.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-3-A,320,U1334,C,8,8-3,H,3,A,0,150,69.5,71.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-3-A,320,U1334,C,8,8-3,H,3,A,0,150,69.5,71.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-4-A,320,U1334,C,8,8-4,H,4,A,0,150,71.0,72.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-4-A,320,U1334,C,8,8-4,H,4,A,0,150,71.0,72.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-5-A,320,U1334,C,8,8-5,H,5,A,0,150,72.5,74.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-5-A,320,U1334,C,8,8-5,H,5,A,0,150,72.5,74.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-6-A,320,U1334,C,8,8-6,H,6,A,0,150,74.0,75.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-6-A,320,U1334,C,8,8-6,H,6,A,0,150,74.0,75.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-7-A,320,U1334,C,8,8-7,H,7,A,0,65,75.5,76.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-7-A,320,U1334,C,8,8-7,H,7,A,0,65,75.5,76.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-8H-CC-A,320,U1334,C,8,8-CC,H,CC,A,0,18,76.15,76.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/3,,,,,,
320-U1334C-8H-CC-A,320,U1334,C,8,8-CC,H,CC,A,0,18,76.15,76.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-1-A,320,U1334,C,9,9-1,H,1,A,0,150,76.0,77.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-1-A,320,U1334,C,9,9-1,H,1,A,0,150,76.0,77.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-2-A,320,U1334,C,9,9-2,H,2,A,0,150,77.5,79.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-2-A,320,U1334,C,9,9-2,H,2,A,0,150,77.5,79.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-3-A,320,U1334,C,9,9-3,H,3,A,0,150,79.0,80.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-3-A,320,U1334,C,9,9-3,H,3,A,0,150,79.0,80.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-4-A,320,U1334,C,9,9-4,H,4,A,0,150,80.5,82.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-4-A,320,U1334,C,9,9-4,H,4,A,0,150,80.5,82.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-5-A,320,U1334,C,9,9-5,H,5,A,0,150,82.0,83.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-5-A,320,U1334,C,9,9-5,H,5,A,0,150,82.0,83.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-6-A,320,U1334,C,9,9-6,H,6,A,0,150,83.5,85.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-6-A,320,U1334,C,9,9-6,H,6,A,0,150,83.5,85.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-7-A,320,U1334,C,9,9-7,H,7,A,0,65,85.0,85.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-7-A,320,U1334,C,9,9-7,H,7,A,0,65,85.0,85.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-9H-CC-A,320,U1334,C,9,9-CC,H,CC,A,0,14,85.65,85.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/4,,,,,,
320-U1334C-9H-CC-A,320,U1334,C,9,9-CC,H,CC,A,0,14,85.65,85.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-10H-1-A,320,U1334,C,10,10-1,H,1,A,0,150,85.5,87.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-1-A,320,U1334,C,10,10-1,H,1,A,0,150,85.5,87.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-2-A,320,U1334,C,10,10-2,H,2,A,0,150,87.0,88.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-2-A,320,U1334,C,10,10-2,H,2,A,0,150,87.0,88.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-3-A,320,U1334,C,10,10-3,H,3,A,0,150,88.5,90.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-3-A,320,U1334,C,10,10-3,H,3,A,0,150,88.5,90.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-4-A,320,U1334,C,10,10-4,H,4,A,0,150,90.0,91.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-4-A,320,U1334,C,10,10-4,H,4,A,0,150,90.0,91.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-5-A,320,U1334,C,10,10-5,H,5,A,0,150,91.5,93.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-5-A,320,U1334,C,10,10-5,H,5,A,0,150,91.5,93.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-6-A,320,U1334,C,10,10-6,H,6,A,0,150,93.0,94.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-6-A,320,U1334,C,10,10-6,H,6,A,0,150,93.0,94.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-7-A,320,U1334,C,10,10-7,H,7,A,0,49,94.5,94.99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-7-A,320,U1334,C,10,10-7,H,7,A,0,49,94.5,94.99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-10H-CC-A,320,U1334,C,10,10-CC,H,CC,A,0,14,94.99,95.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/3,,,,,,
320-U1334C-10H-CC-A,320,U1334,C,10,10-CC,H,CC,A,0,14,94.99,95.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-1-A,320,U1334,C,11,11-1,H,1,A,0,150,95.0,96.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-1-A,320,U1334,C,11,11-1,H,1,A,0,150,95.0,96.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-2-A,320,U1334,C,11,11-2,H,2,A,0,150,96.5,98.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-2-A,320,U1334,C,11,11-2,H,2,A,0,150,96.5,98.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-3-A,320,U1334,C,11,11-3,H,3,A,0,150,98.0,99.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-3-A,320,U1334,C,11,11-3,H,3,A,0,150,98.0,99.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-4-A,320,U1334,C,11,11-4,H,4,A,0,150,99.5,101.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-4-A,320,U1334,C,11,11-4,H,4,A,0,150,99.5,101.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-5-A,320,U1334,C,11,11-5,H,5,A,0,150,101.0,102.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-5-A,320,U1334,C,11,11-5,H,5,A,0,150,101.0,102.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-6-A,320,U1334,C,11,11-6,H,6,A,0,100,102.5,103.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-6-A,320,U1334,C,11,11-6,H,6,A,0,100,102.5,103.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-7-A,320,U1334,C,11,11-7,H,7,A,0,86,103.5,104.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-7-A,320,U1334,C,11,11-7,H,7,A,0,86,103.5,104.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-11H-CC-A,320,U1334,C,11,11-CC,H,CC,A,0,21,104.36,104.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 6/4,,,,,,
320-U1334C-11H-CC-A,320,U1334,C,11,11-CC,H,CC,A,0,21,104.36,104.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,,,,
320-U1334C-12H-1-A,320,U1334,C,12,12-1,H,1,A,0,150,104.5,106.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-1-A,320,U1334,C,12,12-1,H,1,A,0,150,104.5,106.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-2-A,320,U1334,C,12,12-2,H,2,A,0,150,106.0,107.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-2-A,320,U1334,C,12,12-2,H,2,A,0,150,106.0,107.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-3-A,320,U1334,C,12,12-3,H,3,A,0,150,107.5,109.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-3-A,320,U1334,C,12,12-3,H,3,A,0,150,107.5,109.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-4-A,320,U1334,C,12,12-4,H,4,A,0,150,109.0,110.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-4-A,320,U1334,C,12,12-4,H,4,A,0,150,109.0,110.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-5-A,320,U1334,C,12,12-5,H,5,A,0,150,110.5,112.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-5-A,320,U1334,C,12,12-5,H,5,A,0,150,110.5,112.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-6-A,320,U1334,C,12,12-6,H,6,A,0,150,112.0,113.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-6-A,320,U1334,C,12,12-6,H,6,A,0,150,112.0,113.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-7-A,320,U1334,C,12,12-7,H,7,A,0,60,113.5,114.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-7-A,320,U1334,C,12,12-7,H,7,A,0,60,113.5,114.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-12H-CC-A,320,U1334,C,12,12-CC,H,CC,A,0,14,114.1,114.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 7/2,,,,,,
320-U1334C-12H-CC-A,320,U1334,C,12,12-CC,H,CC,A,0,14,114.1,114.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,,,,
320-U1334C-13H-1-A,320,U1334,C,13,13-1,H,1,A,0,150,114.0,115.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-1-A,320,U1334,C,13,13-1,H,1,A,0,150,114.0,115.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-2-A,320,U1334,C,13,13-2,H,2,A,0,150,115.5,117.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-2-A,320,U1334,C,13,13-2,H,2,A,0,150,115.5,117.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-3-A,320,U1334,C,13,13-3,H,3,A,0,150,117.0,118.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-3-A,320,U1334,C,13,13-3,H,3,A,0,150,117.0,118.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-4-A,320,U1334,C,13,13-4,H,4,A,0,150,118.5,120.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-4-A,320,U1334,C,13,13-4,H,4,A,0,150,118.5,120.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-5-A,320,U1334,C,13,13-5,H,5,A,0,150,120.0,121.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-5-A,320,U1334,C,13,13-5,H,5,A,0,150,120.0,121.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-6-A,320,U1334,C,13,13-6,H,6,A,0,150,121.5,123.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-6-A,320,U1334,C,13,13-6,H,6,A,0,150,121.5,123.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-7-A,320,U1334,C,13,13-7,H,7,A,0,63,123.0,123.63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-7-A,320,U1334,C,13,13-7,H,7,A,0,63,123.0,123.63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-13H-CC-A,320,U1334,C,13,13-CC,H,CC,A,0,19,123.63,123.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/3,,,,,,
320-U1334C-13H-CC-A,320,U1334,C,13,13-CC,H,CC,A,0,19,123.63,123.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,,,,
320-U1334C-14H-1-A,320,U1334,C,14,14-1,H,1,A,0,50,123.5,124.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,,,,
320-U1334C-14H-1-A,320,U1334,C,14,14-1,H,1,A,50,150,124.0,125.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-1-A,320,U1334,C,14,14-1,H,1,A,50,150,124.0,125.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/1,,,,,,
320-U1334C-14H-2-A,320,U1334,C,14,14-2,H,2,A,0,150,125.0,126.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-2-A,320,U1334,C,14,14-2,H,2,A,0,150,125.0,126.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/1,,,,,,
320-U1334C-14H-3-A,320,U1334,C,14,14-3,H,3,A,0,80,126.5,127.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-3-A,320,U1334,C,14,14-3,H,3,A,0,80,126.5,127.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/1,,,,,,
320-U1334C-14H-3-A,320,U1334,C,14,14-3,H,3,A,80,150,127.3,128.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,2.5Y 8/1,,,,,,
320-U1334C-14H-3-A,320,U1334,C,14,14-3,H,3,A,80,150,127.3,128.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-4-A,320,U1334,C,14,14-4,H,4,A,0,150,128.0,129.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,2.5Y 8/1,,,,,,
320-U1334C-14H-4-A,320,U1334,C,14,14-4,H,4,A,0,150,128.0,129.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-5-A,320,U1334,C,14,14-5,H,5,A,0,150,129.5,131.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,2.5Y 8/1,,,,,,
320-U1334C-14H-5-A,320,U1334,C,14,14-5,H,5,A,0,150,129.5,131.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-6-A,320,U1334,C,14,14-6,H,6,A,0,100,131.0,132.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,2.5Y 8/1,,,,,,
320-U1334C-14H-6-A,320,U1334,C,14,14-6,H,6,A,0,100,131.0,132.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-7-A,320,U1334,C,14,14-7,H,7,A,0,91,132.0,132.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,2.5Y 8/1,,,,,,
320-U1334C-14H-7-A,320,U1334,C,14,14-7,H,7,A,0,91,132.0,132.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,2.5Y 8/2,,,,,,
320-U1334C-14H-CC-A,320,U1334,C,14,14-CC,H,CC,A,0,12,132.91,133.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,2.5Y 8/1,,,,,,
320-U1334C-14H-CC-A,320,U1334,C,14,14-CC,H,CC,A,0,12,132.91,133.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,2.5Y 8/2,,,,,,
