Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1482A-26H-6-A,0,148,238.49,239.97,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion crack,,,,,,,,,,,,,363,U1482,A,26,H,6,A,
363-U1482A-26H-7-A,0,70,240.02,240.72,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion crack,,,,,,,,,,,,,363,U1482,A,26,H,7,A,
363-U1482A-26H-CC-A,0,20,240.72,240.92,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion crack,,,,,,,,,,,,,363,U1482,A,26,H,CC,A,
363-U1482A-27H-1-A,0,150,240.4,241.9,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion cracks; burrows; dark sulfides common throughout,,,,,,,,,,,,,363,U1482,A,27,H,1,A,
363-U1482A-27H-2-A,0,148,241.9,243.38,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion cracks; burrows; dark sulfides common throughout,,,,,,,,,,,,,363,U1482,A,27,H,2,A,
363-U1482A-27H-2-A,148,150,243.38,243.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,2,A,
363-U1482A-27H-3-A,0,11,243.4,243.51,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,3,A,
363-U1482A-27H-3-A,11,129,243.51,244.69,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion cracks; burrows; dark sulfides common throughout; skolithos 75-85 cm,,,,,,,,,,,,,363,U1482,A,27,H,3,A,
363-U1482A-27H-3-A,129,151,244.69,244.91,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,skolithus,,,,,,,,,,,,,363,U1482,A,27,H,3,A,
363-U1482A-27H-4-A,0,14,244.91,245.05,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"dark sulfides common, skolithus",,,,,,,,,,,,,363,U1482,A,27,H,4,A,
363-U1482A-27H-4-A,14,128,245.05,246.19,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,4,A,
363-U1482A-27H-4-A,128,138,246.19,246.29,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,4,A,
363-U1482A-27H-4-A,138,150,246.29,246.41,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,4,A,
363-U1482A-27H-5-A,0,114,246.41,247.55,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,5,A,
363-U1482A-27H-5-A,114,136,247.55,247.77,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,5,A,
363-U1482A-27H-5-A,136,151,247.77,247.92,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,5,A,
363-U1482A-27H-6-A,0,6,247.92,247.98,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,6,A,
363-U1482A-27H-6-A,6,82,247.98,248.74,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,6,A,
363-U1482A-27H-6-A,82,92,248.74,248.84,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,6,A,
363-U1482A-27H-6-A,92,146,248.84,249.38,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,6,A,
363-U1482A-27H-7-A,0,42,249.42,249.84,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common,,,,,,,,,,,,,363,U1482,A,27,H,7,A,
363-U1482A-27H-7-A,42,85,249.84,250.27,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,dark sulfides common; gas escape cracks throughout,,,,,,,,,,,,,363,U1482,A,27,H,7,A,
363-U1482A-27H-CC-A,0,13,250.27,250.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,27,H,CC,A,
363-U1482A-28H-1-A,0,60,249.9,250.5,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,skolithos (0-3.5 cm),,,,,,,,,,,,,363,U1482,A,28,H,1,A,
363-U1482A-28H-1-A,60,102,250.5,250.92,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,1,A,
363-U1482A-28H-1-A,102,150,250.92,251.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,skolithos (111-122 cm),,,,,,,,,,,,,363,U1482,A,28,H,1,A,
363-U1482A-28H-2-A,0,56,251.4,251.96,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,2,A,
363-U1482A-28H-2-A,56,108,251.96,252.48,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,2,A,
363-U1482A-28H-2-A,108,154,252.48,252.94,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,gas expansion crack (139-141.5 cm),,,,,,,,,,,,,363,U1482,A,28,H,2,A,
363-U1482A-28H-3-A,0,152,252.94,254.46,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"skolithos (128-133 cm), gas expansion crack",,,,,,,,,,,,,363,U1482,A,28,H,3,A,
363-U1482A-28H-4-A,0,154,254.46,256,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"skolithos (83.5-98 cm, 110-120 cm), gas expansion cracks",,,,,,,,,,,,,363,U1482,A,28,H,4,A,
363-U1482A-28H-5-A,0,154,256,257.54,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,skolithos (88-91 cm),,,,,,,,,,,,,363,U1482,A,28,H,5,A,
363-U1482A-28H-6-A,0,43,257.54,257.97,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,6,A,
363-U1482A-28H-6-A,43,84,257.97,258.38,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,skolithos (58.5-72 cm),,,,,,,,,,,,,363,U1482,A,28,H,6,A,
363-U1482A-28H-6-A,84,144,258.38,258.98,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,6,A,
363-U1482A-28H-7-A,0,30,259.04,259.34,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,7,A,
363-U1482A-28H-7-A,30,68,259.34,259.72,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,7,A,
363-U1482A-28H-CC-A,0,6,259.72,259.78,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,28,H,CC,A,
363-U1482A-29H-1-A,0,55,259.4,259.95,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,1,A,
363-U1482A-29H-1-A,55,150,259.95,260.9,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,1,A,
363-U1482A-29H-2-A,0,50,260.9,261.4,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,2,A,
363-U1482A-29H-2-A,50,150,261.4,262.4,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,2,A,
363-U1482A-29H-3-A,0,60,262.4,263,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,3,A,
363-U1482A-29H-3-A,60,151,263,263.91,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,3,A,
363-U1482A-29H-4-A,0,46,263.91,264.37,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,4,A,
363-U1482A-29H-4-A,46,115,264.37,265.06,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,4,A,
363-U1482A-29H-4-A,115,154,265.06,265.45,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,4,A,
363-U1482A-29H-5-A,0,50,265.45,265.95,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,5,A,
363-U1482A-29H-5-A,50,100,265.95,266.45,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,5,A,
363-U1482A-29H-5-A,100,155,266.45,267,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,5,A,
363-U1482A-29H-6-A,0,147,267,268.47,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,6,A,
363-U1482A-29H-7-A,0,77,268.52,269.29,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,7,A,
363-U1482A-29H-CC-A,0,24,269.29,269.53,clay-bearing foraminiferal-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-rich nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,29,H,CC,A,
363-U1482A-30H-1-A,0,14,268.9,269.04,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,1,A,
363-U1482A-30H-1-A,14,68,269.04,269.58,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,1,A,
363-U1482A-30H-1-A,68,146,269.58,270.36,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,1,A,
363-U1482A-30H-1-A,146,152,270.36,270.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,1,A,
363-U1482A-30H-2-A,0,136,270.42,271.78,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,2,A,
363-U1482A-30H-2-A,136,148,271.78,271.9,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,2,A,
363-U1482A-30H-3-A,0,25,271.9,272.15,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,3,A,
363-U1482A-30H-3-A,25,150,272.15,273.4,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,3,A,
363-U1482A-30H-4-A,0,84,273.4,274.24,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,4,A,
363-U1482A-30H-4-A,84,140,274.24,274.8,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,4,A,
363-U1482A-30H-4-A,140,153,274.8,274.93,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,4,A,
363-U1482A-30H-5-A,0,58,274.93,275.51,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,5,A,
363-U1482A-30H-5-A,58,140,275.51,276.33,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,5,A,
363-U1482A-30H-5-A,140,154,276.33,276.47,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,5,A,
363-U1482A-30H-6-A,0,70,276.47,277.17,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,6,A,
363-U1482A-30H-6-A,70,148,277.17,277.95,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,6,A,
363-U1482A-30H-7-A,0,63,278,278.63,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,30,H,7,A,
363-U1482A-31H-1-A,0,37,278.4,278.77,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,1,A,
363-U1482A-31H-1-A,37,150,278.77,279.9,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,1,A,
363-U1482A-31H-2-A,0,50,279.9,280.4,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,2,A,
363-U1482A-31H-2-A,50,155,280.4,281.45,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,2,A,
363-U1482A-31H-3-A,0,95,281.45,282.4,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,3,A,
363-U1482A-31H-3-A,95,110,282.4,282.55,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,2.5Y 7/3 (pale yellow),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,3,A,
363-U1482A-31H-3-A,110,156,282.55,283.01,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,3,A,
363-U1482A-31H-4-A,0,75,283.01,283.76,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,4,A,
363-U1482A-31H-4-A,75,155,283.76,284.56,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,4,A,
363-U1482A-31H-5-A,0,60,284.56,285.16,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,5,A,
363-U1482A-31H-5-A,60,92,285.16,285.48,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,5,A,
363-U1482A-31H-5-A,92,154,285.48,286.1,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,5,A,
363-U1482A-31H-6-A,0,94,286.1,287.04,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,6,A,
363-U1482A-31H-6-A,94,148,287.04,287.58,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,6,A,
363-U1482A-31H-7-A,0,81,287.63,288.44,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,7,A,
363-U1482A-31H-CC-A,0,17,288.44,288.61,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,31,H,CC,A,
363-U1482A-32H-1-A,0,7,287.9,287.97,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,1,A,
363-U1482A-32H-1-A,7,77,287.97,288.67,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,1,A,
363-U1482A-32H-1-A,77,132,288.67,289.22,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,1,A,
363-U1482A-32H-1-A,132,150,289.22,289.4,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,1,A,
363-U1482A-32H-2-A,0,70,289.4,290.1,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,2,A,
363-U1482A-32H-2-A,70,121,290.1,290.61,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,2,A,
363-U1482A-32H-2-A,121,148,290.61,290.88,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,2,A,
363-U1482A-32H-3-A,0,5,290.88,290.93,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,3,A,
363-U1482A-32H-3-A,5,96,290.93,291.84,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide specks and streaks common. Burrow mottles. light greenish grey throughout.,,,,,,,,,,,,,363,U1482,A,32,H,3,A,
