Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1387A-20X-1-A,339,U1387,A,20,20-1,X,1,A,115,139,171.65,171.89,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-2-A,339,U1387,A,20,20-2,X,2,A,0,82,171.89,172.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-2-A,339,U1387,A,20,20-2,X,2,A,82,150,172.71,173.39,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present. pyritized plant fragment.",100,100,,
339-U1387A-20X-3-A,339,U1387,A,20,20-3,X,3,A,0,109,173.39,174.48,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],," Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-3-A,339,U1387,A,20,20-3,X,3,A,109,120,174.48,174.59,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,,100,100,,
339-U1387A-20X-3-A,339,U1387,A,20,20-3,X,3,A,120,150,174.59,174.89,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-4-A,339,U1387,A,20,20-4,X,4,A,0,150,174.89,176.39,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present. shelly part in 70-73 cm.",100,100,,
339-U1387A-20X-5-A,339,U1387,A,20,20-5,X,5,A,0,123,176.39,177.62,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-5-A,339,U1387,A,20,20-5,X,5,A,123,129,177.62,177.68,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,A normal grading silty sand layer in 124-126 cm (turbidite?),100,100,,
339-U1387A-20X-5-A,339,U1387,A,20,20-5,X,5,A,129,142,177.68,177.81,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,few [A48],,Turbidite?,100,100,,
339-U1387A-20X-5-A,339,U1387,A,20,20-5,X,5,A,142,146,177.81,177.85,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-6-A,339,U1387,A,20,20-6,X,6,A,0,145,177.85,179.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-7-A,339,U1387,A,20,20-7,X,7,A,0,75,179.3,180.05,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-20X-CC-A,339,U1387,A,20,20-CC,X,CC,A,0,39,180.05,180.44,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-1-A,339,U1387,A,21,21-1,X,1,A,0,110,180.1,181.2,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-1-A,339,U1387,A,21,21-1,X,1,A,110,124,181.2,181.34,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-1-A,339,U1387,A,21,21-1,X,1,A,124,144,181.34,181.54,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-1-A,339,U1387,A,21,21-1,X,1,A,144,150,181.54,181.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-2-A,339,U1387,A,21,21-2,X,2,A,0,150,181.6,183.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-3-A,339,U1387,A,21,21-3,X,3,A,0,36,183.1,183.46,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-3-A,339,U1387,A,21,21-3,X,3,A,0,150,183.1,184.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (cold corals), foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-3-A,339,U1387,A,21,21-3,X,3,A,45,150,183.55,184.6,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,,100,100,,
339-U1387A-21X-4-A,339,U1387,A,21,21-4,X,4,A,0,60,184.6,185.2,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-4-A,339,U1387,A,21,21-4,X,4,A,60,67,185.2,185.27,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,turbidite?,100,100,,
339-U1387A-21X-4-A,339,U1387,A,21,21-4,X,4,A,67,104,185.27,185.64,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,turbidite?,100,100,,
339-U1387A-21X-4-A,339,U1387,A,21,21-4,X,4,A,104,150,185.64,186.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-5-A,339,U1387,A,21,21-5,X,5,A,0,150,186.1,187.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-5-A,339,U1387,A,21,21-5,X,5,A,0,150,186.1,187.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-5-A,339,U1387,A,21,21-5,X,5,A,0,150,186.1,187.6,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-5-A,339,U1387,A,21,21-5,X,5,A,0,150,186.1,187.6,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-5-A,339,U1387,A,21,21-5,X,5,A,0,150,186.1,187.6,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-6-A,339,U1387,A,21,21-6,X,6,A,0,103,187.6,188.63,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present. sand-filled burrows in 0-8 cm.",100,100,,
339-U1387A-21X-7-A,339,U1387,A,21,21-7,X,7,A,0,65,188.63,189.28,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-21X-CC-A,339,U1387,A,21,21-CC,X,CC,A,0,41,189.28,189.69,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers, and pyritized burrow fills present.",100,100,,
339-U1387A-22X-1-A,339,U1387,A,22,22-1,X,1,A,0,32,189.7,190.02,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Destroyed,100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,0,46,190.02,190.48,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,46,52,190.48,190.54,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,52,80,190.54,190.82,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,80,85,190.82,190.87,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,85,115,190.87,191.17,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,115,121,191.17,191.23,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,121,148,191.23,191.5,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-2-A,339,U1387,A,22,22-2,X,2,A,148,150,191.5,191.52,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-3-A,339,U1387,A,22,22-3,X,3,A,0,41,191.52,191.93,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-3-A,339,U1387,A,22,22-3,X,3,A,0,44,191.52,191.96,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-3-A,339,U1387,A,22,22-3,X,3,A,0,84,191.52,192.36,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-3-A,339,U1387,A,22,22-3,X,3,A,0,92,191.52,192.44,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-3-A,339,U1387,A,22,22-3,X,3,A,0,150,191.52,193.02,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. Pyritized sand-filled burrow.",100,100,,
339-U1387A-22X-4-A,339,U1387,A,22,22-4,X,4,A,0,150,193.02,194.52,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,0,17,194.52,194.69,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,17,33,194.69,194.85,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,33,106,194.85,195.58,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,106,111,195.58,195.63,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,111,120,195.63,195.72,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,120,124,195.72,195.76,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-5-A,339,U1387,A,22,22-5,X,5,A,124,150,195.76,196.02,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-6-A,339,U1387,A,22,22-6,X,6,A,0,111,196.02,197.13,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-6-A,339,U1387,A,22,22-6,X,6,A,111,113,197.13,197.15,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-6-A,339,U1387,A,22,22-6,X,6,A,113,126,197.15,197.28,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-6-A,339,U1387,A,22,22-6,X,6,A,126,150,197.28,197.52,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-7-A,339,U1387,A,22,22-7,X,7,A,0,93,197.52,198.45,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-7-A,339,U1387,A,22,22-7,X,7,A,93,97,198.45,198.49,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
339-U1387A-22X-7-A,339,U1387,A,22,22-7,X,7,A,97,113,198.49,198.65,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, foraminifers. scatter pyrite grains.",100,100,,
