Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
366-U1498B-18R-2-A,0,39.0,161.7,162.09,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/10BG (greenish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid clasts are harzburgite (4-11 cm) and dunite (17-27 cm). The harzburgite show sharp serpentinization boundary.",poor,,,,ultramafic rock,50,pebble,10,cobble,10,sub-rounded,serpentine,3,granule,8,pebble,9,subangular,"The harzburgite clast contains 20 % opx and 80 % Ol. Degree of serpentinization is 80 %. White and green veins. The dunite clast is almost serpentinized (98%), crosscut by pale green veins.",serpentine clay matrix,,,,,,,366,U1498,B,18,R,2,A
366-U1498B-18R-CC-A,0,25.0,162.09,162.34,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/10BG (greenish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid harzburgite clast with 4 x 4 cm in size.",poor,,,,ultramafic rock,40,granule,8,pebble,9,sub-rounded,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,18,R,CC,A
366-U1498B-19R-1-A,0,7.0,170.9,170.97,III,,,,irregular,scoured,inclined,,serpentinite,clast,serpentinite clast,GLEY 2 5/10BG (greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,19,R,1,A
366-U1498B-19R-1-A,7,146.0,170.97,172.36,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/5B (bluish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid harzburgite clast with pebble size.",poor,,,,ultramafic rock,8,granule,8,pebble,9,sub-rounded,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,19,R,1,A
366-U1498B-19R-2-A,0,149.0,172.36,173.85,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/5B (bluish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid harzburgite clast with pebble size.",poor,,,,ultramafic rock,5,granule,8,pebble,9,sub-rounded,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,19,R,2,A
366-U1498B-19R-3-A,0,90.0,173.85,174.75,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/10BG (greenish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid harzburgite clast with pebble size.",poor,,,,ultramafic rock,7,granule,8,pebble,9,sub-rounded,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,19,R,3,A
366-U1498B-19R-3-A,90,150.0,174.75,175.35,III,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,19,R,3,A
366-U1498B-19R-4-A,0,80.0,175.35,176.15,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 4/10B (dark bluish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid harzburgite clast with pebble size.",poor,,,,ultramafic rock,15,granule,8,pebble,9,subangular,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,19,R,4,A
366-U1498B-19R-4-A,80,101.0,176.15,176.36,III,,,,,,,,,,,,,,,,,,ZHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,19,R,4,A
366-U1498B-19R-CC-A,0,10.0,176.36,176.46,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 4/10B (dark bluish gray),,consolidated,clay,1,pebble,9,"Green and black serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Rigid harzburgite clast with pebble size.",poor,,,,ultramafic rock,40,granule,8,pebble,9,subangular,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,19,R,CC,A
366-U1498B-19R-CC-A,10,23.0,176.46,176.59,III,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 5/5B (bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,19,R,CC,A
366-U1498B-20R-1-A,0,34.0,180.6,180.94,III,,,,,,,serpentinized,harzburgite,,serpentinized harzburgite,GLEY 2 2.5/10B (bluish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,20,R,1,A
366-U1498B-20R-2-A,0,30.0,180.94,181.24,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/10BG (greenish gray),,consolidated,clay,1,pebble,9,Green and black serpentinite,poor,,,,ultramafic rock,10,pebble,10,pebble,9,subangular,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,20,R,2,A
366-U1498B-20R-CC-A,0,21.0,181.24,181.45,III,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/10BG (greenish gray),,consolidated,clay,1,pebble,9,Green and black serpentinite,poor,,,,ultramafic rock,20,pebble,10,pebble,9,subangular,,,,,,,,The harzburgites are completely serpentinized,serpentine clay matrix,,,,,,,366,U1498,B,20,R,CC,A
366-U1498B-21R-1-A,0,4.0,185.9,185.94,III,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/10B (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,4,7.0,185.94,185.97,III,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 5/10BG (greenish gray),,unconsolidated,clay,1,granule,8,,,,,,ultramafic rock,10,medium sand,5,granule,8,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,7,28.0,185.97,186.18,III,,,,planar,scoured,inclined,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/10G (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,28,34.0,186.18,186.24,IVA,,,,curviplanar,wavy,inclined,mafic,breccia,clast,mafic breccia clast,GLEY 1 6/5G (greenish gray),,lithified,silt,2,granule,8,"contact btw. ultramafic clast above, and mafic rock below, brecciated layer in between with mafic and ultramafic clasts",poor,,,,metabasite,10,silt,2,granule,8,subangular,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,34,115.0,186.24,187.05,IVA,,,,irregular,wavy,inclined,mafic,metabasite,clast,mafic metabasite clast,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,115,123.0,187.05,187.13,IVB,,,,irregular,hardground,inclined,cherty limestone,limestone,clast,cherty limestone limestone clast,10YR 7/2 (light gray),,lithified,,,,,with sparitic carbonate gashes,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,123,124.0,187.13,187.14,IVB,,,,,,,,chert,,chert,10R 4/3 (weak red),,lithified,,,,,with carbonate veins,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-1-A,124,133.0,187.14,187.23,IVB,,,,,,,cherty limestone,limestone,,cherty limestone limestone,10YR 7/2 (light gray),,lithified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,1,A
366-U1498B-21R-2-A,0,10.0,187.23,187.33,IVB,,,,irregular,hardground,horizontal,cherty limestone,limestone,,cherty limestone limestone,7.5YR 6/2 (pinkish gray),thick lamina,lithified,,,,,with sparitic carbonate gashes limestone with mm thick chert laminae faulted and brecciated (mm to cm angular clasts),,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,10,45.0,187.33,187.68,IVB,,,,irregular,hardground,sub-horizontal,cherty limestone,limestone,,cherty limestone limestone,7.5YR 7/2 (pinkish gray),thick lamina,lithified,,,,,"with sparitic carbonate gashes limestone with mm to cm thick chert laminae and layers faulted and brecciated (mm to cm angular clasts), cataclastic, high-angle normal faults",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,45,52.0,187.68,187.75,IVB,,,,irregular,wavy,inclined,cherty limestone,limestone,,cherty limestone limestone,7.5YR 7/2 (pinkish gray),very thin bed,lithified,,,,,"cm-laminated, interlayering of limestone and chert; stylolithic layer boundaries",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,52,55.0,187.75,187.78,IVB,,,,irregular,wavy,inclined,cherty limestone,limestone,,cherty limestone limestone,7.5YR 7/2 (pinkish gray),very thin bed,lithified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,55,58.0,187.78,187.81,IVB,,,,irregular,wavy,inclined,,chert,,chert,10R 4/3 (weak red),very thin bed,lithified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,58,67.0,187.81,187.9,IVB,,,,irregular,wavy,inclined,cherty limestone,breccia,,cherty limestone breccia,7.5YR 7/2 (pinkish gray),very thin bed,lithified,,,,,"with sparitic carbonate gashes limestone with mm to cm thick chert laminae and layers faulted and brecciated (mm to cm angular clasts), cataclastic,",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,67,77.0,187.9,188.0,IVB,,,,irregular,sharp,sub-horizontal,cherty limestone,breccia,,cherty limestone breccia,7.5YR 7/2 (pinkish gray),,lithified,,,,,with smears of lithified serpentinite mud; alteration at contact to serpentinite mud below,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,77,80.0,188.0,188.03,IVB,,,,,,,ophicarbonate,,,ophicarbonate,GLEY 1 7/N (light gray),,cemented,,,,,sparitic,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-2-A,77,93.0,188.0,188.16,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/5BG (greenish gray),,unconsolidated,silt,2,pebble,9,,,,,,ultramafic rock,10,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,21,R,2,A
366-U1498B-21R-CC-A,0,20.0,188.16,188.36,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/5BG (greenish gray),,unconsolidated,silt,2,pebble,9,,,,,,ultramafic rock,10,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,21,R,CC,A
366-U1498B-22R-1-A,0,9.0,190.4,190.49,V,,,,irregular,sharp,horizontal,,conglomerate,with lithic clasts,conglomerate with lithic clasts,GLEY 2 2.5/5BG (greenish black),,unconsolidated,pebble,9,pebble,9,Ultramafic clasts: pebbles without matrix,poor,,,,ultramafic rock,100,pebble,10,pebble,9,subangular,,,,,,,,,,,,,,,,366,U1498,B,22,R,1,A
366-U1498B-22R-1-A,9,115.0,190.49,191.55,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 6/10GY (greenish gray),,consolidated,clay,1,pebble,9,"Severe drilling disturbance - green serpentine, blue mud and dark grey clasts are all elongated, brecciated and mixed all together",,,,,ultramafic rock,10,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,1,A
366-U1498B-22R-1-A,115,135.0,191.55,191.75,V,,,,irregular,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 8/5G (light greenish gray),,consolidated,clay,1,pebble,9,lighter than the upper section- pebble-sized volcanic clasts (2%). The mud matrix is mainly serpentine,,,,,metavolcanic,2,medium sand,5,pebble,9,subangular,ultramafic rock,1,coarse sand,6,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,1,A
366-U1498B-22R-1-A,135,150.0,191.75,191.9,V,,,,,,,,,,,,,,,,,,ZHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,22,R,1,A
366-U1498B-22R-2-A,0,19.0,191.9,192.09,V,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,GLEY 1 8/5G (light greenish gray),,consolidated,clay,1,granule,8,The light-green mud matrix is mainly serpentinite - pebble-sized volcanic clasts (2%). Same section as previously described at the base of section 22R-1A,,,,,metavolcanic,2,medium sand,5,granule,8,subangular,ultramafic rock,1,coarse sand,6,granule,8,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,2,A
366-U1498B-22R-2-A,19,50.0,192.09,192.4,V,,,,irregular,wavy,inclined,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 4/10B (dark bluish gray),,consolidated,clay,1,pebble,9,Back to the dark blue serpentinite mud - 15 % of granule to pebble sized UM clasts Still cdisturbed by the drilling disturbances,,,,,ultramafic rock,15,medium sand,5,pebble,9,,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,2,A
366-U1498B-22R-2-A,50,150.0,192.4,193.4,V,,,,,,,,,,,,,,,,,,ICHI MBIO IW,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,22,R,2,A
366-U1498B-22R-3-A,0,45.0,193.4,193.85,V,,,,irregular,wavy,sub-horizontal,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/10B (bluish gray),,consolidated,clay,1,pebble,9,"Green and dark blue serpentinite mud, swirled together. The black parts a highly deformed and elongate clasts of UM rock that are now clay.",,,,,ultramafic rock,20,medium sand,5,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,3,A
366-U1498B-22R-3-A,45,148.0,193.85,194.88,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 6/5G (greenish gray),,consolidated,clay,1,pebble,9,"Light green serpentinite mud, swirled together with elongated and deformed black UM clasts. Some rigid pebble-sized rigid UM clasts. Trace amount of grey pebble-sized meta-volc. clasts",,,,,ultramafic rock,25,medium sand,5,pebble,9,subangular,serpentine,3,coarse sand,6,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,3,A
366-U1498B-22R-4-A,0,13.0,194.88,195.01,V,,,,irregular,wavy,inclined,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 6/5G (greenish gray),,consolidated,clay,1,pebble,9,"Light green serpentinite mud, swirled together with elongated and deformed black UM clasts. Some rigid pebble-sized rigid UM clasts.",,,,,ultramafic rock,10,medium sand,5,pebble,9,subangular,serpentine,1,coarse sand,6,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,4,A
366-U1498B-22R-4-A,13,150.0,195.01,196.38,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/5B (bluish gray),,consolidated,clay,1,pebble,9,"Dark blue serpentinite mud, swirled together with greenish mud. The black parts a highly deformed and elongate clasts of UM rock that are now clay. Large amount of pebble-sized UM clasts within the bottom part of the section, from 131 cm to bottom.",,,,,ultramafic rock,10,medium sand,5,pebble,9,subangular,serpentine,1,coarse sand,6,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,4,A
366-U1498B-22R-5-A,0,129.0,196.38,197.67,V,,,,irregular,,inclined,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 5/5B (bluish gray),,consolidated,clay,1,pebble,9,"Dark blue serpentinite mud, swirled together with greenish mud. The black parts a highly deformed and elongate clasts of UM rock that are now clay.",,,,,ultramafic rock,10,medium sand,5,pebble,9,,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,5,A
366-U1498B-22R-5-A,129,136.0,197.67,197.74,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 8/5G (light greenish gray),,unconsolidated,clay,1,pebble,9,Light green serpentine mud with grey meta-volcanic clasts (coarse sand to pebble-sized and subrounded) Seems to be flow-in (unconsolodated),,,,,metavolcanic,2,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,5,A
366-U1498B-22R-6-A,0,22.0,197.74,197.96,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 8/5G (light greenish gray),,unconsolidated,clay,1,pebble,9,Light green serpentine mud with grey meta-volcanic clasts (coarse sand to pebble-sized and subrounded) Seems to be flow-in (unconsolodated),,,,,metavolcanic,2,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,6,A
366-U1498B-22R-6-A,22,52.0,197.96,198.26,V,,,,,,,,,,,,,,,,,,"BEKI, MENA",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,22,R,6,A
366-U1498B-22R-CC-A,0,22.0,198.26,198.48,V,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 1 8/5GY (light greenish gray),,consolidated,clay,1,pebble,9,"Light green serpentine mud with grey meta-volcanic clasts (coarse sand to pebble-sized and subrounded) and two large dark green ""zones"" that seems to be severely deformed and serpentinized UM clasts",,,,,ultramafic rock,15,medium sand,5,pebble,9,,serpentine,2,coarse sand,6,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,22,R,CC,A
366-U1498B-23R-1-A,0,12.0,200.1,200.22,VI,,,,irregular,wavy,inclined,mafic,pebbly mud,with lithic clasts,mafic pebbly mud with lithic clasts,GLEY 1 8/5G (pale green),,unconsolidated,clay,1,pebble,9,Grey to pale green mafic clasts (<2cm). Soupy matrix.,,,,,metavolcanic,15,granule,8,pebble,9,subangular,serpentinite,1,granule,8,pebble,9,,,,,,,,,,366,U1498,B,23,R,1,A
366-U1498B-23R-1-A,12,80.0,200.22,200.9,VI,,,,irregular,wavy,horizontal,mafic,metavolcanic,clast,mafic metavolcanic clast,GLEY 1 5/5G (greenish gray),,consolidated,,,,,Many white veins (carbonate and silicate minerals). White amygdules are observed in some mafic clasts.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,23,R,1,A
366-U1498B-23R-1-A,80,100.0,200.9,201.1,VI,,,,irregular,sharp,horizontal,mafic,pebbly mud,with lithic clasts,mafic pebbly mud with lithic clasts,GLEY 1 8/5G (pale green),,consolidated,clay,1,pebble,9,Grey to pale green mafic clasts (<2cm). Soupy matrix.,,,,,metavolcanic,15,granule,8,pebble,9,subangular,serpentinite,1,granule,8,pebble,9,,,,,,,,,,366,U1498,B,23,R,1,A
366-U1498B-23R-1-A,100,147.0,201.1,201.57,VII,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 4/5PB (dark bluish gray),,consolidated,clay,1,pebble,9,"Dark blueish serpentinite mud, green serpentine and dark grey serpentinized ultramafic rocks mingled together due to drilling disturbance.",,,,,ultramafic rock,15,granule,8,pebble,9,subangular,serpentine,5,granule,8,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,23,R,1,A
366-U1498B-23R-2-A,0,103.0,201.57,202.6,VII,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 4/5PB (dark bluish gray),,consolidated,clay,1,pebble,9,"Dark blueish serpentinite mud, green serpentine and dark grey serpentinized ultramafic rocks mingled together due to drilling disturbance.",,,,,ultramafic rock,15,granule,8,pebble,9,subangular,serpentine,5,granule,8,pebble,9,,,serpentine clay matrix,,,,,,,366,U1498,B,23,R,2,A
366-U1498B-23R-3-01,0,18.5,202.6,202.785,VII,,,,,,,,harzburgite,,harzburgite,GLEY 2 3/10B (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,23,R,3,0
366-U1498B-23R-3-02,0,15.5,202.785,202.94,VII,,,,,,,,harzburgite,,harzburgite,GLEY 2 3/10B (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,23,R,3,0
366-U1498B-24R-1-A,0,8.0,209.9,209.98,VII,,,,irregular,wavy,horizontal,serpentinite,breccia-conglomerate,,serpentinite breccia-conglomerate,GLEY 2 2.5/5PB (bluish black),,unconsolidated,pebble,9,pebble,9,Fall-in ultramafic clasts.,,,,,ultramafic rock,90,pebble,10,pebble,9,subangular,,,,,,,,,,,,,,,,366,U1498,B,24,R,1,A
366-U1498B-24R-1-A,8,59.0,209.98,210.49,VIII,,,,planar,sharp,sub-horizontal,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 3/1 (very dark gray),,consolidated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,24,R,1,A
366-U1498B-24R-1-A,59,80.0,210.49,210.7,VIII,,,,planar,sharp,sub-horizontal,nannofossil-bearing,ash,with lithic clasts,nannofossil-bearing ash with lithic clasts,7.5YR 2.5/1 (black),,lithified,fine sand,4,fine sand,4,Wavy sedimentary structure.,,,,,lapillistone,15,granule,8,pebble,9,sub-rounded,,,,,,,,,,,,,,,,366,U1498,B,24,R,1,A
366-U1498B-24R-1-A,80,129.0,210.7,211.19,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 3/1 (very dark gray),,lithified,,,,,Lower part is brecciated and soupy.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,24,R,1,A
366-U1498B-24R-2-A,0,36.0,211.19,211.55,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 3/1 (very dark gray),,lithified,,,,,Internal grain-size variation (silt to fine-grained sand ).,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,24,R,2,A
366-U1498B-24R-2-A,36,51.0,211.55,211.7,VIII,,,,,,,,,,,,,,,,,,Mena.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,24,R,2,A
366-U1498B-24R-CC-A,0,26.0,211.7,211.96,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 3/1 (very dark gray),,lithified,,,,,Internal grain-size variation (silt to fine-grained sand ).,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,24,R,CC,A
366-U1498B-25R-1-A,0,13.0,219.6,219.73,VIII,,,,,,,serpentinite,breccia-conglomerate,,serpentinite breccia-conglomerate,GLEY 2 2.5/5PB (bluish black),,unconsolidated,pebble,9,pebble,9,Fall-in.,,,,,ultramafic rock,100,pebble,10,pebble,9,subangular,,,,10,,9,,,,,,,,,,366,U1498,B,25,R,1,A
366-U1498B-25R-1-A,13,53.0,219.73,220.13,VIII,,,,,,,,breccia-conglomerate,,breccia-conglomerate,10YR 2/1 (black),,unconsolidated,pebble,9,pebble,9,Drilling disturbance (brecciated).,,,,,lapillistone,99,pebble,10,pebble,9,subangular,ultramafic rock,1,pebble,10,pebble,9,subangular,,,,,,,,,366,U1498,B,25,R,1,A
366-U1498B-25R-CC-A,0,14.0,220.13,220.27,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 3/1 (very dark gray),,consolidated,,,,,Partly brecciated (drilling disturbance).,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,25,R,CC,A
366-U1498B-26R-1-A,0,62.0,229.3,229.92,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 3/1 (very dark gray),,lithified,,,,,Fine lamination. Some fault and bio-turbation.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,26,R,1,A
366-U1498B-26R-1-A,62,93.0,229.92,230.23,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 2.5/1 (black),,lithified,,,,,Fine lamination and bio-turbation. Lower part is unconsolidated.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,26,R,1,A
366-U1498B-26R-1-A,93,129.0,230.23,230.59,VIII,,,,,,,nannofossil-bearing,ash,,nannofossil-bearing ash,7.5YR 2.5/1 (black),,lithified,,,,,"Internal grain-size variation from silt to fine sand. Fine sand is darker, and contains lighter-colored multiple lamella. Lowermost part (119-129 cm) is brecciated due to drilling disturbance.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,26,R,1,A
366-U1498B-26R-CC-A,0,25.0,230.59,230.84,VIII,,,,,,,,breccia,with lithic lapilli,breccia with lithic lapilli,GLEY 2 3/10G (very dark greenish gray),,unconsolidated,fine sand,4,fine sand,4,Lapillistones are lithified nanofossil-bearing ash.,,,,,lapillistone,60,granule,8,pebble,9,subangular,,,,,,,,,,,,,,,,366,U1498,B,26,R,CC,A
366-U1498B-27R-1-A,0,12.0,239.1,239.22,VIII,,,,irregular,wavy,inclined,serpentinite,breccia-conglomerate,,serpentinite breccia-conglomerate,GLEY 2 2.5/5PB (bluish black),,unconsolidated,pebble,9,pebble,9,Fall-in ultramafic clasts.,,,,,ultramafic rock,95,pebble,10,pebble,9,subangular,quartz vein,5,pebble,10,pebble,9,subangular,,,,,,,,,366,U1498,B,27,R,1,A
