Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1344D-1H-1-A,323,U1344,D,1,1-1,H,1,A,0,70,0.0,0.7,diatom ooze,Leg 323,,diatom ooze,,soupy,5Y 4/3,,,,,,,,,,,,,,,,
323-U1344D-1H-1-A,323,U1344,D,1,1-1,H,1,A,70,150,0.7,1.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1344D-1H-2-A,323,U1344,D,1,1-2,H,2,A,0,113,1.5,2.63,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,0,21,2.7,2.91,diatom silt,Leg 323,,diatom silt,,soupy,5Y 4/3,,,,,,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,21,26,2.91,2.96,diatom silt,Leg 323,,diatom silt,50.0,soupy,5Y 4/3,,,,,bioturbated,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,21,26,2.91,2.96,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50.0,soupy,5Y 4/1 ,,,,,bioturbated,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,26,75,2.96,3.45,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,75,78,3.45,3.48,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,78,82,3.48,3.52,sand [S54],,diatom-bearing,diatom-bearing sand,,soft,5Y 4/2,,,,,laminated,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,82,150,3.52,4.2,diatom silt,Leg 323,,diatom silt,50.0,soft,5Y 4/2,,,,,bioturbated,,,,,,,,,,,
323-U1344D-2H-1-A,323,U1344,D,2,2-1,H,1,A,82,150,3.52,4.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50.0,soft,5Y 4/1 ,,,,,bioturbated,,,,,,,,,,,
323-U1344D-2H-2-A,323,U1344,D,2,2-2,H,2,A,0,80,4.2,5.0,diatom silt,Leg 323,,diatom silt,50.0,soft,5Y 4/2,,,,,bioturbated,,,,,,,,,,,
323-U1344D-2H-2-A,323,U1344,D,2,2-2,H,2,A,0,80,4.2,5.0,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50.0,soft,5Y 4/1 ,,,,,bioturbated,,,,,,,,,,,
323-U1344D-2H-2-A,323,U1344,D,2,2-2,H,2,A,80,85,5.0,5.05,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1344D-2H-2-A,323,U1344,D,2,2-2,H,2,A,85,150,5.05,5.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-3-A,323,U1344,D,2,2-3,H,3,A,0,55,5.7,6.25,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-3-A,323,U1344,D,2,2-3,H,3,A,55,150,6.25,7.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-4-A,323,U1344,D,2,2-4,H,4,A,0,150,7.2,8.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-5-A,323,U1344,D,2,2-5,H,5,A,0,150,8.7,10.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-6-A,323,U1344,D,2,2-6,H,6,A,0,140,10.2,11.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-7-A,323,U1344,D,2,2-7,H,7,A,0,48,11.6,12.08,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-2H-CC-A,323,U1344,D,2,2-CC,H,CC,A,0,8,12.08,12.16,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-1-A,323,U1344,D,3,3-1,H,1,A,0,150,12.2,13.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-2-A,323,U1344,D,3,3-2,H,2,A,0,150,13.7,15.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-3-A,323,U1344,D,3,3-3,H,3,A,0,150,15.2,16.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-4-A,323,U1344,D,3,3-4,H,4,A,0,150,16.7,18.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-5-A,323,U1344,D,3,3-5,H,5,A,0,150,18.2,19.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-6-A,323,U1344,D,3,3-6,H,6,A,0,130,19.7,21.0,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-7-A,323,U1344,D,3,3-7,H,7,A,0,45,21.0,21.45,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-3H-CC-A,323,U1344,D,3,3-CC,H,CC,A,0,8,21.45,21.53,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-1-A,323,U1344,D,4,4-1,H,1,A,0,150,21.7,23.2,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-2-A,323,U1344,D,4,4-2,H,2,A,0,150,23.2,24.7,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-3-A,323,U1344,D,4,4-3,H,3,A,0,150,24.7,26.2,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-4-A,323,U1344,D,4,4-4,H,4,A,0,150,26.2,27.7,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-5-A,323,U1344,D,4,4-5,H,5,A,0,150,27.7,29.2,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-6-A,323,U1344,D,4,4-6,H,6,A,0,150,29.2,30.7,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-7-A,323,U1344,D,4,4-7,H,7,A,0,70,30.7,31.4,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-4H-CC-A,323,U1344,D,4,4-CC,H,CC,A,0,20,31.4,31.6,silt [S54],,,silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-5H-1-A,323,U1344,D,5,5-1,H,1,A,0,150,31.2,32.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-5H-2-A,323,U1344,D,5,5-2,H,2,A,0,150,32.7,34.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-5H-3-A,323,U1344,D,5,5-3,H,3,A,0,150,34.2,35.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-5H-4-A,323,U1344,D,5,5-4,H,4,A,0,127,35.7,36.97,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-5H-4-A,323,U1344,D,5,5-4,H,4,A,127,150,36.97,37.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-5H-5-A,323,U1344,D,5,5-5,H,5,A,0,85,37.2,38.05,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-5H-CC-A,323,U1344,D,5,5-CC,H,CC,A,0,17,38.05,38.22,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-6H-1-A,323,U1344,D,6,6-1,H,1,A,0,60,40.7,41.3,diatom clayey silt,,,diatom clayey silt,100.0,soft,10Y 4/1,,,,,darker than Section 7,,,,,,,,,,,
323-U1344D-6H-1-A,323,U1344,D,6,6-1,H,1,A,60,80,41.3,41.5,diatom clayey silt,,,diatom clayey silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-6H-2-A,323,U1344,D,6,6-2,H,2,A,0,150,41.5,43.0,diatom clayey silt,,,diatom clayey silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-6H-3-A,323,U1344,D,6,6-3,H,3,A,0,150,43.0,44.5,diatom clayey silt,,,diatom clayey silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-6H-4-A,323,U1344,D,6,6-4,H,4,A,0,150,44.5,46.0,diatom clayey silt,,,diatom clayey silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-6H-5-A,323,U1344,D,6,6-5,H,5,A,0,150,46.0,47.5,diatom clayey silt,,,diatom clayey silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-6H-6-A,323,U1344,D,6,6-6,H,6,A,0,145,47.5,48.95,diatom clayey silt,,,diatom clayey silt,100.0,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-6H-7-A,323,U1344,D,6,6-7,H,7,A,0,84,48.95,49.79,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 4/1,,,,,greener than Section 1,,,,,,,,,,,
323-U1344D-6H-CC-A,323,U1344,D,6,6-CC,H,CC,A,0,32,49.79,50.11,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 4/1,,,,,greener than Section 1,,,,,,,,,,,
323-U1344D-7H-1-A,323,U1344,D,7,7-1,H,1,A,0,150,50.2,51.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-2-A,323,U1344,D,7,7-2,H,2,A,0,42,51.7,52.12,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-2-A,323,U1344,D,7,7-2,H,2,A,42,47,52.12,52.17,diatom silty clay,Leg 323,foraminifer-bearing,foraminifer-bearing diatom silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1344D-7H-2-A,323,U1344,D,7,7-2,H,2,A,47,150,52.17,53.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-3-A,323,U1344,D,7,7-3,H,3,A,0,140,53.2,54.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-4-A,323,U1344,D,7,7-4,H,4,A,0,150,54.6,56.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-5-A,323,U1344,D,7,7-5,H,5,A,0,122,56.1,57.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-5-A,323,U1344,D,7,7-5,H,5,A,122,125,57.32,57.35,clayey silt [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich clayey silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-7H-5-A,323,U1344,D,7,7-5,H,5,A,125,129,57.35,57.39,sand [S54],,,sand,100.0,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-7H-5-A,323,U1344,D,7,7-5,H,5,A,129,150,57.39,57.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-6-A,323,U1344,D,7,7-6,H,6,A,0,100,57.6,58.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-7-A,323,U1344,D,7,7-7,H,7,A,0,78,58.6,59.38,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-7H-CC-A,323,U1344,D,7,7-CC,H,CC,A,0,38,59.38,59.76,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-8H-1-A,323,U1344,D,8,8-1,H,1,A,0,150,59.7,61.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-8H-2-A,323,U1344,D,8,8-2,H,2,A,0,150,61.2,62.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-8H-3-A,323,U1344,D,8,8-3,H,3,A,0,5,62.7,62.75,dolostone [USGS-LP62],"Mazullo, Meyer & Kidd, 1988",,dolostone,100.0,soft,10Y 6/1,,,,,,,,,,,,,,,,
323-U1344D-8H-3-A,323,U1344,D,8,8-3,H,3,A,5,150,62.75,64.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-8H-4-A,323,U1344,D,8,8-4,H,4,A,0,138,64.2,65.58,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-8H-5-A,323,U1344,D,8,8-5,H,5,A,0,56,65.58,66.14,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-8H-CC-A,323,U1344,D,8,8-CC,H,CC,A,0,29,66.14,66.43,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-9H-1-A,323,U1344,D,9,9-1,H,1,A,0,53,69.2,69.73,diatom clayey silt,,,diatom clayey silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-9H-2-A,323,U1344,D,9,9-2,H,2,A,0,80,69.73,70.53,diatom clayey silt,,,diatom clayey silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-9H-2-A,323,U1344,D,9,9-2,H,2,A,80,150,70.53,71.23,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10GY 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-9H-3-A,323,U1344,D,9,9-3,H,3,A,0,148,71.23,72.71,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10GY 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-9H-4-A,323,U1344,D,9,9-4,H,4,A,0,152,72.71,74.23,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10GY 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-9H-5-A,323,U1344,D,9,9-5,H,5,A,0,50,74.23,74.73,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10GY 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-9H-5-A,323,U1344,D,9,9-5,H,5,A,50,143,74.73,75.66,diatom clayey silt,,,diatom clayey silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-9H-6-A,323,U1344,D,9,9-6,H,6,A,0,130,75.66,76.96,diatom clayey silt,,,diatom clayey silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-9H-7-A,323,U1344,D,9,9-7,H,7,A,0,53,77.16,77.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-9H-7-A,323,U1344,D,9,9-7,H,7,A,0,53,77.16,77.69,diatom clayey silt,,,diatom clayey silt,50.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-9H-CC-A,323,U1344,D,9,9-CC,H,CC,A,0,68,77.69,78.37,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50.0,soft,10GY 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-10H-1-A,323,U1344,D,10,10-1,H,1,A,0,12,78.7,78.82,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,4/N,,,,,dark color caused by mottling with pyrite,,,,,,,,,,,
323-U1344D-10H-1-A,323,U1344,D,10,10-1,H,1,A,12,66,78.82,79.36,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-2-A,323,U1344,D,10,10-2,H,2,A,0,51,79.36,79.87,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-2-A,323,U1344,D,10,10-2,H,2,A,51,120,79.87,80.56,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,4/N,,,,,dark color caused by many pyrite speck,,,,,,,,,,,
323-U1344D-10H-2-A,323,U1344,D,10,10-2,H,2,A,120,150,80.56,80.86,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-3-A,323,U1344,D,10,10-3,H,3,A,0,141,80.86,82.27,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-4-A,323,U1344,D,10,10-4,H,4,A,0,140,82.27,83.67,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-5-A,323,U1344,D,10,10-5,H,5,A,0,60,83.67,84.27,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,10GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-5-A,323,U1344,D,10,10-5,H,5,A,60,148,84.27,85.15,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,4/N,,,,,dark color caused by many pyrite speck,,,,,,,,,,,
323-U1344D-10H-6-A,323,U1344,D,10,10-6,H,6,A,0,25,85.15,85.4,silt [S54],,diatom-bearing,diatom-bearing silt,100.0,soft,4/N,,,,,dark color caused by many pyrite speck,,,,,,,,,,,
323-U1344D-10H-6-A,323,U1344,D,10,10-6,H,6,A,25,150,85.4,86.65,diatom clay,Leg 323,,diatom clay,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-7-A,323,U1344,D,10,10-7,H,7,A,0,135,86.65,88.0,diatom clay,Leg 323,,diatom clay,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-10H-CC-A,323,U1344,D,10,10-CC,H,CC,A,0,44,88.0,88.44,diatom clay,Leg 323,,diatom clay,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-11H-1-A,323,U1344,D,11,11-1,H,1,A,0,56,88.2,88.76,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-11H-2-A,323,U1344,D,11,11-2,H,2,A,0,144,88.76,90.2,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-11H-3-A,323,U1344,D,11,11-3,H,3,A,0,56,90.2,90.76,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-11H-3-A,323,U1344,D,11,11-3,H,3,A,56,63,90.76,90.83,clayey silt [S54],"Shepard, 1954",authigenic-carbonate-rich diatom-bearing,authigenic-carbonate-rich diatom-bearing clayey silt,100.0,soft,10Y 4/1,,,,,authigenic carbonate is aragonite.,,,,,,,,,,,
323-U1344D-11H-3-A,323,U1344,D,11,11-3,H,3,A,63,150,90.83,91.7,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-11H-4-A,323,U1344,D,11,11-4,H,4,A,0,73,91.7,92.43,silt [S54],,diatom-rich,diatom-rich silt,100.0,soft,5GY 3/1,,,,,,,,,,,,,,,,
323-U1344D-11H-4-A,323,U1344,D,11,11-4,H,4,A,73,130,92.43,93.0,clayey silt [S54],"Shepard, 1954",,clayey silt,100.0,soft,5Y 3/1,,,,,sand scattered across surface of core,,,,,,,,,,,
323-U1344D-11H-5-A,323,U1344,D,11,11-5,H,5,A,0,141,93.0,94.41,clayey silt [S54],"Shepard, 1954",,clayey silt,100.0,soft,5Y 3/1,,,,,sand scattered across surface of core,,,,,,,,,,,
323-U1344D-11H-6-A,323,U1344,D,11,11-6,H,6,A,0,145,94.41,95.86,clayey silt [S54],"Shepard, 1954",,clayey silt,100.0,soft,5Y 3/1,,,,,sand scattered across surface of core,,,,,,,,,,,
323-U1344D-11H-7-A,323,U1344,D,11,11-7,H,7,A,0,100,95.86,96.86,clayey silt [S54],"Shepard, 1954",,clayey silt,100.0,soft,5Y 3/1,,,,,sand scattered across surface of core,,,,,,,,,,,
323-U1344D-11H-8-A,323,U1344,D,11,11-8,H,8,A,0,61,96.86,97.47,clayey silt [S54],"Shepard, 1954",,clayey silt,100.0,soft,5Y 3/1,,,,,sand scattered across surface of core,,,,,,,,,,,
323-U1344D-11H-CC-A,323,U1344,D,11,11-CC,H,CC,A,0,39,97.47,97.86,clayey silt [S54],"Shepard, 1954",,clayey silt,100.0,soft,5Y 3/1,,,,,sand scattered across surface of core,,,,,,,,,,,
323-U1344D-12H-1-A,323,U1344,D,12,12-1,H,1,A,0,128,97.7,98.98,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-12H-2-A,323,U1344,D,12,12-2,H,2,A,0,144,98.98,100.42,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-12H-3-A,323,U1344,D,12,12-3,H,3,A,0,146,100.42,101.88,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-12H-4-A,323,U1344,D,12,12-4,H,4,A,0,115,101.88,103.03,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-12H-5-A,323,U1344,D,12,12-5,H,5,A,0,110,103.03,104.13,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-12H-5-A,323,U1344,D,12,12-5,H,5,A,110,150,104.13,104.53,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-12H-6-A,323,U1344,D,12,12-6,H,6,A,0,150,104.53,106.03,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-12H-7-A,323,U1344,D,12,12-7,H,7,A,0,98,106.03,107.01,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-12H-CC-A,323,U1344,D,12,12-CC,H,CC,A,0,25,107.01,107.26,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-13H-1-A,323,U1344,D,13,13-1,H,1,A,0,37,107.2,107.57,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-13H-2-A,323,U1344,D,13,13-2,H,2,A,0,50,107.57,108.07,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-13H-2-A,323,U1344,D,13,13-2,H,2,A,50,150,108.07,109.07,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-3-A,323,U1344,D,13,13-3,H,3,A,0,140,109.07,110.47,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-4-A,323,U1344,D,13,13-4,H,4,A,0,50,110.47,110.97,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-4-A,323,U1344,D,13,13-4,H,4,A,50,135,110.97,111.82,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-13H-5-A,323,U1344,D,13,13-5,H,5,A,0,60,111.82,112.42,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-5-A,323,U1344,D,13,13-5,H,5,A,60,141,112.42,113.23,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
