Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1344D-13H-6-A,323,U1344,D,13,13-6,H,6,A,0,150,113.23,114.73,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-7-A,323,U1344,D,13,13-7,H,7,A,0,75,114.73,115.48,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-7-A,323,U1344,D,13,13-7,H,7,A,75,83,115.48,115.56,fine-ashy silt,Leg 323,,fine-ashy silt,,soft,5Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-13H-7-A,323,U1344,D,13,13-7,H,7,A,83,132,115.56,116.05,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-13H-CC-A,323,U1344,D,13,13-CC,H,CC,A,0,52,116.05,116.57,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-14H-1-A,323,U1344,D,14,14-1,H,1,A,0,82,116.7,117.52,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-14H-1-A,323,U1344,D,14,14-1,H,1,A,82,104,117.52,117.74,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-2-A,323,U1344,D,14,14-2,H,2,A,0,150,117.74,119.24,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-3-A,323,U1344,D,14,14-3,H,3,A,0,60,119.24,119.84,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-3-A,323,U1344,D,14,14-3,H,3,A,60,83,119.84,120.07,clay [S54] ,,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-14H-3-A,323,U1344,D,14,14-3,H,3,A,83,143,120.07,120.67,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-4-A,323,U1344,D,14,14-4,H,4,A,0,132,120.67,121.99,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-5-A,323,U1344,D,14,14-5,H,5,A,0,150,121.99,123.49,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-6-A,323,U1344,D,14,14-6,H,6,A,0,150,123.49,124.99,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-7-A,323,U1344,D,14,14-7,H,7,A,0,96,124.99,125.95,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-14H-CC-A,323,U1344,D,14,14-CC,H,CC,A,0,33,125.95,126.28,clay [S54] ,,diatom-bearing,diatom-bearing clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,
323-U1344D-15H-1-A,323,U1344,D,15,15-1,H,1,A,0,38,126.2,126.58,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-2-A,323,U1344,D,15,15-2,H,2,A,0,150,126.58,128.08,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-3-A,323,U1344,D,15,15-3,H,3,A,0,150,128.08,129.58,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-4-A,323,U1344,D,15,15-4,H,4,A,0,143,129.58,131.01,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-5-A,323,U1344,D,15,15-5,H,5,A,0,21,131.01,131.22,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-5-A,323,U1344,D,15,15-5,H,5,A,21,26,131.22,131.27,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1344D-15H-5-A,323,U1344,D,15,15-5,H,5,A,26,150,131.27,132.51,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-6-A,323,U1344,D,15,15-6,H,6,A,0,144,132.51,133.95,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-7-A,323,U1344,D,15,15-7,H,7,A,0,38,133.95,134.33,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-7-A,323,U1344,D,15,15-7,H,7,A,38,43,134.33,134.38,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1344D-15H-7-A,323,U1344,D,15,15-7,H,7,A,43,68,134.38,134.63,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-15H-CC-A,323,U1344,D,15,15-CC,H,CC,A,0,106,134.63,135.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1344D-16H-1-A,323,U1344,D,16,16-1,H,1,A,0,45,135.7,136.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-16H-2-A,323,U1344,D,16,16-2,H,2,A,0,60,136.15,136.75,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-2-A,323,U1344,D,16,16-2,H,2,A,60,150,136.75,137.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-16H-3-A,323,U1344,D,16,16-3,H,3,A,0,131,137.65,138.96,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-4-A,323,U1344,D,16,16-4,H,4,A,0,150,138.96,140.46,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-5-A,323,U1344,D,16,16-5,H,5,A,0,150,140.46,141.96,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-6-A,323,U1344,D,16,16-6,H,6,A,0,150,141.96,143.46,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-7-A,323,U1344,D,16,16-7,H,7,A,0,100,143.46,144.46,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-8-A,323,U1344,D,16,16-8,H,8,A,0,74,144.46,145.2,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-16H-CC-A,323,U1344,D,16,16-CC,H,CC,A,0,11,145.2,145.31,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-17H-1-A,323,U1344,D,17,17-1,H,1,A,0,45,145.2,145.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-17H-1-A,323,U1344,D,17,17-1,H,1,A,45,65,145.65,145.85,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-2-A,323,U1344,D,17,17-2,H,2,A,0,150,145.85,147.35,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-3-A,323,U1344,D,17,17-3,H,3,A,0,150,147.35,148.85,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-4-A,323,U1344,D,17,17-4,H,4,A,0,140,148.85,150.25,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-5-A,323,U1344,D,17,17-5,H,5,A,0,150,150.25,151.75,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-6-A,323,U1344,D,17,17-6,H,6,A,0,150,151.75,153.25,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-7-A,323,U1344,D,17,17-7,H,7,A,0,142,153.25,154.67,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-17H-CC-A,323,U1344,D,17,17-CC,H,CC,A,0,39,154.67,155.06,clay [S54] ,,authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-1-A,323,U1344,D,18,18-1,H,1,A,0,32,154.7,155.02,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-1-A,323,U1344,D,18,18-1,H,1,A,32,41,155.02,155.11,clayey silt [S54],"Shepard, 1954",authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clayey silt,,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1344D-18H-1-A,323,U1344,D,18,18-1,H,1,A,41,70,155.11,155.4,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-18H-2-A,323,U1344,D,18,18-2,H,2,A,0,70,155.4,156.1,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-18H-2-A,323,U1344,D,18,18-2,H,2,A,70,146,156.1,156.86,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-3-A,323,U1344,D,18,18-3,H,3,A,0,140,156.86,158.26,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-4-A,323,U1344,D,18,18-4,H,4,A,0,140,158.26,159.66,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-5-A,323,U1344,D,18,18-5,H,5,A,0,150,159.66,161.16,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-6-A,323,U1344,D,18,18-6,H,6,A,0,150,161.16,162.66,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-7-A,323,U1344,D,18,18-7,H,7,A,0,132,162.66,163.98,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-18H-CC-A,323,U1344,D,18,18-CC,H,CC,A,0,32,163.98,164.3,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-19H-1-A,323,U1344,D,19,19-1,H,1,A,0,59,164.2,164.79,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-19H-2-A,323,U1344,D,19,19-2,H,2,A,0,65,164.79,165.44,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-2-A,323,U1344,D,19,19-2,H,2,A,65,125,165.44,166.04,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-19H-2-A,323,U1344,D,19,19-2,H,2,A,125,150,166.04,166.29,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,
323-U1344D-19H-3-A,323,U1344,D,19,19-3,H,3,A,0,146,166.29,167.75,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-4-A,323,U1344,D,19,19-4,H,4,A,0,146,167.75,169.21,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-5-A,323,U1344,D,19,19-5,H,5,A,0,144,169.21,170.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-6-A,323,U1344,D,19,19-6,H,6,A,0,150,170.65,172.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-7-A,323,U1344,D,19,19-7,H,7,A,0,46,172.15,172.61,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-8-A,323,U1344,D,19,19-8,H,8,A,0,137,172.61,173.98,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-19H-CC-A,323,U1344,D,19,19-CC,H,CC,A,0,36,173.98,174.34,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-1-A,323,U1344,D,20,20-1,H,1,A,0,50,173.7,174.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-2-A,323,U1344,D,20,20-2,H,2,A,0,150,174.2,175.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-3-A,323,U1344,D,20,20-3,H,3,A,0,128,175.7,176.98,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-4-A,323,U1344,D,20,20-4,H,4,A,0,150,176.98,178.48,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-5-A,323,U1344,D,20,20-5,H,5,A,0,136,178.48,179.84,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-6-A,323,U1344,D,20,20-6,H,6,A,0,120,179.84,181.04,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-7-A,323,U1344,D,20,20-7,H,7,A,0,100,181.04,182.04,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-8-A,323,U1344,D,20,20-8,H,8,A,0,56,182.04,182.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-20H-CC-A,323,U1344,D,20,20-CC,H,CC,A,0,39,182.6,182.99,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1344D-21H-1-A,323,U1344,D,21,21-1,H,1,A,0,118,183.2,184.38,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-21H-2-A,323,U1344,D,21,21-2,H,2,A,0,146,184.38,185.84,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-21H-3-A,323,U1344,D,21,21-3,H,3,A,0,73,185.84,186.57,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-21H-3-A,323,U1344,D,21,21-3,H,3,A,73,75,186.57,186.59,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,80.0,soft,4/N,,,,,,,,,,,,,,,,
323-U1344D-21H-3-A,323,U1344,D,21,21-3,H,3,A,73,75,186.57,186.59,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,20.0,soft,5Y 3/2,,,,,,,,,,,,,,,,
