Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1485B-10H-2-A,23,55.0,79.68,80.0,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Sulfide rich,,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,55,72.0,80.0,80.17,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,72,76.0,80.17,80.21,,silty sand [S54],silty sand,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,76,98.0,80.21,80.43,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,98,103.0,80.43,80.48,,silty sand [S54],silty sand,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,103,128.0,80.48,80.73,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,128,131.0,80.73,80.76,,silty sand [S54],silty sand,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-2-A,131,147.0,80.76,80.92,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,2,A,,,,
363-U1485B-10H-3-A,0,79.0,80.92,81.71,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,3,A,,,,
363-U1485B-10H-3-A,79,79.0,81.71,81.71,,ash(tuff) [MMK88m],ash(tuff),,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,3,A,,,,
363-U1485B-10H-3-A,79,130.0,81.71,82.22,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,3,A,,,,
363-U1485B-10H-3-A,133,147.0,82.25,82.39,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,3,A,,,,
363-U1485B-10H-4-A,0,108.0,82.39,83.47,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,4,A,,,,
363-U1485B-10H-4-A,108,110.0,83.47,83.49,,silty sand [S54],silty sand,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,4,A,,,,
363-U1485B-10H-4-A,110,123.0,83.49,83.62,,silty clay [S54],silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,4,A,,,,
363-U1485B-10H-4-A,125,136.0,83.64,83.75,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,4,A,,,,
363-U1485B-10H-4-A,136,142.0,83.75,83.81,,silty sand [S54],silty sand,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,4,A,,,,
363-U1485B-10H-4-A,142,143.0,83.81,83.82,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,4,A,,,,
363-U1485B-10H-5-A,0,31.0,83.82,84.13,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,32,61.0,84.14,84.43,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,61,68.0,84.43,84.5,,silty sand [S54],silty sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,68,114.0,84.5,84.96,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,114,117.0,84.96,84.99,,silty sand [S54],silty sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,117,137.0,84.99,85.19,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,137,139.0,85.19,85.21,,silty sand [S54],silty sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-5-A,139,147.0,85.21,85.29,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,5,A,,,,
363-U1485B-10H-6-A,0,42.0,85.29,85.71,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,6,A,,,,
363-U1485B-10H-6-A,42,45.0,85.71,85.74,,silty sand [S54],silty sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,6,A,,,,
363-U1485B-10H-6-A,45,146.0,85.74,86.75,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,6,A,,,,
363-U1485B-10H-7-A,0,11.0,86.75,86.86,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,7,A,,,,
363-U1485B-10H-7-A,11,16.0,86.86,86.91,,silty sand [S54],silty sand,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,7,A,,,,
363-U1485B-10H-7-A,16,43.0,86.91,87.18,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,7,A,,,,
363-U1485B-10H-7-A,47,62.0,87.22,87.37,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,7,A,,,,
363-U1485B-10H-7-A,67,111.0,87.42,87.86,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,10,H,7,A,,,,
363-U1485B-10H-CC-A,0,25.0,87.86,88.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,10GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"Sulfide is less common, brownish specks abundant.",,,,,,,,,,,,,363,U1485,B,10,H,CC,A,,,,
363-U1485B-11H-1-A,0,42.0,87.4,87.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,1,A,,,,
363-U1485B-11H-1-A,42,50.0,87.82,87.9,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,1,A,,,,
363-U1485B-11H-1-A,50,100.0,87.9,88.4,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,1,A,,,,
363-U1485B-11H-1-A,107,148.0,88.47,88.88,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,1,A,,,,
363-U1485B-11H-2-A,0,91.0,88.88,89.79,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,2,A,,,,
363-U1485B-11H-2-A,91,99.0,89.79,89.87,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,2,A,,,,
363-U1485B-11H-2-A,99,116.0,89.87,90.04,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,2,A,,,,
363-U1485B-11H-2-A,116,126.0,90.04,90.14,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,2,A,,,,
363-U1485B-11H-2-A,126,139.0,90.14,90.27,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,2,A,,,,
363-U1485B-11H-3-A,0,8.0,90.27,90.35,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,3,A,,,,
363-U1485B-11H-3-A,8,15.0,90.35,90.42,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,3,A,,,,
363-U1485B-11H-3-A,15,95.0,90.42,91.22,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,3,A,,,,
363-U1485B-11H-3-A,95,104.0,91.22,91.31,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,3,A,,,,
363-U1485B-11H-3-A,104,125.0,91.31,91.52,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,3,A,,,,
363-U1485B-11H-4-A,0,32.0,91.52,91.84,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,4,A,,,,
363-U1485B-11H-4-A,32,75.0,91.84,92.27,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,4,A,,,,
363-U1485B-11H-4-A,75,142.0,92.27,92.94,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,4,A,,,,
363-U1485B-11H-5-A,0,37.0,92.94,93.31,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,5,A,,,,
363-U1485B-11H-5-A,37,66.0,93.31,93.6,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,5,A,,,,
363-U1485B-11H-5-A,66,106.0,93.6,94.0,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,5,A,,,,
363-U1485B-11H-5-A,106,122.0,94.0,94.16,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,5,A,,,,
363-U1485B-11H-5-A,122,141.0,94.16,94.35,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,5,A,,,,
363-U1485B-11H-6-A,0,45.0,94.35,94.8,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-6-A,45,63.0,94.8,94.98,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-6-A,63,71.0,94.98,95.06,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-6-A,71,84.0,95.06,95.19,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-6-A,84,103.0,95.19,95.38,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-6-A,103,116.0,95.38,95.51,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-6-A,116,141.0,95.51,95.76,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,6,A,,,,
363-U1485B-11H-7-A,0,97.0,95.76,96.73,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,7,A,,,,
363-U1485B-11H-7-A,102,120.0,96.78,96.96,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,7,A,,,,
363-U1485B-11H-7-A,120,127.0,96.96,97.03,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,7,A,,,,
363-U1485B-11H-7-A,127,144.0,97.03,97.2,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,7,A,,,,
363-U1485B-11H-CC-A,0,32.0,97.2,97.52,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,11,H,CC,A,,,,
363-U1485B-12H-1-A,0,22.0,96.9,97.12,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,1,A,,,,
363-U1485B-12H-1-A,22,65.0,97.12,97.55,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,1,A,,,,
363-U1485B-12H-1-A,65,75.0,97.55,97.65,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,1,A,,,,
363-U1485B-12H-1-A,75,92.0,97.65,97.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,1,A,,,,
363-U1485B-12H-1-A,92,96.0,97.82,97.86,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,1,A,,,,
363-U1485B-12H-1-A,96,135.0,97.86,98.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,1,A,,,,
363-U1485B-12H-2-A,0,72.0,98.25,98.97,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,2,A,,,,
363-U1485B-12H-2-A,76,142.0,99.01,99.67,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,2,A,,,,
363-U1485B-12H-3-A,0,62.0,99.67,100.29,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,3,A,,,,
363-U1485B-12H-3-A,62,68.0,100.29,100.35,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,3,A,,,,
363-U1485B-12H-3-A,68,89.0,100.35,100.56,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,3,A,,,,
363-U1485B-12H-4-A,0,130.0,100.56,101.86,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,4,A,,,,
363-U1485B-12H-5-A,0,147.0,101.89,103.36,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,5,A,,,,
363-U1485B-12H-6-A,0,142.0,103.36,104.78,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,6,A,,,,
363-U1485B-12H-7-A,0,27.0,104.78,105.05,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-7-A,27,50.0,105.05,105.28,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-7-A,50,56.0,105.28,105.34,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-7-A,56,78.0,105.34,105.56,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-7-A,83,120.0,105.61,105.98,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-7-A,120,122.0,105.98,106.0,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-7-A,122,142.0,106.0,106.2,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,7,A,,,,
363-U1485B-12H-CC-A,0,31.0,106.2,106.51,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,12,H,CC,A,,,,
363-U1485B-13H-1-A,0,16.0,106.4,106.56,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-1-A,16,21.0,106.56,106.61,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-1-A,21,42.0,106.61,106.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-1-A,42,47.0,106.82,106.87,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-1-A,47,75.0,106.87,107.15,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-1-A,75,82.0,107.15,107.22,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-1-A,82,110.0,107.22,107.5,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,1,A,,,,
363-U1485B-13H-2-A,0,12.0,107.5,107.62,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-2-A,12,17.0,107.62,107.67,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-2-A,17,55.0,107.67,108.05,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-2-A,55,65.0,108.05,108.15,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-2-A,65,124.0,108.15,108.74,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-2-A,124,129.0,108.74,108.79,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-2-A,129,134.0,108.79,108.84,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,2,A,,,,
363-U1485B-13H-3-A,0,56.0,108.84,109.4,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,3,A,,,,
363-U1485B-13H-3-A,65,70.0,109.49,109.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,3,A,,,,
363-U1485B-13H-3-A,70,80.0,109.54,109.64,,sand [Leg210],sand,,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1485,B,13,H,3,A,,,,
363-U1485B-13H-3-A,80,115.0,109.64,109.99,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1485,B,13,H,3,A,,,,
