Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
359-U1471E-4R-1-A,29,43,615.99,616.13,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,43,56,616.13,616.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,56,84,616.26,616.54,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,84,87,616.54,616.57,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,87,112,616.57,616.82,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,112,127,616.82,616.97,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,127,146,616.97,617.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-2-A,0,34,617.16,617.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,2,A,,,,
359-U1471E-4R-2-A,34,56,617.5,617.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Planolites,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted. Flattened burrows.,,,,359,U1471,E,4,R,2,A,,,,
359-U1471E-4R-2-A,56,78,617.72,617.94,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,2,A,,,,
359-U1471E-4R-2-A,78,82,617.94,617.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,4,R,2,A,,,,
359-U1471E-4R-2-A,82,107,617.98,618.23,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,2,A,,,,
359-U1471E-4R-2-A,107,118,618.23,618.34,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Planolites,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted. Planolites and Chondrites,,,,359,U1471,E,4,R,2,A,,,,
359-U1471E-5R-1-A,0,26,625.4,625.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,5,R,1,A,,,,
359-U1471E-5R-1-A,26,45,625.66,625.85,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,5,R,1,A,,,,
359-U1471E-5R-1-A,45,77,625.85,626.17,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented. Celestine filling fractures,,,,359,U1471,E,5,R,1,A,,,,
359-U1471E-5R-1-A,77,92,626.17,626.32,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,5,R,1,A,,,,
359-U1471E-5R-1-A,92,111,626.32,626.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,5,R,1,A,,,,
359-U1471E-6R-1-A,0,6,635.1,635.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,6,14,635.16,635.24,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,14,18,635.24,635.28,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,18,33,635.28,635.43,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,33,40,635.43,635.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted. Flattened burrows. Lamination.,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,40,54,635.5,635.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,54,65,635.64,635.75,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,65,96,635.75,636.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,104,104,636.14,636.14,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-1-A,104,126,636.14,636.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,6,R,1,A,,,,
359-U1471E-6R-2-A,0,62,636.36,636.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,2,A,,,,
359-U1471E-6R-2-A,62,70,636.98,637.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,2,A,,,,
359-U1471E-6R-2-A,70,80,637.06,637.16,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,2,A,,,,
359-U1471E-6R-2-A,80,90,637.16,637.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,2,A,,,,
359-U1471E-6R-2-A,90,118,637.26,637.54,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,2,A,,,,
359-U1471E-6R-2-A,118,128,637.56,637.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,2,A,,,,
359-U1471E-6R-3-A,0,42,637.64,638.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-3-A,42,62,638.06,638.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Planolites,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-3-A,62,72,638.26,638.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-3-A,72,74,638.36,638.38,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Planolites,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-3-A,74,86,638.38,638.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-3-A,86,89,638.5,638.53,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Planolites,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-3-A,89,123,638.53,638.87,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,3,A,,,,
359-U1471E-6R-CC-A,0,19,638.87,639.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented.,,,,359,U1471,E,6,R,CC,A,,,,
359-U1471E-7R-1-A,0,12,644.8,644.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5y 6/1 (gray),very fine sand,3,foraminifera (planktic),Abundant,,,,,,,,mold,Cemented,,complete,6.0,,,,"Planktic foraminifera rich PACKSTONE, locally WACKESTONE, cemented.",,,,359,U1471,E,7,R,1,A,,,,
359-U1471E-7R-1-A,12,25,644.92,645.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Abundant,,,,,,,,mold,Compacted,,complete,6.0,,,,"Planktic foraminifera rich PACKSTONE, compacted.",,,,359,U1471,E,7,R,1,A,,,,
359-U1471E-7R-1-A,25,30,645.05,645.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5y 6/1 (gray),very fine sand,3,foraminifera (planktic),Abundant,,,,,,,,mold,Cemented,,complete,6.0,,,,"Planktic foraminifera rich PACKSTONE, locally WACKESTONE, cemented.",,,,359,U1471,E,7,R,1,A,,,,
359-U1471E-7R-1-A,30,50,645.1,645.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Abundant,,,,,,,,mold,Compacted,,complete,6.0,,gradational,horizontal,"Planktic foraminifera rich PACKSTONE, compacted.",,,,359,U1471,E,7,R,1,A,,,,
359-U1471E-7R-1-A,50,60,645.3,645.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5y 6/1 (gray),very fine sand,3,foraminifera (planktic),Abundant,,,,,,,,mold,Cemented,,complete,6.0,,,,"Planktic foraminifera rich PACKSTONE, locally WACKESTONE, cemented.",,,,359,U1471,E,7,R,1,A,,,,
359-U1471E-7R-1-A,60,78,645.4,645.58,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),Abundant,,,,,,,,mold,Compacted,,complete,6.0,,,,"Planktic foraminifera rich PACKSTONE, compacted.",,,,359,U1471,E,7,R,1,A,,,,
