Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
359-U1471E-2R-1-A,0,122,596.3,597.52,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,BIoclastic-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Intervals slightly more compacted.,,,,359,U1471,E,2,R,1,A,,,,
359-U1471E-3R-1-A,0,12,606.0,606.12,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,12,43,606.12,606.43,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,43,46,606.43,606.46,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,46,67,606.46,606.67,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,67,70,606.67,606.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,70,81,606.7,606.81,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,81,88,606.81,606.88,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-1-A,88,126,606.88,607.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,1,A,,,,
359-U1471E-3R-2-A,0,16,607.26,607.42,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-3R-2-A,16,26,607.42,607.52,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-3R-2-A,26,35,607.52,607.61,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-3R-2-A,35,45,607.61,607.71,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-3R-2-A,45,62,607.71,607.88,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented. Celestine,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-3R-2-A,62,77,607.88,608.03,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Compacted.,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-3R-2-A,77,93,608.03,608.19,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,3,R,2,A,,,,
359-U1471E-4R-1-A,0,10,615.7,615.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,1,A,,,,
359-U1471E-4R-1-A,10,29,615.8,615.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,,,,,,,,mold,,,complete,6.0,Thalassinoides,,,Planktic Foraminifera-rich PACKSTONE. Dissolved Planktic foraminifera. Abundant moldic porosity. Cemented,,,,359,U1471,E,4,R,1,A,,,,
