Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1422D-1H-1-A,0,23,0,0.23,diatom bearing,silty clay ,,diatom bearing silty clay ,,,,parallel lamination,5YR 4/4 (reddish brown),,,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,100,,,,,,,,,,diatom bearing,silty clay ,,diatom bearing  silty clay ,diatom bearing silty clay ,silty clay ,5YR 4/4 (reddish brown),,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-1-A,23,38,0.23,0.38,,silty clay ,,silty clay ,,,,,10YR 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-1-A,38,46,0.38,0.46,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-1-A,46,80,0.46,0.8,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-1-A,80,133,0.8,1.33,,silty clay ,,silty clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-1-A,133,143,1.33,1.43,,clay ,,clay ,,,,,5Y 5/1 (gray),,1,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-1-A,143,150,1.43,1.5,,silty clay ,,silty clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,1,A,
346-U1422D-1H-2-A,0,90,1.5,2.4,,clay ,,clay ,,,,inter-stratification,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,80,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,5Y 3/1 (very dark gray),20,,,,,100,,,,,,346,U1422,D,1,H,2,A,
346-U1422D-1H-2-A,0,150,1.5,3,,,,,,,,color banding,10G 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,1,H,2,A,
346-U1422D-1H-2-A,90,91,2.4,2.41,foraminifer rich,sand ,,foraminifer rich sand ,,,,lens or pod ,,,,,,,,,,,,,,,,,,foraminifer rich  sand ,sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,2,A,
346-U1422D-1H-2-A,91,116,2.41,2.66,,clay ,,clay ,,,,inter-stratification,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,80,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,5Y 3/1 (very dark gray),20,,,,,100,,,,,,346,U1422,D,1,H,2,A,
346-U1422D-1H-2-A,116,118,2.66,2.68,,tephra ,,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,2,A,
346-U1422D-1H-2-A,118,150,2.68,3,,clay [Leg210],,clay ,,,,inter-stratification,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,80,,,,,,,,,,,silty clay [MMK88],,silty clay ,silty clay ,silty clay ,5Y 3/1 (very dark gray),20,,,,,100,,,,,,346,U1422,D,1,H,2,A,
346-U1422D-1H-3-A,0,123,3,4.23,,clay ,,clay ,,,,inter-stratification,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,90,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,5Y 3/1 (very dark gray),10,,,,,100,,,,,,346,U1422,D,1,H,3,A,
346-U1422D-1H-3-A,0,150,3,4.5,,,,,,,,color banding,10G 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,1,H,3,A,
346-U1422D-1H-3-A,111,112,4.11,4.12,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,1,H,3,A,
346-U1422D-1H-3-A,123,124,4.23,4.24,,tephra ,,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,3,A,
346-U1422D-1H-4-A,0,53,4.5,5.03,,silty clay ,,silty clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
