Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1422D-1H-4-A,53,55,5.03,5.05,,tephra ,,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
346-U1422D-1H-4-A,55,70,5.05,5.2,,silty clay ,,silty clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
346-U1422D-1H-4-A,70,71,5.2,5.21,,tephra ,,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
346-U1422D-1H-4-A,71,88,5.21,5.38,,silty clay [MMK88],,silty clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
346-U1422D-1H-4-A,88,92,5.38,5.42,foraminifer rich,silt ,,foraminifer rich silt ,,,,lens or pod ,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
346-U1422D-1H-4-A,92,150,5.42,6,,silty clay ,,silty clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,4,A,
346-U1422D-1H-5-A,0,9.5,6,6.095,,silty clay ,,silty clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,9.5,10.5,6.095,6.105,,tephra ,,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,10.5,44,6.105,6.44,,silty clay ,,silty clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,44,47,6.44,6.47,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,47,49,6.47,6.49,,tephra ,,tephra ,vitric,,,,10YR 7/1 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,49,77,6.49,6.77,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,77,114,6.77,7.14,,clay ,,clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,114,146,7.14,7.46,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,146,147,7.46,7.47,foraminifer rich,silt ,,foraminifer rich silt ,,,,lens or pod ,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-5-A,147,150,7.47,7.5,,silty clay ,,silty clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,5,A,
346-U1422D-1H-6-A,0,45,7.5,7.95,,clay ,,clay ,,,,inter-stratification,5BG 5/1 (greenish gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,90,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,5Y 3/2 (dark olive gray),10,,,,,100,,,,,,346,U1422,D,1,H,6,A,
346-U1422D-1H-CC-A,0,19,7.95,8.14,,clay ,,clay ,,,,,5BG 5/1 (greenish gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,1,H,CC,A,
346-U1422D-1H-CC-A,0,19,7.95,8.14,,,,,,,,color banding,10G 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,1,H,CC,A,
346-U1422D-2H-1-A,0,95,8.1,9.05,,silty clay ,,silty clay ,,,,inter-stratification,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay ,,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-1-A,12,15,8.22,8.25,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-1-A,30,35,8.4,8.45,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-1-A,95,96,9.05,9.06,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-1-A,96,110,9.06,9.2,,silty clay [MMK88],,silty clay ,,,,inter-stratification,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay [Leg210],,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-1-A,110,112,9.2,9.22,,tephra ,,tephra ,vitric,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-1-A,112,150,9.22,9.6,,silty clay ,,silty clay ,,,,inter-stratification,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay ,,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,1,A,
346-U1422D-2H-2-A,0,28,9.6,9.88,,silty clay ,,silty clay ,,,,inter-stratification,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay ,,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,28,30,9.88,9.9,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,30,45,9.9,10.05,,silty clay ,,silty clay ,,,,inter-stratification,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay ,,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,45,46,10.05,10.06,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,46,63,10.06,10.23,,silty clay [MMK88],,silty clay ,,,,inter-stratification,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay [Leg210],,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,63,67,10.23,10.27,foraminifer rich,silt ,,foraminifer rich silt ,,,,,,,,,,,,,,,,,,,,,,foraminifer rich  silt ,silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,67,135,10.27,10.95,,silty clay ,,silty clay ,,,,inter-stratification,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay ,,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,135,136,10.95,10.96,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-2-A,136,150,10.96,11.1,,silty clay [MMK88],,silty clay ,,,,inter-stratification,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay [Leg210],,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,2,A,
346-U1422D-2H-3-A,0,22,11.1,11.32,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,3,A,
346-U1422D-2H-3-A,15,16,11.25,11.26,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,3,A,
346-U1422D-2H-3-A,22,62,11.32,11.72,,silty clay [MMK88],,silty clay ,,,,parallel lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,3,A,
346-U1422D-2H-3-A,62,101,11.72,12.11,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,3,A,
346-U1422D-2H-3-A,101,139,12.11,12.49,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,3,A,
346-U1422D-2H-3-A,139,150,12.49,12.6,,silty clay ,,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,3,A,
346-U1422D-2H-4-A,0,150,12.6,14.1,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay [Leg210],,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,4,A,
346-U1422D-2H-4-A,4,7,12.64,12.67,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,4,A,
346-U1422D-2H-4-A,6,70,12.66,13.3,,,,,,,,color banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,4,A,
346-U1422D-2H-4-A,32,36,12.92,12.96,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,4,A,
346-U1422D-2H-4-A,70,76,13.3,13.36,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,4,A,
346-U1422D-2H-5-A,0,14,14.1,14.24,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,5,A,
346-U1422D-2H-5-A,14,18,14.24,14.28,,silty clay [MMK88],,silty clay ,,,,parallel lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,5,A,
346-U1422D-2H-5-A,18,108,14.28,15.18,,silty clay ,,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,5,A,
346-U1422D-2H-5-A,62,62.5,14.72,14.725,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,5,A,
346-U1422D-2H-5-A,108,136,15.18,15.46,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,5,A,
346-U1422D-2H-5-A,136,138,15.46,15.48,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,5,A,
346-U1422D-2H-6-A,0,31,15.6,15.91,,silty clay [MMK88],,silty clay ,,,,inter-stratification,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay [Leg210],,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,24,28,15.84,15.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,31,32,15.91,15.92,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,32,150,15.92,17.1,,silty clay [MMK88],,silty clay ,,,,inter-stratification,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,,clay [Leg210],,clay ,clay ,clay ,5Y 3/2 (dark olive gray),20,,,,,100,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,34,41,15.94,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contorted bedding,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,65,66,16.25,16.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,sulfide,,,Pyrite,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,115,120,16.75,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microfault,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-6-A,141,143,17.01,17.03,,,,,,,,parallel lamination,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,6,A,
346-U1422D-2H-7-A,0,60,17.1,17.7,,clay [Leg210],,clay ,,,,inter-stratification,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,90,,,,,,,,,,,silty clay [MMK88],,silty clay ,silty clay ,silty clay ,5Y 3/2 (dark olive gray),10,,,,,100,,,,,,346,U1422,D,2,H,7,A,
346-U1422D-2H-7-A,32,33,17.42,17.43,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,sulfide,,,Pyrite,,,,,,,,,,,,,,,,,,,346,U1422,D,2,H,7,A,
346-U1422D-2H-CC-A,0,17,17.7,17.87,,clay [Leg210],,clay ,,,,,10BG 6/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,2,H,CC,A,
346-U1422D-3H-1-A,0,150,12.1,13.6,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,3,H,1,A,
346-U1422D-3H-1-A,93,104,13.03,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,346,U1422,D,3,H,1,A,
346-U1422D-3H-1-A,106,108,13.16,13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,sulfide,,,Pyritized nodule,,,,,,,,,,,,,,,,,,,346,U1422,D,3,H,1,A,
346-U1422D-3H-1-A,130,137,13.4,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,346,U1422,D,3,H,1,A,
346-U1422D-3H-2-A,0,53,13.6,14.13,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,3,H,2,A,
346-U1422D-3H-2-A,53,54,14.13,14.14,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,3,H,2,A,
346-U1422D-3H-2-A,54,150,14.14,15.1,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,3,H,2,A,
346-U1422D-3H-3-A,0,60,15.1,15.7,,silty clay [MMK88],,silty clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,3,H,3,A,
346-U1422D-3H-3-A,41,44,15.51,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,dolomite,,,Semi-indurated nodule; likely dolomite. ,,,,,,,,,,,,,,,,,,,346,U1422,D,3,H,3,A,
346-U1422D-3H-3-A,60,111,15.7,16.21,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1422,D,3,H,3,A,
346-U1422D-3H-3-A,103,116,16.13,16.26,,,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,D,3,H,3,A,
