Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
361,U1475,C,1,1-1,H,1,A,0,28,0,0.28,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,brown,10YR 7/2 (light gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1475C-1H-1-A,,,,
361,U1475,C,1,1-1,H,1,A,28,48,0.28,0.48,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1475C-1H-1-A,,,,
361,U1475,C,1,1-1,H,1,A,48,99,0.48,0.99,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,greenish gray,10Y 6/2 (pale green),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,Sea-ice rafted debris at 96 cm,,,,,,,,,,,,,,,,,,,361-U1475C-1H-1-A,,,,
361,U1475,C,1,1-1,H,1,A,99,150,0.99,1.5,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1475C-1H-1-A,,,,
361,U1475,C,1,1-2,H,2,A,0,150,1.5,3,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification (green layers),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1475C-1H-2-A,,,,
361,U1475,C,1,1-3,H,3,A,0,57,3,3.57,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification (green layers),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1475C-1H-3-A,,,,
361,U1475,C,1,1-3,H,3,A,57,150,3.57,4.5,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,greenish gray,10Y 6/2 (pale green),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1475C-1H-3-A,,,,
361,U1475,C,1,1-4,H,4,A,0,17,4.5,4.67,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,greenish gray,10Y 6/2 (pale green),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,361-U1475C-1H-4-A,,,,
361,U1475,C,1,1-4,H,4,A,17,150,4.67,6,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification (green layers),,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475C-1H-4-A,,,,
361,U1475,C,1,1-5,H,5,A,0,150,6,7.5,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (green layers),,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1475C-1H-5-A,,,,
