Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514A-19H-4-A,0,151,173.14,174.65,,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,19,H,4,A,,,,
369-U1514A-19H-5-A,0,140,174.65,176.05,,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,19,H,5,A,,,,
369-U1514A-19H-6-A,0,152,176.15,177.67,,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,19,H,6,A,,,,
369-U1514A-19H-CC-A,0,45,177.67,178.12,,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,19,H,CC,A,,,,
369-U1514A-20F-1-A,0,153,178.1,179.63,,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There is a distinct light gray interval at 122 cm.,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,20,F,1,A,,,,
369-U1514A-20F-2-A,0,152,179.63,181.15,,,,,nannofossil-rich,clay,with sponge spicules,nannofossil-rich clay with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,mineral,oxide,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are lenses consisting of a black mineral oxide at 6 and 52 cm.,,,,,,,,,,nannofossil-rich clay,clay with sponge spicules,,,,369,U1514,A,20,F,2,A,,,,
369-U1514A-20F-3-A,0,50,181.15,181.65,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,color boundary or contact,gradational,diffuse,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,20,F,3,A,,,,
369-U1514A-20F-3-A,50,101,181.65,182.16,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,20,F,3,A,,,,
369-U1514A-20F-4-A,0,74,182.16,182.9,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay every 15 cm down hole.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,20,F,4,A,,,,
369-U1514A-20F-CC-A,0,13,182.9,183.03,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay every 15 cm down hole.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,20,F,CC,A,,,,
369-U1514A-21F-1-A,0,141,182.9,184.31,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay from a light greenish gray (GLEY 1 8/5GY) to greenish gray (GLEY 1 6/10GY) every 20-60 cm down hole.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,21,F,1,A,,,,
369-U1514A-21F-2-A,0,151,184.41,185.92,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay from a light greenish gray (GLEY 1 8/5GY) to greenish gray (GLEY 1 6/10GY) every 20-60 cm down hole. There is a thin gray few mm thick interval in Section 2 at 126 cm.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,21,F,2,A,,,,
369-U1514A-21F-3-A,0,101,185.92,186.93,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay from a light greenish gray (GLEY 1 8/5GY) to greenish gray (GLEY 1 6/10GY) every 20-60 cm down hole.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,21,F,3,A,,,,
369-U1514A-21F-4-A,0,72,186.93,187.65,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay from a light greenish gray (GLEY 1 8/5GY) to greenish gray (GLEY 1 6/10GY) every 20-60 cm down hole.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,21,F,4,A,,,,
369-U1514A-21F-CC-A,0,22,187.65,187.87,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay from a light greenish gray (GLEY 1 8/5GY) to greenish gray (GLEY 1 6/10GY) every 20-60 cm down hole.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,21,F,CC,A,,,,
369-U1514A-22F-1-A,0,134,187.7,189.04,,,,,nannofossil-rich,clay,,nannofossil-rich clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Lens of oxide at 131 cm.,,,,,,,,,,nannofossil-rich clay,clay,,,,369,U1514,A,22,F,1,A,,,,
369-U1514A-22F-2-A,0,150,189.04,190.54,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"Lack of distinct color change in the core masks some of the mottled appearance. There are slight variations in the shade of the clay from a light greenish gray (GLEY 1 7/10GY) to greenish gray (GLEY 1 6/10GY) every 20-60 cm down hole. Gray lenses at 95, 103, 104, 108, and 118 cm",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,22,F,2,A,,,,
369-U1514A-22F-3-A,0,103,190.54,191.57,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"Lack of distinct color change in the core masks some of the mottled appearance. Lenses of possible oxide at 28-35, cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,22,F,3,A,,,,
369-U1514A-22F-4-A,0,85,191.57,192.42,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"Lack of distinct color change in the core masks some of the mottled appearance. Lack of distinct color change in the core masks some of the mottled appearance. Lenses of possible oxide at 50, 60-62 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,22,F,4,A,,,,
369-U1514A-22F-CC-A,0,26,192.42,192.68,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Lens of possible oxides 10-17 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,22,F,CC,A,,,,
369-U1514A-23F-1-A,0,140,192.5,193.9,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Lens of possible oxides dispersed throughout.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,23,F,1,A,,,,
369-U1514A-23F-2-A,0,150,194.0,195.5,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,"Lack of distinct color change in the core masks some of the mottled appearance. Lens of possible oxides dispersed throughout. Between 20-35 and 70-83 cm, there are two darker greenish grey (GLEY 1 6/10GY) intervals. At 95 cm, there is a pale brown 1 cm interval.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,23,F,2,A,,,,
369-U1514A-23F-3-A,0,101,195.5,196.51,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Drilling disturbances have overprinted the fabric of the clay.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,23,F,3,A,,,,
369-U1514A-23F-4-A,0,75,196.51,197.26,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Drilling disturbances have overprinted the fabric of the clay.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,23,F,4,A,,,,
369-U1514A-23F-CC-A,0,21,197.26,197.47,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Drilling disturbances have overprinted the fabric of the clay.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,23,F,CC,A,,,,
369-U1514A-24F-1-A,0,150,197.3,198.8,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,24,F,1,A,,,,
369-U1514A-24F-2-A,0,150,198.8,200.3,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"Lack of distinct color change in the core masks some of the mottled appearance. Possible Fe-Mn oxide at 6 cm. From 136 cm to the bottom, drilling disturbances have overprinted the fabric of the clay.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,24,F,2,A,,,,
369-U1514A-24F-3-A,0,101,200.3,201.31,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Drilling disturbances have overprinted the fabric of the clay.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,24,F,3,A,,,,
369-U1514A-24F-4-A,0,60,201.31,201.91,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Drilling disturbances have overprinted the fabric of the clay.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,24,F,4,A,,,,
369-U1514A-24F-CC-A,0,36,201.91,202.27,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Lack of distinct color change in the core masks some of the mottled appearance. Drilling disturbances have overprinted the fabric of the clay.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,24,F,CC,A,,,,
369-U1514A-25X-1-A,0,146,202.1,203.56,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),,,,,,clay ,1,,,,,Drilling disturbance is too severe to distinguish sedimentary features.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,25,X,1,A,,,,
369-U1514A-25X-2-A,0,140,203.6,205.0,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,Light gray lens of oxides at 15 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,25,X,2,A,,,,
369-U1514A-25X-3-A,0,150,205.1,206.6,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,"Slightly darker green intervals at 86-93, and 117-127 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,25,X,3,A,,,,
369-U1514A-25X-4-A,0,64,206.6,207.24,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,"A convex deformation is observed at 28-34 cm, an escape burrow or soft sediment deformation. Dark gray burrows infilled with a dark mineral, possibly an oxide (Fe-Mn oxide?).",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,25,X,4,A,,,,
369-U1514A-25X-CC-A,0,40,207.24,207.64,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay ,1,,,high,3,A darker green interval is present between 16-22 cm that is more bioturbated than other sections in the core.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,A,25,X,CC,A,,,,
369-U1514A-26X-1-A,0,150,208.2,209.7,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Darker intervals are present between 26-28 cm and at 30-32 cm. There are also a few discrete burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,1,A,,,,
369-U1514A-26X-2-A,0,150,209.7,211.2,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"There are darker greenish gray (GLEY 1 6/5G) intervals at 26-28 cm and at 30-32 cm. Zoophycos burrows are present at 9-11 cm, 14-15 cm and at 23-27 cm. Planolites and chondrites are also common throughout this section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,2,A,,,,
369-U1514A-26X-3-A,0,150,211.2,212.7,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,Discrete burrows are present throughout the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,3,A,,,,
369-U1514A-26X-4-A,0,141,212.7,214.11,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"Zoophycos burrows are present at 15 cm, 18 cm, 120 cm, 122 cm and at 133 cm. Chondrites and planolites are present throughout this section. A darker greenish gray interval (GLEY 1 6/10GY) is present at 132-140 cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,4,A,,,,
369-U1514A-26X-5-A,0,150,214.2,215.7,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,"A greenish gray (GLEY 1 6/5G) interval occurs at 51-68 cm. Discrete zoophycos burrows are present at 39 cm, 43 cm, 46 cm and at 52 cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,5,A,,,,
369-U1514A-26X-6-A,0,109,215.7,216.79,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,6,A,,,,
369-U1514A-26X-CC-A,0,16,216.79,216.95,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,CC,A,,,,
369-U1514A-26X-CC-A,16,26,216.95,217.05,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,non-parallel stratification,,convolute,,clay ,1,,,none,0,,curved boundary or contact,curved,gradational,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,CC,A,,,,
369-U1514A-26X-CC-A,26,28,217.05,217.07,,,,,,chert ,,chert,,,GLEY 1 5/10Y (greenish gray),,,,structureless,,clay ,1,,,none,0,,sharp boundary or contact,straight,sharp,,,,,,,chert,chert,,,,369,U1514,A,26,X,CC,A,,,,
369-U1514A-26X-CC-A,28,50,217.07,217.29,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,26,X,CC,A,,,,
369-U1514A-27X-1-A,0,150,217.8,219.3,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),massive,,,structureless,,clay ,1,,,low,2,Bioturbation intensity increases from low to moderate between 117-137 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,1,A,,,,
369-U1514A-27X-2-A,0,38,219.3,219.68,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),massive,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,2,A,,,,
369-U1514A-27X-2-A,38,64,219.68,219.94,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,,,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,2,A,,,,
369-U1514A-27X-2-A,64,151,219.94,220.81,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 8/1 (white),massive,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,2,A,,,,
369-U1514A-27X-3-A,0,108,220.81,221.89,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 8/1 (white),massive,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,3,A,,,,
369-U1514A-27X-3-A,108,123,221.89,222.04,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay ,1,,,none,0,,color boundary or contact,gradational,gradational,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,3,A,,,,
369-U1514A-27X-3-A,123,150,222.04,222.31,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),massive,,,structureless,,clay ,1,,,low,2,Light greenish grey (GLEY 1 7/10Y) color bands occur at 120-127 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,3,A,,,,
369-U1514A-27X-4-A,0,141,222.31,223.72,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,,,,,moderate,2,Thin laminations are present at 30-37cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,4,A,,,,
369-U1514A-27X-5-A,0,151,223.82,225.33,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,5,A,,,,
369-U1514A-27X-6-A,0,149,225.33,226.82,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,6,A,,,,
369-U1514A-27X-7-A,0,50,226.82,227.32,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,7,A,,,,
369-U1514A-27X-CC-A,0,34,227.32,227.66,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,27,X,CC,A,,,,
369-U1514A-28X-1-A,0,11,227.4,227.51,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay ,1,,,high,3,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,1,A,,,,
369-U1514A-28X-1-A,11,63,227.51,228.03,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,1,A,,,,
369-U1514A-28X-1-A,63,69,228.03,228.09,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,clay ,1,,,none,0,,uncertain boundary or contact,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,1,A,,,,
369-U1514A-28X-1-A,69,129,228.09,228.69,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,sharp boundary or contact,straight-irregular,sharp,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,1,A,,,,
369-U1514A-28X-1-A,129,150,228.69,228.9,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),,parallel lamination,,,,clay ,1,,,none,0,Parallel laminations oscillate from light gray (2.5Y 7/2) to light greenish gray (GLEY1 7/10Y) between 42-150 cm.,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,1,A,,,,
369-U1514A-28X-2-A,0,37,228.9,229.27,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),,parallel lamination,,,,clay ,1,,,none,0,Parallel laminations oscillate from light gray (2.5Y 7/2) to light greenish gray (GLEY1 7/10Y) between 27-32 cm.,uncertain boundary or contact,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,2,A,,,,
369-U1514A-28X-2-A,37,48,229.27,229.38,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,2,A,,,,
369-U1514A-28X-2-A,48,55,229.38,229.45,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),,parallel lamination,,,,clay ,1,,,none,0,,uncertain boundary or contact,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,2,A,,,,
369-U1514A-28X-2-A,55,68,229.45,229.58,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/N (white),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,2,A,,,,
369-U1514A-28X-2-A,68,78,229.58,229.68,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,clay ,1,,,none,0,,uncertain boundary or contact,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,2,A,,,,
369-U1514A-28X-2-A,78,151,229.68,230.41,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,high,3,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,2,A,,,,
369-U1514A-28X-3-A,0,124,230.41,231.65,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,high,3,A greenish gray interval occurs between 85-96 cm.,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,3,A,,,,
