Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514A-28X-3-A,124,141,231.65,231.82,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,clay ,1,,,none,0,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,3,A,,,,
369-U1514A-28X-3-A,141,145,231.82,231.86,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,3,A,,,,
369-U1514A-28X-3-A,145,151,231.86,231.92,,,,,silicified,nannofossil chalk,with clay,silicified nannofossil chalk with clay,,,GLEY 1 4/10Y (dark greenish gray),massive,,,structureless,,clay ,1,,,none,0,,,,,,,,,,,silicified nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,3,A,,,,
369-U1514A-28X-4-A,0,142,231.92,233.34,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,4,A,,,,
369-U1514A-28X-5-A,0,26,233.43,233.69,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,A darker interval occurs between 6-14 cm.,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,5,A,,,,
369-U1514A-28X-5-A,26,36,233.69,233.79,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),,parallel stratification ,,,,clay ,1,,,none,0,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,5,A,,,,
369-U1514A-28X-5-A,36,150,233.79,234.93,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,high,3,A darker interval (GLEY 1 7/10Y) occurs between 115-125 cm.,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,5,A,,,,
369-U1514A-28X-6-A,0,70,234.93,235.63,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,6,A,,,,
369-U1514A-28X-6-A,70,132,235.63,236.25,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay ,1,,,low,2,Bioturbation intensity increases from low to moderate and the lower half of the section.,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,6,A,,,,
369-U1514A-28X-7-A,0,51,236.25,236.76,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/1 (white),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,7,A,,,,
369-U1514A-28X-CC-A,0,19,236.76,236.95,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/1 (white),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,28,X,CC,A,,,,
369-U1514A-29X-1-A,0,22,237.0,237.22,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,,color boundary or contact,gradational,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,1,A,,,,
369-U1514A-29X-1-A,22,137,237.22,238.37,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,1,A,,,,
369-U1514A-29X-2-A,0,105,238.47,239.52,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,color boundary or contact,gradational,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,2,A,,,,
369-U1514A-29X-2-A,105,116,239.52,239.63,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay ,1,,,moderate,2,,color boundary or contact,gradational,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,2,A,,,,
369-U1514A-29X-2-A,116,136,239.63,239.83,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,2,A,,,,
369-U1514A-29X-3-A,0,31,239.83,240.14,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,color boundary or contact,gradational,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,3,A,,,,
369-U1514A-29X-3-A,31,39,240.14,240.22,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay ,1,,,low,2,,color boundary or contact,gradational,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,3,A,,,,
369-U1514A-29X-3-A,39,50,240.22,240.33,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,3,A,,,,
369-U1514A-29X-CC-A,0,44,240.33,240.77,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,29,X,CC,A,,,,
369-U1514A-30X-1-A,0,25,246.6,246.85,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay ,1,,,low,2,Thin parallel laminations are present in a silicified interval at 8-10 cm.,color boundary or contact,gradational,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,30,X,1,A,,,,
369-U1514A-30X-1-A,25,115,246.85,247.75,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,30,X,1,A,,,,
369-U1514A-30X-2-A,0,50,247.85,248.35,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,30,X,2,A,,,,
369-U1514A-30X-CC-A,4,36,248.39,248.71,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,30,X,CC,A,,,,
369-U1514A-31X-1-A,0,102,249.6,250.62,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,high,3,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,1,A,,,,
369-U1514A-31X-2-A,0,145,250.62,252.07,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,2,A,,,,
369-U1514A-31X-3-A,0,40,252.07,252.47,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,3,A,,,,
369-U1514A-31X-3-A,40,47,252.47,252.54,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,3,A,,,,
369-U1514A-31X-3-A,47,137,252.54,253.44,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,3,A,,,,
369-U1514A-31X-CC-A,0,12,253.44,253.56,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,CC,A,,,,
369-U1514A-31X-CC-A,17,38,253.61,253.82,,,,,biosiliceous,nannofossil chalk,with clay,biosiliceous nannofossil chalk with clay,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,A,31,X,CC,A,,,,
