Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1471A-11H-4-A,0,16,94.6,94.76,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,4,A,
359-U1471A-11H-4-A,16,19,94.76,94.79,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,4,A,
359-U1471A-11H-4-A,19,99,94.79,95.59,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,4,A,
359-U1471A-11H-4-A,99,120,95.59,95.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,4,A,
359-U1471A-11H-4-A,120,145,95.8,96.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,4,A,
359-U1471A-11H-5-A,0,88,96.1,96.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,5,A,
359-U1471A-11H-5-A,88,93,96.98,97.03,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,5,A,
359-U1471A-11H-5-A,93,136,97.03,97.46,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Lithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,5,A,
359-U1471A-11H-5-A,136,150,97.46,97.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,5,A,
359-U1471A-11H-6-A,0,106,97.6,98.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/3 (light yellowish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,6,A,
359-U1471A-11H-6-A,106,134,98.66,98.94,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,6,A,
359-U1471A-11H-7-A,0,67,98.94,99.61,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/3 (light yellowish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,7,A,
359-U1471A-11H-CC-A,0,3,99.61,99.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/3 (light yellowish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,11,H,CC,A,
359-U1471A-12H-1-A,0,30,99.6,99.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,1,A,
359-U1471A-12H-1-A,30,66,99.9,100.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,1,A,
359-U1471A-12H-1-A,66,150,100.26,101.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,1,A,
359-U1471A-12H-2-A,0,116,101.1,102.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,2,A,
359-U1471A-12H-2-A,116,150,102.26,102.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,2,A,
359-U1471A-12H-3-A,0,150,102.6,104.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,12,H,3,A,
359-U1471A-12H-4-A,0,47,104.1,104.57,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,4,A,
359-U1471A-12H-4-A,47,145,104.57,105.55,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,4,A,
359-U1471A-12H-5-A,0,32,105.6,105.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,mottling,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,5,A,
359-U1471A-12H-5-A,32,89,105.92,106.49,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,5,A,
359-U1471A-12H-5-A,89,110,106.49,106.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,5,A,
359-U1471A-12H-5-A,110,150,106.7,107.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,mottling,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,5,A,
359-U1471A-12H-6-A,0,56,107.1,107.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,6,A,
359-U1471A-12H-6-A,56,126,107.66,108.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,12,H,6,A,
359-U1471A-12H-7-A,0,9,108.36,108.45,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,12,H,7,A,
359-U1471A-12H-7-A,9,15,108.45,108.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,7,A,
359-U1471A-12H-7-A,15,24,108.51,108.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,12,H,7,A,
359-U1471A-12H-7-A,24,30,108.6,108.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,12,H,7,A,
359-U1471A-12H-7-A,30,63,108.66,108.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,12,H,7,A,
359-U1471A-12H-CC-A,0,8,108.99,109.07,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,12,H,CC,A,
359-U1471A-13H-1-A,0,140,109.1,110.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 7/2 (light gray),fine sand,4,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,intraclast,black grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine-grained. Planktic foraminifera are abundant, Benthic Foraminifera are rare.",,,,359,U1471,A,13,H,1,A,
359-U1471A-13H-2-A,0,150,110.6,112.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),abundant,foraminifera (benthic),few,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained. Planktic foraminifera are abundant, few Benthic Foraminifera.",,,,359,U1471,A,13,H,2,A,
359-U1471A-13H-3-A,0,38,112.1,112.48,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),abundant,foraminifera (benthic),few,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained. Planktic foraminifera are abundant, few Benthic Foraminifera.",,,,359,U1471,A,13,H,3,A,
359-U1471A-13H-3-A,38,44,112.48,112.54,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE. Fine- to Medium-grained, Planktic foraminifera are abundant, rare Benthic Foraminifera.",,,,359,U1471,A,13,H,3,A,
359-U1471A-13H-3-A,44,150,112.54,113.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),abundant,foraminifera (benthic),few,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained. Planktic foraminifera are abundant, few Benthic Foraminifera.",,,,359,U1471,A,13,H,3,A,
359-U1471A-13H-4-A,0,146,113.6,115.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,intraclast,black grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Planktic foraminifera are abundant, rare Benthic Foraminifera.",,,,359,U1471,A,13,H,4,A,
359-U1471A-13H-5-A,0,150,115.1,116.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium grained. Planktic foraminifera are abundant, rare Benthic Foraminifera. very slight color change from 134 cm.",,,,359,U1471,A,13,H,5,A,
359-U1471A-13H-6-A,0,150,116.6,118.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium grained. Planktic foraminifera are abundant, rare Benthic Foraminifera.",,,,359,U1471,A,13,H,6,A,
359-U1471A-13H-7-A,0,90,118.1,119,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium grained. Planktic foraminifera are abundant, rare Benthic Foraminifera.",,,,359,U1471,A,13,H,7,A,
359-U1471A-13H-CC-A,0,8,119,119.08,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),abundant,foraminifera (benthic),rare,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium grained. Planktic foraminifera are abundant, rare Benthic Foraminifera.",,,,359,U1471,A,13,H,CC,A,
359-U1471A-14H-1-A,0,107,118.6,119.67,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,14,H,1,A,
359-U1471A-14H-1-A,107,147,119.67,120.07,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera.",,,,359,U1471,A,14,H,1,A,
359-U1471A-14H-1-A,147,150,120.07,120.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified",,,,359,U1471,A,14,H,1,A,
359-U1471A-14H-2-A,0,59,120.1,120.69,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified. Echinoderm spine.",,,,359,U1471,A,14,H,2,A,
359-U1471A-14H-2-A,59,62,120.69,120.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,2,A,
359-U1471A-14H-2-A,62,150,120.72,121.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified. Echinoderm spine.",,,,359,U1471,A,14,H,2,A,
359-U1471A-14H-3-A,0,48,121.6,122.08,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Indurated but not lithified. Echinoderm spine.",,,,359,U1471,A,14,H,3,A,
359-U1471A-14H-3-A,48,98,122.08,122.58,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,3,A,
359-U1471A-14H-3-A,98,119,122.58,122.79,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Rotten Eggs smell",,,,359,U1471,A,14,H,3,A,
359-U1471A-14H-3-A,119,126,122.79,122.86,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,3,A,
359-U1471A-14H-3-A,126,150,122.86,123.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Rotten Eggs smell",,,,359,U1471,A,14,H,3,A,
359-U1471A-14H-4-A,0,67,123.1,123.77,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. ""Smelly core""",,,,359,U1471,A,14,H,4,A,
359-U1471A-14H-4-A,67,90,123.77,124,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,4,A,
359-U1471A-14H-4-A,90,112,124,124.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Smelly core",,,,359,U1471,A,14,H,4,A,
359-U1471A-14H-4-A,112,145,124.22,124.55,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,4,A,
359-U1471A-14H-5-A,0,114,124.6,125.74,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Very well-sorted",,,,359,U1471,A,14,H,5,A,
359-U1471A-14H-5-A,114,125,125.74,125.85,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,5,A,
359-U1471A-14H-5-A,125,150,125.85,126.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Very well-sorted",,,,359,U1471,A,14,H,5,A,
359-U1471A-14H-6-A,0,30,126.1,126.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE . Fine- to very fine-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Very well-sorted",,,,359,U1471,A,14,H,6,A,
359-U1471A-14H-6-A,30,70,126.4,126.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE . Medium-grained, Planktic foraminifera are abundant, Benthic Foraminifera. Echinoderm spine.",,,,359,U1471,A,14,H,6,A,
