Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456A-20F,0,480,153.4,158.2,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-20F-1-A,0,10,153.4,153.5,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-1-A,10,45,153.5,153.85,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-1-A,45,68,153.85,154.08,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-1-A,68,92,154.08,154.32,,clayey,silt,with sand,clayey silt with sand,,,light gray,GLEY 1 5/10Y (greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,slight,2,,,,,,
355-U1456A-20F-1-A,92,144,154.32,154.84,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-1-A,144,150,154.84,154.9,,,silt,with sand,silt with sand,,,light gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-2-A,0,11,154.9,155.01,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,silt,2,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-2-A,11,24,155.01,155.14,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-2-A,24,55,155.14,155.45,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-2-A,55,82,155.45,155.72,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456A-20F-2-A,82,100,155.72,155.9,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-20F-2-A,100,136,155.9,156.26,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,pyrite,,,,,
355-U1456A-20F-2-A,136,144,156.26,156.34,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-20F-2-A,144,150,156.34,156.4,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,pyrite,,,,,
355-U1456A-20F-3-A,0,11,156.4,156.51,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-20F-3-A,11,37,156.51,156.77,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-3-A,37,46,156.77,156.86,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,,,pyrite,,,,,
355-U1456A-20F-3-A,46,130,156.86,157.7,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,sharp,sub-horizontal,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-20F-3-A,130,148,157.7,157.88,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456A-20F-CC-A,0,27,157.88,158.15,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456A-21F,0,479,158.1,162.89,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-21F-1-A,0,13,158.1,158.23,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,absent,0,,,,,,
355-U1456A-21F-1-A,13,20,158.23,158.3,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,
355-U1456A-21F-1-A,20,30,158.3,158.4,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,bioturbated,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,
355-U1456A-21F-1-A,30,59,158.4,158.69,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456A-21F-1-A,59,85,158.69,158.95,,,clay,,clay,,,green,GLEY 1 2.5/10Y (greenish black),85,clay,1,clay,1,,,clay,with silt,clay,clay with silt,clay with silt,gray,5YR 6/1 (gray),15,clay,1,silt,2,,100,bioturbated,sharp,sub-horizontal,medium bedded,,,,,slight,2,pyrite,,,,,
355-U1456A-21F-1-A,85,150,158.95,159.6,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,0,,,,,,
355-U1456A-21F-2-A,0,17,159.6,159.77,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-21F-2-A,17,37,159.77,159.97,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),60,silt,2,fine sand,4,,,silt,with sand,silt,silt with sand,silt with sand,gray,5YR 6/1 (gray),40,silt,2,fine sand,4,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-2-A,37,73,159.97,160.33,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),70,clay,1,silt,2,,,silt,with sand,silt,silt with sand,silt with sand,gray,5YR 6/1 (gray),30,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-2-A,73,91,160.33,160.51,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),70,silt,2,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,5YR 6/1 (gray),30,silt,2,fine sand,4,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-2-A,91,111,160.51,160.71,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),90,clay,1,silt,2,,,silt,with sand,silt,silt with sand,silt with sand,gray,5YR 6/1 (gray),10,clay,1,silt,2,,100,gradational,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-2-A,111,122,160.71,160.82,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-2-A,122,132,160.82,160.92,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),70,silt,2,fine sand,4,,,,,,,,,,,,,,,,70,gradational,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-2-A,132,150,160.92,161.1,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),60,silt,2,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,5YR 6/1 (gray),40,silt,2,fine sand,4,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-3-A,0,7,161.1,161.17,,,silt,with sand,silt,,,gray,5YR 6/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-3-A,7,28,161.17,161.38,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-21F-3-A,28,53,161.38,161.63,,,silt,with sand,silt with sand,,,,,70,silt,2,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,5YR 6/1 (gray),30,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-3-A,53,72,161.63,161.82,,,silt,with clay,silt with clay,,,gray,5YR 6/1 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-21F-3-A,72,90,161.82,162,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),60,silt,2,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,5YR 6/1 (gray),40,clay,1,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456A-21F-4-A,0,9,162.1,162.19,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-4-A,9,54,162.19,162.64,,,silt,with sand,silt with sand,,,gray,5YR 6/1 (gray),70,silt,2,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,5YR 6/1 (gray),30,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-21F-4-A,54,69,162.64,162.79,,,clay,with silt,clay with silt,,,gray,5YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-22F,0,449,162.8,167.29,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-22F-1-A,0,5,162.8,162.85,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/N (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-22F-1-A,5,22,162.85,163.02,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-22F-1-A,22,33,163.02,163.13,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/N (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-22F-1-A,33,53,163.13,163.33,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-22F-1-A,53,84,163.33,163.64,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/N (very dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-22F-1-A,84,150,163.64,164.3,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 4/N (dark gray),30,silt,2,silt,2,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-22F-2-A,0,115,164.3,165.45,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 4/N (dark gray),20,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-22F-2-A,115,150,165.45,165.8,,,sand,,sand,,,dark gray,GLEY 1 3/N (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456A-22F-3-A,0,144,165.8,167.24,,,sand,,sand,,,dark gray,GLEY 1 3/N (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456A-23F,0,444,167.5,171.94,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-23F-1-A,0,25,167.5,167.75,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),60,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-23F-1-A,25,58,167.75,168.08,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-23F-1-A,58,82,168.08,168.32,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-23F-1-A,82,111,168.32,168.61,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-23F-1-A,111,145,168.61,168.95,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),60,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-23F-1-A,145,150,168.95,169,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-23F-2-A,0,121,169,170.21,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-23F-2-A,121,132,170.21,170.32,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-23F-2-A,132,140,170.32,170.4,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-23F-3-A,0,65,170.5,171.15,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-23F-3-A,65,139,171.15,171.89,,,sand,with clay,sand with clay,,,gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-24F,0,463,172.2,176.83,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-24F-1-A,0,18,172.2,172.38,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-24F-1-A,18,47,172.38,172.67,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-24F-1-A,47,76,172.67,172.96,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-24F-1-A,76,107,172.96,173.27,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,,clay,,clay,clay,clay,dark gray,GLEY 1 4/5G (dark greenish gray),30,clay,1,clay,1,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-24F-1-A,107,150,173.27,173.7,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-24F-2-A,0,7,173.7,173.77,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-24F-2-A,7,27,173.77,173.97,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-24F-2-A,27,39,173.97,174.09,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-24F-2-A,39,63,174.09,174.33,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-24F-2-A,63,91,174.33,174.61,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-24F-2-A,91,110,174.61,174.8,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-24F-2-A,110,150,174.8,175.2,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-24F-3-A,0,20,175.2,175.4,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),50,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-24F-3-A,20,33,175.4,175.53,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),50,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-24F-3-A,33,148,175.53,176.68,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-24F-CC-A,0,10,176.68,176.78,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-25F,0,434,176.9,181.24,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-25F-1-A,0,75,176.9,177.65,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-25F-1-A,75,96,177.65,177.86,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),90,silt,2,silt,2,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-25F-1-A,96,150,177.86,178.4,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-25F-2-A,0,9,178.4,178.49,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-25F-2-A,9,37,178.49,178.77,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),70,silt,2,silt,2,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-25F-2-A,37,141,178.77,179.81,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-25F-3-A,0,47,179.81,180.28,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-25F-3-A,47,70,180.28,180.51,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-25F-4-A,0,8,180.61,180.69,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-25F-4-A,8,13,180.69,180.74,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-25F-4-A,13,58,180.74,181.19,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-26F,0,420,181.6,185.8,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-26F-1-A,0,28,181.6,181.88,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-26F-1-A,28,35,181.88,181.95,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-26F-1-A,35,50,181.95,182.1,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-26F-1-A,50,75,182.1,182.35,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 4/5G (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-26F-1-A,75,118,182.35,182.78,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-26F-1-A,118,146,182.78,183.06,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-26F-1-A,146,150,183.06,183.1,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 4/5G (dark greenish gray),50,silt,2,silt,2,,100,,,,,,,,,,,,,,,,
