Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1427C-2H-1-A,0.0,151.0,8.0,9.51,,clayey silt ,,clayey silt ,,,,structureless,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,1,A,
346-U1427C-2H-2-A,0.0,24.0,9.51,9.75,,clayey silt ,,clayey silt ,,,,structureless,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,2,A,
346-U1427C-2H-2-A,24.0,41.0,9.75,9.92,,tephra ,,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,2,A,
346-U1427C-2H-2-A,41.0,152.0,9.92,11.03,,clayey silt ,,clayey silt ,,,,structureless,5GY 5/1 (greenish gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,2,A,
346-U1427C-2H-2-A,65.0,69.0,10.16,10.2,,,,,vitric,volcaniclastic-bearing,2,,N 6 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,2,A,
346-U1427C-2H-3-A,0.0,151.0,11.03,12.54,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,3,A,
346-U1427C-2H-4-A,0.0,153.0,12.54,14.07,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,4,A,
346-U1427C-2H-5-A,0.0,153.0,14.07,15.6,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,5,A,
346-U1427C-2H-6-A,0.0,152.0,15.6,17.12,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,6,A,
346-U1427C-2H-7-A,0.0,77.0,17.12,17.89,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,7,A,
346-U1427C-2H-CC-A,0.0,30.0,17.89,18.19,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,2,H,CC,A,
346-U1427C-3H-1-A,0.0,142.0,17.5,18.92,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,1,A,
346-U1427C-3H-2-A,0.0,150.0,18.92,20.42,sandy ,silty clay ,with biogenic components ,sandy  silty clay  with biogenic components ,,,,structureless,5Y 4/2 (olive gray),slight ,1,,,,,,,,,,,,,,,sandy   silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,2,A,
346-U1427C-3H-3-A,0.0,150.0,20.42,21.92,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,3,A,
346-U1427C-3H-4-A,0.0,150.0,21.92,23.42,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,4,A,
346-U1427C-3H-5-A,0.0,150.0,23.42,24.92,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,5,A,
346-U1427C-3H-6-A,0.0,151.0,24.92,26.43,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,6,A,
346-U1427C-3H-7-A,0.0,74.0,26.43,27.17,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,7,A,
346-U1427C-3H-CC-A,0.0,61.0,27.17,27.78,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,3,H,CC,A,
346-U1427C-4H-1-A,0.0,31.0,27.0,27.31,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,,10Y 5/2 (grayish green),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,1,A,
346-U1427C-4H-2-A,0.0,150.0,27.31,28.81,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,2,A,
346-U1427C-4H-2-A,5.0,6.0,27.36,27.37,,,,,,,,,,,,,,,,,,,,,,,,,shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,2,A,
346-U1427C-4H-3-A,0.0,150.0,28.81,30.31,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,mottling ,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,3,A,
346-U1427C-4H-4-A,0.0,140.0,30.31,31.71,,silty clay ,with biogenic components ,silty clay  with biogenic components ,,,,mottling ,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,4,A,
346-U1427C-4H-5-A,0.0,146.0,31.71,33.17,foraminifer bearing,silty clay ,,foraminifer bearing silty clay ,,,,mottling ,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,5,A,
346-U1427C-4H-6-A,0.0,150.0,33.17,34.67,foraminifer bearing,silty clay ,,foraminifer bearing silty clay ,,,,mottling ,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,6,A,
346-U1427C-4H-7-A,0.0,96.0,34.67,35.63,foraminifer bearing,silty clay ,with volcanic ash ,foraminifer bearing silty clay  with volcanic ash ,,,,mottling ,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,7,A,
346-U1427C-4H-7-A,49.0,50.0,35.16,35.17,,,,,pumice,trace amount,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,7,A,
346-U1427C-4H-7-A,96.0,98.0,35.63,35.65,,tephra ,,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,7,A,
346-U1427C-4H-7-A,98.0,149.0,35.65,36.16,foraminifer bearing,silty clay ,with volcanic ash ,foraminifer bearing silty clay  with volcanic ash ,,,,mottling ,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,7,A,
346-U1427C-4H-CC-A,0.0,24.0,36.16,36.4,foraminifer bearing,silty clay ,,foraminifer bearing silty clay ,,,,mottling ,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,4,H,CC,A,
346-U1427C-5H-1-A,0.0,143.0,36.5,37.93,clayey ,biosiliceous calcareous ooze ,with silt ,clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,1,A,
346-U1427C-5H-2-A,0.0,39.0,37.93,38.32,clayey ,biosiliceous calcareous ooze ,with silt ,clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,2,A,
346-U1427C-5H-2-A,39.0,52.0,38.32,38.45,,tephra ,,tephra ,pumice,,,,N 8 (white),heavy ,3,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,2,A,
346-U1427C-5H-2-A,52.0,138.0,38.45,39.31,clayey ,biosiliceous calcareous ooze ,with silt ,clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,2,A,
346-U1427C-5H-3-A,0.0,133.0,39.31,40.64,clayey ,biosiliceous calcareous ooze ,with silt ,clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,3,A,
346-U1427C-5H-3-A,76.0,77.0,40.07,40.08,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,3,A,
346-U1427C-5H-4-A,0.0,121.0,40.64,41.85,clayey ,biosiliceous calcareous ooze ,with silt ,clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,4,A,
346-U1427C-5H-5-A,0.0,14.0,41.85,41.99,clayey ,biosiliceous calcareous ooze ,with silt ,clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,5,A,
346-U1427C-5H-5-A,14.0,129.0,41.99,43.14,clayey ,calcareous ooze ,,clayey  calcareous ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,5,A,
346-U1427C-5H-6-A,0.0,146.0,43.14,44.6,clayey ,calcareous ooze ,,clayey  calcareous ooze ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey   calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,6,A,
346-U1427C-5H-7-A,0.0,88.0,44.6,45.48,clayey [Leg339],calcareous ooze [Leg339],,clayey  calcareous ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,7,A,
346-U1427C-5H-CC-A,0.0,40.0,45.48,45.88,clayey [Leg339],calcareous ooze [Leg339],,clayey  calcareous ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,5,H,CC,A,
346-U1427C-6H-1-A,0.0,101.0,46.0,47.01,clayey [Leg339],biosiliceous calcareous ooze [Leg339],,clayey  biosiliceous calcareous ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,1,A,
346-U1427C-6H-2-A,0.0,150.0,47.01,48.51,clayey [Leg339],biosiliceous calcareous ooze [Leg339],,clayey  biosiliceous calcareous ooze ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,2,A,
346-U1427C-6H-3-A,0.0,90.0,48.51,49.41,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,3,A,
346-U1427C-6H-3-A,90.0,94.0,49.41,49.45,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,3,A,
346-U1427C-6H-3-A,94.0,122.0,49.45,49.73,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,3,A,
346-U1427C-6H-4-A,0.0,104.0,49.73,50.77,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,4,A,
346-U1427C-6H-5-A,0.0,146.0,50.77,52.23,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,5,A,
346-U1427C-6H-6-A,0.0,150.0,52.23,53.73,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,6,A,
346-U1427C-6H-7-A,0.0,150.0,53.73,55.23,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,7,A,
346-U1427C-6H-8-A,0.0,62.0,55.23,55.85,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,8,A,
346-U1427C-6H-CC-A,0.0,38.0,55.85,56.23,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,6,H,CC,A,
346-U1427C-7H-1-A,0.0,93.0,55.5,56.43,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,1,A,
346-U1427C-7H-2-A,0.0,143.0,56.43,57.86,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,2,A,
346-U1427C-7H-3-A,0.0,130.0,57.86,59.16,clayey [Leg339],biosiliceous calcareous ooze [Leg339],with silt [Leg339],clayey  biosiliceous calcareous ooze  with silt ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   biosiliceous calcareous ooze ,biosiliceous calcareous ooze   with silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,3,A,
346-U1427C-7H-4-A,0.0,107.0,59.16,60.23,sandy [Leg339],clayey silt [MMK88],with nannofossils [Leg339],sandy  clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,sandy   clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,4,A,
346-U1427C-7H-5-A,0.0,140.0,60.23,61.63,sandy [Leg339],clayey silt [MMK88],with nannofossils [Leg339],sandy  clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,sandy   clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,5,A,
346-U1427C-7H-6-A,0.0,144.0,61.63,63.07,sandy [Leg339],clayey silt [MMK88],with nannofossils [Leg339],sandy  clayey silt  with nannofossils ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,sandy   clayey silt ,clayey silt   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,6,A,
346-U1427C-7H-7-A,0.0,147.0,63.07,64.54,volcanic glass bearing,silty clay [MMK88],,volcanic glass bearing silty clay ,,,,,5Y 4/2 (olive gray),heavy [DB86],3,,,,,,,,,,,,,,,volcanic glass bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,7,H,7,A,
346-U1427C-8H-1-A,0.0,127.0,65.0,66.27,nannofossil rich,silty clay [MMK88],with diatoms [Leg339],nannofossil rich silty clay  with diatoms ,,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with diatoms ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,C,8,H,1,A,
