Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1423A-1H-2-A,89.0,90.0,2.39,2.4,,silty sand ,,silty sand ,,,,,,,,,,,,,,,,,,,,,,silty sand ,silty sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,90.0,120.0,2.4,2.7,,silty clay ,,silty clay ,,,,lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,112.0,113.0,2.62,2.63,,,,,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,120.0,127.0,2.7,2.77,,silty clay ,,silty clay ,,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,124.0,126.0,2.74,2.76,,,,,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,127.0,132.0,2.77,2.82,,silty clay ,,silty clay ,,,,lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,132.0,133.0,2.82,2.83,,,,,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,133.0,135.0,2.83,2.85,,silty clay ,,silty clay ,,,,lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,135.0,136.0,2.85,2.86,tephra bearing,sandy clay ,,tephra bearing sandy clay ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra bearing  sandy clay ,sandy clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,136.0,138.0,2.86,2.88,,silty clay ,,silty clay ,,,,lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,138.0,139.0,2.88,2.89,tephra bearing,sandy clay ,,tephra bearing sandy clay ,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra bearing  sandy clay ,sandy clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-2-A,139.0,150.0,2.89,3.0,,silty clay [MMK88],,silty clay ,,,,lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,2,A
346-U1423A-1H-3-A,0.0,7.0,3.0,3.07,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,7.0,22.0,3.07,3.22,,clay ,,clay ,,,,bioturbation,5Y 5/1 (gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,22.0,37.0,3.22,3.37,,silty clay ,,silty clay ,,,,lamination,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,37.0,88.0,3.37,3.88,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,80,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,,20,,,,,100,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,69.0,70.0,3.69,3.7,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,88.0,90.0,3.88,3.9,tephra bearing,silty sand ,,tephra bearing silty sand ,,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra bearing  silty sand ,silty sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,90.0,95.0,3.9,3.95,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,80,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,,20,,,,,100,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,95.0,104.0,3.95,4.04,,tephra ,,tephra ,vitric,,,,7.5YR 6/2 (pinkish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,80,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,,20,,,,,100,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,104.0,137.0,4.04,4.37,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,80,,,,,,,,,,,silty clay ,,silty clay ,silty clay ,silty clay ,,20,,,,,100,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,127.0,128.0,4.27,4.28,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,134.0,135.0,4.34,4.35,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-3-A,137.0,150.0,4.37,4.5,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,3,A
346-U1423A-1H-4-A,0.0,40.0,4.5,4.9,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-4-A,37.0,38.0,4.87,4.88,,,,,vitric,trace amount,1,,N 7 (light gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-4-A,40.0,72.0,4.9,5.22,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-4-A,72.0,77.0,5.22,5.27,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-4-A,77.0,137.0,5.27,5.87,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-4-A,137.0,138.0,5.87,5.88,,sand ,,sand ,,,,,,,,,,,,,,,,,,,,,,sand ,sand ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-4-A,138.0,150.0,5.88,6.0,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,4,A
346-U1423A-1H-5-A,0.0,2.0,6.0,6.02,,,,,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,0.0,16.0,6.0,6.16,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,16.0,28.0,6.16,6.28,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,27.0,29.0,6.27,6.29,,,,,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,28.0,50.0,6.28,6.5,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,35.0,38.0,6.35,6.38,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,50.0,66.0,6.5,6.66,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,64.0,65.0,6.64,6.65,,,,,vitric,,,lens or pod [BJ84],N 7 (light gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,66.0,110.0,6.66,7.1,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-5-A,87.0,89.0,6.87,6.89,,,,,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,1,H,5,A
346-U1423A-1H-CC-A,0.0,16.0,7.1,7.26,,silty clay ,,silty clay ,,,,,,,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,1,H,CC,A
346-U1423A-2H-1-A,0.0,134.0,7.3,8.64,,silty clay ,,silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,1,A
346-U1423A-2H-1-A,134.0,150.0,8.64,8.8,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,1,A
346-U1423A-2H-2-A,0.0,14.0,8.8,8.94,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,2,A
346-U1423A-2H-2-A,14.0,38.0,8.94,9.18,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,2,A
346-U1423A-2H-2-A,38.0,150.0,9.18,10.3,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,2,A
346-U1423A-2H-2-A,80.0,150.0,9.6,10.3,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,2,A
346-U1423A-2H-3-A,0.0,127.0,10.3,11.57,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,3,A
346-U1423A-2H-3-A,127.0,150.0,11.57,11.8,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,3,A
346-U1423A-2H-4-A,0.0,35.0,11.8,12.15,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-4-A,23.0,24.0,12.03,12.04,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-4-A,35.0,87.0,12.15,12.67,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-4-A,87.0,131.0,12.67,13.11,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-4-A,120.0,131.0,13.0,13.11,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-4-A,125.0,127.0,13.05,13.07,,,,,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-4-A,131.0,150.0,13.11,13.3,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,4,A
346-U1423A-2H-5-A,0.0,105.0,13.3,14.35,,clay [Leg210],,clay ,,,,color banding,10Y 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,95,,,,,,,,,,,tephra [FS84],,tephra ,tephra ,tephra ,,5,,,,,100,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,105.0,122.0,14.35,14.52,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,106.0,107.0,14.36,14.37,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,113.0,114.0,14.43,14.44,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,117.0,118.0,14.47,14.48,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,122.0,123.0,14.52,14.53,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,123.0,150.0,14.53,14.8,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-5-A,144.0,146.0,14.74,14.76,,,,,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,5,A
346-U1423A-2H-6-A,0.0,14.0,14.8,14.94,,silty clay [MMK88],,silty clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,14.0,16.0,14.94,14.96,,sandy silt [Leg339],,sandy silt ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,sandy silt ,sandy silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,16.0,45.0,14.96,15.25,,silty clay [MMK88],,silty clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,45.0,64.0,15.25,15.44,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,64.0,89.0,15.44,15.69,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,79.0,81.0,15.59,15.61,,,,,vitric,volcaniclastic-bearing,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,89.0,101.0,15.69,15.81,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-6-A,101.0,150.0,15.81,16.3,,clay [Leg210],,clay ,,,,,,slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,6,A
346-U1423A-2H-7-A,0.0,26.0,16.3,16.56,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,7,A
346-U1423A-2H-7-A,26.0,39.0,16.56,16.69,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,7,A
346-U1423A-2H-7-A,39.0,56.0,16.69,16.86,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,7,A
346-U1423A-2H-CC-A,0.0,16.0,16.86,17.02,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,2,H,CC,A
346-U1423A-3H-1-A,0.0,8.0,16.8,16.88,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,A,3,H,1,A
346-U1423A-3H-1-A,0.0,20.0,16.8,17.0,,silty clay [MMK88],,silty clay ,,,,,,,,,,,,,,,,,,,,,,silty clay ,silty clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,3,H,1,A
346-U1423A-3H-1-A,11.0,21.0,16.91,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,346,U1423,A,3,H,1,A
346-U1423A-3H-1-A,20.0,33.0,17.0,17.13,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,3,H,1,A
346-U1423A-3H-1-A,33.0,34.0,17.13,17.14,,sandy silt [Leg339],,sandy silt ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,sandy silt ,sandy silt ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,3,H,1,A
346-U1423A-3H-1-A,34.0,37.0,17.14,17.17,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,3,H,1,A
346-U1423A-3H-1-A,45.0,46.0,17.25,17.26,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,,346,U1423,A,3,H,1,A
