Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486B-16H-4-A,80,81,144.3,144.31,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,81,100,144.31,144.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,100,101,144.5,144.51,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,101,133,144.51,144.83,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,133,135,144.83,144.85,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,135,145,144.85,144.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-5-A,0,22,145.0,145.22,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,22,37,145.22,145.37,,ash(tuff) [MMK88m],ash(tuff),,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,37,78,145.37,145.78,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,78,84,145.78,145.84,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,84,125,145.84,146.25,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,125,127,146.25,146.27,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/2 (brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,127,140,146.27,146.4,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,140,142,146.4,146.42,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-5-A,142,145,146.42,146.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,5,A
363-U1486B-16H-6-A,0,9,146.5,146.59,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,9,10,146.59,146.6,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,10,20,146.6,146.7,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,20,23,146.7,146.73,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,23,32,146.73,146.82,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,32,35,146.82,146.85,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,35,69,146.85,147.19,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,69,71,147.19,147.21,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,71,76,147.21,147.26,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,76,81,147.26,147.31,,ash(tuff) [MMK88m],ash(tuff),,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-6-A,81,140,147.31,147.9,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,6,A
363-U1486B-16H-7-A,0,49,148.0,148.49,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,7,A
363-U1486B-16H-7-A,49,74,148.49,148.74,,ash(tuff) [MMK88m],ash(tuff),,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,7,A
363-U1486B-16H-7-A,74,77,148.74,148.77,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,7,A
363-U1486B-16H-CC-A,0,12,148.77,148.89,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,CC,A
363-U1486B-17H-1-A,0,40,148.5,148.9,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,1,A
363-U1486B-17H-1-A,40,56,148.9,149.06,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,1,A
363-U1486B-17H-1-A,56,114,149.06,149.64,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,1,A
363-U1486B-17H-1-A,114,129,149.64,149.79,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,1,A
363-U1486B-17H-1-A,129,145,149.79,149.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,1,A
363-U1486B-17H-2-A,0,11,150.0,150.11,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,2,A
363-U1486B-17H-2-A,11,30,150.11,150.3,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,2,A
363-U1486B-17H-2-A,30,54,150.3,150.54,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,2,A
363-U1486B-17H-2-A,54,69,150.54,150.69,,ashy sand [X363],ashy sand,,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,2,A
363-U1486B-17H-2-A,69,145,150.69,151.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,2,A
363-U1486B-17H-3-A,0,19,151.5,151.69,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,3,A
363-U1486B-17H-3-A,19,40,151.69,151.9,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,3,A
363-U1486B-17H-3-A,40,77,151.9,152.27,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,3,A
363-U1486B-17H-3-A,77,110,152.27,152.6,,ashy sand [X363],ashy sand,,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,3,A
363-U1486B-17H-3-A,110,135,152.6,152.85,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,3,A
363-U1486B-17H-3-A,135,150,152.85,153.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,3,A
363-U1486B-17H-4-A,0,150,153.0,154.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"15-27 cm dark vertical stucture, Ashes at 42, 75 and 128 cm.",,,,,,,,,,,,,363,U1486,B,17,H,4,A
363-U1486B-17H-5-A,0,15,154.5,154.65,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,5,A
363-U1486B-17H-5-A,15,31,154.65,154.81,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,5,A
363-U1486B-17H-5-A,31,70,154.81,155.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,5,A
363-U1486B-17H-5-A,70,150,155.2,156.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,5,A
363-U1486B-17H-6-A,0,140,156.0,157.4,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Dark layers at 8, 20, 56, 75,89, 107 138 fading upwards",,,,,,,,,,,,,363,U1486,B,17,H,6,A
363-U1486B-17H-7-A,0,72,157.5,158.22,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Micro fault at 15-20 cm, Dark layers at 12, 20, 35, 45, 52, 56, 65, often fading upwards",,,,,,,,,,,,,363,U1486,B,17,H,7,A
363-U1486B-17H-CC-A,0,15,158.22,158.37,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,CC,A
363-U1486B-18H-1-A,0,95,158.0,158.95,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,1,A
363-U1486B-18H-1-A,95,150,158.95,159.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,1,A
363-U1486B-18H-2-A,0,150,159.5,161.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,2,A
363-U1486B-18H-3-A,0,3,161.0,161.03,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,3,A
363-U1486B-18H-3-A,3,12,161.03,161.12,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,3,A
363-U1486B-18H-3-A,12,31,161.12,161.31,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,3,A
363-U1486B-18H-3-A,31,52,161.31,161.52,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,3,A
363-U1486B-18H-3-A,52,59,161.52,161.59,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,3,A
363-U1486B-18H-3-A,59,150,161.59,162.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,3,A
363-U1486B-18H-4-A,0,80,162.5,163.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,4,A
363-U1486B-18H-4-A,80,115,163.3,163.65,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,4,A
363-U1486B-18H-4-A,115,150,163.65,164.0,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,4,A
363-U1486B-18H-5-A,0,128,164.0,165.28,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,5,A
363-U1486B-18H-5-A,128,150,165.28,165.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,5,A
363-U1486B-18H-6-A,0,56,165.5,166.06,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,6,A
363-U1486B-18H-6-A,56,100,166.06,166.5,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,6,A
363-U1486B-18H-7-A,0,6,166.6,166.66,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,7,A
363-U1486B-18H-7-A,6,51,166.66,167.11,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,7,A
363-U1486B-18H-7-A,51,59,167.11,167.19,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,7,A
363-U1486B-18H-7-A,59,70,167.19,167.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,7,A
363-U1486B-18H-CC-A,0,5,167.3,167.35,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,CC,A
363-U1486B-18H-CC-A,5,20,167.35,167.5,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,CC,A
363-U1486B-19H-1-A,0,25,167.5,167.75,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,1,A
363-U1486B-19H-1-A,25,52,167.75,168.02,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,1,A
363-U1486B-19H-1-A,52,107,168.02,168.57,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,1,A
363-U1486B-19H-1-A,107,144,168.57,168.94,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,1,A
363-U1486B-19H-1-A,144,150,168.94,169.0,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,1,A
363-U1486B-19H-2-A,0,35,169.0,169.35,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-2-A,35,81,169.35,169.81,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-2-A,81,93,169.81,169.93,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-2-A,93,103,169.93,170.03,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-2-A,103,116,170.03,170.16,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-2-A,116,123,170.16,170.23,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-2-A,123,141,170.23,170.41,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,2,A
363-U1486B-19H-3-A,0,29,170.51,170.8,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,3,A
363-U1486B-19H-3-A,29,58,170.8,171.09,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,3,A
363-U1486B-19H-3-A,58,119,171.09,171.7,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,3,A
363-U1486B-19H-3-A,119,133,171.7,171.84,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,3,A
363-U1486B-19H-3-A,133,137,171.84,171.88,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10YR 3/2 (very dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,3,A
363-U1486B-19H-4-A,0,8,171.88,171.96,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10YR 3/2 (very dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,4,A
363-U1486B-19H-4-A,8,16,171.96,172.04,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,4,A
363-U1486B-19H-4-A,16,73,172.04,172.61,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,4,A
363-U1486B-19H-4-A,73,101,172.61,172.89,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,4,A
363-U1486B-19H-4-A,101,137,172.89,173.25,,ashy sand [X363],ashy sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,4,A
363-U1486B-19H-5-A,0,83,173.25,174.08,,ashy sand [X363],ashy sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,5,A
363-U1486B-20H-1-A,0,94,177.0,177.94,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,1,A
363-U1486B-20H-1-A,94,106,177.94,178.06,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,1,A
363-U1486B-20H-1-A,106,150,178.06,178.5,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,1,A
363-U1486B-20H-2-A,0,44,178.5,178.94,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-2-A,44,57,178.94,179.07,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-2-A,57,100,179.07,179.5,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-2-A,100,110,179.5,179.6,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-2-A,110,122,179.6,179.72,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-2-A,122,131,179.72,179.81,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-2-A,131,150,179.81,180.0,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,A
363-U1486B-20H-3-A,0,22,180.0,180.22,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,3,A
363-U1486B-20H-3-A,22,100,180.22,181.0,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,3,A
363-U1486B-20H-3-A,100,150,181.0,181.5,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,3,A
