Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1408B-1H-1-A,342,U1408,B,1,1-1,H,1,A,0,32,0,0.32,foraminiferal [Leg339],clay [Leg339],,foraminiferal  clay ,5YR 6/2 (pinkish gray),,,,moderate_339 [DB91],4,,"Dropstones at 17, 47, 99, and 118 cm from 1 to 3 cm in diameter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay ,,,,,,
342-U1408B-1H-1-A,342,U1408,B,1,1-1,H,1,A,32,150,0.32,1.5,,foraminiferal ooze [Leg339],with sand [Leg339],foraminiferal ooze  with sand ,5YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze   with sand ,,,,,,
342-U1408B-1H-2-A,342,U1408,B,1,1-2,H,2,A,0,10,1.5,1.6,,foraminiferal ooze [Leg339],with sand [Leg339],foraminiferal ooze  with sand ,5YR 5/1 (gray),,,,moderate_339 [DB91],4,,Dropstones 40 and 140cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze   with sand ,,,,,,
342-U1408B-1H-2-A,342,U1408,B,1,1-2,H,2,A,10,31,1.6,1.81,foraminiferal [Leg339],clay [Leg339],,foraminiferal  clay ,5yr 6/2 (pinkish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay ,,,,,,
342-U1408B-1H-2-A,342,U1408,B,1,1-2,H,2,A,31,90,1.81,2.4,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1408B-1H-2-A,342,U1408,B,1,1-2,H,2,A,90,117,2.4,2.67,foraminiferal [Leg339],clay [Leg339],,foraminiferal  clay ,5YR 6/2 (pinkish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay ,,,,,,
342-U1408B-1H-2-A,342,U1408,B,1,1-2,H,2,A,117,150,2.67,3,,foraminiferal ooze [Leg339],,foraminiferal ooze ,7.5YR 5/2 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,0,11,3,3.11,,foraminiferal ooze [Leg339],,foraminiferal ooze ,7.5YR 5/2 (brown),,,,moderate_339 [DB91],4,,"Dropstones at 4, 39, 68cm  and a concentration at 145-150cm. Some up to 3cm in diameter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,11,29,3.11,3.29,,foraminiferal ooze [Leg339],,foraminiferal ooze ,7.5YR 6/3 (light brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,29,45,3.29,3.45,,foraminiferal ooze [Leg339],,foraminiferal ooze ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,45,60,3.45,3.6,,clay [Leg339],,clay ,2.5YR 5/6 (red),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,60,77,3.6,3.77,,foraminiferal ooze [Leg339],,foraminiferal ooze ,7.5YR 6/3 (light brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,77,89,3.77,3.89,foraminiferal [Leg339],clay [Leg339],,foraminiferal  clay ,5YR 6/4 (light reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay ,,,,,,
342-U1408B-1H-3-A,342,U1408,B,1,1-3,H,3,A,89,150,3.89,4.5,foraminiferal [Leg339],clay [Leg339],,foraminiferal  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay ,,,,,,
