Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
359-U1472A-32F-3-A,0,45,240.31,240.76,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,gradational,inclined,Unlithified planktic foraminifera-rich GRAINSTONE to PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,3,A,,,,
359-U1472A-32F-3-A,45,99,240.76,241.3,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,3,A,,,,
359-U1472A-32F-CC-A,0,12,241.3,241.42,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,CC,A,,,,
359-U1472A-33F-1-A,0,26,242.5,242.76,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,sharp,horizontal,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,33,F,1,A,,,,
359-U1472A-33F-1-A,26,43,242.76,242.93,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,sharp,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,1,A,,,,
359-U1472A-33F-1-A,43,46,242.93,242.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,1,A,,,,
359-U1472A-33F-1-A,46,150,242.96,244.0,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,1,A,,,,
359-U1472A-33F-2-A,0,48,244.0,244.48,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,48,64,244.48,244.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,64,68,244.64,244.68,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/3 (pale yellow),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,68,71,244.68,244.71,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,71,74,244.71,244.74,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,74,76,244.74,244.76,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,76,89,244.76,244.89,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,89,94,244.89,244.94,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-2-A,94,99,244.94,244.99,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,complete,6.0,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,2,A,,,,
359-U1472A-33F-3-A,0,76,244.99,245.75,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,complete,6.0,,sharp,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,3,A,,,,
359-U1472A-33F-3-A,76,78,245.75,245.77,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,complete,6.0,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,3,A,,,,
359-U1472A-33F-CC-A,0,14,245.77,245.91,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,complete,6.0,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,33,F,CC,A,,,,
359-U1472A-34F-1-A,0,51,247.2,247.71,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,sharp,horizontal,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,34,F,1,A,,,,
359-U1472A-34F-1-A,51,146,247.71,248.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,34,F,1,A,,,,
359-U1472A-34F-2-A,0,7,248.66,248.73,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,common,4.0,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,34,F,2,A,,,,
359-U1472A-34F-2-A,7,41,248.73,249.07,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,normal grading,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant. Fining up-succesion,,,,359,U1472,A,34,F,2,A,,,,
359-U1472A-34F-CC-A,0,12,249.07,249.19,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE to RUDSTONE. Very coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,34,F,CC,A,,,,
