Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
359-U1472A-26F-3-A,0,135,212.6,213.95,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,slight,2.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,26,F,3,A,,,,
359-U1472A-26F-CC-A,0,8,213.95,214.03,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,slight,2.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,26,F,CC,A,,,,
359-U1472A-26F-CC-A,8,15,214.03,214.1,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,slight,2.0,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,26,F,CC,A,,,,
359-U1472A-27F-1-A,0,30,214.3,214.6,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,,,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,27,F,1,A,,,,
359-U1472A-27F-1-A,30,150,214.6,215.8,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,1,A,,,,
359-U1472A-27F-2-A,0,3,215.8,215.83,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,3,16,215.83,215.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,16,20,215.96,216.0,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,20,26,216.0,216.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,26,88,216.06,216.68,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,88,98,216.68,216.78,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,98,114,216.78,216.94,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,114,142,216.94,217.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-2-A,142,150,217.22,217.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,2,A,,,,
359-U1472A-27F-3-A,0,5,217.3,217.35,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,3,A,,,,
359-U1472A-27F-3-A,5,59,217.35,217.89,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,3,A,,,,
359-U1472A-27F-3-A,59,64,217.89,217.94,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,3,A,,,,
359-U1472A-27F-3-A,64,109,217.94,218.39,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,3,A,,,,
359-U1472A-27F-CC-A,0,15,218.39,218.54,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,27,F,CC,A,,,,
359-U1472A-28F-1-A,0,34,219.0,219.34,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,,,,gradational,horizontal,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,28,F,1,A,,,,
359-U1472A-28F-1-A,34,150,219.34,220.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,1,A,,,,
359-U1472A-28F-2-A,0,24,220.5,220.74,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,24,30,220.74,220.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,30,51,220.8,221.01,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,51,53,221.01,221.03,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,53,101,221.03,221.51,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,101,108,221.51,221.58,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,108,114,221.58,221.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,114,116,221.64,221.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-2-A,116,140,221.66,221.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,2,A,,,,
359-U1472A-28F-3-A,0,101,222.0,223.01,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,3,A,,,,
359-U1472A-28F-CC-A,0,13,223.01,223.14,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,aggregate,,,,,,complete,6.0,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,28,F,CC,A,,,,
359-U1472A-29F-1-A,0,52,223.7,224.22,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/3 (light yellowish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,sharp,horizontal,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,29,F,1,A,,,,
359-U1472A-29F-1-A,52,91,224.22,224.61,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,29,F,1,A,,,,
359-U1472A-29F-2-A,0,25,224.61,224.86,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,29,F,2,A,,,,
359-U1472A-29F-2-A,25,45,224.86,225.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,29,F,2,A,,,,
359-U1472A-29F-CC-A,0,15,225.06,225.21,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,29,F,CC,A,,,,
359-U1472A-30F-1-A,0,72,228.4,229.12,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,gradational,horizontal,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,30,F,1,A,,,,
359-U1472A-30F-1-A,72,88,229.12,229.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,aggregate,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera are abundant. Benthic foraminifera. Moderately- to poorly-sorted.,,,,359,U1472,A,30,F,1,A,,,,
359-U1472A-30F-1-A,88,150,229.28,229.9,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,30,F,1,A,,,,
359-U1472A-30F-2-A,0,115,229.9,231.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,30,F,2,A,,,,
359-U1472A-30F-3-A,0,72,231.15,231.87,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,30,F,3,A,,,,
359-U1472A-30F-3-A,72,110,231.87,232.25,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,30,F,3,A,,,,
359-U1472A-30F-CC-A,0,13,232.25,232.38,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,30,F,CC,A,,,,
359-U1472A-31F-1-A,0,17,233.1,233.27,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,aggregate,,,,,,,,,sharp,horizontal,CAVE-IN. Unlithified planktic foraminifera-rich PACKSTONE to RUDSTONE. Medium- to coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present.,,,,359,U1472,A,31,F,1,A,,,,
359-U1472A-31F-1-A,17,150,233.27,234.6,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,aggregate,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,31,F,1,A,,,,
359-U1472A-31F-2-A,0,95,234.6,235.55,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,31,F,2,A,,,,
359-U1472A-31F-2-A,95,124,235.55,235.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained. Planktic foraminifera are abundant. Benthic foraminifera. Moderately- to poorly-sorted.,,,,359,U1472,A,31,F,2,A,,,,
359-U1472A-31F-2-A,124,150,235.84,236.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,31,F,2,A,,,,
359-U1472A-31F-3-A,0,88,236.1,236.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,31,F,3,A,,,,
359-U1472A-31F-3-A,88,102,236.98,237.12,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,31,F,3,A,,,,
359-U1472A-31F-3-A,102,123,237.12,237.33,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,31,F,3,A,,,,
359-U1472A-32F-1-A,0,10,237.8,237.9,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 6/3 (light yellowish brown),medium sand,5,foraminifera (planktic),,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAIN. Medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,1,A,,,,
359-U1472A-32F-1-A,10,140,237.9,239.2,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,1,A,,,,
359-U1472A-32F-2-A,0,51,239.3,239.81,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE to PACKSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,2,A,,,,
359-U1472A-32F-2-A,51,84,239.81,240.14,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 6/3 (light yellowish brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,2,A,,,,
359-U1472A-32F-2-A,84,101,240.14,240.31,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,,,,,,Unlithified planktic foraminifera-rich GRAINSTONE. Coarse-grained. Planktic foraminifera are abundant. Benthic foraminifera are present. Aggregate grains are abundant.,,,,359,U1472,A,32,F,2,A,,,,
