Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1406C-17H-1-A,342,U1406,C,17,17-1,H,1,A,0,150,145.4,146.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding common,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-2-A,342,U1406,C,17,17-2,H,2,A,0,78,146.9,147.68,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-2-A,342,U1406,C,17,17-2,H,2,A,78,105,147.68,147.95,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,noticeably darker interval; these are typically more nannofossil rich ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-2-A,342,U1406,C,17,17-2,H,2,A,99,101,147.89,147.91,,,,,,,mineral,glauconite,,,,glauconite bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406C-17H-2-A,342,U1406,C,17,17-2,H,2,A,105,150,147.95,148.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-3-A,342,U1406,C,17,17-3,H,3,A,0,150,148.4,149.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-4-A,342,U1406,C,17,17-4,H,4,A,0,43,149.9,150.33,,,,,,,,,,,fault,interval with microfaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406C-17H-4-A,342,U1406,C,17,17-4,H,4,A,0,150,149.9,151.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-4-A,342,U1406,C,17,17-4,H,4,A,47,51,150.37,150.41,,,,,,,mineral,glauconite,,,,"glauconite bed associated with several Zoophycos traces
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406C-17H-5-A,342,U1406,C,17,17-5,H,5,A,0,150,151.4,152.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-6-A,342,U1406,C,17,17-6,H,6,A,0,126,152.9,154.16,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-7-A,342,U1406,C,17,17-7,H,7,A,0,64,154.16,154.8,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-17H-CC-A,342,U1406,C,17,17-CC,H,CC,A,0,16,154.8,155.04,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-1-A,342,U1406,C,18,18-1,H,1,A,0,150,154.9,156.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 1 contains three green glaconitic horizons at 3,8, 36 cm.  Rare scattered sufides occur around 11 and 104-111 cm and a darker greenish grey interval at 0-36cm.  Three intervals of increased brown mottling (more moderate bioturbation) occur at roughly 36-47, 83-96, 112-119 cm, and appear to coincide with faint color changes between slightly lighter and darker intervals on decimeter scales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-2-A,342,U1406,C,18,18-2,H,2,A,0,150,156.4,157.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Section 2 contains the most variation in mottling (inferred bioturbation) of all sections in Core 18H. There are more frequent sulfides from 37-52 cm. A transition from relatively more grey (0-64 cm) to lighter grey (64-83 cm) is coincident with increased brown mottles (61-74 cm). A bluer interval from 83-126 cm contains more distinct grey and then brown mottles than the rest of the core.  The transition between the bluer and the light grey at the end of the core (126-150 cm) is characterized by large burrows (Zoophycus and planolites). A green horizon occurs at 101 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-3-A,342,U1406,C,18,18-3,H,3,A,0,150,157.9,159.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,"Brown (10Y 6/1) mottles with associated sulfide flecks at 16-19, 34-38, and 69-83 cm. Sparse faint lighter mottles and smaller brown blebs scattered throughout (bioturbation generally appears heavy).  Slightly greyer/green bed at 109.5-112cm and 1-cm thick darker green/black bed at 127 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-4-A,342,U1406,C,18,18-4,H,4,A,0,150,159.4,160.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,"Faint brown (10Y 6/1) mottles scattered throughout and faint brown horizons at 26-27, 33-44, and 135 cm. Scatter concentrations of sulfides at 34, 49-54, 78-83 cm and low density scatter between 107-140 cm. Increased faint mottling (including light grey) at 37-55 and 118-145 cm, indicative of more moderate bioturbation.  Slightly bluer interval from 114-135 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-5-A,342,U1406,C,18,18-5,H,5,A,0,150,160.9,162.4,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,"Rare, faint brown (10Y 6/1) mottles scattered throughout, with an interval of larger, more concentrated mottles from 50-63 cm. Sulfide horizons 36 and 102 cm, and burrow associated sulfide patches from 143-150 cm. Green glauconite horizons at 20, 42, and 45 cm, the first of which is associated with sulfides. Interval of increased mottling and sulfides from 50-63 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-6-A,342,U1406,C,18,18-6,H,6,A,0,132,162.4,163.72,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,"Rare, faint brown mottles (10Y 6/1) througout; green horizons at 46 and 52 cm, scattered sulfides concentrated around 7-14 and 43-52 cm.  A darker blue grey interval from 93-111 cm characterizd by lighter grey mottles (top) and brown mottles (bottom). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-18H-7-A,342,U1406,C,18,18-7,H,7,A,0,67,163.72,164.39,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,Black sulfide blebs/mottles likely reflecting flow in stain the surface.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-20X-1-A,342,U1406,C,20,20-1,X,1,A,0,150,166.4,167.9,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1406C-20X-2-A,342,U1406,C,20,20-2,X,2,A,0,150,167.9,169.4,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-3-A,342,U1406,C,20,20-3,X,3,A,0,150,169.4,170.9,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-4-A,342,U1406,C,20,20-4,X,4,A,0,150,170.9,172.4,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-5-A,342,U1406,C,20,20-5,X,5,A,0,150,172.4,173.9,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-6-A,342,U1406,C,20,20-6,X,6,A,0,44,173.9,175.22,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-6-A,342,U1406,C,20,20-6,X,6,A,44,77,174.34,174.67,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-6-A,342,U1406,C,20,20-6,X,6,A,77,132,174.67,175.22,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-7-A,342,U1406,C,20,20-7,X,7,A,0,67,175.22,175.89,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-20X-CC-A,342,U1406,C,20,20-CC,X,CC,A,0,25,175.89,176.22,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,very well developed bioturbation (Zoophycos and Planolites with Chondrites),,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-1-A,342,U1406,C,21,21-1,X,1,A,0,150,176,177.5,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-2-A,342,U1406,C,21,21-2,X,2,A,0,150,177.5,179,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-3-A,342,U1406,C,21,21-3,X,3,A,0,150,179,180.5,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-4-A,342,U1406,C,21,21-4,X,4,A,0,150,180.5,182,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-5-A,342,U1406,C,21,21-5,X,5,A,0,150,182,183.5,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-6-A,342,U1406,C,21,21-6,X,6,A,0,121,183.5,184.71,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-7-A,342,U1406,C,21,21-7,X,7,A,0,70,184.71,185.41,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-21X-CC-A,342,U1406,C,21,21-CC,X,CC,A,0,32,185.41,185.81,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, principally Zoophycos",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-1-A,342,U1406,C,22,22-1,X,1,A,0,17,185.6,185.77,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-2-A,342,U1406,C,22,22-2,X,2,A,0,150,185.77,187.27,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-3-A,342,U1406,C,22,22-3,X,3,A,0,150,187.27,188.77,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-4-A,342,U1406,C,22,22-4,X,4,A,0,150,188.77,190.27,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-5-A,342,U1406,C,22,22-5,X,5,A,0,66,190.27,190.93,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-5-A,342,U1406,C,22,22-5,X,5,A,91,150,190.27,191.77,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-5-A,342,U1406,C,22,22-5,X,5,A,66,91,190.93,191.18,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 8/1 (white),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-6-A,342,U1406,C,22,22-6,X,6,A,0,150,191.77,193.27,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-7-A,342,U1406,C,22,22-7,X,7,A,0,28,193.27,193.55,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-7-A,342,U1406,C,22,22-7,X,7,A,28,65,193.55,193.92,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 8/1 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-7-A,342,U1406,C,22,22-7,X,7,A,65,101,193.92,194.28,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-8-A,342,U1406,C,22,22-8,X,8,A,0,34,194.28,194.62,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-8-A,342,U1406,C,22,22-8,X,8,A,34,64,194.62,194.92,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-22X-CC-A,342,U1406,C,22,22-CC,X,CC,A,0,30,194.92,195.35,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,"very well developed bioturbation, small sub-mm scale voids are visible in core surface from forams ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-1-A,342,U1406,C,23,23-1,X,1,A,0,150,195.2,196.7,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-2-A,342,U1406,C,23,23-2,X,2,A,0,150,196.7,198.2,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-3-A,342,U1406,C,23,23-3,X,3,A,0,150,198.2,199.7,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-4-A,342,U1406,C,23,23-4,X,4,A,0,129,199.7,200.99,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-4-A,342,U1406,C,23,23-4,X,4,A,129,150,200.99,201.2,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-5-A,342,U1406,C,23,23-5,X,5,A,0,81,201.2,202.01,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-23X-CC-A,342,U1406,C,23,23-CC,X,CC,A,0,28,202.01,202.34,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-1-A,342,U1406,C,24,24-1,X,1,A,12,46,201.9,202.36,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-1-A,342,U1406,C,24,24-1,X,1,A,63,146,201.9,203.36,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-1-A,342,U1406,C,24,24-1,X,1,A,46,63,202.36,202.53,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-2-A,342,U1406,C,24,24-2,X,2,A,0,150,203.36,204.86,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-3-A,342,U1406,C,24,24-3,X,3,A,0,150,204.86,206.36,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-4-A,342,U1406,C,24,24-4,X,4,A,0,150,206.36,207.86,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-5-A,342,U1406,C,24,24-5,X,5,A,0,66,207.86,208.52,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-24X-CC-A,342,U1406,C,24,24-CC,X,CC,A,0,45,208.52,209.02,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-25X-1-A,342,U1406,C,25,25-1,X,1,A,0,150,206.9,208.4,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-25X-2-A,342,U1406,C,25,25-2,X,2,A,0,150,208.4,209.9,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-25X-3-A,342,U1406,C,25,25-3,X,3,A,0,150,209.9,211.4,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
