Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1339A-1H-1-A,323,U1339,A,1,1-1,H,1,A,0,15,0,0.15,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,,,,,,,,,
323-U1339A-1H-1-A,323,U1339,A,1,1-1,H,1,A,15,150,0.15,1.5,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,0,70,1.5,2.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,70,76,2.2,2.26,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,76,80,2.26,2.3,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,silty fine ash,,,10Y 2.5/ 1,,,,,dark ash layer,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,80,126,2.3,2.76,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,,,5Y 3/2,,,,,,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,126,128,2.76,2.78,diatom clayey silt,"International Union of Geological Sciences-Le Maitre, 1989",,diatom clayey silt,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,128,140,2.78,2.9,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,,,,,,,,,
323-U1339A-1H-2-A,323,U1339,A,1,1-2,H,2,A,140,150,2.9,3,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,Lamina,,,,,,,,
323-U1339A-1H-3-A,323,U1339,A,1,1-3,H,3,A,0,10,3,3.1,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,Lamina,,,,,,,,
323-U1339A-1H-3-A,323,U1339,A,1,1-3,H,3,A,10,20,3.1,3.2,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,N 2.5,,,,,Dark Ash,,,,,,,,
323-U1339A-1H-3-A,323,U1339,A,1,1-3,H,3,A,20,111,3.2,4.11,silt [S54],,diatom-rich,diatom-rich silt,,,5Y 4/2,,,,,,,,,,,,,
323-U1339A-1H-3-A,323,U1339,A,1,1-3,H,3,A,111,150,4.11,4.5,silt [S54],,diatom-rich,diatom-rich silt,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-1H-4-A,323,U1339,A,1,1-4,H,4,A,0,32,4.5,4.82,silt [S54],,diatom-rich,diatom-rich silt,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-2H-1-A,323,U1339,A,2,2-1,H,1,A,0,7,4.9,4.97,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339A-2H-1-A,323,U1339,A,2,2-1,H,1,A,7,150,4.97,6.4,diatom silt,Leg 323,'',diatom silt,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-2H-2-A,323,U1339,A,2,2-2,H,2,A,0,125,6.4,7.65,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-2H-2-A,323,U1339,A,2,2-2,H,2,A,48,49,6.88,6.89,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5GY 4/1,,,,,,,,,,,,,
323-U1339A-2H-2-A,323,U1339,A,2,2-2,H,2,A,125,129,7.65,7.69,silty sand [S54],"Shepard, 1954",diatom-rich,diatom-rich silty sand,,soft,5YR 3/1,,,,,,,,,,,,,
323-U1339A-2H-2-A,323,U1339,A,2,2-2,H,2,A,129,150,7.69,7.9,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-2H-3-A,323,U1339,A,2,2-3,H,3,A,0,136,7.9,9.26,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-2H-3-A,323,U1339,A,2,2-3,H,3,A,136,146,9.26,9.36,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,stiff,10YR 4/1,,,,,"big ellipsoidal ash patch, maybe altered piece of pumice",,,,,,,,
323-U1339A-2H-3-A,323,U1339,A,2,2-3,H,3,A,146,150,9.36,9.4,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339A-2H-4-A,323,U1339,A,2,2-4,H,4,A,0,150,9.4,10.9,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339A-2H-5-A,323,U1339,A,2,2-5,H,5,A,0,30,10.9,11.2,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339A-2H-5-A,323,U1339,A,2,2-5,H,5,A,30,77,11.2,11.67,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-2H-5-A,323,U1339,A,2,2-5,H,5,A,77,150,11.67,12.4,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339A-2H-6-A,323,U1339,A,2,2-6,H,6,A,0,110,12.4,13.5,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-2H-6-A,323,U1339,A,2,2-6,H,6,A,42,45,12.82,12.85,clast-rich diamict/on [M89],"Moncrief, 1989",,clast-rich diamict/on,,soft,5YR 4/2,clast-rich diamict/on [M89],equant,subrounded (Default),,,,,,,,,,
323-U1339A-2H-6-A,323,U1339,A,2,2-6,H,6,A,101,103,13.41,13.43,clast-poor diamict/on [M89],"Moncrief, 1989",,clast-poor diamict/on,,soft,5YR 4/2,clast-poor diamict/on [M89],equant,subangular (Default),,,,,,,,,,
323-U1339A-2H-6-A,323,U1339,A,2,2-6,H,6,A,110,128,13.5,13.68,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 3/1,,,,,,,,,,,,,
323-U1339A-2H-6-A,323,U1339,A,2,2-6,H,6,A,126,128,13.66,13.68,clast-rich diamict/on [M89],"Moncrief, 1989",,clast-rich diamict/on,,soft,5YR 4/2,clast-rich diamict/on [M89],equant,subangular (Default),,,,,,,,,,
323-U1339A-2H-6-A,323,U1339,A,2,2-6,H,6,A,128,150,13.68,13.9,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339A-2H-7-A,323,U1339,A,2,2-7,H,7,A,0,64,13.9,14.54,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339A-3H-1-A,323,U1339,A,3,3-1,H,1,A,0,150,14.4,15.9,diatom clayey silt,,,diatom clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-2-A,323,U1339,A,3,3-2,H,2,A,0,114,15.9,17.04,diatom clayey silt,,,diatom clayey silt,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-2-A,323,U1339,A,3,3-2,H,2,A,114,127,17.04,17.17,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,10Y 2.5/1,,,,,,,,,,,,,
323-U1339A-3H-2-A,323,U1339,A,3,3-2,H,2,A,127,150,17.17,17.4,fine-ashy clay,Leg 323,diatom-rich,diatom-rich fine-ashy clay,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1339A-3H-3-A,323,U1339,A,3,3-3,H,3,A,0,150,17.4,18.9,fine-ashy clay,Leg 323,diatom-rich,diatom-rich fine-ashy clay,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1339A-3H-4-A,323,U1339,A,3,3-4,H,4,A,0,50,18.9,19.4,fine-ashy clay,Leg 323,diatom-rich,diatom-rich fine-ashy clay,,soft,10Y 3/1,,,,,,,,,,,,,
323-U1339A-3H-4-A,323,U1339,A,3,3-4,H,4,A,50,100,19.4,19.9,fine-ashy clay,Leg 323,diatom-rich,diatom-rich fine-ashy clay,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-4-A,323,U1339,A,3,3-4,H,4,A,100,150,19.9,20.4,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,
323-U1339A-3H-5-A,323,U1339,A,3,3-5,H,5,A,0,24,20.4,20.64,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/1,,,,,,,,,,,,,
323-U1339A-3H-5-A,323,U1339,A,3,3-5,H,5,A,24,46,20.64,20.86,diatom fine ash,Leg 323,,diatom fine ash,,,5Y 3/1,,,,,,,,,,,,,
323-U1339A-3H-5-A,323,U1339,A,3,3-5,H,5,A,46,94,20.86,21.34,diatom clayey silt,,,diatom clayey silt,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-5-A,323,U1339,A,3,3-5,H,5,A,94,105,21.34,21.45,diatom clayey silt,,,diatom clayey silt,,,10Y 5/1,,,,,,,,,,,,,
323-U1339A-3H-5-A,323,U1339,A,3,3-5,H,5,A,105,130,21.45,21.7,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-5-A,323,U1339,A,3,3-5,H,5,A,130,150,21.7,21.9,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-6-A,323,U1339,A,3,3-6,H,6,A,0,115,21.9,23.05,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-3H-6-A,323,U1339,A,3,3-6,H,6,A,115,128,23.05,23.18,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,,,5Y 4/2,,,,,"Data for the SS at Sec. 5, 20 cm were applied to represent the lithology here, since the sample was taken from their gradual boundary.",,,,,,,,
323-U1339A-3H-6-A,323,U1339,A,3,3-6,H,6,A,128,150,23.18,23.4,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,,,,,,,,,
323-U1339A-3H-7-A,323,U1339,A,3,3-7,H,7,A,0,47,23.4,23.87,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,,,10Y 3/1,,,,,white patch seems to scattered foraminifer shells at Sec. 7.17 cm,,,,,,,,
323-U1339A-3H-CC-A,323,U1339,A,3,3-CC,H,CC,A,0,46,23.87,24.33,clay [S54] ,"Shepard, 1954",diatom-rich,diatom-rich clay,,,10Y 4/1,,,,,,,,,,,,,
323-U1339A-4H-1-A,323,U1339,A,4,4-1,H,1,A,0,152,23.9,25.42,diatom silt,Leg 323,,diatom silt,,,,,,,,,,,,,,,,
323-U1339A-4H-2-A,323,U1339,A,4,4-2,H,2,A,0,150,25.42,26.92,diatom silt,Leg 323,,diatom silt,,,,,,,,,,,,,,,,
323-U1339A-4H-3-A,323,U1339,A,4,4-3,H,3,A,0,40,26.92,27.32,diatom silt,Leg 323,,diatom silt,,,,,,,,,,,,,,,,
323-U1339A-4H-3-A,323,U1339,A,4,4-3,H,3,A,40,159,27.32,28.51,diatom ooze,United States Geological Survey,,diatom ooze,,,,,,,,,,,,,,,,
