Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1505D-5H-4-A,0,23,37.0,37.23,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,4,A
368-U1505D-5H-4-A,23,150,37.23,38.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,4,A
368-U1505D-5H-5-A,0,62,38.5,39.12,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,5,A
368-U1505D-5H-5-A,62,124,39.12,39.74,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,bioturbated,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,5,A
368-U1505D-5H-5-A,124,150,39.74,40.0,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Silty green layer at 134 cm fining upward.,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,5,A
368-U1505D-5H-6-A,0,85,40.0,40.85,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Pyritezed burrow from 81-85 cm.,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,6,A
368-U1505D-5H-6-A,85,150,40.85,41.5,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,6,A
368-U1505D-5H-7-A,0,47,41.5,41.97,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,7,A
368-U1505D-5H-7-A,47,63,41.97,42.13,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,7,A
368-U1505D-5H-CC-A,0,29,42.13,42.42,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,CC,A
368-U1505D-6H-1-A,0,71,42.0,42.71,clay rich,nannofossil ooze [Leg339],with clay [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with clay,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Black pyrite patches are common.,bioturbated,inclined,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,1,A
368-U1505D-6H-1-A,71,150,42.71,43.5,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,1,A
368-U1505D-6H-2-A,0,17,43.5,43.67,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,2,A
368-U1505D-6H-2-A,17,75,43.67,44.25,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Black pyrite patches are common.,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,2,A
368-U1505D-6H-2-A,75,150,44.25,45.0,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,2,A
368-U1505D-6H-3-A,0,21,45.0,45.21,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,3,A
368-U1505D-6H-3-A,21,43,45.21,45.43,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Black pyrite patches are common.,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,3,A
368-U1505D-6H-3-A,43,129,45.43,46.29,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,3,A
368-U1505D-6H-3-A,129,150,46.29,46.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,3,A
368-U1505D-6H-4-A,0,51,46.5,47.01,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,4,A
368-U1505D-6H-4-A,51,127,47.01,47.77,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,4,A
368-U1505D-6H-4-A,127,150,47.77,48.0,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,4,A
368-U1505D-6H-5-A,0,56,48.0,48.56,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Black pyrite patches are common.,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,5,A
368-U1505D-6H-5-A,56,114,48.56,49.14,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,5,A
368-U1505D-6H-5-A,114,116,49.14,49.16,,clay [Leg339],,clay,clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,clay [W22_1],1.0,well [2014],,,,erosive,horizontal,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,5,A
368-U1505D-6H-5-A,116,146,49.16,49.46,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,5,A
368-U1505D-6H-5-A,146,150,49.46,49.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,5,A
368-U1505D-6H-6-A,0,46,49.5,49.96,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,6,A
368-U1505D-6H-6-A,46,139,49.96,50.89,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,6,A
368-U1505D-6H-6-A,139,141,50.89,50.91,,clay [Leg339],,clay,clay,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,clay [W22_1],1.0,well [2014],,,,erosive,horizontal,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,6,A
368-U1505D-6H-6-A,141,150,50.91,51.0,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,6,A
368-U1505D-6H-7-A,0,62,51.0,51.62,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Burrow from 26-29 cm.,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,7,A
368-U1505D-6H-CC-A,0,8,51.62,51.7,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,CC,A
368-U1505D-6H-CC-A,8,29,51.7,51.91,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,6,H,CC,A
368-U1505D-7H-1-A,0,8,51.5,51.58,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,1,A
368-U1505D-7H-1-A,8,64,51.58,52.14,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,With pyrite patches,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,1,A
368-U1505D-7H-1-A,64,88,52.14,52.38,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,One pyrite lamina at 78-79 cm,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,1,A
368-U1505D-7H-1-A,88,123,52.38,52.73,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,1,A
368-U1505D-7H-1-A,123,150,52.73,53.0,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,With pyrite patches,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,1,A
368-U1505D-7H-2-A,0,28,53.0,53.28,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,2,A
368-U1505D-7H-2-A,28,53,53.28,53.53,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,irregular,curved,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,2,A
368-U1505D-7H-2-A,53,68,53.53,53.68,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,irregular,curved,,convolute bedding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,2,A
368-U1505D-7H-2-A,68,139,53.68,54.39,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,With pyrite patches,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,2,A
368-U1505D-7H-2-A,139,143,54.39,54.43,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,2,A
368-U1505D-7H-2-A,143,150,54.43,54.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,2,A
368-U1505D-7H-3-A,0,150,54.5,56.0,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata; with pyrite patches and strips; a greenish gray silt lamina at 137-141 cm,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,3,A
368-U1505D-7H-4-A,0,56,56.0,56.56,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata,planar,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,4,A
368-U1505D-7H-4-A,56,85,56.56,56.85,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Dipping strata; with pyrite patches,planar,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,4,A
368-U1505D-7H-4-A,85,121,56.85,57.21,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Dipping strata; with pyrite patches,gradational,inclined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,4,A
368-U1505D-7H-4-A,121,150,57.21,57.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,4,A
368-U1505D-7H-5-A,0,47,57.5,57.97,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,5,A
368-U1505D-7H-5-A,47,68,57.97,58.18,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,5,A
