Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1404B-9H-CC-A,342,U1404,B,9,9-CC,H,CC,A,0,9,74.93,75.07,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1404B-10H-1-A,342,U1404,B,10,10-1,H,1,A,0,150,74.9,76.4,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-2-A,342,U1404,B,10,10-2,H,2,A,0,150,76.4,77.9,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-3-A,342,U1404,B,10,10-3,H,3,A,0,150,77.9,79.4,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-4-A,342,U1404,B,10,10-4,H,4,A,0,150,79.4,80.9,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-5-A,342,U1404,B,10,10-5,H,5,A,0,150,80.9,82.4,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-6-A,342,U1404,B,10,10-6,H,6,A,0,150,82.4,83.9,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-7-A,342,U1404,B,10,10-7,H,7,A,0,67,83.9,84.57,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 5/1 (greenish gray) with darker 10GY 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-10H-CC-A,342,U1404,B,10,10-CC,H,CC,A,0,22,84.57,84.85,nannofossil [Leg339],biosiliceous ooze [Leg339],with clay [Leg339],nannofossil  biosiliceous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-11H-1-A,342,U1404,B,11,11-1,H,1,A,0,150,84.4,85.9,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Diatom ooze with clay is 5GY 5/1 (greenish gray) with darker (up to 5GY 3/1) and browner (10Y 3/1) mottling. A mousselike drilling disturbance occurs in the first 5 cm of Section 1.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-11H-2-A,342,U1404,B,11,11-2,H,2,A,0,150,85.9,87.4,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Diatom ooze with clay is 5GY 5/1 (greenish gray) with darker (up to 5GY 3/1) and browner (10Y 3/1) mottling. As with the surrounding intervals, mottling is generally cm to decimeter scale. Section 2 contains one long brown mottle (20YR 4/2) from 28-45 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-11H-3-A,342,U1404,B,11,11-3,H,3,A,0,150,87.4,88.9,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Diatom ooze with clay is 5GY 5/1 (greenish gray) with darker (up to 5GY 3/1) and browner (10Y 3/1) mottling. A secondary browner color (5GY 4/1) dominants from 0-35 cm and is a nannofossil diatom ooze with radiolarians.  As with the surrounding intervals, mottling is generally cm to decimeter scale, with a notable oxide layer at 48-50 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-11H-4-A,342,U1404,B,11,11-4,H,4,A,0,150,88.9,90.4,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Diatom ooze with clay is 5GY 5/1 (greenish gray) with darker (up to 5GY 3/1) and browner (10Y 3/1) mottling.  Although the Munsell color of Section 4 matches that of the preceding Sections, it appears slightly browner and grades from more brown (5GY 4/1) at the top to more greenish (5GY 5/1) at the bottom. The darker interval is a nannofossil diatom ooze with radiolarians.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-11H-5-A,342,U1404,B,11,11-5,H,5,A,0,150,90.4,91.9,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Diatom ooze with clay is 5GY 5/1 (greenish gray) with darker (up to 5GY 3/1) and browner (10Y 3/1) mottling.  As with Section 4, Section 5 appears slightly browner at the top and grades from 5GY 4/1 (from approximately 0-60 cm) to more greenish (5GY 5/1) at the bottom. The darker interval is a nannofossil diatom ooze with radiolarians.  A larger oxide patch occurs at 118 to 120 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-11H-6-A,342,U1404,B,11,11-6,H,6,A,0,100,91.9,92.9,nannofossil [Leg339],diatom ooze [Leg339],with radiolarians [Leg339],nannofossil  diatom ooze  with radiolarians ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Section 6 is primarily a nannofossil diatom ooze with radiolarians and ranges from 5GY 4/1 (greenish gray) to darker greenish grey (up to 5GY 3/1) and browner (10Y 3/1) mottling. Section 6 is predominately the browner color (5GY 4/1) although a secondary, bluer color (10GY 5/1) dominants from 66-100 cm. A small tan spot occurs from 55-56 cm.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   diatom ooze ,diatom ooze   with radiolarians ,,,,,,,
342-U1404B-11H-7-A,342,U1404,B,11,11-7,H,7,A,0,87,92.9,93.77,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 7 is a diatom ooze with clay and is a lighter blue (10GY 5/1) than the preceding sections, particularly from 0-51cm.  From 51-87 cm, the mottling of large brown (10Y 4/1) burrows are common. A core liner disturbance (collapsed sediment) disturbs the Section from 57 to 87 cm.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-11H-CC-A,342,U1404,B,11,11-CC,H,CC,A,0,9,93.77,93.91,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Diatom ooze with clay is 5GY 5/1 (greenish gray) with darker (up to 5GY 3/1) and browner (10Y 3/1) mottling. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatom ooze ,diatom ooze   with clay ,,,,,,,
342-U1404B-12H-1-A,342,U1404,B,12,12-1,H,1,A,30,150,93.9,95.4,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 1 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. Coring disturbance disrupts the early interval of Section 1, with likely fall-in from 0-30 cm, a large (6 cm in diameter) Mn-nodule from 24-30 cm, and cracked sediment from 48-50cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-2-A,342,U1404,B,12,12-2,H,2,A,0,150,95.4,96.9,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 2 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. In contrast to Core 11, brown mottling (rather than darker, oxide mottles) is dominant in Core 12.  A secondary, browner color (10Y 4/1) dominates from 125-150 cm. This brown interval continues through the top of Section 3 and is notably characterized by fine, light blue-grey Chondrites burrows.  The brown interval is only slightly bioturbated in contrast moderate bioturbation in the rest of the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-3-A,342,U1404,B,12,12-3,H,3,A,0,150,96.9,98.4,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Overall, Section 3 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. This section has three main intervals based on color and bioturbation.  The brown interval (10Y 4/1) with fine Chondrites burrows (i.e., slight bioturbation) of end-Section 2 continues in Section 3 to 18 cm.  A gradational contact occurs from 18-32cm. The second interval (80-114cm) is heavily bioturbated, markedly bluer (5G 5/1), and contains patches with ?chlorite and white flecks of silt sized quartz at approximately 74-84 cm. The third color interval is greenish gray (5GY 5/1) and is similar to the mottling (moderate bioturbation) and colors dominating in Section 2.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-4-A,342,U1404,B,12,12-4,H,4,A,0,150,98.4,99.9,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 4 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. The color change begun in Section 3 (Section 3, 114-150cm) continues and darkens in Section 4 as the secondary, browner color (10Y 4/1).  The browner interval spans from 0 to 28 cm and is replaced by a moderately bioturbated, mottled, greenish gray (5GY 5/1) like those in Section 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-5-A,342,U1404,B,12,12-5,H,5,A,0,150,99.9,101.4,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Section 5 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. Mottling is less pronounced and more layered (centimeter scaled) in Section 5 as compared to previous intervals. A particular concentrated oxide layer occurs from 20-24cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-6-A,342,U1404,B,12,12-6,H,6,A,0,150,101.4,102.9,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Section 6 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. Mottling is less pronounced as compared to early sections in the core. A green layer (?chlorite) occurs from 51-53 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-7-A,342,U1404,B,12,12-7,H,7,A,0,55,102.9,103.45,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Section 7 is a greenish gray (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-12H-CC-A,342,U1404,B,12,12-CC,H,CC,A,0,26,103.45,103.76,,clay [Leg339],with biosilica [Leg339],clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,The CC is a greenish grey (5GY 5/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-1-A,342,U1404,B,13,13-1,H,1,A,0,150,103.4,104.9,,clay [Leg339],with biosilica [Leg339],clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Section 1 is a browner greenish gray (10Y 4/1) clay with darker (up to 5GY 3/1) and bluer (5GY 4/1) mottling from moderate bioturbation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-2-A,342,U1404,B,13,13-2,H,2,A,0,150,104.9,106.4,,clay [Leg339],with biosilica [Leg339],clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Section 2 is a browner greenish gray (10Y 4/1) clay with darker (up to 5GY 3/1) and bluer (5GY 4/1) mottling from moderate bioturbation. A secondary background color of bluer greenish gray (5GY 4/1) is present from 104-105 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-3-A,342,U1404,B,13,13-3,H,3,A,0,150,106.4,107.9,,clay [Leg339],with biosilica [Leg339],clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Section 3 is a browner greenish gray (10Y 4/1) clay with darker (up to 5GY 3/1) and bluer (5GY 4/1) mottling from moderate bioturbation. A secondary background color of bluer greenish gray (5GY 4/1) is present from 102-150 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-4-A,342,U1404,B,13,13-4,H,4,A,0,150,107.9,109.4,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Section 4 is a bluer greenish gray (5GY 4/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling from moderate bioturbation. Abundant brown
mottling occurs from 0-72 cm and a browner greenish grey (10Y 4/1) appears to begin at 144 cm.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-5-A,342,U1404,B,13,13-5,H,5,A,0,150,109.4,110.9,,clay [Leg339],with biosilica [Leg339],clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Section 5 is a browner greenish gray (10Y 4/1) clay with darker (up to 5GY 3/1) and bluer (5GY 4/1) mottling from moderate bioturbation. A secondary background color of bluer greenish gray (5GY 4/1) is present from 20-65 cm and 72-79 cm, with a gradational increase to brown from 79-150 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-6-A,342,U1404,B,13,13-6,H,6,A,0,122,110.9,112.12,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Section 6 is a bluer greenish gray (5GY 4/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling from moderate bioturbation.  A browner interval characterizes the first 0-50 cm with a gradational contact from 50-85 cm with blue. A distinctly green patch of ?chlorite occurs from 91-93 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-13H-7-A,342,U1404,B,13,13-7,H,7,A,0,86,112.12,112.98,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Section 7 is a bluer greenish gray (5GY 4/1) clay with darker (up to 5GY 3/1) and browner (10Y 4/1) mottling from moderate bioturbation.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-1-A,342,U1404,B,14,14-1,H,1,A,2,150,112.9,114.4,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 1 is a lighter greenish gray (10GY 5/1) clay than in preceding cores (e.g, Cores 10-13), with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation. A notable thick (36-40 cm) green layer of possible chlorite occurs in Section 1, and darker possible disseminated sulfide layers from 12-16 and 31-34 cm. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-2-A,342,U1404,B,14,14-2,H,2,A,0,150,114.4,115.9,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 2 is a lighter greenish gray (10GY 5/1) clay with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation.  Browner greenish grey  (10Y 4/1) clay layers occur from 0-5, 12-41, 64-89 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-3-A,342,U1404,B,14,14-3,H,3,A,0,150,115.9,117.4,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 3 is a lighter greenish gray (10GY 5/1) clay with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation, but is generally darker than preceding intervals due to increased brown mottling. The section becomes browner from 126-150 cm. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-4-A,342,U1404,B,14,14-4,H,4,A,0,150,117.4,118.9,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 4 is a lighter greenish gray (10GY 5/1) clay with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation. A lighter blue interval (5GY 4/1) with sulfide mottling occurs from 66-74 cm (with particularly thick sulfides from 71-78 cm). This bluer interval appears similar to a later interval identified as clay with diatoms.  From 89 to 109 cm is a relatively dense interval of ?chlorite mottling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-5-A,342,U1404,B,14,14-5,H,5,A,0,150,118.9,120.4,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 5 is a lighter greenish gray (10GY 5/1) clay than in preceding cores (e.g, Cores 10-13), with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation. From 0-121 cm sediments appear darker than the interval that follows.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-6-A,342,U1404,B,14,14-6,H,6,A,0,102,120.4,121.42,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 6 is a lighter greenish gray (10GY 5/1) clay with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation. A lighter blue interval (5GY 4/1) with sulfide mottling occurs from 78-100 cm and is identified as clay with diatoms. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-7-A,342,U1404,B,14,14-7,H,7,A,0,76,121.42,122.18,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 7 is a lighter greenish gray (10GY 5/1) clay than in preceding cores (e.g, Cores 10-13), with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation. Decimeter-scale variation between ligher greenish grey and browner greenish grey occur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-14H-CC-A,342,U1404,B,14,14-CC,H,CC,A,0,23,122.18,122.46,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"The CC is a lighter greenish gray (10GY 5/1), with brown (10Y 4/1), green (5G 4/1) and darker (up to 5GY 3/1) mottling due to moderate bioturbation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-1-A,342,U1404,B,15,15-1,H,1,A,35,150,122.4,123.9,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-2-A,342,U1404,B,15,15-2,H,2,A,0,150,123.9,125.4,,clay [Leg339],with biosilica [Leg339],clay ,10BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-3-A,342,U1404,B,15,15-3,H,3,A,0,150,125.4,126.9,,clay [Leg339],with biosilica [Leg339],clay ,10B 4/1 (dark bluish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-4-A,342,U1404,B,15,15-4,H,4,A,0,150,126.9,128.4,,clay [Leg339],with biosilica [Leg339],clay ,10B 4/1 (dark bluish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-5-A,342,U1404,B,15,15-5,H,5,A,0,150,128.4,129.9,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-5-A,342,U1404,B,15,15-5,H,5,A,41,43,128.81,128.83,,clay [Leg339],with biosilica [Leg339],clay ,10GY 2.5/1 (greenish black),layering,,sulfide,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-6-A,342,U1404,B,15,15-6,H,6,A,0,122,129.9,131.12,,clay [Leg339],with biosilica [Leg339],clay ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-7-A,342,U1404,B,15,15-7,H,7,A,0,82,131.12,131.94,,clay [Leg339],with biosilica [Leg339],clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-15H-CC-A,342,U1404,B,15,15-CC,H,CC,A,0,11,131.94,132.1,,clay [Leg339],with biosilica [Leg339],clay ,10BG 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-16H-1-A,342,U1404,B,16,16-1,H,1,A,0,105,131.9,132.95,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-16H-2-A,342,U1404,B,16,16-2,H,2,A,0,61,132.95,133.56,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-16H-3-A,342,U1404,B,16,16-3,H,3,A,0,150,133.56,135.06,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-16H-4-A,342,U1404,B,16,16-4,H,4,A,0,129,135.06,136.35,,clay [Leg339],with biosilica [Leg339],clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1404B-16H-5-A,342,U1404,B,16,16-5,H,5,A,0,37,136.35,136.72,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-16H-5-A,342,U1404,B,16,16-5,H,5,A,37,78,136.72,137.13,,clay [Leg339],with biosilica [Leg339],clay ,10Y 3/2 (very dark grayish green),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
