Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514C-19R-1-A,139,150,354.99,355.1,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,1,A,,,,
369-U1514C-19R-2-A,0,73,355.1,355.83,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,color boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,2,A,,,,
369-U1514C-19R-2-A,73,79,355.83,355.89,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),,parallel lamination,,,thin lamina [B01],clay,1,,,sparse,1,Color alternates every 0.25 cm in this interval between greenish grey to grey.,color boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,2,A,,,,
369-U1514C-19R-2-A,79,150,355.89,356.6,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,2,A,,,,
369-U1514C-19R-3-A,0,115,356.6,357.75,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,3,A,,,,
369-U1514C-19R-4-A,0,76,357.75,358.51,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,4,A,,,,
369-U1514C-19R-5-A,0,81,358.51,359.32,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,5,A,,,,
369-U1514C-19R-6-A,0,128,359.42,360.7,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,There are zoophycos burrows at 0-24 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,6,A,,,,
369-U1514C-19R-7-A,0,151,360.7,362.21,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,7,A,,,,
369-U1514C-19R-8-A,0,113,362.21,363.34,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,8,A,,,,
369-U1514C-19R-CC-A,0,14,363.34,363.48,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,19,R,CC,A,,,,
369-U1514C-20R-1-A,0,20,363.2,363.4,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,,color boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,1,A,,,,
369-U1514C-20R-1-A,20,31,363.4,363.51,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,structureless,,clay,1,,,sparse,1,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,1,A,,,,
369-U1514C-20R-1-A,31,151,363.51,364.71,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,convolute,,clay,1,,,high,3,"There are some darker intervals which are greenish gray (GLEY1 6/10Y) in color at 52-60 cm, 70-75 cm, 81-92 cm and 124-132 cm. Between 52-61 cm, there is a fluid escape sedimentary figure.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,1,A,,,,
369-U1514C-20R-2-A,0,58,364.71,365.29,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,structureless,,clay,1,,,moderate,2,There is a inclined burrow (zoophycos) at 27-30 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,2,A,,,,
369-U1514C-20R-3-A,0,119,365.39,366.58,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,structureless,,clay,1,,,moderate,2,"There are some darker intervals which are greenish gray (GLEY1 6/5GY) in color at, 36-44 cm and 53-69 cm. There are sub-horizontal burrows (zoophycos) at 74-75 cm, 96-97 cm, 112-113 cm,",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,3,A,,,,
369-U1514C-20R-4-A,0,70,366.58,367.28,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,structureless,,clay,1,,,low,2,There are some darker intervals which are greenish gray (GLEY1 6/10GY) in color at 46-65 cm and 60-70 cm.,color boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,4,A,,,,
369-U1514C-20R-4-A,70,150,367.28,368.08,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,There are some chondrites burrows at 101 cm. There is a darker interval which is light greenish gray (GLEY1 7/5GY) in color at 140-150 cm,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,4,A,,,,
369-U1514C-20R-5-A,0,33,368.08,368.41,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,high,3,There are some darker intervals which are greenish gray (GLEY1 6GY) in color at 9-16 cm and 24-33 cm.,color boundary or contact,irregular,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,5,A,,,,
369-U1514C-20R-5-A,33,100,368.41,369.08,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,There are sub-horizontal burrows at 63-64 and 65-66 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,20,R,5,A,,,,
369-U1514C-20R-CC-A,0,6,369.08,369.14,,,,,,,,,,,,,,,,,,,,,,,Interval void,,,,,,,,,,,,,,,369,U1514,C,20,R,CC,A,,,,
369-U1514C-21R-1-A,0,15,372.8,372.95,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,21,R,1,A,,,,
369-U1514C-21R-1-A,15,23,372.95,373.03,,,,,,,,,,,,,,,,,,,,,,,Completely destroyed,,,,,,,,,,,,,,,369,U1514,C,21,R,1,A,,,,
369-U1514C-21R-1-A,23,101,373.03,373.81,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"There are darker intervals that are greenish gray (GLEY 6/10Y) between 48-52 cm and 61-69 cm. There are also zoophycos burrows at 83-84 cm, 92-93 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,21,R,1,A,,,,
369-U1514C-21R-2-A,0,152,373.81,375.33,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,There are darker intervals that are greenish grey (GLEY 7/5GY) between 82-90 cm and 97-104 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,21,R,2,A,,,,
369-U1514C-21R-3-A,0,30,375.33,375.63,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"There are darker intervals that are light greenish gray (GLEY 7/10Y) between 0-4 cm, 9-12 cm and 18-26 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,21,R,3,A,,,,
369-U1514C-21R-3-A,30,76,375.63,376.09,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,structureless,,clay,1,,,low,2,Chondrites burrows between 37-43 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,21,R,3,A,,,,
369-U1514C-21R-CC-A,0,11,376.09,376.2,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),,parallel lamination,,,thick lamina [B01],clay,1,,,none,0,There are thin laminations between 5 and 7 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,21,R,CC,A,,,,
369-U1514C-22R-1-A,0,22,382.4,382.62,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,1,A,,,,
369-U1514C-22R-1-A,22,54,382.62,382.94,,,,,,,,,,,,,,,,,,,,,,,Interval destroyed,,,,,,,,,,,,,,,369,U1514,C,22,R,1,A,,,,
369-U1514C-22R-1-A,54,141,382.94,383.81,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,There is a slight darker interval between 120-127 cm. Zoophycos burrows at 115 and 116 m.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,1,A,,,,
369-U1514C-22R-2-A,0,138,383.81,385.19,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"There is a slight darker interval between 123-127 cm. Zoophycos burrows at 36 cm, 39 cm, 46 cm, 81-84 cm, 102 cm to 119 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,2,A,,,,
369-U1514C-22R-3-A,0,101,385.19,386.2,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"There are zoophycos burrows at 2 cm, 19 cm and at 80 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,3,A,,,,
369-U1514C-22R-4-A,0,121,386.2,387.41,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,There is a slight darker interval light greenish gray in color (GLEY1 7/5GY) at 8-16 cm and at 58-66 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,4,A,,,,
369-U1514C-22R-5-A,0,27,387.41,387.68,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,5,A,,,,
369-U1514C-22R-5-A,27,29,387.68,387.7,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),,parallel lamination,,,thin lamina [B01],clay,1,,,none,0,,color boundary or contact,straight,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,5,A,,,,
369-U1514C-22R-5-A,29,70,387.7,388.11,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,high,3,There are some indetermined burrows,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,5,A,,,,
369-U1514C-22R-5-A,70,102,388.11,388.43,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,5,A,,,,
369-U1514C-22R-6-A,0,17,388.43,388.6,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,low,2,,inclined boundary or contact,straight,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,6,A,,,,
369-U1514C-22R-6-A,17,74,388.6,389.17,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 6/10GY (greenish gray),mottled,,,structureless,,clay,1,,,intense,5,Possible teichichnus burrows are present at 33-36 cm,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,6,A,,,,
369-U1514C-22R-6-A,74,78,389.17,389.21,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,structureless,,clay,1,,,,,Thin lamination are present at 74 cm.,color boundary or contact,straight-irregular,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,22,R,6,A,,,,
369-U1514C-22R-6-A,78,109,389.21,389.52,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,Planolites burrows are present between 77 and 83 cm,,,,,,,,,,claystone,claystone,,,,369,U1514,C,22,R,6,A,,,,
369-U1514C-22R-7-A,0,93,389.53,390.46,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,Zoophycos burrows are present at 63-64 cm.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,22,R,7,A,,,,
369-U1514C-22R-CC-A,0,16,390.46,390.62,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,22,R,CC,A,,,,
369-U1514C-23R-1-A,0,38,392.0,392.38,,,,,,claystone ,,claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,1,A,,,,
369-U1514C-23R-1-A,38,150,392.38,393.5,,,,,,claystone ,,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,1,A,,,,
369-U1514C-23R-2-A,0,4,393.5,393.54,,,,,,claystone ,,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,2,A,,,,
369-U1514C-23R-2-A,4,64,393.54,394.14,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,23,R,2,A,,,,
369-U1514C-23R-2-A,64,111,394.14,394.61,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,2,A,,,,
369-U1514C-23R-3-A,0,21,394.61,394.82,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,3,A,,,,
369-U1514C-23R-3-A,21,65,394.82,395.26,,,,,,claystone ,,claystone,,,10YR 5/3 (brown),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,3,A,,,,
369-U1514C-23R-3-A,65,126,395.26,395.87,,,,,,claystone ,,claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,3,A,,,,
369-U1514C-23R-4-A,0,153,395.87,397.4,,,,,,claystone ,,claystone,,,10YR 5/3 (brown),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,4,A,,,,
369-U1514C-23R-5-A,0,138,397.4,398.78,,,,,,claystone ,,claystone,,,10YR 5/4 (yellowish brown),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,5,A,,,,
369-U1514C-23R-CC-A,0,6,398.78,398.84,,,,,,claystone ,,claystone,,,10YR 5/4 (yellowish brown),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,23,R,CC,A,,,,
369-U1514C-24R-1-A,0,19,401.6,401.79,,,,,,claystone ,,claystone,,,10YR 5/4 (yellowish brown),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,1,A,,,,
369-U1514C-24R-1-A,19,28,401.79,401.88,,,,,,claystone ,,claystone,,,10YR 6/4 (light yellowish brown),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,1,A,,,,
369-U1514C-24R-1-A,28,87,401.88,402.47,,,,,,claystone ,,claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay,1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,1,A,,,,
369-U1514C-24R-1-A,87,91,402.47,402.51,,,,,,siltstone ,,siltstone,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],parallel lamination,,,,silt [W22_1],2,,,,3,,,,,,,,,,,siltstone,siltstone,,,,369,U1514,C,24,R,1,A,,,,
369-U1514C-24R-2-A,0,45,402.51,402.96,,,,,,claystone ,,claystone,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay,1,,,,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,2,A,,,,
369-U1514C-24R-2-A,45,140,402.96,403.91,,,,,,claystone ,,claystone,,,10YR 6/4 (light yellowish brown),massive [BJ84],,,,,clay,1,,,,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,2,A,,,,
369-U1514C-24R-3-A,0,112,404.01,405.13,,,,,,claystone ,,claystone,,,10YR 7/3 (very pale brown),massive [BJ84],,,,,clay,1,,,,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,3,A,,,,
369-U1514C-24R-4-A,0,79,405.13,405.92,,,,,,claystone ,,claystone,,,10YR 5/4 (yellowish brown),massive [BJ84],,,,,clay,1,,,,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,4,A,,,,
369-U1514C-24R-4-A,79,104,405.92,406.17,,,,,,claystone ,,claystone,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay,1,,,,3,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,24,R,4,A,,,,
369-U1514C-25R-1-A,0,47,411.2,411.67,,,,,,claystone ,,claystone,,,7.5YR 6/4 (light brown),massive [BJ84],,,structureless,,clay,1,,,moderate,2,Drilling disturbance has removed most of the surface texture,,,,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,1,A,,,,
369-U1514C-25R-2-A,0,8,411.67,411.75,,,,,,claystone ,,claystone,,,7.5YR 7/4 (pink),,parallel lamination,,,,clay,1,,,none,0,,bioturbated boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,2,A,,,,
369-U1514C-25R-2-A,8,52,411.75,412.19,,,,,,claystone ,,claystone,,,7.5YR 6/4 (light brown),mottled,,,structureless,,clay,1,,,high,3,,bioturbated boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,2,A,,,,
369-U1514C-25R-2-A,52,81,412.19,412.48,,,,,,claystone ,,claystone,,,7.5YR 6/4 (light brown),,subparallel lamination,,,,clay,1,,,none,0,Some laminations pinch together and some between 77-79 cm are wavy. Some white intervals at 54-58 cm (contains some foraminifera) then 61-62 cm.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,2,A,,,,
369-U1514C-25R-2-A,81,110,412.48,412.77,,,,,,claystone ,,claystone,,,7.5YR 6/4 (light brown),,wavy strata,,,,clay,1,,,moderate,2,Color changes from lighter orange to a slightly darker brownish orange within this interval.,bioturbated boundary or contact,linear,diffuse,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,2,A,,,,
369-U1514C-25R-2-A,110,151,412.77,413.18,,,,,,claystone ,,claystone,,,7.5YR 6/4 (light brown),,subparallel lamination,,ball-and-pillow,,clay,1,,,sparse,1,Pillow structure is present at 113-115 cm. A folded burrow(?) is present at 125-127 cm.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,2,A,,,,
369-U1514C-25R-3-A,0,130,413.18,414.48,,,,,,claystone ,,claystone,,,7.5YR 7/3 (pink),massive [BJ84],subparallel lamination,,,,clay,1,,,moderate,2,Sediments reworked is observed. There are several faint color contacts within this section but packages are not very distinct from one another. There are some parallel laminations at the top of the section (0-7 cm) that transition into a more bioturbated interval below.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,3,A,,,,
369-U1514C-25R-4-A,0,29,414.58,414.87,,,,,,claystone ,,claystone,,,7.5YR 7/4 (pink),massive [BJ84],,,,,clay,1,,,high,3,A whitish layer is present at the bottom of the bioturbated interval at 28-29 cm.,bioturbated boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,4,A,,,,
369-U1514C-25R-4-A,29,127,414.87,415.85,,,,,,claystone ,,claystone,,,7.5YR 6/3 (light brown),,,,ball-and-pillow,,clay,1,,,sparse,1,"Several thinly laminated intervals between 29-127 cm appear to be folded. Fold hinges are present at 48-51 cm, 89-90 cm and 94-103 cm. There are several ball-and-pillow structures at 38-41 cm, 79-80 cm, and 80-83 cm.",,,,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,4,A,,,,
369-U1514C-25R-5-A,0,52,415.85,416.37,,,,,,claystone ,,claystone,,,10YR 6/3 (pale brown),,subparallel lamination,,,,clay,1,,,low,2,"Thin laminations occur throughout the section and are bioturbated and wavy between 13-18 cm. There are several places where the laminations pinch out. From 34-52 cm there are no observable laminations, sediment was either entirely homogenized or was deposited as one layer.",bioturbated boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,5,A,,,,
369-U1514C-25R-5-A,52,87,416.37,416.72,,,,,,claystone ,,claystone,,,10YR 6/3 (pale brown),mottled,,,structureless,,clay,1,,,high,3,Small light gray chondrites burrows are present throughout this section.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,25,R,5,A,,,,
369-U1514C-26R-1-A,0,150,420.8,422.3,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,10YR 6/4 (light yellowish brown),mottled,,,structureless,,clay,1,,,moderate,2,Color alternates every 10-50 cm from light yellowish brown (10YR 6/4) to light greenish gray (GLEY 1 7/10GY) then becomes a yellowish brown (10YR 5/4) below 102 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,26,R,1,A,,,,
369-U1514C-26R-2-A,0,70,422.3,423.0,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,10YR 5/2 (grayish brown),mottled,,,structureless,,clay,1,,,moderate,2,"Within the grayish brown interval (10YR 5/2) at 0-70 cm, there are pale green (GLEY 1 7/5G) patches.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,26,R,2,A,,,,
369-U1514C-26R-2-A,70,142,423.0,423.72,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,10YR 4/2 (dark yellowish brown),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,26,R,2,A,,,,
369-U1514C-26R-3-A,0,150,423.8,425.3,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,10YR 4/3 (brown),,,,structureless,,clay,1,,,low,2,"Small white foraminifera patches are present; however, there was only trace amounts of foraminifera observed in smear slides.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,26,R,3,A,,,,
369-U1514C-26R-4-A,0,93,425.34,426.27,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,10YR 5/3 (brown),mottled,,,structureless,,clay,1,,,moderate,2,Two grayish green (GLEY 1 5/5G) circular patches are present at 42-45 cm and 57-58 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,26,R,4,A,,,,
369-U1514C-26R-CC-A,0,6,426.27,426.33,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,10YR 4/4 (dark yellowish brown),mottled,,,structureless,,clay,1,,,moderate,2,A grayish green (GLEY 1 5/4) circular patch is present at 5-6 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,26,R,CC,A,,,,
369-U1514C-27R-1-A,0,42,430.4,430.82,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,,,,,,,clay,1,,,,,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,1,A,,,,
369-U1514C-27R-1-A,42,78,430.82,431.18,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),,,,ball-and-pillow,,clay,1,,,low,2,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,1,A,,,,
369-U1514C-27R-1-A,78,83,431.18,431.23,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,gley 1 6/5G (greenish gray),,,,convolute,,silt [W22_1],2,,,moderate,2,folded/convoluted interval,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,1,A,,,,
