Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Unnamed: 52
339-U1385E-11H-1-A,339,U1385,E,11,11-1,H,1,A,0,150,82.5,84.0,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,5GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Greenish gray color banded. Scatter pyrite grains. Pyritized burrows. Forams. Mottling. Zoophycos and some chondrites-like trace fossils.,60,60,,
339-U1385E-11H-2-A,339,U1385,E,11,11-2,H,2,A,0,150,84.0,85.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,5GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Greenish gray color banded. Scatter pyrite grains. Pyritized burrows. Forams. Mottling. Zoophycos and some chondrites-like trace fossils (121-132 cm).,60,60,,
339-U1385E-11H-3-A,339,U1385,E,11,11-3,H,3,A,0,150,85.51,87.01,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,5GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,"Greenish gray color banded with greenish gray (5G 6/1, 59-61 cm). Scatter pyrite grains. Pyritized burrows. Forams. Mottling. Zoophycos and some chondrites-like trace fossils.",60,60,,
339-U1385E-11H-4-A,339,U1385,E,11,11-4,H,4,A,0,150,87.01,88.51,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,5GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Greenish gray color banded. Scatter pyrite grains. Pyritized burrows. Forams. Mottling. Zoophycos and some chondrites-like trace fossils.,60,60,,
339-U1385E-11H-5-A,339,U1385,E,11,11-5,H,5,A,0,150,88.52,90.02,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,5GY 7/1 (light greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,gradational contact,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,"Greenish gray color banded (5G 6/1, 84-89 cm). Scatter pyrite grains. Pyritized burrows. Forams. Mottling. Zoophycos and some chondrites-like trace fossils (0-4 cm). Mega burrow (17-44 cm)",60,60,,
339-U1385E-11H-6-A,339,U1385,E,11,11-6,H,6,A,0,100,90.03,91.03,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Slight color change due to bioturbation. Slightly more abundant forams (fine to medium sand-size). Pyritized burrows. Scatter pyrite grains. Some greenish gray color bands (39-40 cm),100,100,,
339-U1385E-11H-7-A,339,U1385,E,11,11-7,H,7,A,0,55,91.05,91.6,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Slight color change due to bioturbation. Slightly more abundant forams (fine to medium sand-size). Pyritized burrows. Scatter pyrite grains. Some greenish gray color bands (39-40 cm),100,100,,
339-U1385E-11H-CC-A,339,U1385,E,11,11-CC,H,CC,A,0,35,91.61,91.96,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,Slight color change due to bioturbation. Slightly more abundant forams (fine to medium sand-size). Pyritized burrows. Scatter pyrite grains. Some greenish gray color bands (39-40 cm),100,100,,
339-U1385E-12H-1-A,339,U1385,E,12,12-1,H,1,A,0,150,92.0,93.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],60,N 7 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 6/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation (mottling). Forams. Pyritized burrows and sand-filled burrows/patches. Zoophycos and some chondrites-type trace fossil. Scatter pyrite grains. Greenish gray color bands.,60,60,,
339-U1385E-12H-2-A,339,U1385,E,12,12-2,H,2,A,0,150,93.5,95.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],60,N 7 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 6/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation (mottling). Forams. Pyritized burrows and sand-filled burrows/patches. Zoophycos and some chondrites-type trace fossil. Scatter pyrite grains. Greenish gray color bands (95-96 cm). Otolith (126 cm).,60,60,,
339-U1385E-12H-3-A,339,U1385,E,12,12-3,H,3,A,0,150,95.0,96.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],60,N 7 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 6/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation (mottling). Forams. Pyritized burrows and sand-filled burrows/patches. Zoophycos and some chondrites-type trace fossil. Scatter pyrite grains. Greenish gray color bands.,60,60,,
339-U1385E-12H-4-A,339,U1385,E,12,12-4,H,4,A,0,91,96.5,97.41,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],60,N 7 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 6/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation (mottling). Forams. Pyritized burrows and sand-filled burrows/patches. Zoophycos and some chondrites-type trace fossil. Scatter pyrite grains. Greenish gray color bands.,60,60,,
339-U1385E-12H-4-A,339,U1385,E,12,12-4,H,4,A,91,146,97.41,97.96,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],100,5GY 8/1 (light greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,Slight color change due to bioturbation (mottling). Forams. Scattered pyrite grains. Microfault (132-136 cm).,100,100,,
339-U1385E-12H-4-A,339,U1385,E,12,12-4,H,4,A,146,150,97.96,98.0,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,fault,Zoophycos-type burrows. Pyritized burrows. Forams.,100,100,,
339-U1385E-12H-5-A,339,U1385,E,12,12-5,H,5,A,0,19,98.0,98.19,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,fault,4 microfaults (drilling disturbance? offset 1 cm). Zoophycos-type burrows. Pyritized burrows. Forams.,100,100,,
339-U1385E-12H-5-A,339,U1385,E,12,12-5,H,5,A,19,150,98.19,99.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,N 7 (light gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,Slight color changes due to bioturbation (mottling). Pyritized burrows. Forams. Some greenish gray color bands.,60,60,,
339-U1385E-12H-6-A,339,U1385,E,12,12-6,H,6,A,0,140,99.5,100.9,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,N 7 (light gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,Slight color changes due to bioturbation (mottling). greenish gray color band (22-25 cm).  Pyritized burrows. Forams. Some greenish gray color bands.,60,60,,
339-U1385E-12H-7-A,339,U1385,E,12,12-7,H,7,A,0,53,100.9,101.43,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,N 7 (light gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,Slight color changes due to bioturbation (mottling). Pyritized burrows. Forams. Some greenish gray color bands. Moderately disturbed section (gas expansion).,60,60,,
339-U1385E-12H-CC-A,339,U1385,E,12,12-CC,H,CC,A,0,33,101.43,101.76,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,N 7 (light gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,Slight color changes due to bioturbation (mottling). Pyritized burrows. Forams. Some greenish gray color bands. Slightly disturbed section.,60,60,,
339-U1385E-13H-1-A,339,U1385,E,13,13-1,H,1,A,0,64,101.5,102.14,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-13H-1-A,339,U1385,E,13,13-1,H,1,A,64,150,102.14,103.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],90,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,,90,90,,
339-U1385E-13H-2-A,339,U1385,E,13,13-2,H,2,A,0,150,103.01,104.51,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],90,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,,90,90,,
339-U1385E-13H-3-A,339,U1385,E,13,13-3,H,3,A,0,10,104.51,104.61,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],90,10Y 7/1 (ligth greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,gradational contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,,90,90,,
339-U1385E-13H-3-A,339,U1385,E,13,13-3,H,3,A,10,150,104.61,106.01,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-13H-4-A,339,U1385,E,13,13-4,H,4,A,0,113,106.01,107.14,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-13H-4-A,339,U1385,E,13,13-4,H,4,A,113,150,107.14,107.51,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,,70,70,,
339-U1385E-13H-5-A,339,U1385,E,13,13-5,H,5,A,0,150,107.53,109.03,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,,70,70,,
339-U1385E-13H-6-A,339,U1385,E,13,13-6,H,6,A,0,111,109.04,110.15,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud [Leg339],nannofossil ooze   with mud [Leg339],70,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,,70,70,,
339-U1385E-13H-6-A,339,U1385,E,13,13-6,H,6,A,111,150,110.15,110.54,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-13H-7-A,339,U1385,E,13,13-7,H,7,A,0,63,110.55,111.18,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-13H-CC-A,339,U1385,E,13,13-CC,H,CC,A,0,30,111.19,111.49,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-14H-1-A,339,U1385,E,14,14-1,H,1,A,0,40,111.0,111.4,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-2-A,339,U1385,E,14,14-2,H,2,A,0,119,111.39,112.58,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-2-A,339,U1385,E,14,14-2,H,2,A,119,150,112.58,112.89,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-3-A,339,U1385,E,14,14-3,H,3,A,0,51,112.89,113.4,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-4-A,339,U1385,E,14,14-4,H,4,A,0,11,113.4,113.51,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-4-A,339,U1385,E,14,14-4,H,4,A,11,27,113.51,113.67,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-4-A,339,U1385,E,14,14-4,H,4,A,27,66,113.67,114.06,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-5-A,339,U1385,E,14,14-5,H,5,A,0,87,114.06,114.93,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-5-A,339,U1385,E,14,14-5,H,5,A,87,102,114.93,115.08,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-5-A,339,U1385,E,14,14-5,H,5,A,102,151,115.08,115.57,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-6-A,339,U1385,E,14,14-6,H,6,A,0,15,115.57,115.72,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-6-A,339,U1385,E,14,14-6,H,6,A,15,70,115.72,116.27,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-6-A,339,U1385,E,14,14-6,H,6,A,70,79,116.27,116.36,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay [Leg339],nannofossil ooze   with clay [Leg339],100,10GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-6-A,339,U1385,E,14,14-6,H,6,A,79,150,116.36,117.07,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-7-A,339,U1385,E,14,14-7,H,7,A,0,139,117.08,118.47,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-8-A,339,U1385,E,14,14-8,H,8,A,0,15,118.47,118.62,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-CC-A,339,U1385,E,14,14-CC,H,CC,A,0,18,118.62,118.8,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-14H-CC-A,339,U1385,E,14,14-CC,H,CC,A,18,30,118.8,118.92,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-14H-CC-A,339,U1385,E,14,14-CC,H,CC,A,30,66,118.92,119.28,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-1-A,339,U1385,E,15,15-1,H,1,A,0,120,120.5,121.7,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-1-A,339,U1385,E,15,15-1,H,1,A,120,150,121.7,122.0,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,,100,100,,
