Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links
361,U1476,A,1,1-1,H,1,A,0,21,0,0.21,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,,,,,,
361,U1476,A,1,1-1,H,1,A,21,34,0.21,0.34,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,
361,U1476,A,1,1-1,H,1,A,34,150,0.34,1.5,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,,,,,,
361,U1476,A,1,1-2,H,2,A,0,70,1.5,2.2,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,1,1-2,H,2,A,70,150,2.2,3,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,1,1-3,H,3,A,0,30,3,3.3,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,1,1-3,H,3,A,30,145,3.3,4.45,1,foraminifer rich,nannofossil ooze [2014],with fine sand,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,1,1-4,H,4,A,0,108,4.5,5.58,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,1,1-CC,H,CC,A,0,9,5.58,5.67,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-1,H,1,A,0,121,5.7,6.91,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
