Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links
361,U1476,A,2,2-1,H,1,A,121,150,6.91,7.2,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-2,H,2,A,0,87,7.2,8.07,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-2,H,2,A,87,150,8.07,8.7,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-3,H,3,A,0,23,8.7,8.93,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-3,H,3,A,23,144,8.93,10.14,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-3,H,3,A,144,150,10.14,10.2,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-4,H,4,A,0,22,10.2,10.42,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-4,H,4,A,22,140,10.42,11.6,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-4,H,4,A,140,150,11.6,11.7,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-5,H,5,A,0,21,11.7,11.91,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-5,H,5,A,21,63,11.91,12.33,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-5,H,5,A,63,110,12.33,12.8,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-5,H,5,A,110,150,12.8,13.2,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-6,H,6,A,0,80,13.2,14,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-6,H,6,A,80,126,14,14.46,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-7,H,7,A,0,10,14.51,14.61,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-7,H,7,A,10,67,14.61,15.18,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,2,2-CC,H,CC,A,0,21,15.18,15.39,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-1,H,1,A,0,128,15.2,16.48,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-1,H,1,A,128,150,16.48,16.7,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-2,H,2,A,0,70,16.7,17.4,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-2,H,2,A,70,138,17.4,18.08,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-2,H,2,A,138,150,18.08,18.2,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-3,H,3,A,0,105,18.2,19.25,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-3,H,3,A,105,150,19.25,19.7,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,A,3,3-4,H,4,A,0,150,19.7,21.2,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,3,3-5,H,5,A,0,150,21.2,22.7,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,3,3-6,H,6,A,0,55,22.7,23.25,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,3,3-6,H,6,A,55,145,23.25,24.15,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,3,3-7,H,7,A,0,56,24.2,24.76,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,3,3-CC,H,CC,A,0,20,24.76,24.96,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-1,H,1,A,0,150,24.7,26.2,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-2,H,2,A,0,150,26.2,27.7,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-3,H,3,A,0,150,27.7,29.2,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-4,H,4,A,0,36,29.2,29.56,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-4,H,4,A,36,150,29.56,30.7,1,foraminifer rich,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-5,H,5,A,0,150,30.7,32.2,1,foraminifer rich,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-6,H,6,A,0,50,32.2,32.7,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-6,H,6,A,50,117,32.7,33.37,1,foraminifer rich,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-7,H,7,A,0,77,33.42,34.19,1,foraminifer rich,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,4,4-CC,H,CC,A,0,33,34.19,34.52,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,5,5-1,H,1,A,0,150,34.2,35.7,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,5,5-2,H,2,A,0,150,35.7,37.2,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,5,5-3,H,3,A,0,150,37.2,38.7,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,5,5-4,H,4,A,0,80,38.7,39.5,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,5,5-4,H,4,A,80,150,39.5,40.2,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,5,5-5,H,5,A,0,150,40.2,41.7,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,5,5-6,H,6,A,0,145,41.7,43.15,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,5,5-7,H,7,A,0,60,43.2,43.8,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1476,A,5,5-CC,H,CC,A,0,22,43.8,44.02,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-1,H,1,A,0,150,43.7,45.2,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-2,H,2,A,0,150,45.2,46.7,2,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-3,H,3,A,0,150,46.7,48.2,2,foraminifer rich,nannofossil ooze [2014],with silt,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with silt,nannofossil ooze with silt,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-4,H,4,A,0,150,48.2,49.7,2,foraminifer rich,nannofossil ooze [2014],with silt,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with silt,nannofossil ooze with silt,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-5,H,5,A,0,150,49.7,51.2,2,foraminifer rich,nannofossil ooze [2014],with silt,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with silt,nannofossil ooze with silt,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-6,H,6,A,0,119,51.2,52.39,2,foraminifer rich,nannofossil ooze [2014],with silt,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with silt,nannofossil ooze with silt,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-7,H,7,A,0,71,52.44,53.15,2,foraminifer rich,nannofossil ooze [2014],with silt,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with silt,nannofossil ooze with silt,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
361,U1476,A,6,6-CC,H,CC,A,0,29,53.15,53.44,2,foraminifer rich,nannofossil ooze [2014],with silt,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with silt,nannofossil ooze with silt,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,
