Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1429C-13H-4-A,0,150,96.0,97.5,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,13,H,4,A
346-U1429C-13H-5-A,0,150,97.5,99.0,sandy [Leg339],nannofossil ooze [Leg339],with biogenic components [Leg339],sandy  nannofossil ooze  with biogenic components ,,,,,10Y 4/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,13,H,5,A
346-U1429C-13H-6-A,0,90,99.0,99.9,sandy [Leg339],nannofossil ooze [Leg339],with biogenic components [Leg339],sandy  nannofossil ooze  with biogenic components ,,,,,10Y 4/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,13,H,6,A
346-U1429C-13H-6-A,90,150,99.9,100.5,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,13,H,6,A
346-U1429C-13H-7-A,0,71,100.5,101.21,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,13,H,7,A
346-U1429C-13H-CC-A,0,28,101.21,101.49,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,13,H,CC,A
346-U1429C-14H-1-A,0,76,101.0,101.76,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,1,A
346-U1429C-14H-1-A,76,150,101.76,102.5,sandy [Leg339],nannofossil ooze [Leg339],with biogenic components [Leg339],sandy  nannofossil ooze  with biogenic components ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,1,A
346-U1429C-14H-2-A,0,150,102.5,104.0,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,2,A
346-U1429C-14H-3-A,0,150,104.0,105.5,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,3,A
346-U1429C-14H-4-A,0,153,105.5,107.03,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,4,A
346-U1429C-14H-5-A,0,150,107.03,108.53,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,5,A
346-U1429C-14H-6-A,0,150,108.53,110.03,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,6,A
346-U1429C-14H-7-A,0,65,110.03,110.68,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,7,A
346-U1429C-14H-CC-A,0,25,110.68,110.93,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,14,H,CC,A
346-U1429C-15H-1-A,0,150,110.5,112.0,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,1,A
346-U1429C-15H-2-A,0,72,112.0,112.72,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-2-A,72,73,112.72,112.73,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,erosive,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-2-A,73,83,112.73,112.83,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-2-A,83,84,112.83,112.84,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,erosive,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-2-A,84,86,112.84,112.86,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-2-A,86,87,112.86,112.87,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,erosive,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-2-A,87,130,112.87,113.3,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,2,A
346-U1429C-15H-3-A,0,26,113.3,113.56,,,with foraminifers [Leg339], with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,,  with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,3,A
346-U1429C-15H-3-A,26,135,113.56,114.65,,,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,3,A
346-U1429C-15H-4-A,0,55,114.65,115.2,,,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,4,A
346-U1429C-15H-CC-A,0,24,115.2,115.44,,,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,15,H,CC,A
346-U1429C-16H,0,659,115.2,121.79,,,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,16,H,,
346-U1429C-18H-1-A,0,150,124.7,126.2,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,1,A
346-U1429C-18H-2-A,0,150,126.2,127.7,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,2,A
346-U1429C-18H-3-A,0,150,127.7,129.2,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,3,A
346-U1429C-18H-4-A,0,150,129.2,130.7,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,4,A
346-U1429C-18H-5-A,0,144,130.7,132.14,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,5,A
346-U1429C-18H-5-A,144,147,132.14,132.17,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,5,A
346-U1429C-18H-5-A,147,150,132.17,132.2,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,5,A
346-U1429C-18H-6-A,0,150,132.2,133.7,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,6,A
346-U1429C-18H-7-A,0,75,133.7,134.45,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,7,A
346-U1429C-18H-CC-A,0,26,134.45,134.71,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,18,H,CC,A
346-U1429C-19H-1-A,0,148,134.2,135.68,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,1,A
346-U1429C-19H-2-A,0,147,135.68,137.15,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,2,A
346-U1429C-19H-3-A,0,150,137.15,138.65,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,3,A
346-U1429C-19H-4-A,0,153,138.65,140.18,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,4,A
346-U1429C-19H-5-A,0,150,140.18,141.68,sandy [Leg339],nannofossil ooze [Leg339],,sandy  nannofossil ooze ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,5,A
346-U1429C-19H-6-A,0,132,141.68,143.0,sandy [Leg339],nannofossil ooze [Leg339],,sandy  nannofossil ooze ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,6,A
346-U1429C-19H-6-A,132,136,143.0,143.04,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,6,A
346-U1429C-19H-6-A,136,150,143.04,143.18,sandy [Leg339],nannofossil ooze [Leg339],,sandy  nannofossil ooze ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,6,A
346-U1429C-19H-7-A,0,79,143.18,143.97,sandy [Leg339],nannofossil ooze [Leg339],,sandy  nannofossil ooze ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,7,A
346-U1429C-19H-CC-A,0,31,143.97,144.28,sandy [Leg339],nannofossil ooze [Leg339],,sandy  nannofossil ooze ,,,,,5Y 5/1 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,sandy   nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,19,H,CC,A
346-U1429C-20H-1-A,0,59,143.7,144.29,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,1,A
346-U1429C-20H-2-A,0,129,144.29,145.58,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,2,A
346-U1429C-20H-2-A,129,139,145.58,145.68,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,2,A
346-U1429C-20H-2-A,139,150,145.68,145.79,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,2,A
346-U1429C-20H-3-A,0,150,145.79,147.29,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,3,A
346-U1429C-20H-4-A,0,139,147.29,148.68,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,4,A
346-U1429C-20H-5-A,0,60,148.68,149.28,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,20,H,5,A
346-U1429C-21H-1-A,0,150,149.3,150.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,1,A
346-U1429C-21H-2-A,0,140,150.8,152.2,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,2,A
346-U1429C-21H-2-A,140,150,152.2,152.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,2,A
346-U1429C-21H-3-A,0,13,152.3,152.43,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,3,A
346-U1429C-21H-3-A,13,85,152.43,153.15,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,3,A
346-U1429C-21H-3-A,85,100,153.15,153.3,sandy [Leg339],tephra [FS84],,sandy  tephra ,vitric,,,,,,,,,,,,,,,,,,,,,sandy   tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,3,A
346-U1429C-21H-4-A,0,85,153.8,154.65,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,4,A
346-U1429C-21H-4-A,85,90,154.65,154.7,,sand [Leg210],with clay [Leg339],sand  with clay ,,,,bedding,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,sand ,sand   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,4,A
346-U1429C-21H-4-A,90,141,154.7,155.21,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,4,A
346-U1429C-21H-4-A,141,142,155.21,155.22,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,4,A
346-U1429C-21H-4-A,142,150,155.22,155.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,4,A
346-U1429C-21H-5-A,0,99,155.3,156.29,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,5,A
346-U1429C-21H-5-A,99,103,156.29,156.33,,sand [Leg210],with clay [Leg339],sand  with clay ,,,,bedding,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,sand ,sand   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,5,A
346-U1429C-21H-5-A,103,150,156.33,156.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,5,A
346-U1429C-21H-6-A,0,110,156.8,157.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,6,A
346-U1429C-21H-6-A,110,115,157.9,157.95,,sand [Leg210],with clay [Leg339],sand  with clay ,,,,bedding,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,sand ,sand   with clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,6,A
346-U1429C-21H-6-A,115,148,157.95,158.28,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,6,A
346-U1429C-21H-7-A,0,80,158.28,159.08,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,7,A
346-U1429C-21H-CC-A,0,10,159.08,159.18,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,21,H,CC,A
346-U1429C-22H-1-A,0,150,158.8,160.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,1,A
346-U1429C-22H-2-A,0,151,160.3,161.81,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,2,A
346-U1429C-22H-3-A,0,153,161.81,163.34,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,3,A
