Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Extra Sample ID Data
351-U1438E-5R-3-A,351,U1438,E,5,5-3,R,3,A,19,54,879.45,879.8,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-3-A,351,U1438,E,5,5-3,R,3,A,84,100,880.1,880.26,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-3-A,351,U1438,E,5,5-3,R,3,A,125,136,880.51,880.62,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-4-A,351,U1438,E,5,5-4,R,4,A,0,147,880.76,882.23,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,discontinuous red/green fine to medium sand intercalated layers; smear slides show nannofossils; inclined laminae.,,,,,moderate [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-4-A,351,U1438,E,5,5-4,R,4,A,45,57,881.21,881.33,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-4-A,351,U1438,E,5,5-4,R,4,A,95,106,881.71,881.82,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-4-A,351,U1438,E,5,5-4,R,4,A,119,131,881.95,882.07,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-4-A,351,U1438,E,5,5-4,R,4,A,131,147,882.07,882.23,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-5-A,351,U1438,E,5,5-5,R,5,A,0,129,882.23,883.52,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,discontinuous red/green fine to medium sand intercalated layers; inclined laminae; pebbles up to 10 mm; pervasive normal microfaults; medium sand injection with pebbles; reverse grading could be due to overturned folded beds.,,,,,poor [2014],,clastic dike,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-5-A,351,U1438,E,5,5-5,R,5,A,81,89,883.04,883.12,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-5-A,351,U1438,E,5,5-5,R,5,A,109,114,883.32,883.37,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-5-A,351,U1438,E,5,5-5,R,5,A,121,126,883.44,883.49,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-6-A,351,U1438,E,5,5-6,R,6,A,0,41,883.52,883.93,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-6-A,351,U1438,E,5,5-6,R,6,A,0,141,883.52,884.93,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,coarse sand [W22_2],6,discontinuous red/green fine to medium sand intercalated layers; inclined laminae; pervasive normal microfaults; reverse grading could be due to overturned folded beds.,,,,,poor [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-7-A,351,U1438,E,5,5-7,R,7,A,0,10,884.93,885.03,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,discontinuous red/green fine to medium sand intercalated layers; inclined laminae; normal microfaults;,irregular,gradational,horizontal,,poor [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-7-A,351,U1438,E,5,5-7,R,7,A,10,22,885.03,885.15,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5YR 4/1 (dark gray),consolidated [2014],fine sand [W22_2],4,pebble [W22_2],9,pebble up to 30 mm,irregular,wavy,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-7-A,351,U1438,E,5,5-7,R,7,A,22,32,885.15,885.25,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,irregular,sharp,horizontal,,poor [2014],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-7-A,351,U1438,E,5,5-7,R,7,A,32,61,885.25,885.54,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 4/6 (red),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,heavily altered; secondary quartz spherules up to 16 mm.,,sharp,inclined,,moderate [2014],,,strong,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-7-A,351,U1438,E,5,5-7,R,7,A,61,75,885.54,885.68,,,,,tuffaceous,siltstone [2014],with gravel [2014b],tuffaceous siltstone,tuffaceous siltstone with gravel,siltstone with gravel,,,10R 4/2 (weak red),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,pebbles up to 14 mm; fine sand interlayer,,,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-5R-CC-A,351,U1438,E,5,5-CC,R,CC,A,0,13,885.68,885.81,,,,,tuffaceous,siltstone [2014],with gravel [2014b],tuffaceous siltstone,tuffaceous siltstone with gravel,siltstone with gravel,,,10R 4/2 (weak red),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,pebbles up to 6 mm; fine sand interlayer,,,,,poor [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-1-A,351,U1438,E,6,6-1,R,1,A,0,21,886.5,886.71,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10R 4/2 (weak red),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,discontinuous red/green fine to medium sand intercalated layers,irregular,scoured,,,poor [2014],,wavy bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-1-A,351,U1438,E,6,6-1,R,1,A,21,115,886.71,887.65,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5GY 4/1 (dark greenish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,"some reddish silt-layers intercalated, pebbles up to 10 mm, cross-cutting sand injection",irregular,,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-1-A,351,U1438,E,6,6-1,R,1,A,115,127,887.65,887.77,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,"soft sediment deformation, wavy bedding",,,,,,,clastic dike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-2-A,351,U1438,E,6,6-2,R,2,A,0,36,887.77,888.13,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,"normal microfaults, sand injections",irregular,scoured,,,moderate [2014],,clastic dike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-2-A,351,U1438,E,6,6-2,R,2,A,36,45,888.13,888.22,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5YR 4/1 (dark gray),consolidated [2014],medium sand [W22_2],5,granule [W22_2],8,,irregular,scoured,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-2-A,351,U1438,E,6,6-2,R,2,A,45,116,888.22,888.93,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,"normal microfaults, sand injections, possibly overturned beds by folding",,,,,moderate [2014],,clastic dike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-3-A,351,U1438,E,6,6-3,R,3,A,0,29,888.93,889.22,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,coarse sand [W22_2],6,"normal microfaults, sand injections",irregular,scoured,,,moderate [2014],,clastic dike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-3-A,351,U1438,E,6,6-3,R,3,A,29,50,889.22,889.43,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5YR 4/1 (dark gray),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,pebbles up to 6 mm,irregular,scoured,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-3-A,351,U1438,E,6,6-3,R,3,A,50,148,889.43,890.41,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 6/1 (greenish gray),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,"alternating greenish/reddish siltstone layers, zeolite layer (altered tuff?) between 78-81 cm, normal microfaults, sand injections",,,,,moderate [2014],,clastic dike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-4-A,351,U1438,E,6,6-4,R,4,A,0,40,890.41,890.81,,,,,tuffaceous,siltstone [2014],with gravel [2014b],tuffaceous siltstone,tuffaceous siltstone with gravel,siltstone with gravel,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,"pebbles up to 7 mm, Andy doesn't like it",irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-4-A,351,U1438,E,6,6-4,R,4,A,40,70,890.81,891.11,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5GY 4/1 (dark greenish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 11 mm,irregular,,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-4-A,351,U1438,E,6,6-4,R,4,A,70,81,891.11,891.22,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10R 3/4 (dusky red),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,medium sandstone clast,irregular,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-4-A,351,U1438,E,6,6-4,R,4,A,81,85,891.22,891.26,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-4-A,351,U1438,E,6,6-4,R,4,A,81,112,891.22,891.53,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5GY 4/1 (dark greenish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,"pebbles up to 10 mm, injected sand?",irregular,,inclined,,,,clastic dike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-4-A,351,U1438,E,6,6-4,R,4,A,112,122,891.53,891.63,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10G 4/2 (grayish green),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,scoured,,,,,wavy bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-5-A,351,U1438,E,6,6-5,R,5,A,0,20,891.78,891.98,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5GY 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-5-A,351,U1438,E,6,6-5,R,5,A,20,74,891.98,892.52,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 4/2 (weak red),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-6-A,351,U1438,E,6,6-6,R,6,A,0,60,892.52,893.12,,,,,tuffaceous,mudstone [2014],with fine sand [2014],tuffaceous mudstone,tuffaceous mudstone with fine sand,mudstone with fine sand,,,10R 4/2 (weak red),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,sand injections,irregular,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-6-A,351,U1438,E,6,6-6,R,6,A,60,95,893.12,893.47,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5YR 4/1 (dark gray),consolidated [2014],silt [W22_1],2,pebble [W22_2],9,pebbles up to 5 mm,irregular,,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-6-A,351,U1438,E,6,6-6,R,6,A,95,104,893.47,893.56,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,,,inclined,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-6R-CC-A,351,U1438,E,6,6-CC,R,CC,A,0,20,893.56,893.76,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5YR 4/1 (dark gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 4 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
