Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix,Extra Sample ID Data
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,60.0,65.0,21.11,21.16,,,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,65.0,69.0,21.16,21.2,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,69.0,79.0,21.2,21.3,,,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,79.0,90.0,21.3,21.41,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,100,0,0.0,0.0,0,100,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,90.0,98.0,21.41,21.49,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,98.0,143.0,21.49,21.94,,,volcaniclastic-sand [BGS-S81],50,medium sand [T07],6,calcareous sand [Leg210],50,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,100,0,0.0,0.0,0,100,,absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-4-A,340,U1395,B,3,3-4,H,4,A,143.0,145.0,21.94,21.96,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,0.0,12.0,21.96,22.08,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,12.0,14.0,22.08,22.1,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,14.0,18.0,22.1,22.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,18.0,20.0,22.14,22.16,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,20.0,21.0,22.16,22.17,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,21.0,23.0,22.17,22.19,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,5,75,0,0,2.0,3.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,23.0,43.0,22.19,22.39,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,20,0,2,0,10,0,68,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,43.0,47.0,22.39,22.43,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,5,75,0,0,2.0,3.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,47.0,48.0,22.43,22.44,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,48.0,53.0,22.44,22.49,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,5,75,0,0,2.0,3.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,53.0,59.0,22.49,22.55,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,59.0,61.0,22.55,22.57,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,5,75,0,0,2.0,3.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,61.0,66.0,22.57,22.62,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,66.0,67.0,22.62,22.63,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,67.0,84.0,22.63,22.8,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,84.0,106.0,22.8,23.02,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,106.0,119.0,23.02,23.15,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,119.0,121.0,23.15,23.17,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,121.0,125.0,23.17,23.21,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,125.0,127.0,23.21,23.23,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,127.0,130.0,23.23,23.26,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,130.0,131.0,23.26,23.27,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,131.0,135.0,23.27,23.31,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,135.0,137.0,23.31,23.33,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,137.0,139.0,23.33,23.35,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,139.0,140.0,23.35,23.36,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,10,77,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-5-A,340,U1395,B,3,3-5,H,5,A,140.0,150.0,23.36,23.46,minimal [drilling disturbance],1,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,0.0,7.5,23.46,23.535,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],70,fine mud [T07],3,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,15,60,0,0,2.0,1.0,2,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,7.5,17.0,23.535,23.63,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,17.0,22.0,23.63,23.68,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],55,fine sand [T07],4,volcaniclastic-sand [BGS-S81],45,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,15,20,55,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,22.0,28.0,23.68,23.74,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],70,fine mud [T07],3,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,15,60,0,0,2.0,1.0,2,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,28.0,40.0,23.74,23.86,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,40.0,49.0,23.86,23.95,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],60,granule [T07],9,volcaniclastic-sand [BGS-S81],40,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,15,20,55,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,49.0,69.0,23.95,24.15,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,69.0,78.0,24.15,24.24,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,1,1,1,0,42,2.0,0.0,3,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,78.0,95.0,24.24,24.41,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-6-A,340,U1395,B,3,3-6,H,6,A,95.0,150.0,24.41,24.96,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],80,coarse sand [T07],7,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,,10,0,,0,,0,,0,,0,,100,fine mud [T07],0,,100,,angular,10,0,15,20,55,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,0.0,7.0,24.96,25.03,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,15,60,0,0,2.0,1.0,2,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,7.0,27.0,25.03,25.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,27.0,41.5,25.23,25.375,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,1,1,1,0,42,2.0,0.0,3,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,41.5,54.0,25.375,25.5,minimal [drilling disturbance],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,41.5,54.0,25.375,25.5,,1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,54.0,56.0,25.5,25.52,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,15,60,0,0,2.0,1.0,2,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,56.0,70.0,25.52,25.66,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,1,1,1,0,42,2.0,0.0,3,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,70.0,75.0,25.66,25.71,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,75.0,77.0,25.71,25.73,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,15,60,0,0,2.0,1.0,2,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-7-A,340,U1395,B,3,3-7,H,7,A,77.0,87.0,25.73,25.83,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-CC-A,340,U1395,B,3,3-CC,H,CC,A,0.0,15.0,25.83,25.98,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,1,1,1,0,42,2.0,0.0,3,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-CC-A,340,U1395,B,3,3-CC,H,CC,A,15.0,21.0,25.98,26.04,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-3H-CC-A,340,U1395,B,3,3-CC,H,CC,A,21.0,26.0,26.04,26.09,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,0.0,12.0,25.6,25.72,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,0,0,0,0.0,0.0,70,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,12.0,14.0,25.72,25.74,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,70,0,0,0,30,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,14.0,39.0,25.74,25.99,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,0,0,0,0.0,0.0,70,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,39.0,41.0,25.99,26.01,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,70,0,0,0,30,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,41.0,55.0,26.01,26.15,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,0,0,0,0.0,0.0,70,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,55.0,57.0,26.15,26.17,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,57.0,69.0,26.17,26.29,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,0,0,0,0.0,0.0,70,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,69.0,145.0,26.29,27.05,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,20,0,60,0,0,10.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-1-A,340,U1395,B,4,4-1,H,1,A,145.0,150.0,27.05,27.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,0,0,0,0.0,0.0,70,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-2-A,340,U1395,B,4,4-2,H,2,A,0.0,13.0,27.1,27.23,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20.0,0.0,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-2-A,340,U1395,B,4,4-2,H,2,A,13.0,21.0,27.23,27.31,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,fine sand [T07],4,calcareous sand [Leg210],30,fine sand [T07],4,100,mixture ofvolcaniclastic andbioclastic materials,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,30,0,35,0,0,5.0,0.0,30,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-2-A,340,U1395,B,4,4-2,H,2,A,21.0,31.0,27.31,27.41,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20.0,0.0,80,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-2-A,340,U1395,B,4,4-2,H,2,A,31.0,32.0,27.41,27.42,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,pumiceous tephra layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,60,0,10,0,30,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-2-A,340,U1395,B,4,4-2,H,2,A,32.0,34.0,27.42,27.44,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,medium sand [T07],6,calcareous sand [Leg210],30,medium sand [T07],6,100,mixture of volcaniclastic and bioclastic materials,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,40,0,30,0,0,15.0,0.0,15,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-4H-2-A,340,U1395,B,4,4-2,H,2,A,34.0,40.0,27.44,27.5,slight [drilling disturbance],2,carbonate ooze [Leg178],80,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],20,,,100,mixture of bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,15.0,0.0,70,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
