dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,88,89,14.98,14.99,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,89,92,14.99,15.02,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-6-A,344,U1413,B,2,2-6,H,6,A,92,100,15.02,15.1,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-7-A,344,U1413,B,2,2-7,H,7,A,0,75,15.6,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,IW,,,
,344-U1413B-2H-CC-A,344,U1413,B,2,2-CC,H,CC,A,0,5,16.35,16.4,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-CC-A,344,U1413,B,2,2-CC,H,CC,A,5,19,16.4,16.54,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-1-A,344,U1413,B,3,3-1,H,1,A,0,64,16.1,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,IW,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,0,4,16.74,16.78,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,4,24,16.78,16.98,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,24,25,16.98,16.99,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,25,35,16.99,17.09,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,35,38,17.09,17.12,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,38,61,17.12,17.35,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,61,64,17.35,17.38,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,64,67,17.38,17.41,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,67,71,17.41,17.45,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,71,73,17.45,17.47,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,73,75,17.47,17.49,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,75,81,17.49,17.55,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,81,85,17.55,17.59,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,85,86,17.59,17.6,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,86,90,17.6,17.64,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,90,97,17.64,17.71,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,97,104,17.71,17.78,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,104,126,17.78,18.0,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,126,128,18.0,18.02,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,128,134,18.02,18.08,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,134,135,18.08,18.09,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,135,139,18.09,18.13,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,139,144,18.13,18.18,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-2-A,344,U1413,B,3,3-2,H,2,A,144,154,18.18,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,0,3,18.28,18.31,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,3,6,18.31,18.34,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,6,12,18.34,18.4,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,12,14,18.4,18.42,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,14,18,18.42,18.46,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,18,22,18.46,18.5,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,22,23,18.5,18.51,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,23,26,18.51,18.54,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,26,40,18.54,18.68,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,40,42,18.68,18.7,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,42,57,18.7,18.85,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,57,61,18.85,18.89,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,61,66,18.89,18.94,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,66,70,18.94,18.98,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,70,75,18.98,19.03,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,75,77,19.03,19.05,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,77,87,19.05,19.15,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,Void at 77-87 cm.,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,87,89,19.15,19.17,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,89,94,19.17,19.22,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,94,99,19.22,19.27,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,99,143,19.27,19.71,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-3-A,344,U1413,B,3,3-3,H,3,A,143,152,19.71,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,0,8,19.8,19.88,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,8,11,19.88,19.91,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,11,14,19.91,19.94,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,14,19,19.94,19.99,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,19,26,19.99,20.06,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,Void at 26-37 cm.,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,37,41,20.17,20.21,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,Void at 26-37 cm.,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,41,44,20.21,20.24,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,44,50,20.24,20.3,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,50,53,20.3,20.33,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,53,59,20.33,20.39,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,59,60,20.39,20.4,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,60,64,20.4,20.44,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,64,66,20.44,20.46,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,66,72,20.46,20.52,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,72,73,20.52,20.53,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,73,84,20.53,20.64,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,84,86,20.64,20.66,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,86,90,20.66,20.7,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,90,93,20.7,20.73,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,93,100,20.73,20.8,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,100,109,20.8,20.89,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,109,113,20.89,20.93,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,113,121,20.93,21.01,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,121,124,21.01,21.04,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
