Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1457A-6H-6-A,49,61,54.69,54.81,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,6,H,6,A
355-U1457A-6H-6-A,61,104,54.81,55.24,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 4/5G (greenish gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,GLEY 1 4/5GY (dark greenish gray),20.0,silt,2.0,very fine sand,3.0,,100.0,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1457,A,6,H,6,A
355-U1457A-6H-6-A,104,141,55.24,55.61,,nannofossil rich,clay,,nannofossil rich clay,,burrows,gray,GLEY 1 4/5G (greenish gray),60.0,clay,1.0,silt,2.0,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 5/10Y (greenish gray),40.0,clay,1.0,silt,2.0,,100.0,,,,,,,,,,,,,,,,,355,U1457,A,6,H,6,A
355-U1457A-6H-CC-A,0,12,55.61,55.73,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1457,A,6,H,CC,A
355-U1457A-7H-1-A,0,17,56.2,56.37,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,1,A
355-U1457A-7H-1-A,17,55,56.37,56.75,,,nannofossil ooze,,nannofossil ooze,,Chondrites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,moderate,3.0,,,,,,,355,U1457,A,7,H,1,A
355-U1457A-7H-1-A,55,118,56.75,57.38,,,nannofossil ooze,,nannofossil ooze,,Planolites,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,moderate,3.0,,,,,,,355,U1457,A,7,H,1,A
355-U1457A-7H-1-A,118,137,57.38,57.57,,,nannofossil ooze,,nannofossil ooze,,Planolites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,moderate,3.0,,,,,,,355,U1457,A,7,H,1,A
355-U1457A-7H-1-A,137,150,57.57,57.7,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,7,H,1,A
355-U1457A-7H-2-A,0,22,57.7,57.92,,,nannofossil ooze,,nannofossil ooze,,Chondrites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,moderate,3.0,,,,,,,355,U1457,A,7,H,2,A
355-U1457A-7H-2-A,22,58,57.92,58.28,,,nannofossil ooze,,nannofossil ooze,,Planolites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,2,A
355-U1457A-7H-2-A,58,70,58.28,58.4,,silty,sand,with nannofossils,silty sand with nannofossils,,,dark gray,GLEY 1 2.5/10Y (greenish black),,very fine sand,3.0,fine sand,4.0,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,7,H,2,A
355-U1457A-7H-2-A,70,114,58.4,58.84,,,nannofossil ooze,,nannofossil ooze,,Planolites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,2,A
355-U1457A-7H-2-A,114,139,58.84,59.09,,,nannofossil ooze,,nannofossil ooze,,Planolites,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,2,A
355-U1457A-7H-2-A,139,150,59.09,59.2,,,nannofossil ooze,,nannofossil ooze,,Planolites,light gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,normally graded,,,,,3.0,,,,,,,355,U1457,A,7,H,2,A
355-U1457A-7H-3-A,0,91,59.2,60.11,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,3,A
355-U1457A-7H-3-A,91,107,60.11,60.27,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),10.0,very fine sand,3.0,fine sand,4.0,,100.0,gradational,gradational,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,3,A
355-U1457A-7H-3-A,107,137,60.27,60.57,,clayey,nannofossil ooze,,clayey nannofossil ooze,,Planolites,dark gray,GLEY 1 3/10Y (very dark greenish gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),10.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,7,H,3,A
355-U1457A-7H-3-A,137,150,60.57,60.7,,,nannofossil ooze,,nannofossil ooze,,Planolites,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,moderate,3.0,,,,,,,355,U1457,A,7,H,3,A
355-U1457A-7H-4-A,0,57,60.7,61.27,,,nannofossil ooze,,nannofossil ooze,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,4,A
355-U1457A-7H-4-A,57,139,61.27,62.09,,clayey,nannofossil ooze,,clayey nannofossil ooze,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,4,A
355-U1457A-7H-4-A,139,145,62.09,62.15,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,7,H,4,A
355-U1457A-7H-5-A,0,45,62.15,62.6,,clayey,nannofossil ooze,,clayey nannofossil ooze,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,sharp,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,5,A
355-U1457A-7H-5-A,45,83,62.6,62.98,,,nannofossil ooze,,nannofossil ooze,,Chondrites,light gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,silty,sand,with foraminifers,silty sand,silty sand with foraminifers,sand with foraminifers,dark gray,GLEY 1 2.5/10Y (greenish black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,slight,2.0,,shell fragment,,,,,355,U1457,A,7,H,5,A
355-U1457A-7H-5-A,83,120,62.98,63.35,,clayey,nannofossil ooze,,clayey nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,5,A
355-U1457A-7H-5-A,120,140,63.35,63.55,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,5,A
355-U1457A-7H-6-A,0,82,63.65,64.47,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,6,A
355-U1457A-7H-6-A,82,100,64.47,64.65,,silty,sand,with nannofossils,silty sand with nannofossils,,,light gray,GLEY 1 5/10Y (greenish gray),,very fine sand,3.0,fine sand,4.0,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,7,H,6,A
355-U1457A-7H-6-A,100,137,64.65,65.02,,,nannofossil ooze,,nannofossil ooze,,burrows,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,6,A
355-U1457A-7H-7-A,0,64,65.02,65.66,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,7,A
355-U1457A-7H-CC-A,0,19,65.66,65.85,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2.0,,,,,,,355,U1457,A,7,H,CC,A
355-U1457A-8H-1-A,0,102,65.7,66.72,,nannofossil rich,clay,,nannofossil rich clay,,,gray,GLEY 1 5/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,8,H,1,A
355-U1457A-8H-1-A,102,150,66.72,67.2,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,8,H,1,A
355-U1457A-8H-2-A,0,32,67.2,67.52,,,clay,with nannofossils,clay with nannofossils,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),10.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,sharp,horizontal,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,2,A
355-U1457A-8H-2-A,32,76,67.52,67.96,,nannofossil rich,clay,,nannofossil rich clay,,,,,,,,,,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,8,H,2,A
355-U1457A-8H-2-A,76,150,67.96,68.7,,foraminifer rich,clay,,foraminifer rich clay,,,brown,10YR 5/2 (grayish brown),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,2,A
355-U1457A-8H-3-A,0,73,68.7,69.43,,foraminifer rich,clay,,foraminifer rich clay,,,brown,10YR 5/2 (grayish brown),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,3,A
355-U1457A-8H-3-A,73,99,69.43,69.69,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),70.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),30.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,3,A
355-U1457A-8H-3-A,99,150,69.69,70.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay with foraminifers,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,3,A
355-U1457A-8H-4-A,0,18,70.2,70.38,,,clay,with foraminifers,clay with foraminifers,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,4,A
355-U1457A-8H-4-A,18,150,70.38,71.7,,foraminifer rich,clay,,foraminifer rich clay,,,brown,10YR 6/2 (light brownish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,4,A
355-U1457A-8H-5-A,0,15,71.7,71.85,,,clay,,clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),10.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,scoured,sub-horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,5,A
355-U1457A-8H-5-A,15,85,71.85,72.55,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,10YR 6/2 (light brownish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,5,A
355-U1457A-8H-5-A,85,127,72.55,72.97,,calcareous rich,clay,with foraminifers,calcareous rich clay with foraminifers,,,light gray,GLEY 1 6/10Y (greenish gray),80.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,erosive,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,5,A
355-U1457A-8H-5-A,127,140,72.97,73.1,,,calcareous ooze,,calcareous ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,8,H,5,A
355-U1457A-8H-6-A,0,30,73.2,73.5,,,calcareous ooze,,calcareous ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,6,A
355-U1457A-8H-6-A,30,60,73.5,73.8,,foraminifer rich,clay,,foraminifer rich clay,,,brown,10YR 5/1 (gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,6,A
355-U1457A-8H-6-A,60,101,73.8,74.21,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,6,A
355-U1457A-8H-7-A,0,23,74.21,74.44,,,clay,,clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),70.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),30.0,very fine sand,3.0,fine sand,4.0,,100.0,gradational,sharp,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,7,A
355-U1457A-8H-7-A,23,89,74.44,75.1,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,silty,sand,,silty sand,silty sand,sand,dark gray,GLEY 1 2.5/10Y (greenish black),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,A,8,H,7,A
355-U1457A-8H-CC-A,0,14,75.1,75.24,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,8,H,CC,A
355-U1457A-9H-1-A,0,118,75.2,76.38,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,1,A
355-U1457A-9H-1-A,118,150,76.38,76.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 2/1 (black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,9,H,1,A
355-U1457A-9H-2-A,0,81,76.7,77.51,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,2,A
355-U1457A-9H-3-A,0,80,77.51,78.31,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 2/1 (black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,3,A
355-U1457A-9H-4-A,0,130,78.31,79.61,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 2/1 (black),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,4,A
355-U1457A-9H-5-A,0,140,79.61,81.01,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,5,A
355-U1457A-9H-6-A,0,150,81.11,82.61,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,6,A
355-U1457A-9H-7-A,0,73,82.61,83.34,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,7,A
355-U1457A-9H-CC-A,0,44,83.34,83.78,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,9,H,CC,A
355-U1457A-10H-1-A,0,150,84.7,86.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,1,A
355-U1457A-10H-2-A,0,150,86.2,87.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,2,A
355-U1457A-10H-3-A,0,140,87.7,89.1,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,3,A
355-U1457A-10H-4-A,0,150,89.2,90.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,4,A
355-U1457A-10H-5-A,0,150,90.7,92.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,10,H,5,A
355-U1457A-10H-6-A,0,86,92.2,93.06,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,6,A
355-U1457A-10H-6-A,86,101,93.06,93.21,,silty,sand,,silty sand,,,dark gray,10YR 3/1 (very dark gray),90.0,very fine sand,3.0,fine sand,4.0,,silty,clay,,silty clay,silty clay,clay,brown,10YR 4/1 (dark gray),10.0,clay,1.0,silt,2.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,10,H,6,A
355-U1457A-10H-7-A,0,71,93.21,93.92,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,7,A
355-U1457A-10H-CC-A,0,44,93.92,94.36,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,10,H,CC,A
355-U1457A-11H-1-A,0,150,94.2,95.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,11,H,1,A
355-U1457A-11H-2-A,0,140,95.7,97.1,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,11,H,2,A
355-U1457A-11H-3-A,0,127,97.2,98.47,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,11,H,3,A
355-U1457A-11H-4-A,0,150,98.47,99.97,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,11,H,4,A
355-U1457A-11H-5-A,0,150,99.97,101.47,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,11,H,5,A
355-U1457A-11H-6-A,0,57,101.47,102.04,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,11,H,6,A
