Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Major prefix modifier before principal,Principal lithology name,Minor suffix modifier after principal,Lithology name,Lithology classification,Lithology (%),Grain size max (mm),Lithification,Comment,File Data
329-U1371E-1H-3-A,329,U1371,E,1,1-3,H,3,A,50,90,3.5,3.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-3-A,329,U1371,E,1,1-3,H,3,A,100,110,4,4.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-3-A,329,U1371,E,1,1-3,H,3,A,120,130,4.2,4.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-4-A,329,U1371,E,1,1-4,H,4,A,0,30,4.5,4.8,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-4-A,329,U1371,E,1,1-4,H,4,A,60,140,5.1,5.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-5-A,329,U1371,E,1,1-5,H,5,A,0,30,6,6.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-5-A,329,U1371,E,1,1-5,H,5,A,60,140,6.6,7.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-6-A,329,U1371,E,1,1-6,H,6,A,30,57,7.8,8.07,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-1H-CC-A,329,U1371,E,1,1-CC,H,CC,A,0,19,8.07,8.26,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-1-A,329,U1371,E,2,2-1,H,1,A,0,80,8.2,9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-1-A,329,U1371,E,2,2-1,H,1,A,110,140,9.3,9.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-2-A,329,U1371,E,2,2-2,H,2,A,60,80,10.3,10.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-2-A,329,U1371,E,2,2-2,H,2,A,90,140,10.6,11.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-3-A,329,U1371,E,2,2-3,H,3,A,0,10,11.2,11.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-3-A,329,U1371,E,2,2-3,H,3,A,60,140,11.8,12.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-4-A,329,U1371,E,2,2-4,H,4,A,0,10,12.7,12.8,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-4-A,329,U1371,E,2,2-4,H,4,A,60,140,13.3,14.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-5-A,329,U1371,E,2,2-5,H,5,A,0,30,14.2,14.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-5-A,329,U1371,E,2,2-5,H,5,A,60,95,14.8,15.15,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-2H-CC-A,329,U1371,E,2,2-CC,H,CC,A,0,26,15.25,15.51,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-1-A,329,U1371,E,3,3-1,H,1,A,0,140,17.7,19.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-2-A,329,U1371,E,3,3-2,H,2,A,0,80,19.2,20,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-2-A,329,U1371,E,3,3-2,H,2,A,130,140,20.5,20.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-3-A,329,U1371,E,3,3-3,H,3,A,60,100,21.3,21.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-3-A,329,U1371,E,3,3-3,H,3,A,120,130,21.9,22,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-4-A,329,U1371,E,3,3-4,H,4,A,60,140,22.8,23.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-5-A,329,U1371,E,3,3-5,H,5,A,60,90,24.3,24.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-5-A,329,U1371,E,3,3-5,H,5,A,110,120,24.8,24.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-6-A,329,U1371,E,3,3-6,H,6,A,20,46,25.2,25.46,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-3H-CC-A,329,U1371,E,3,3-CC,H,CC,A,0,19,25.46,25.65,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-1-A,329,U1371,E,4,4-1,H,1,A,0,40,27.2,27.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-1-A,329,U1371,E,4,4-1,H,1,A,60,140,27.8,28.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-2-A,329,U1371,E,4,4-2,H,2,A,60,80,29.3,29.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-2-A,329,U1371,E,4,4-2,H,2,A,100,140,29.7,30.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-3-A,329,U1371,E,4,4-3,H,3,A,0,20,30.2,30.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-3-A,329,U1371,E,4,4-3,H,3,A,60,140,30.8,31.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-4-A,329,U1371,E,4,4-4,H,4,A,0,40,31.7,32.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-4-A,329,U1371,E,4,4-4,H,4,A,60,140,32.3,33.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-5-A,329,U1371,E,4,4-5,H,5,A,60,120,33.8,34.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-6-A,329,U1371,E,4,4-6,H,6,A,20,63,34.7,35.13,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-4H-CC-A,329,U1371,E,4,4-CC,H,CC,A,0,16,35.13,35.29,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-1-A,329,U1371,E,5,5-1,H,1,A,0,140,36.7,38.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-2-A,329,U1371,E,5,5-2,H,2,A,80,100,39,39.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-2-A,329,U1371,E,5,5-2,H,2,A,140,150,39.6,39.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-3-A,329,U1371,E,5,5-3,H,3,A,0,20,39.7,39.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-3-A,329,U1371,E,5,5-3,H,3,A,60,130,40.3,41,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-4-A,329,U1371,E,5,5-4,H,4,A,0,10,41.2,41.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-4-A,329,U1371,E,5,5-4,H,4,A,70,90,41.9,42.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-4-A,329,U1371,E,5,5-4,H,4,A,130,140,42.5,42.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-5-A,329,U1371,E,5,5-5,H,5,A,0,30,42.7,43,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-5-A,329,U1371,E,5,5-5,H,5,A,50,65,43.2,43.35,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-5H-CC-A,329,U1371,E,5,5-CC,H,CC,A,0,17,43.35,43.52,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-1-A,329,U1371,E,6,6-1,H,1,A,0,140,46.2,47.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-2-A,329,U1371,E,6,6-2,H,2,A,0,140,47.7,49.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-3-A,329,U1371,E,6,6-3,H,3,A,0,90,49.2,50.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-3-A,329,U1371,E,6,6-3,H,3,A,130,140,50.5,50.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-4-A,329,U1371,E,6,6-4,H,4,A,0,20,50.7,50.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-4-A,329,U1371,E,6,6-4,H,4,A,60,150,51.3,52.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-5-A,329,U1371,E,6,6-5,H,5,A,0,10,52.2,52.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-5-A,329,U1371,E,6,6-5,H,5,A,60,140,52.8,53.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-6-A,329,U1371,E,6,6-6,H,6,A,0,40,53.7,54.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-6-A,329,U1371,E,6,6-6,H,6,A,60,120,54.3,54.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-7-A,329,U1371,E,6,6-7,H,7,A,0,49,54.9,55.39,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-6H-CC-A,329,U1371,E,6,6-CC,H,CC,A,0,15,55.39,55.54,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-1-A,329,U1371,E,7,7-1,H,1,A,0,140,55.7,57.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-2-A,329,U1371,E,7,7-2,H,2,A,50,60,57.7,57.8,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-2-A,329,U1371,E,7,7-2,H,2,A,80,100,58,58.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-2-A,329,U1371,E,7,7-2,H,2,A,120,150,58.4,58.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-3-A,329,U1371,E,7,7-3,H,3,A,0,40,58.7,59.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-3-A,329,U1371,E,7,7-3,H,3,A,60,130,59.3,60,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-4-A,329,U1371,E,7,7-4,H,4,A,0,51,60.2,60.71,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-4-A,329,U1371,E,7,7-4,H,4,A,70,150,60.9,61.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-5-A,329,U1371,E,7,7-5,H,5,A,60,90,62.3,62.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-5-A,329,U1371,E,7,7-5,H,5,A,110,140,62.8,63.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-6-A,329,U1371,E,7,7-6,H,6,A,0,50,63.2,63.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-6-A,329,U1371,E,7,7-6,H,6,A,70,139,63.9,64.59,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-7H-CC-A,329,U1371,E,7,7-CC,H,CC,A,0,20,64.59,64.79,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-1-A,329,U1371,E,8,8-1,H,1,A,0,140,65.2,66.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-2-A,329,U1371,E,8,8-2,H,2,A,0,40,66.7,67.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-2-A,329,U1371,E,8,8-2,H,2,A,140,150,68.1,68.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-3-A,329,U1371,E,8,8-3,H,3,A,0,30,68.2,68.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-3-A,329,U1371,E,8,8-3,H,3,A,60,140,68.8,69.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-4-A,329,U1371,E,8,8-4,H,4,A,0,30,69.7,70,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-4-A,329,U1371,E,8,8-4,H,4,A,70,150,70.4,71.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-5-A,329,U1371,E,8,8-5,H,5,A,0,30,71.2,71.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-5-A,329,U1371,E,8,8-5,H,5,A,60,150,71.8,72.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-6-A,329,U1371,E,8,8-6,H,6,A,0,50,72.7,73.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-6-A,329,U1371,E,8,8-6,H,6,A,70,137,73.4,74.07,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-8H-CC-A,329,U1371,E,8,8-CC,H,CC,A,0,17,74.07,74.24,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-1-A,329,U1371,E,9,9-1,H,1,A,0,40,74.7,75.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-2-A,329,U1371,E,9,9-2,H,2,A,0,140,75.1,76.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-3-A,329,U1371,E,9,9-3,H,3,A,70,80,77.3,77.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-3-A,329,U1371,E,9,9-3,H,3,A,120,150,77.8,78.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-4-A,329,U1371,E,9,9-4,H,4,A,0,130,78.1,79.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-5-A,329,U1371,E,9,9-5,H,5,A,0,10,79.6,79.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-5-A,329,U1371,E,9,9-5,H,5,A,70,150,80.3,81.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-6-A,329,U1371,E,9,9-6,H,6,A,0,20,81.1,81.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-6-A,329,U1371,E,9,9-6,H,6,A,60,140,81.7,82.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-7-A,329,U1371,E,9,9-7,H,7,A,0,30,82.6,82.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-7-A,329,U1371,E,9,9-7,H,7,A,50,125,83.1,83.85,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-9H-CC-A,329,U1371,E,9,9-CC,H,CC,A,0,16,83.85,84.01,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-1-A,329,U1371,E,10,10-1,H,1,A,0,93,84.2,85.13,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-1-A,329,U1371,E,10,10-1,H,1,A,101,140,85.21,85.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-2-A,329,U1371,E,10,10-2,H,2,A,0,20,85.7,85.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-2-A,329,U1371,E,10,10-2,H,2,A,50,60,86.2,86.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-2-A,329,U1371,E,10,10-2,H,2,A,90,100,86.6,86.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-2-A,329,U1371,E,10,10-2,H,2,A,110,150,86.8,87.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-3-A,329,U1371,E,10,10-3,H,3,A,0,140,87.2,88.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-4-A,329,U1371,E,10,10-4,H,4,A,0,30,88.7,89,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-4-A,329,U1371,E,10,10-4,H,4,A,70,150,89.4,90.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-5-A,329,U1371,E,10,10-5,H,5,A,0,30,90.2,90.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-5-A,329,U1371,E,10,10-5,H,5,A,60,140,90.8,91.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-6-A,329,U1371,E,10,10-6,H,6,A,0,60,91.7,92.3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-6-A,329,U1371,E,10,10-6,H,6,A,70,150,92.4,93.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-7-A,329,U1371,E,10,10-7,H,7,A,0,55,93.2,93.75,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-10H-CC-A,329,U1371,E,10,10-CC,H,CC,A,0,11,93.75,93.86,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
