Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1454B-29F-4-A,23,27,147.23,147.27,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-4-A,23,27,147.23,147.27,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-4-A,27,52,147.27,147.52,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-4-A,27,52,147.27,147.52,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-4-A,52,61,147.52,147.61,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-4-A,52,61,147.52,147.61,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,4,A
354-U1454B-29F-CC-A,0,24,147.61,147.85,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,29,F,CC,A
354-U1454B-29F-CC-A,0,24,147.61,147.85,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,29,F,CC,A
354-U1454B-30F-1-A,7,29,147.77,147.99,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,gradational,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,7,29,147.77,147.99,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,29,36,147.99,148.06,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,29,36,147.99,148.06,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,36,56,148.06,148.26,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,36,56,148.06,148.26,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,56,86,148.26,148.56,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,56,86,148.26,148.56,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,86,99,148.56,148.69,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,86,99,148.56,148.69,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,99,128,148.69,148.98,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,99,128,148.69,148.98,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,128,145,148.98,149.15,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,128,145,148.98,149.15,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-1-A,145,150,149.15,149.2,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,,,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,1,A
354-U1454B-30F-2-A,0,24,149.2,149.44,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,gradational,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,0,24,149.2,149.44,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,24,42,149.44,149.62,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,24,42,149.44,149.62,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,42,72,149.62,149.92,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,42,72,149.62,149.92,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,72,105,149.92,150.25,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,gradational,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,72,105,149.92,150.25,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,105,122,150.25,150.42,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,105,122,150.25,150.42,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,122,147,150.42,150.67,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,gradational,horizontal,,,,H,,burrows,,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,122,147,150.42,150.67,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-2-A,147,150,150.67,150.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,2,A
354-U1454B-30F-3-A,0,100,150.7,151.7,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,dark gray,,,,,,,,mottling [BJ80],,,,pyritized burrow 75-76 cm.,,,,354,U1454,B,30,F,3,A
354-U1454B-30F-3-A,0,100,150.7,151.7,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1454,B,30,F,3,A
354-U1454B-30F-4-A,0,21,151.7,151.91,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,dark gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,21,27,151.91,151.97,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,fine sand; dark gray clay clast from 22- 25 cm (may be drilling disturbance).,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,27,30,151.97,152.0,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,30,35,152.0,152.05,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,35,38,152.05,152.08,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,38,41,152.08,152.11,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,41,45,152.11,152.15,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,45,47,152.15,152.17,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-4-A,47,78,152.17,152.48,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,gray silt lamina.,,,,354,U1454,B,30,F,4,A
354-U1454B-30F-CC-A,0,3,152.48,152.51,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,30,F,CC,A
354-U1454B-30F-CC-A,3,7,152.51,152.55,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,30,F,CC,A
354-U1454B-30F-CC-A,7,31,152.55,152.79,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,gray silt lamina.,,,,354,U1454,B,30,F,CC,A
354-U1454B-30F-CC-A,31,38,152.79,152.86,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,30,F,CC,A
354-U1454B-31F-1-A,0,49,152.4,152.89,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1454,B,31,F,1,A
354-U1454B-31F-1-A,49,75,152.89,153.15,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,31,F,1,A
354-U1454B-31F-1-A,75,150,153.15,153.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,"silt interbeds are light gray (high quartz and feldspar contents, well sorted)",,,,354,U1454,B,31,F,1,A
354-U1454B-31F-2-A,0,29,153.9,154.19,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-2-A,29,41,154.19,154.31,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-2-A,41,62,154.31,154.52,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-2-A,62,82,154.52,154.72,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-2-A,82,118,154.72,155.08,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-2-A,118,132,155.08,155.22,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-2-A,132,150,155.22,155.4,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,2,A
354-U1454B-31F-3-A,0,8,155.4,155.48,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,3,A
354-U1454B-31F-3-A,8,24,155.48,155.64,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,3,A
354-U1454B-31F-3-A,24,56,155.64,155.96,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,3,A
354-U1454B-31F-3-A,56,87,155.96,156.27,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,3,A
354-U1454B-31F-3-A,87,101,156.27,156.41,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,3,A
354-U1454B-31F-4-A,0,9,156.41,156.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,4,A
354-U1454B-31F-4-A,9,24,156.5,156.65,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,31,F,4,A
354-U1454B-31F-4-A,24,69,156.65,157.1,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,"silt interbeds are light gray (high quartz and feldspar contents, well sorted)",,,,354,U1454,B,31,F,4,A
354-U1454B-31F-CC-A,0,23,157.1,157.33,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,"silt interbeds are light gray (high quartz and feldspar contents, well sorted)",,,,354,U1454,B,31,F,CC,A
354-U1454B-32F-1-A,0,6,157.1,157.16,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-1-A,6,16,157.16,157.26,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-1-A,16,40,157.26,157.5,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,horizontal,,,,,,,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-1-A,40,50,157.5,157.6,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-1-A,50,86,157.6,157.96,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,gradational,,,,,,,,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-1-A,86,111,157.96,158.21,,silty [Leg339],sand [Leg210],with clay [2014],silty sand,silty sand with clay,sand with clay,,dark gray,gradational,,,,,,,,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-1-A,111,125,158.21,158.35,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,32,F,1,A
354-U1454B-32F-2-A,0,131,158.35,159.66,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,32,F,2,A
354-U1454B-32F-3-A,0,107,159.66,160.73,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,32,F,3,A
354-U1454B-32F-CC-A,0,5,160.73,160.78,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,32,F,CC,A
