Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1410B-4H-3-A,342,U1410,B,4,4-3,H,3,A,0.0,49.0,25.8,26.29,nannofossil [Leg339],foraminiferal ooze [Leg339],with clay [Leg339],nannofossil  foraminiferal ooze  with clay ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,"Small sulfide blebs scattered throughout, with a large bleb at 19-21 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze   with clay ,,,,,,
342-U1410B-4H-3-A,342,U1410,B,4,4-3,H,3,A,49.0,150.0,26.29,27.3,clayey [Leg339],foraminiferal ooze [Leg339],with nannofossils [Leg339],clayey  foraminiferal ooze  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,Similar to preceding interval but with a smoother appearance due to clay content.  Faint green horizons at 63-69 cm and prominent green horizon at 126 cm. Black sulfide blebs scattered throughout this interval.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   foraminiferal ooze ,foraminiferal ooze   with nannofossils ,,,,,,
342-U1410B-4H-4-A,342,U1410,B,4,4-4,H,4,A,0.0,60.0,27.3,27.9,nannofossil [Leg339],foraminiferal ooze [Leg339],with clay [Leg339],nannofossil  foraminiferal ooze  with clay ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,Rare scattered sulfides.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze   with clay ,,,,,,
342-U1410B-4H-4-A,342,U1410,B,4,4-4,H,4,A,60.0,91.0,27.9,28.21,clayey [Leg339],foraminiferal ooze [Leg339],with nannofossils [Leg339],clayey  foraminiferal ooze  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,Green horison at 75 cm and interval ends with a reddish brown (10YR 4/2) cap from 85-91 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   foraminiferal ooze ,foraminiferal ooze   with nannofossils ,,,,,,
342-U1410B-4H-4-A,342,U1410,B,4,4-4,H,4,A,91.0,108.0,28.21,28.38,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10YR 4/2 (dark grayish brown),,,,moderate_339 [DB91],4,,Sulfide blebs from 96-97 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-4H-4-A,342,U1410,B,4,4-4,H,4,A,108.0,150.0,28.38,28.8,clayey [Leg339],foraminiferal ooze [Leg339],with nannofossils [Leg339],clayey  foraminiferal ooze  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,Color varies on the decimeter scale from somewhat grey (98-104 cm) to somwhat reddish (104-113 cm) to somewhat greener (113-150 cm).,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   foraminiferal ooze ,foraminiferal ooze   with nannofossils ,,,,,,
342-U1410B-4H-5-A,342,U1410,B,4,4-5,H,5,A,0.0,142.0,28.8,30.22,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,"Decimeter scale variation from greener grey to redder grey  (10YR 4/2) with disseminated sulfides (24 cm) and sulfide mottles (63-66 cm).  Particularly red and banded interval from 66-87 cm, containing thin layers of foram-rich, greyer sediments.  Section 5 is relatively uniform and grey from 95-150 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-4H-6-A,342,U1410,B,4,4-6,H,6,A,0.0,90.0,30.22,31.12,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,"Decimeter scale variation from greener grey to redder grey  (10YR 4/2) with disseminated sulfides (25 cm).  Concentrated red horizons with sulfides from 0-10 cm and red horizons at 21 cm, 50-53, 63-70, and 79-81 cm. Foraminifer-rich blebs from 52-60 cm.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-4H-CC-A,342,U1410,B,4,4-CC,H,CC,A,0.0,9.0,31.12,31.32,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-5H-1-A,342,U1410,B,5,5-1,H,1,A,0.0,12.0,31.3,31.42,,,,,5Y 4/1 (dark gray),,,,,,,Fall in ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1410B-5H-1-A,342,U1410,B,5,5-1,H,1,A,12.0,67.0,31.42,31.97,clayey [Leg339],foraminiferal ooze [Leg339],with nannofossils [Leg339],clayey  foraminiferal ooze  with nannofossils ,5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   foraminiferal ooze ,foraminiferal ooze   with nannofossils ,,,,,,
342-U1410B-5H-1-A,342,U1410,B,5,5-1,H,1,A,67.0,76.0,31.97,32.06,,clay [Leg339],,clay ,10YR 4/2 (dark grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-5H-1-A,342,U1410,B,5,5-1,H,1,A,76.0,106.0,32.06,32.36,clayey [Leg339],foraminiferal ooze [Leg339],with nannofossils [Leg339],clayey  foraminiferal ooze  with nannofossils ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,Abundant mottling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   foraminiferal ooze ,foraminiferal ooze   with nannofossils ,,,,,,
342-U1410B-5H-1-A,342,U1410,B,5,5-1,H,1,A,106.0,150.0,32.36,32.8,,clay [Leg339],,clay ,2.5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,"Banded appearance in color, with sediments grading from relatively greenish to relatively reddish (and darker) over the length of the core.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-5H-2-A,342,U1410,B,5,5-2,H,2,A,0.0,47.0,32.8,33.27,,clay [Leg339],,clay ,2.5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,"Concentrated sulfide blebs at 7,23, and 37 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-5H-2-A,342,U1410,B,5,5-2,H,2,A,47.0,95.0,33.27,33.75,,clay [Leg339],,clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Foramininiferal rich blebs, dark grey to black due abundance of sulfides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-5H-2-A,342,U1410,B,5,5-2,H,2,A,95.0,134.0,33.75,34.14,,clay [Leg339],,clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Green glauconitic rich inclusions scattered throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-5H-2-A,342,U1410,B,5,5-2,H,2,A,134.0,150.0,34.14,34.3,,clay [Leg339],,clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-5H-3-A,342,U1410,B,5,5-3,H,3,A,0.0,150.0,34.3,35.8,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Disseminated sulfides throughout.  Decimeter scale variation from darker, slightly browner greenish grey to lighter greenish grey, primarily resulting from intensity of burrowing (burrows relativelty brown). Sediments are relatively homogenous (heavily bioturbated) from 0-40 and 140-150 cm.  Heavy mottling from 40-104 lends these sediments are relatively brown appearance. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-5H-4-A,342,U1410,B,5,5-4,H,4,A,0.0,150.0,35.8,37.3,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Disseminated sulfides throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-5H-5-A,342,U1410,B,5,5-5,H,5,A,0.0,150.0,37.3,38.8,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Disseminated sulfides throughout, with distinct mottles from Zoophycos burrows from 125-145 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-5H-6-A,342,U1410,B,5,5-6,H,6,A,0.0,92.0,38.8,39.72,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Disseminated sulfides throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-5H-CC-A,342,U1410,B,5,5-CC,H,CC,A,0.0,4.0,39.72,39.76,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Disseminated sulfides throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-1-A,342,U1410,B,6,6-1,H,1,A,0.0,127.0,39.7,40.97,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,Disseminated sulfides throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-1-A,342,U1410,B,6,6-1,H,1,A,127.0,150.0,40.97,41.2,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5G 5/1 (greenish gray),,,,heavy_339 [DB91],5,,Disseminated sulfides throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-2-A,342,U1410,B,6,6-2,H,2,A,0.0,30.0,41.2,41.5,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5G 5/1 (greenish gray),,,,heavy_339 [DB91],5,,Disseminated sulfides throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-2-A,342,U1410,B,6,6-2,H,2,A,30.0,40.0,41.5,41.6,silty [Leg339],clay [Leg339],,silty  clay ,5G 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-6H-2-A,342,U1410,B,6,6-2,H,2,A,40.0,151.0,41.6,42.71,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5G 5/1 (greenish gray),,,,heavy_339 [DB91],5,,"Flecks of lithic grains, and also some calcareous microfossils which break easily - possibly large planktic foraminifera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-3-A,342,U1410,B,6,6-3,H,3,A,0.0,151.0,42.71,44.22,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,"Flecks of lithic grains, and also some calcareous microfossils which break easily - possibly large planktic foraminifera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-4-A,342,U1410,B,6,6-4,H,4,A,0.0,151.0,44.22,45.73,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-5-A,342,U1410,B,6,6-5,H,5,A,0.0,135.0,45.73,47.08,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,
342-U1410B-6H-5-A,342,U1410,B,6,6-5,H,5,A,135.0,151.0,47.08,47.24,silty [Leg339],clay [Leg339],,silty  clay ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,Very abundant black flecks (probably sulfides) and some rusty blebs v,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-6H-6-A,342,U1410,B,6,6-6,H,6,A,0.0,38.0,47.24,47.62,silty [Leg339],clay [Leg339],,silty  clay ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,Disseminated sulfides throughout and also blebs of sulfides.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-6H-6-A,342,U1410,B,6,6-6,H,6,A,38.0,58.0,47.62,47.82,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,Very abundant black flecks (probably sulfides) and some rusty blebs v,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-6H-6-A,342,U1410,B,6,6-6,H,6,A,58.0,113.0,47.82,48.37,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-6H-6-A,342,U1410,B,6,6-6,H,6,A,113.0,150.0,48.37,48.74,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,Several horizons of rusty oxide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-6H-7-A,342,U1410,B,6,6-7,H,7,A,0.0,66.0,,,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,Several horizons of rusty oxide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1410B-6H-CC-A,342,U1410,B,6,6-CC,H,CC,A,0.0,29.0,,,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1410B-7H-1-A,342,U1410,B,7,7-1,H,1,A,0.0,150.0,49.2,50.7,silty [Leg339],clay [Leg339],,silty  clay ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,collapsed core liner,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-7H-2-A,342,U1410,B,7,7-2,H,2,A,0.0,32.0,50.7,51.02,silty [Leg339],clay [Leg339],,silty  clay ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-7H-2-A,342,U1410,B,7,7-2,H,2,A,32.0,37.0,51.02,51.07,,clay [Leg339],,clay ,5G 4/1 (dark greenish gray),,mineral,glauconite,heavy_339 [DB91],5,,"glauconitic hard-ground, probable hiatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410B-7H-2-A,342,U1410,B,7,7-2,H,2,A,37.0,150.0,51.07,52.2,silty [Leg339],clay [Leg339],,silty  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-7H-3-A,342,U1410,B,7,7-3,H,3,A,0.0,150.0,52.2,53.7,silty [Leg339],clay [Leg339],,silty  clay ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1410B-7H-4-A,342,U1410,B,7,7-4,H,4,A,0.0,77.0,53.7,54.47,silty [Leg339],clay [Leg339],,silty  clay,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-7H-4-A,342,U1410,B,7,7-4,H,4,A,77.0,150.0,54.47,55.2,silty [Leg339],clay [Leg339],,silty  clay,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,separated by oxidized interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-7H-5-A,342,U1410,B,7,7-5,H,5,A,0.0,150.0,55.2,56.7,silty [Leg339],clay [Leg339],,silty  clay,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-7H-6-A,342,U1410,B,7,7-6,H,6,A,0.0,150.0,56.7,58.2,silty [Leg339],clay [Leg339],,silty  clay,10GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-7H-7-A,342,U1410,B,7,7-7,H,7,A,0.0,60.0,58.2,58.8,silty [Leg339],clay [Leg339],,silty  clay,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-7H-CC-A,342,U1410,B,7,7-CC,H,CC,A,0.0,42.0,58.8,59.22,silty [Leg339],clay [Leg339],,silty  clay,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-8H-1-A,342,U1410,B,8,8-1,H,1,A,0.0,150.0,58.7,60.2,silty [Leg339],clay [Leg339],,silty  clay,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,abundant silty blebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-8H-2-A,342,U1410,B,8,8-2,H,2,A,0.0,150.0,60.2,61.7,silty [Leg339],clay [Leg339],,silty  clay,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,abundant silty blebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-8H-3-A,342,U1410,B,8,8-3,H,3,A,0.0,150.0,61.7,63.2,silty [Leg339],clay [Leg339],,silty  clay,5Y 6/1 (gray),,,,heavy_339 [DB91],5,,abundant silty blebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-8H-4-A,342,U1410,B,8,8-4,H,4,A,0.0,7.0,63.2,63.27,silty [Leg339],clay [Leg339],,silty  clay,5Y 6/1 (gray),,,,heavy_339 [DB91],5,,Oligocene-Eocene unconformity,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay,clay,,,,,,
342-U1410B-8H-4-A,342,U1410,B,8,8-4,H,4,A,7.0,150.0,63.27,64.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,Oligocene-Eocene unconformity,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-8H-5-A,342,U1410,B,8,8-5,H,5,A,0.0,131.0,64.7,66.01,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"common green banding and well-developed shades of greenish gray color banding
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-8H-6-A,342,U1410,B,8,8-6,H,6,A,0.0,54.0,66.01,66.55,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,common green banding and well-developed shades of greenish gray color banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-8H-CC-A,342,U1410,B,8,8-CC,H,CC,A,0.0,24.0,66.55,66.79,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,common green banding and well-developed shades of greenish gray color banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-1-A,342,U1410,B,9,9-1,H,1,A,0.0,150.0,66.8,68.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-2-A,342,U1410,B,9,9-2,H,2,A,0.0,150.0,68.3,69.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-3-A,342,U1410,B,9,9-3,H,3,A,0.0,150.0,69.8,71.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-4-A,342,U1410,B,9,9-4,H,4,A,0.0,150.0,71.3,72.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-5-A,342,U1410,B,9,9-5,H,5,A,0.0,150.0,72.8,74.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-6-A,342,U1410,B,9,9-6,H,6,A,0.0,150.0,74.3,75.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-9H-7-A,342,U1410,B,9,9-7,H,7,A,0.0,60.0,,75.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1410B-9H-CC-A,342,U1410,B,9,9-CC,H,CC,A,0.0,32.0,76.4,76.77,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,green banding and white to light gray to white bands of nannofossil ooze with foraminfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-10H-1-A,342,U1410,B,10,10-1,H,1,A,0.0,33.0,76.3,76.63,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Sulfide mottling and brown burrows throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-10H-1-A,342,U1410,B,10,10-1,H,1,A,33.0,52.0,76.63,76.82,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze with foraminifers [Leg339],10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Sulfide mottling and brown burrows throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze  with foraminifers [Leg339],,,,,,
342-U1410B-10H-1-A,342,U1410,B,10,10-1,H,1,A,52.0,97.0,76.82,77.27,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,cm-wide pyrite concretion at 94cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-10H-1-A,342,U1410,B,10,10-1,H,1,A,97.0,120.0,77.27,77.5,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze with foraminifers [Leg339],10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Sulfide mottling and brown burrows throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze  with foraminifers [Leg339],,,,,,
342-U1410B-10H-1-A,342,U1410,B,10,10-1,H,1,A,120.0,150.0,77.5,77.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Sulfide mottling and brown burrows throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-10H-2-A,342,U1410,B,10,10-2,H,2,A,0.0,50.0,77.8,78.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Sulfide mottling and brown burrows throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay,clay,,,,,,
342-U1410B-10H-2-A,342,U1410,B,10,10-2,H,2,A,50.0,77.0,78.3,78.57,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze with foraminifers [Leg339],10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Sulfide mottling and brown burrows throughout. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze  with foraminifers [Leg339],,,,,,
