Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1509A-16R-1-A,9,20,135.09,135.2,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,silt [W22_1],2,,,sparse [B06],1,Slump,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,20,35,135.2,135.35,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,35,57,135.35,135.57,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,silt [W22_1],2,,,sparse [B06],1,Slump,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,57,114,135.57,136.14,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,114,122,136.14,136.22,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,122,143,136.22,136.43,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,143,150,136.43,136.5,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,Very thin bed base of coarse grained material,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-2-A,0,16,136.5,136.66,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,fine sand [W22_2],4,,,sparse [B06],1,Slump/debrite,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-2-A,16,40,136.66,136.9,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-2-A,40,47,136.9,136.97,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,,,convolute,,fine sand [W22_2],4,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-2-A,47,137,136.97,137.87,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Progressive decrease in bioturbation intensity downcore. Prominent Zoophycos burrows,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-2-A,137,150,137.87,138,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-16R-3-A,0,108,138,139.08,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,A sparsely bioturbated interval of fractured to strongly disrupted (brecciated) foraminiferal nanno chalk. Deformation is highlighted by discontinuous green laminations,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-16R-3-A,108,128,139.08,139.28,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),bed,parallel lamination,,convolute,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-3-A,128,150,139.28,139.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-16R-4-A,0,150,139.5,141,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-16R-5-A,0,140,141,142.4,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-16R-6-A,0,141,142.5,143.91,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-17R-1-A,0,150,144.6,146.1,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-17R-2-A,0,150,146.1,147.6,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-17R-3-A,0,90,147.6,148.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-17R-4-A,0,77,148.5,149.27,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-18R-1-A,0,150,154.1,155.6,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-18R-2-A,0,150,155.6,157.1,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-18R-3-A,0,150,157.1,158.6,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-18R-4-A,0,150,158.6,160.1,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-18R-5-A,0,121,160.1,161.31,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-18R-6-A,0,83,161.41,162.24,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-19R-1-A,0,150,163.8,165.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section. Rare pyrite blebs also occur. Note that the lower part of the section 85-150 cm is severely disturbed.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-19R-2-A,0,124,165.3,166.54,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section. Rare pyrite blebs also occur. Note that the lower part of the section 76-124 cm is severely fractured and disturbed.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-19R-CC-A,0,11,166.54,166.65,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with biosilica [2014],foraminiferal nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted pale green laminae occur throughout the section. Rare pyrite blebs also occur. Note that the core catcher is highly fractured.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-20R-1-A,0,85,173.4,174.25,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Tilted (~14 degrees) pale green laminae occur throughout the section. Rare pyrite blebs occur.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-1-A,85,149,174.25,174.89,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are not present. Pyrite also becomes scarce.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-2-A,0,28,174.89,175.17,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are not present. Pyrite also becomes scarce.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-2-A,28,55,175.17,175.44,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-2-A,55,95,175.44,175.84,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,no pale green laminae,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-2-A,95,125,175.84,176.14,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-3-A,0,131,176.14,177.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,No pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-4-A,0,82,177.55,178.37,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,No pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-20R-CC-A,0,8,178.37,178.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,No pale green laminae are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-21R-1-A,0,66,183,183.66,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,n 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,sharp inclined boundary or contact,sharp,sharp,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-21R-1-A,66,74,183.66,183.74,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with clay [2014],foraminiferal nannofossil chalk with clay,,,GLEY 1 8/n (white gray),,,,,,silt [W22_1],2,,,absent,0,,sharp inclined boundary or contact,sharp,sharp,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with clay,,,
371-U1509A-21R-1-A,74,150,183.74,184.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-21R-2-A,0,85,184.5,185.35,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-21R-3-A,0,61,185.35,185.96,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-21R-3-A,61,70,185.96,186.05,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with clay [2014],foraminiferal nannofossil chalk with clay,,,gley 1 7/n (light gray),,,,,,silt [W22_1],2,,,slight [B06],2,,sharp boundary or contact,,sharp,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with clay,,,
371-U1509A-21R-3-A,70,84,186.05,186.19,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,n 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-21R-CC-A,0,14,186.19,186.33,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,n 8.5 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-22R-1-A,0,151,192.6,194.11,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-22R-2-A,0,150,194.11,195.61,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant Zoophycos burrows, green laminae and pyrite bleds",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-22R-3-A,0,70,195.61,196.31,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-22R-CC-A,0,12,196.31,196.43,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-23R-1-A,0,150,202.1,203.6,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding at 22-36 cm between greenish gray and gray laminae. Similar banding between 73-84cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-23R-2-A,0,151,203.6,205.11,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding at 31-40 cm between greenish gray and gray laminae.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-24R-1-A,0,138,206.7,208.08,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-24R-2-A,0,150,208.08,209.58,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Color banding at 45-61cm and 75-91 cm greenish gray and gray laminae.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-24R-3-A,0,122,209.58,210.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Pale green laminae occur sparsely.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-25R-1-A,0,135,211.7,213.05,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Pale green laminae rare present sparsely.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-25R-2-A,0,76,213.15,213.91,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Pale green laminae occur rarely in this section.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-1-A,0,38,221.3,221.68,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-2-A,0,150,221.68,223.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-3-A,0,150,223.18,224.68,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-4-A,0,150,224.68,226.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-5-A,0,150,226.18,227.68,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-6-A,0,150,227.68,229.18,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Greenish gray to gray colored laminae are observed throughout.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-7-A,0,107,229.18,230.25,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Few cm to decimeter scale color banding of greenish gray to gray are observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-26R-8-A,0,53,230.25,230.78,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite blebs and halos are present. Few cm to decimeter scale color banding of greenish gray to gray are observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-27R-1-A,0,150,230.9,232.4,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~25 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-27R-2-A,0,140,232.4,233.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~25 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-27R-3-A,0,98,233.9,234.88,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~25 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-28R-1-A,0,150,240.5,242,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green laminae dip ~20 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-28R-2-A,0,150,242,243.5,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green laminae dip ~5-10 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-28R-3-A,0,140,243.5,244.9,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Large pyrite bleb at 148 cm. Common green laminae dip ~5-10 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-28R-4-A,0,150,244.9,246.4,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae dip ~5 degrees. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-28R-5-A,0,150,246.4,247.9,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Common green laminae. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-28R-6-A,0,68,247.9,248.58,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green laminae. Sparse diagenetic halos around burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,
371-U1509A-29R-1-A,0,154,250.1,251.64,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,
371-U1509A-29R-2-A,0,150,251.64,253.14,,,,,,nannofossil chalk [Leg339],with bioclasts,nannofossil chalk with bioclasts,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,Common green and black laminae. dip = 20deg,,,,,,,,,,nannofossil chalk,nannofossil chalk with bioclasts,,,
