Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1461C-62F-4-A,0,58,394.91,395.49,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,62,F,4,A,
356-U1461C-62F-CC-A,0,16,395.49,395.65,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,,,,,,,Unlithified gray wackestone with sand size grains,,,,356,U1461,C,62,F,CC,A,
356-U1461C-63F-1-A,0,102,395.4,396.42,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified with partially lithified interval, olive gray wackestone with common glauconite and moderate bioturbation.",,,,356,U1461,C,63,F,1,A,
356-U1461C-63F-1-A,102,150,396.42,396.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,63,F,1,A,
356-U1461C-63F-2-A,0,150,396.9,398.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,63,F,2,A,
356-U1461C-63F-3-A,0,120,398.4,399.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,63,F,3,A,
356-U1461C-63F-4-A,0,57,399.6,400.17,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,orange,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,63,F,4,A,
356-U1461C-63F-CC-A,0,23,400.17,400.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,63,F,CC,A,
356-U1461C-63F-CC-A,23,33,400.4,400.5,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,63,F,CC,A,
356-U1461C-64F-1-A,0,150,400.1,401.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified and lithified intervals, light olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,64,F,1,A,
356-U1461C-64F-2-A,0,62,401.6,402.22,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,64,F,2,A,
356-U1461C-64F-2-A,62,146,402.22,403.06,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Very soft, soupy, light greenish gray, wackestone with very fine sand size grains and sparse glauconite",,,,356,U1461,C,64,F,2,A,
356-U1461C-64F-2-A,146,150,403.06,403.1,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,64,F,2,A,
356-U1461C-64F-3-A,0,69,403.1,403.79,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified and soupy with partial lithified intervals, light greenish gray, wackestone with sand size grains and common glauconite",,,,356,U1461,C,64,F,3,A,
356-U1461C-64F-3-A,69,74,403.79,403.84,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,64,F,3,A,
356-U1461C-64F-CC-A,0,10,403.84,403.94,,,,,,,,,,,,,,,,,all to pal,,,,356,U1461,C,64,F,CC,A,
356-U1461C-65F-1-A,0,150,404.8,406.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified and soupy with partial lithified intervals, light olive gray, wackestone with sand size grains and common glauconite below 40 cm",,,,356,U1461,C,65,F,1,A,
356-U1461C-65F-2-A,0,62,406.3,406.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partial lithified intervals, olive gray, wackestone with sand size grains and glauconite grains present throughout.",,,,356,U1461,C,65,F,2,A,
356-U1461C-65F-CC-A,0,7,406.92,406.99,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified light greenish gray, wackestone with sand size grains and common glauconite.",,,,356,U1461,C,65,F,CC,A,
356-U1461C-65F-CC-A,7,17,406.99,407.09,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,C,65,F,CC,A,
356-U1461C-66F-1-A,0,150,409.5,411,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified with partially lithified intervals, olive gray, wackestone with sand size grains and sparse glauconite",,,,356,U1461,C,66,F,1,A,
356-U1461C-66F-2-A,0,93,411,411.93,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray, wackestone with sand size grains and glauconite.",,,,356,U1461,C,66,F,2,A,
356-U1461C-66F-3-A,0,77,411.93,412.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Unlithified and soupy light gray, wackestone with sand size grains and common glauconite",,,,356,U1461,C,66,F,3,A,
356-U1461C-66F-CC-A,0,20,412.7,412.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified and soupy light greenish gray, wackestone with sand size grains and common glauconite",,,,356,U1461,C,66,F,CC,A,
356-U1461C-66F-CC-A,20,30,412.9,413,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,66,F,CC,A,
356-U1461C-67F-1-A,0,146,414.2,415.66,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified with partially lithified intervals, light olive gray, wackestone with sand size grains and small glauconite grains.",,,,356,U1461,C,67,F,1,A,
356-U1461C-67F-2-A,0,143,415.66,417.09,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray, wackestone with sand size grains and sparse glauconite.",,,,356,U1461,C,67,F,2,A,
356-U1461C-67F-3-A,0,68,417.09,417.77,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified dark greenish gray, wackestone with sand size grains and sparse glauconite. Rare well-cemented grains.",,,,356,U1461,C,67,F,3,A,
356-U1461C-67F-CC-A,0,5,417.77,417.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified light greenish gray, wackestone with sand size grains",,,,356,U1461,C,67,F,CC,A,
356-U1461C-67F-CC-A,5,15,417.82,417.92,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,67,F,CC,A,
356-U1461C-68F-1-A,0,146,418.9,420.36,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Unlithified, soupy, with partially lithified intervals, light gray wackestone with coarse sand size grains and sparse glauconite throughout",,,,356,U1461,C,68,F,1,A,
356-U1461C-68F-1-A,146,150,420.36,420.4,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,68,F,1,A,
356-U1461C-68F-2-A,0,120,420.4,421.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray, wackestone with coarse sand size grains",,,,356,U1461,C,68,F,2,A,
356-U1461C-68F-CC-A,0,20,421.6,421.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified dark greenish gray, wackestone with sand size grains",,,,356,U1461,C,68,F,CC,A,
356-U1461C-69F-1-A,0,54,423.6,424.14,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Unlithified and partially lithified, light gray, wackestone with very coarse grained sand size grains.",,,,356,U1461,C,69,F,1,A,
356-U1461C-69F-1-A,54,71,424.14,424.31,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Lithified and soupy (beneath), light gray wackestone with coarse sand size grains with more glauconite from 40 to 120 cm.",,,,356,U1461,C,69,F,1,A,
356-U1461C-69F-1-A,71,150,424.31,425.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, wackestone with sand size grains and common glauconite",,,,356,U1461,C,69,F,1,A,
356-U1461C-69F-2-A,0,60,425.1,425.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with a soupy interval in the lower 10 cm, dark greenish gray, wackestone with sand size grains and common glauconite.",,,,356,U1461,C,69,F,2,A,
356-U1461C-69F-3-A,0,83,425.7,426.53,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified and soupy in the upper 10 cm, light greenish gray wackestone with sand size grains and common glauconite.",,,,356,U1461,C,69,F,3,A,
356-U1461C-69F-CC-A,0,8,426.53,426.61,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, wackestone with sand size grains",,,,356,U1461,C,69,F,CC,A,
356-U1461C-69F-CC-A,8,18,426.61,426.71,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,69,F,CC,A,
356-U1461C-70F-1-A,0,150,428.3,429.8,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially lithified to unlithified, light olive gray wackestone with fine sand size grains",,,,356,U1461,C,70,F,1,A,
356-U1461C-70F-2-A,0,150,429.8,431.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray, wackestone with fine sand size grains and sparse glauconite",,,,356,U1461,C,70,F,2,A,
356-U1461C-70F-3-A,0,125,431.3,432.55,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified and soupy, light greenish gray wackestone with coarse sand size grains and common glauconite",,,,356,U1461,C,70,F,3,A,
356-U1461C-70F-3-A,125,132,432.55,432.62,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,70,F,3,A,
356-U1461C-70F-3-A,132,152,432.62,432.82,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone with sand size grains",,,,356,U1461,C,70,F,3,A,
356-U1461C-70F-CC-A,0,15,432.82,432.97,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone",,,,356,U1461,C,70,F,CC,A,
356-U1461C-71F-1-A,0,150,433,434.5,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, wackestone with fine sand size grains",,,,356,U1461,C,71,F,1,A,
356-U1461C-71F-2-A,0,135,434.5,435.85,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with fine sand size grains",,,,356,U1461,C,71,F,2,A,
356-U1461C-71F-3-A,0,116,435.85,437.01,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone with fine sand size grains",,,,356,U1461,C,71,F,3,A,
356-U1461C-71F-4-A,0,20,437.01,437.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with sand size grains",,,,356,U1461,C,71,F,4,A,
356-U1461C-71F-4-A,20,42,437.21,437.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unilthified and soupy, light greenish gray wackestone with coarse sand size grains and glauconite",,,,356,U1461,C,71,F,4,A,
356-U1461C-71F-4-A,42,53,437.43,437.54,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with fine sand size grains and glauconite",,,,356,U1461,C,71,F,4,A,
356-U1461C-71F-CC-A,0,26,437.54,437.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified dark greenish gray, wackestone",,,,356,U1461,C,71,F,CC,A,
356-U1461C-71F-CC-A,26,36,437.8,437.9,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,71,F,CC,A,
356-U1461C-72F-1-A,0,101,437.7,438.71,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified and soupy, light greenish gray wackestone and sparse glauconite.",,,,356,U1461,C,72,F,1,A,
356-U1461C-72F-2-A,0,59,438.71,439.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone",,,,356,U1461,C,72,F,2,A,
356-U1461C-72F-2-A,59,62,439.3,439.33,,,,,,,,,,,,,,,,,void,,,,356,U1461,C,72,F,2,A,
356-U1461C-72F-3-A,0,140,439.33,440.73,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified (almost soupy) with well lithified intervals, light olive gray wackestone.",,,,356,U1461,C,72,F,3,A,
356-U1461C-72F-CC-A,0,11,440.73,440.84,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray wackestone with fine sand size grains",,,,356,U1461,C,72,F,CC,A,
356-U1461C-73F-1-A,0,138,442.4,443.78,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Lithified and unlithified, dark greenish gray wackestone. Likely deformed during drilling",,,,356,U1461,C,73,F,1,A,
356-U1461C-73F-CC-A,0,10,443.78,443.88,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,C,73,F,CC,A,
