Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1407A-5H-5-A,342,U1407,A,5,5-5,H,5,A,0,150,41.3,42.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"oblique line or mm-scale thick layer, light gray (2.5Y 7/1) in color occurring over 94-99 cm.
A mm-thick layer of pale-yellow (5Y 7/3) color at 3 cm, 27-28 cm, 121 cm, 128-129 cm, likely a more clayey layers.
 light gray (2.5Y 7/1) blebs are also present throughout the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-6-A,342,U1407,A,5,5-6,H,6,A,0,45,42.8,43.25,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"a gradual change in color from very pale brown (10YR 8/2) into light greenish gray (5GY 7/1) occuring at 40-60 cm.
 light gray (2.5Y 7/1) blebs are also present throughout the section.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-6-A,342,U1407,A,5,5-6,H,6,A,45,137,43.25,44.17,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,," light gray (2.5Y 7/1) blebs are present throughout the section.
 a darker greenish layers are at 104 and 111 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-7-A,342,U1407,A,5,5-7,H,7,A,0,55,44.3,44.85,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,," light gray (2.5Y 7/1) blebs are present throughout the section.
 a darker greenish layer is at 52-53 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-CC-A,342,U1407,A,5,5-CC,H,CC,A,0,12,44.85,44.97,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,," light gray (2.5Y 7/1) blebs are present throughout the section.
 a darker greenish layer is at 52-53 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-1-A,342,U1407,A,6,6-1,H,1,A,0,150,44.8,46.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"0 to 20 cm; disturbed interval
Nice color bundling; alternations of light greenish gray (5GY 7/1) and very light greenish gray (5GY 8/1).
Greenish gray (10Y 6/1) mottling and burrowing are abundant especially at 24-46 cm and 79-105 cm. Dark greenish mm-thick layers are at 80-92 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-2-A,342,U1407,A,6,6-2,H,2,A,0,150,46.3,47.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
Dark greenish mm-thick layers are at 5 and 72 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-3-A,342,U1407,A,6,6-3,H,3,A,0,150,47.8,49.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present throughout
Dark greenish mm-thick layer is at 88 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-4-A,342,U1407,A,6,6-4,H,4,A,0,150,49.3,50.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
Dark greenish mm-thick layers are at 7 cm, 70 cm, 85 cm and 126 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-5-A,342,U1407,A,6,6-5,H,5,A,0,150,50.8,52.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
Dark greenish mm-thick layers are at 89-93 cm,",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-6-A,342,U1407,A,6,6-6,H,6,A,0,141,52.3,53.71,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"From 73 cm to top: presnce of fractures.
Greenish gray (10Y 6/1) mottling and burrowing are abundant over 58 cm to top.
Dark greenish mm-thick layers are at 66, 90 and 100 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-7-A,342,U1407,A,6,6-7,H,7,A,0,64,53.8,54.44,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are abundant 
Dark greenish mm-thick layers is 18 cm.
From 25 cm to top; fractured interval",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-6H-CC-A,342,U1407,A,6,6-CC,H,CC,A,0,23,54.44,54.67,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
Fractures at 7, 12, 19 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-1-A,342,U1407,A,7,7-1,H,1,A,0,150,54.3,55.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"0 to 24 cm: disturbed interval
Greenish gray (10Y 6/1) mottling and burrowing are present
Dark greenish mm-thick layers are at 79 cm and 87 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-2-A,342,U1407,A,7,7-2,H,2,A,0,150,55.8,57.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present
Dark greenish mm-thick layers are within the intervals 9 to 21 cm, and 87 to 90 cm.
101 to 115 cm: a 'darker' greenish gray interval (5GY 6/1), with a net change in color from light greenish gray (5GY 7/1) into greenish gray (5GY 6/1) occurring at 115 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-3-A,342,U1407,A,7,7-3,H,3,A,0,150,57.3,58.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,Greenish gray (10Y 6/1) mottling and burrowing are present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-4-A,342,U1407,A,7,7-4,H,4,A,0,150,58.8,60.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"This section shows two specific intervals (8 to 20 cm and 35 to 55 cm) of light greenish gray occurring as mottling within the main light greenish gray (5GY 7/1) color. 
Greenish gray (10Y 6/1) mottling and burrowing are present, and are in oblique layers between 120 to 134 cm.
dark greenish layers are between 92 to 101 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-5-A,342,U1407,A,7,7-5,H,5,A,0,150,60.3,61.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
dark greenish layers are in several intervals of the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-6-A,342,U1407,A,7,7-6,H,6,A,0,141,61.8,63.21,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
dark greenish layers are in several intervals of the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-7-A,342,U1407,A,7,7-7,H,7,A,0,63,63.3,63.93,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are present.
dark greenish layers are in several intervals of the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-7H-CC-A,342,U1407,A,7,7-CC,H,CC,A,0,20,63.93,64.13,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Greenish gray (10Y 6/1) mottling and burrowing are prominent within this section. Also, a lighter color is noted in this section as light greenish gray (5GY 8/1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-1-A,342,U1407,A,8,8-1,H,1,A,0,150,63.8,65.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"0 to 17 cm: disturbed interval (fall-in)
Light brownish gray (10YR 6/2) mottling and burrowing are present.
dark greenish layers are also present.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-2-A,342,U1407,A,8,8-2,H,2,A,0,150,65.3,66.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"100-101 cm: disturbed interval (a fracture)
Light brownish gray (10YR 6/2) mottling and burrowing are present.
dark greenish layers are also present.
97 to 100 cm: mottling occurring as a band",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-3-A,342,U1407,A,8,8-3,H,3,A,0,150,66.8,68.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Light brownish gray (10YR 6/2) mottling and burrowing are present.
dark greenish layers are also present.
97 to 100 cm: mottling occurring as a band",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-4-A,342,U1407,A,8,8-4,H,4,A,0,150,68.3,69.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Light brownish gray (10YR 6/2) mottling and burrowing are present especially in the first part (0 to 75 cm) of the section.
46 to 150 cm: a specific interval colored 5B 5/2 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-5-A,342,U1407,A,8,8-5,H,5,A,0,150,69.8,71.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,Light brownish gray (10YR 6/2) mottling and burrowing are present within the interval 64 to 84 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-6-A,342,U1407,A,8,8-6,H,6,A,0,142,71.3,72.72,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Light brownish gray (10YR 6/2) mottling and burrowing are present in the lower part (17 to 45 cm) and upper part (105 cm to top).
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-7-A,342,U1407,A,8,8-7,H,7,A,0,57,72.8,73.37,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Microfaults are present throughout this section, the biggest occurring over 98 to 112 cm.
Light brownish gray (10YR 6/2) mottling and burrowing are present throughout the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-8H-CC-A,342,U1407,A,8,8-CC,H,CC,A,0,23,73.37,73.6,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,disturbed section (fractures),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-1-A,342,U1407,A,9,9-1,H,1,A,0,150,73.3,74.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-2-A,342,U1407,A,9,9-2,H,2,A,0,150,74.8,76.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-3-A,342,U1407,A,9,9-3,H,3,A,0,150,76.3,77.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-4-A,342,U1407,A,9,9-4,H,4,A,0,150,77.8,79.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-5-A,342,U1407,A,9,9-5,H,5,A,0,150,79.3,80.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-6-A,342,U1407,A,9,9-6,H,6,A,0,18,80.8,80.98,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,
342-U1407A-9H-6-A,342,U1407,A,9,9-6,H,6,A,18,37,80.98,81.17,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-6-A,342,U1407,A,9,9-6,H,6,A,37,58,81.17,81.38,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-6-A,342,U1407,A,9,9-6,H,6,A,58,64,81.38,81.44,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-6-A,342,U1407,A,9,9-6,H,6,A,64,101,81.44,81.81,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-6-A,342,U1407,A,9,9-6,H,6,A,101,140,81.81,82.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-7-A,342,U1407,A,9,9-7,H,7,A,0,56,82.3,82.86,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-7-A,342,U1407,A,9,9-7,H,7,A,56,63,82.86,82.93,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-9H-CC-A,342,U1407,A,9,9-CC,H,CC,A,0,20,82.93,83.18,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-1-A,342,U1407,A,10,10-1,H,1,A,0,150,82.8,84.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-2-A,342,U1407,A,10,10-2,H,2,A,0,100,84.3,85.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-2-A,342,U1407,A,10,10-2,H,2,A,100,101,85.3,85.31,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1407A-10H-2-A,342,U1407,A,10,10-2,H,2,A,101,150,85.31,85.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-3-A,342,U1407,A,10,10-3,H,3,A,0,150,85.8,87.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-4-A,342,U1407,A,10,10-4,H,4,A,0,150,87.3,88.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-5-A,342,U1407,A,10,10-5,H,5,A,0,150,88.8,90.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-6-A,342,U1407,A,10,10-6,H,6,A,0,117,90.3,91.5,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,The basal part of Section 6 has several ~2cm thick bands of very light gray (no Munsell color available).,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-10H-7-A,342,U1407,A,10,10-7,H,7,A,0,77,91.5,92.27,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-1-A,342,U1407,A,11,11-1,H,1,A,0,150,92.3,93.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-2-A,342,U1407,A,11,11-2,H,2,A,0,150,93.8,95.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-3-A,342,U1407,A,11,11-3,H,3,A,0,150,95.3,96.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-4-A,342,U1407,A,11,11-4,H,4,A,0,150,96.8,98.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-5-A,342,U1407,A,11,11-5,H,5,A,0,150,98.3,99.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-6-A,342,U1407,A,11,11-6,H,6,A,0,142,99.8,101.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-7-A,342,U1407,A,11,11-7,H,7,A,0,64,101.3,101.94,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-11H-CC-A,342,U1407,A,11,11-CC,H,CC,A,0,7,101.94,102.09,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-12H-1-A,342,U1407,A,12,12-1,H,1,A,16,100,101.96,102.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/3 (very pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-16X-1-A,342,U1407,A,16,16-1,X,1,A,0,19,121.9,122.09,,claystone [Leg339],,claystone ,10YR 4/4 (dark yellowish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claystone ,claystone ,,,,,,,
