Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-25R-3-A,96,107,300.57,300.68,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,3,A
369-U1513D-25R-3-A,107,150,300.68,301.11,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,3,A
369-U1513D-25R-4-A,0,65,301.11,301.76,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,moderate,2,Shell fragments is present at 44 cm. Nodule of pyrite is observed at 47 cm,,,,,,,,shell fragment,trace,claystone,claystone,,,,369,U1513,D,25,R,4,A
369-U1513D-25R-4-A,65,82,301.76,301.93,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,4,A
369-U1513D-25R-4-A,82,102,301.93,302.13,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,4,A
369-U1513D-25R-5-A,0,46,302.13,302.59,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,5,A
369-U1513D-25R-5-A,46,54,302.59,302.67,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,5,A
369-U1513D-25R-5-A,54,90,302.67,303.03,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,5,A
369-U1513D-25R-6-A,0,5,303.13,303.18,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,6,A
369-U1513D-25R-6-A,5,51,303.18,303.64,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,6,A
369-U1513D-25R-6-A,51,97,303.64,304.1,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,6,A
369-U1513D-25R-7-A,0,51,304.1,304.61,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,Pyrite nodule fragment is present at 44 cm,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,7,A
369-U1513D-25R-CC-A,0,19,304.61,304.8,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,25,R,CC,A
369-U1513D-26R-1-A,0,131,306.2,307.51,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,26,R,1,A
369-U1513D-26R-2-A,0,150,307.51,309.01,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,26,R,2,A
369-U1513D-26R-3-A,0,139,309.01,310.4,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,26,R,3,A
369-U1513D-26R-4-A,0,50,310.4,310.9,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,26,R,4,A
369-U1513D-26R-CC-A,0,20,310.9,311.1,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,26,R,CC,A
369-U1513D-27R-1-A,0,107,315.8,316.87,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,27,R,1,A
369-U1513D-27R-2-A,0,150,316.87,318.37,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,Pyrite nodule fragments,,,,,,,,,,claystone,claystone,,,,369,U1513,D,27,R,2,A
369-U1513D-27R-3-A,0,150,318.37,319.87,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,27,R,3,A
369-U1513D-27R-4-A,0,72,319.87,320.59,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,27,R,4,A
369-U1513D-27R-CC-A,0,20,320.59,320.79,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,27,R,CC,A
369-U1513D-28R-1-A,0,150,325.4,326.9,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 25 and 57 cm, 3 soft sedimentary faults are present.",,,,,,,,,,claystone,claystone,,,,369,U1513,D,28,R,1,A
369-U1513D-28R-2-A,0,151,326.9,328.41,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,28,R,2,A
369-U1513D-28R-3-A,0,151,328.41,329.92,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 125-130 cm, shell fragments are present",,,,,,,,,,claystone,claystone,,,,369,U1513,D,28,R,3,A
369-U1513D-28R-4-A,0,149,329.92,331.41,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 16-20 cm, shell fragments are present. Smaller fragments are disseminated throughout the section.",,,,,,,,shell fragment,common,claystone,claystone,,,,369,U1513,D,28,R,4,A
369-U1513D-28R-5-A,0,150,331.41,332.91,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 13-16cm, a silicified limestone nodule with an iron oxide halo is present",,,,,,,,shell fragment,common,claystone,claystone,,,,369,U1513,D,28,R,5,A
369-U1513D-28R-6-A,0,69,332.91,333.6,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,Between 27-33 cm and 64-60 cm shell fragments are present.,,,,,,,,shell fragment,common,claystone,claystone,,,,369,U1513,D,28,R,6,A
369-U1513D-28R-CC-A,0,24,333.6,333.84,IV,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,claystone,claystone,,,,369,U1513,D,28,R,CC,A
369-U1513D-29R-1-A,0,133,335.0,336.33,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 8 and 22 cm, a sedimentary fault is present.",,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,1,A
369-U1513D-29R-2-A,0,142,336.33,337.75,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,2,A
369-U1513D-29R-3-A,0,129,337.75,339.04,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,3,A
369-U1513D-29R-4-A,0,94,339.04,339.98,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,4,A
369-U1513D-29R-4-A,94,149,339.98,340.53,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,abundant,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,4,A
369-U1513D-29R-5-A,0,145,340.53,341.98,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,5,A
369-U1513D-29R-6-A,0,134,341.98,343.32,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,6,A
369-U1513D-29R-7-A,0,50,343.42,343.92,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,abundant,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,7,A
369-U1513D-29R-CC-A,0,5,343.92,343.97,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,29,R,CC,A
369-U1513D-30R-1-A,0,127,344.6,345.87,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,1,A
369-U1513D-30R-2-A,0,132,345.87,347.19,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,2,A
369-U1513D-30R-3-A,0,86,347.19,348.05,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,3,A
369-U1513D-30R-4-A,0,137,348.05,349.42,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,intense,5,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,4,A
369-U1513D-30R-5-A,0,141,349.42,350.83,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,5,A
369-U1513D-30R-6-A,0,136,350.83,352.19,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,6,A
369-U1513D-30R-7-A,0,109,352.19,353.28,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,7,A
369-U1513D-30R-CC-A,0,25,353.28,353.53,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1513,D,30,R,CC,A
369-U1513D-31R-1-A,0,108,354.2,355.28,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,intense,5,,,,,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1513,D,31,R,1,A
369-U1513D-31R-2-A,0,127,355.28,356.55,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 25-32 cm and 116-127 cm, a soft-sedimentary fault is present.",,,,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1513,D,31,R,2,A
369-U1513D-31R-3-A,0,150,356.65,358.15,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,"Between 18-28 cm and 54-56 cm, a soft-sedimentary fault is present. Inoceramid fragment present at 46 cm.",,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,31,R,3,A
369-U1513D-31R-4-A,0,150,358.15,359.65,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,intense,5,Lighter greenish interval between 114 and 123 cm,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,31,R,4,A
369-U1513D-31R-5-A,0,83,359.65,360.48,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,intense,5,Inoceramid fragment present at 30-31 cm.,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,31,R,5,A
369-U1513D-31R-CC-A,0,18,360.48,360.66,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,,369,U1513,D,31,R,CC,A
369-U1513D-32R-1-A,0,150,363.8,365.3,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,1,A
369-U1513D-32R-2-A,0,114,365.3,366.44,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,Greener intervals present at 14-26 cm and 46-51cm. A soft sedimentary fault is present at 45-51 cm,,,,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,2,A
369-U1513D-32R-3-A,0,140,366.54,367.94,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,Greener intervals present at 32-45 cm,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,3,A
369-U1513D-32R-4-A,0,151,367.94,369.45,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,4,A
369-U1513D-32R-5-A,0,102,369.45,370.47,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,5,A
369-U1513D-32R-6-A,0,72,370.47,371.19,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,6,A
369-U1513D-32R-CC-A,0,21,371.19,371.4,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,intense,5,Pyrite nodule at 11 cm,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,32,R,CC,A
369-U1513D-33R-1-A,0,150,373.4,374.9,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,1,A
369-U1513D-33R-2-A,0,150,374.9,376.4,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,"Between 112 and 140 cm, a green layer filled with black burrows and shell fragments was observed. This interval is barren and contains common pyrite",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,2,A
369-U1513D-33R-3-A,0,151,376.4,377.91,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,3,A
369-U1513D-33R-4-A,0,136,377.91,379.27,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,4,A
369-U1513D-33R-5-A,0,137,379.27,380.64,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,5,A
369-U1513D-33R-6-A,0,104,380.64,381.68,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,6,A
369-U1513D-33R-CC-A,0,15,381.68,381.83,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,33,R,CC,A
369-U1513D-34R-1-A,0,65,383.0,383.65,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,low,2,Large pyrite nodules present at 69 and 113-116 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,34,R,1,A
369-U1513D-34R-1-A,65,150,383.65,384.5,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,34,R,1,A
369-U1513D-34R-2-A,0,150,384.5,386.0,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,34,R,2,A
369-U1513D-34R-3-A,0,63,386.0,386.63,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,34,R,3,A
369-U1513D-34R-CC-A,0,16,386.63,386.79,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,34,R,CC,A
369-U1513D-35R-1-A,0,150,392.6,394.1,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,sparse,1,Nodule of pyrite at 39 cm. Severe biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,35,R,1,A
369-U1513D-35R-2-A,0,150,394.1,395.6,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,sparse,1,Nodule of pyrite at 85 cm. Severe biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,35,R,2,A
369-U1513D-35R-3-A,0,111,395.6,396.71,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,nodule,sulfide,sparse,1,Nodule of pyrite at 49 cm. Severe biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,35,R,3,A
369-U1513D-35R-4-A,0,30,396.71,397.01,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Severe biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,35,R,4,A
369-U1513D-35R-4-A,30,73,397.01,397.44,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Severe biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,35,R,4,A
369-U1513D-35R-CC-A,0,19,397.44,397.63,IV,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,none,0,Severe biscuit drilling disturbance throughout core interval.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,35,R,CC,A
