Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1483B-19H-7-A,0,20,172.04,172.24,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-19H-7-A,20,127,172.24,173.31,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-1-A,0,80,173,173.8,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-1-A,80,123,173.8,174.23,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-1-A,123,126,174.23,174.26,,foraminiferal ooze [Leg339],foraminiferal ooze,grain size layering,5Y 6/1 (gray),none [DB86],,,,,,foram sand = may correlate w 1483A core 19H sec 5,,,,,,,,,,,,
363-U1483B-20H-1-A,126,139,174.26,174.39,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-2-A,0,142,174.39,175.81,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-3-A,0,144,175.81,177.25,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-4-A,0,100,177.25,178.25,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-4-A,100,144,178.25,178.69,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-5-A,0,146,178.69,180.15,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-6-A,0,145,180.15,181.6,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-7-A,0,129,181.6,182.89,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-20H-CC-A,0,12,182.89,183.01,clay-bearing diatom-bearing [X363],nannofossil and foraminifer ooze [X363],clay-bearing diatom-bearing nannofossil and foraminifer ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-1-A,0,63,182.5,183.13,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-1-A,63,141,183.13,183.91,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-2-A,0,34,183.91,184.25,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-2-A,34,146,184.25,185.37,nannofossil-rich [X363],foraminiferal ooze [Leg339],nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-3-A,0,151,185.37,186.88,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-4-A,0,146,186.88,188.34,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-5-A,0,37,188.34,188.71,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-5-A,37,150,188.71,189.84,nannofossil-rich [X363],foraminiferal ooze [Leg339],nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-6-A,0,147,189.84,191.31,nannofossil-rich [X363],foraminiferal ooze [Leg339],nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-7-A,0,123,191.31,192.54,nannofossil-rich [X363],foraminiferal ooze [Leg339],nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-7-A,123,127,192.54,192.58,,ashy silt [X363],ashy silt,normal grading,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-7-A,127,138,192.58,192.69,nannofossil-rich [X363],foraminiferal ooze [Leg339],nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-21H-CC-A,0,24,192.69,192.93,nannofossil-rich [X363],foraminiferal ooze [Leg339],nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-1-A,0,90,192,192.9,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-1-A,90,112,192.9,193.12,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-1-A,112,130,193.12,193.3,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-2-A,0,31,193.3,193.61,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-2-A,31,56,193.61,193.86,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-2-A,56,60,193.86,193.9,,ashy clayey sand [X363],ashy clayey sand,,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-2-A,60,142,193.9,194.72,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-3-A,0,56,194.72,195.28,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-3-A,56,141,195.28,196.13,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-4-A,0,36,196.13,196.49,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-4-A,36,85,196.49,196.98,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,5GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-4-A,85,101,196.98,197.14,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-4-A,101,143,197.14,197.56,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-5-A,0,31,197.56,197.87,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-5-A,31,46,197.87,198.02,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-5-A,46,79,198.02,198.35,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-5-A,79,147,198.35,199.03,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-6-A,0,64,199.03,199.67,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,churned or chaotic strata,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-6-A,64,147,199.67,200.5,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-7-A,0,142,200.5,201.92,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-22H-CC-A,0,27,201.92,202.19,clay-rich [X363],foraminiferal ooze [Leg339],clay-rich foraminiferal ooze,churned or chaotic strata,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-1-A,0,139,201.5,202.89,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-2-A,0,140,202.89,204.29,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-3-A,0,144,204.29,205.73,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-4-A,0,142,205.73,207.15,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-5-A,0,140,207.15,208.55,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,After being homogenous in the top of the core deformed lamina appear at 84 cm and continue to the bottom of the core.,,,,,,,,,,,,
363-U1483B-23H-6-A,0,126,208.55,209.81,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-7-A,0,90,209.81,210.71,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-23H-CC-A,0,0,210.71,210.71,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-1-A,0,126,211,212.26,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-2-A,0,136,212.26,213.62,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-3-A,0,95,213.62,214.57,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-3-A,95,140,214.57,215.02,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,5G 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-4-A,0,86,215.02,215.88,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-4-A,86,94,215.88,215.96,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,5G 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-4-A,94,105,215.96,216.07,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-5-A,0,21,216.46,216.67,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,churned or chaotic strata,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-5-A,21,143,216.67,217.89,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-6-A,0,145,217.89,219.34,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-7-A,0,155,219.34,220.89,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-24H-CC-A,0,20,220.89,221.09,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-1-A,0,15,220.5,220.65,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-1-A,15,96,220.65,221.46,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-1-A,96,135,221.46,221.85,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-2-A,0,62,221.85,222.47,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-2-A,62,149,222.47,223.34,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-3-A,0,97,223.34,224.31,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-3-A,97,143,224.31,224.77,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-4-A,0,55,224.77,225.32,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-4-A,55,144,225.32,226.21,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-5-A,0,25,226.21,226.46,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-5-A,25,146,226.46,227.67,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-6-A,0,89,227.67,228.56,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-6-A,89,145,228.56,229.12,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-7-A,0,40,229.12,229.52,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-7-A,40,125,229.52,230.37,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-25H-CC-A,0,24,230.37,230.61,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-1-A,0,99,230,230.99,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-1-A,99,141,230.99,231.41,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-2-A,0,115,231.41,232.56,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-2-A,115,142,232.56,232.83,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-3-A,0,48,232.83,233.31,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-3-A,48,141,233.31,234.24,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-4-A,0,70,234.24,234.94,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-4-A,70,141,234.94,235.65,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5G 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-5-A,0,142,235.65,237.07,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-6-A,0,115,237.07,238.22,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-7-A,0,143,238.22,239.65,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-26H-CC-A,0,14,239.65,239.79,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-27H-1-A,0,119,239.5,240.69,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-27H-1-A,119,140,240.69,240.9,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,"SSD, From 119cm in this core",,,,,,,,,,,,
363-U1483B-27H-2-A,0,141,240.9,242.31,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-3-A,0,142,242.31,243.73,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-4-A,0,118,243.73,244.91,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-4-A,118,130,244.91,245.03,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-4-A,130,141,245.03,245.14,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-5-A,0,70,245.14,245.84,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-5-A,70,142,245.84,246.56,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-6-A,0,22,246.56,246.78,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-6-A,22,113,246.78,247.69,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-6-A,113,141,247.69,247.97,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-7-A,0,112,247.97,249.09,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-27H-CC-A,0,8,249.09,249.17,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-28H-1-A,0,140,249,250.4,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-28H-2-A,0,143,250.4,251.83,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-28H-3-A,0,154,251.83,253.37,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-28H-4-A,0,138,253.37,254.75,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-28H-5-A,0,15,254.75,254.9,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-28H-5-A,15,145,254.9,256.2,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
