Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1432C-10H-2-A,113,141,84.13,84.41,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,2,A
349-U1432C-10H-2-A,141,145,84.41,84.45,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,2,A
349-U1432C-10H-3-A,0,13,84.5,84.63,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,3,A
349-U1432C-10H-3-A,13,35,84.63,84.85,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,3,A
349-U1432C-10H-3-A,35,39,84.85,84.89,,clay [Leg339],with silt [Leg339],clay ,clay with silt ,60,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,40,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,3,A
349-U1432C-10H-3-A,39,99,84.89,85.49,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,3,A
349-U1432C-10H-4-A,0,3,85.49,85.52,,clay [Leg339],,clay ,clay ,70,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,clayey silt [MMK88],with sand [Leg339],clayey silt ,clayey silt with sand ,30,100,,,,erosive,curved,,graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,4,A
349-U1432C-10H-4-A,3,61,85.52,86.1,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,4,A
349-U1432C-10H-4-A,61,66,86.1,86.15,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,10,H,4,A
349-U1432C-11H-1-A,0,55,91.0,91.55,,clay [Leg339],,clay ,clay ,99,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,1,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,55,61,91.55,91.61,,clay [Leg339],,clay ,clay ,90,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,10,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,61,65,91.61,91.65,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,65,75,91.65,91.75,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,75,83,91.75,91.83,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,83,95,91.83,91.95,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,95,116,91.95,92.16,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,116,132,92.16,92.32,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,132,141,92.32,92.41,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-1-A,141,150,92.41,92.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,1,A
349-U1432C-11H-2-A,0,9,92.5,92.59,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,9,16,92.59,92.66,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,16,21,92.66,92.71,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,21,62,92.71,93.12,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,62,71,93.12,93.21,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,71,86,93.21,93.36,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,86,113,93.36,93.63,,clay [Leg339],,clay ,clay ,97,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,3,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,113,120,93.63,93.7,,clay [Leg339],,clay ,clay ,90,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,10,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-2-A,120,150,93.7,94.0,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,2,A
349-U1432C-11H-3-A,0,31,94.0,94.31,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,31,53,94.31,94.53,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,53,65,94.53,94.65,,silty clay [MMK88],,silty clay ,silty clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,65,79,94.65,94.79,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,79,90,94.79,94.9,,silty clay [MMK88],,silty clay ,silty clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,90,101,94.9,95.01,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,101,103,95.01,95.03,,silty clay [MMK88],,silty clay ,silty clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,103,124,95.03,95.24,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-3-A,124,140,95.24,95.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,3,A
349-U1432C-11H-4-A,0,72,95.5,96.22,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,4,A
349-U1432C-11H-4-A,72,76,96.22,96.26,,clay [Leg339],,clay ,clay ,60,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,40,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,4,A
349-U1432C-11H-4-A,76,105,96.26,96.55,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,4,A
349-U1432C-11H-4-A,105,116,96.55,96.66,,clay [Leg339],,clay ,clay ,95,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,4,A
349-U1432C-11H-4-A,116,150,96.66,97.0,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,4,A
349-U1432C-11H-5-A,0,13,97.0,97.13,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,13,16,97.13,97.16,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,16,40,97.16,97.4,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,40,44,97.4,97.44,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,44,66,97.44,97.66,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,66,70,97.66,97.7,,clay [Leg339],,clay ,clay ,60,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,40,100,,,,erosive,horizontal,thin bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,70,85,97.7,97.85,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,85,87,97.85,97.87,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,87,110,97.87,98.1,,clay [Leg339],,clay ,clay ,90,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,10,100,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,110,112,98.1,98.12,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-5-A,112,150,98.12,98.5,,clay [Leg339],,clay ,clay ,90,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,10,100,,,,,,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,5,A
349-U1432C-11H-6-A,0,5,98.5,98.55,,clay [Leg339],,clay ,clay ,60,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,40,100,,,,planar,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,6,A
349-U1432C-11H-6-A,5,57,98.55,99.07,,clay [Leg339],,clay ,clay ,95,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,6,A
349-U1432C-11H-6-A,57,60,99.07,99.1,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,6,A
349-U1432C-11H-6-A,60,95,99.1,99.45,,clay [Leg339],,clay ,clay ,95,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,6,A
349-U1432C-11H-6-A,95,100,99.45,99.5,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,6,A
349-U1432C-11H-6-A,100,125,99.5,99.75,,clay [Leg339],,clay ,clay ,95,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,6,A
