Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1430C-1H-1-A,0,15,0,0.15,,clayey silt ,,clayey silt ,,,,,10YR 4/1 (dark gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,1,A,
346-U1430C-1H-1-A,15,102,0.15,1.02,,clay ,,clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,1,A,
346-U1430C-1H-1-A,102,125,1.02,1.25,,silty clay ,,silty clay ,,,,,N 5 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,1,A,
346-U1430C-1H-1-A,125,150,1.25,1.5,,clay ,,clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,1,A,
346-U1430C-1H-2-A,0,46,1.5,1.96,,clay ,,clay ,,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,2,A,
346-U1430C-1H-2-A,20,39,1.7,1.89,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,2,A,
346-U1430C-1H-2-A,46,57,1.96,2.07,,clayey silt ,with volcanic ash ,clayey silt  with volcanic ash ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,clayey silt ,clayey silt   with volcanic ash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,2,A,
346-U1430C-1H-2-A,57,60,2.07,2.1,,tephra ,,tephra ,,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,2,A,
346-U1430C-1H-2-A,60,142,2.1,2.92,,silty clay ,,silty clay ,,,,color banding,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,2,A,
346-U1430C-1H-2-A,142,150,2.92,3,foraminifer bearing,silty clay ,,foraminifer bearing silty clay ,,,,,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,2,A,
346-U1430C-1H-3-A,0,16,3,3.16,foraminifer bearing,silty clay ,,foraminifer bearing silty clay ,,,,,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,3,A,
346-U1430C-1H-3-A,16,30,3.16,3.3,,clay ,,clay ,,,,,5Y 3/1 (very dark gray),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,3,A,
346-U1430C-1H-3-A,30,32,3.3,3.32,,tephra ,,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,3,A,
346-U1430C-1H-3-A,32,53,3.32,3.53,,clay ,,clay ,,,,,5Y 3/1 (very dark gray),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,3,A,
346-U1430C-1H-3-A,53,62,3.53,3.62,,tephra ,,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,3,A,
346-U1430C-1H-3-A,62,81,3.62,3.81,,clay ,,clay ,,,,,5Y 3/1 (very dark gray),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,3,A,
346-U1430C-1H-4-A,0,61,3.81,4.42,,clay ,,clay ,,,,,5Y 3/1 (very dark gray),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,4,A,
346-U1430C-1H-4-A,61,81,4.42,4.62,,silty clay ,,silty clay ,,,,,10Y 4/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,4,A,
346-U1430C-1H-CC-A,0,16,4.62,4.78,,silty clay ,,silty clay ,,,,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,1,H,CC,A,
346-U1430C-2H-1-A,0,27,4.8,5.07,,clayey silt ,,clayey silt ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,1,A,
346-U1430C-2H-1-A,27,33,5.07,5.13,,tephra ,,tephra ,,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,Soupy,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,1,A,
346-U1430C-2H-1-A,33,46,5.13,5.26,,clayey silt ,,clayey silt ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,1,A,
346-U1430C-2H-1-A,46,72,5.26,5.52,,clay ,,clay ,,,,,5Y 6/2 (light olive gray),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,1,A,
346-U1430C-2H-1-A,72,127,5.52,6.07,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,1,A,
346-U1430C-2H-1-A,127,150,6.07,6.3,,clayey silt ,with foraminifers ,clayey silt  with foraminifers ,,,,,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,1,A,
346-U1430C-2H-2-A,0,65,6.3,6.95,,silty clay ,,silty clay ,,,,,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,2,A,
346-U1430C-2H-2-A,65,77,6.95,7.07,,clayey silt ,with foraminifers ,clayey silt  with foraminifers ,,,,,5Y 4/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,2,A,
346-U1430C-2H-2-A,77,84,7.07,7.14,,tephra ,,tephra ,pumice,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,2,A,
346-U1430C-2H-2-A,84,91,7.14,7.21,,clayey silt ,with foraminifers ,clayey silt  with foraminifers ,,,,,5Y 3/2 (dark olive gray),heavy ,3,,,,,,,,,,,,,,,clayey silt ,clayey silt   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,2,A,
346-U1430C-2H-2-A,91,125,7.21,7.55,,silty clay ,,silty clay ,,,,,5Y 5/2 (olive gray),heavy ,3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1430,C,2,H,2,A,
