Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data
361,U1474,F,1,1-1,H,1,A,0,55,0,0.55,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,brown,10YR 6/4 (light yellowish brown),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474F-1H-1-A,
361,U1474,F,1,1-1,H,1,A,55,150,0.55,1.5,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474F-1H-1-A,
361,U1474,F,1,1-2,H,2,A,0,99,1.5,2.49,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474F-1H-2-A,
361,U1474,F,1,1-3,H,3,A,0,59,2.49,3.08,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474F-1H-3-A,
361,U1474,F,1,1-CC,H,CC,A,0,7.5,3.08,3.155,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474F-1H-CC-A,
361,U1474,F,1,1-CC,H,CC,A,7.5,15,3.155,3.23,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,irregular,sharp,sub-horizontal,,,,,,,,,,,,,,,,361-U1474F-1H-CC-A,
361,U1474,F,2,2-1,H,1,A,0,125,3.2,4.45,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474F-2H-1-A,
361,U1474,F,2,2-1,H,1,A,125,135.5,4.45,4.555,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,irregular,sharp,sub-horizontal,,,,,,,,,,,,,,,,361-U1474F-2H-1-A,
361,U1474,F,2,2-1,H,1,A,135.5,150,4.555,4.7,1,nannofossil rich,clay [2014],,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,irregular,sharp,inclined,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474F-2H-1-A,
361,U1474,F,2,2-2,H,2,A,0,150,4.7,6.2,1,nannofossil rich,clay [2014],,nannofossil rich clay,nannofossil rich clay,clay,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474F-2H-2-A,
