Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1434A-4R-1-A,46,53,216.16,216.23,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,GLEY 1 4/10Y (dark greenish gray),Lithified [B84],Clay [W22_1],1,Silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
349-U1434A-4R-CC-A,5,9,216.28,216.32,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,,,,,,,,100,,,,,,,graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,CC,A,
349-U1434A-4R-CC-A,9,13,216.32,216.36,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [2014],,,,,,,,,,100,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,CC,A,
349-U1434A-4R-CC-A,13,26,216.36,216.49,,sandstone [Leg339],,sandstone ,sandstone ,50,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,,siltstone [Leg339],,siltstone ,siltstone ,50,100,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,CC,A,
349-U1434A-5R-1-A,0,4,225.4,225.44,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,GLEY 1 4/10Y (dark greenish gray),Lithified [B84],Clay [W22_1],1,Silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,Planar,Horizontal,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,5,R,1,A,
349-U1434A-5R-1-A,4,16,225.44,225.56,,sandstone [Leg339],,sandstone ,sandstone ,50,GLEY 1 3/N (very dark gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [2014],,,,,claystone [Leg339],,claystone ,claystone ,50,100,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,5,R,1,A,
349-U1434A-5R-1-A,21,26,225.61,225.66,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,5,R,1,A,
349-U1434A-5R-1-A,26,31,225.66,225.71,nannofossil rich,claystone [Leg339],with sand [Leg339],nannofossil rich  claystone ,nannofossil rich claystone  with sand ,50,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,siltstone [Leg339],,siltstone ,siltstone ,50,100,,,,,,,lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,5,R,1,A,
349-U1434A-5R-1-A,35,39,225.75,225.79,sandy [Leg339],calcareous ooze [Leg339],with nannofossils [Leg339],sandy   calcareous ooze ,sandy  calcareous ooze  with nannofossils ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,,,,,,100,,,,gradational,horizontal,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,5,R,1,A,
349-U1434A-5R-1-A,39,42,225.79,225.82,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,100,GLEY 1 5/N (gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,poor [2014],,,,,,,,,,100,,,,,,,lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,5,R,1,A,
349-U1434A-6R-1-A,0,5,235.1,235.15,,claystone [Leg339],with nannofossils [Leg339],claystone ,claystone  with nannofossils ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,erosive,curved,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,1,A,
349-U1434A-6R-1-A,5,37,235.15,235.47,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,planar,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,1,A,
349-U1434A-6R-1-A,37,48,235.47,235.58,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,1,A,
349-U1434A-6R-1-A,48,50,235.58,235.6,,claystone [Leg339],with volcanic ash [Leg339],claystone ,claystone  with volcanic ash ,100,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,1,A,
349-U1434A-6R-1-A,50,56,235.6,235.66,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/N (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,1,A,
349-U1434A-6R-1-A,56,150,235.66,236.6,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,1,A,
349-U1434A-6R-2-A,0,136,236.6,237.96,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,2,A,
349-U1434A-6R-3-A,0,21,238.1,238.31,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-3-A,21,25,238.31,238.35,,claystone [Leg339],with gravel,claystone ,claystone  with gravel,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,pebble [W22_2],9,well [2014],P [A92],1,,,,,,,,100,,,,erosive,curved,very thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-3-A,25,49,238.35,238.59,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-3-A,49,63,238.59,238.73,,claystone [Leg339],with sand [Leg339],claystone ,claystone  with sand ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-3-A,63,94,238.73,239.04,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-3-A,94,100,239.04,239.1,,claystone [Leg339],with gravel,claystone ,claystone  with gravel,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,pebble [W22_2],9,well [2014],P [A92],1,,,,,,,,100,,,,erosive,curved,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-3-A,100,131,239.1,239.41,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,3,A,
349-U1434A-6R-CC-A,0,21,239.41,239.62,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,6,R,CC,A,
349-U1434A-7R-1-A,0,110,244.8,245.9,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,7,R,1,A,
349-U1434A-7R-2-A,0,98,245.95,246.93,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,7,R,2,A,
349-U1434A-7R-CC-A,0,19,246.93,247.12,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,7,R,CC,A,
349-U1434A-8R-1-A,0,10,254.5,254.6,,claystone [Leg339],with nannofossils [Leg339],claystone ,claystone  with nannofossils ,100,2.5Y 5/2 (grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,8,R,1,A,
349-U1434A-8R-1-A,10,56,254.6,255.06,nannofossil rich,claystone [Leg339],with sand [Leg339],nannofossil rich  claystone ,nannofossil rich claystone  with sand ,100,10YR 5/3 (brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,,,100,,,mottled,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,8,R,1,A,
349-U1434A-8R-1-A,56,85,255.06,255.35,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,10YR 5/3 (brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,,,100,,,mottled,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,8,R,1,A,
349-U1434A-8R-1-A,85,107,255.35,255.57,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,10YR 5/3 (brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,,,100,,,mottled,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,8,R,1,A,
349-U1434A-8R-1-A,107,150,255.57,256,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,10YR 5/3 (brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,,,100,,,mottled,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,8,R,1,A,
