Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1434A-2R-1-A,0,31,197,197.31,clayey [Leg339],claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,2,R,1,A,
349-U1434A-2R-CC-A,0,6,197.31,197.37,clayey [Leg339],claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,2,R,CC,A,
349-U1434A-2R-CC-A,6,15,197.37,197.46,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,poor [BP01],,,,,,,,,,100,,,,,,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,2,R,CC,A,
349-U1434A-3R-1-A,0,3,206,206.03,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,very thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,1,A,
349-U1434A-3R-1-A,3,33,206.03,206.33,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/N (black),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,1,A,
349-U1434A-3R-1-A,33,64,206.33,206.64,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,irregular,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,1,A,
349-U1434A-3R-1-A,64,100,206.64,207,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,1,A,
349-U1434A-3R-2-A,0,33,207,207.33,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,2,A,
349-U1434A-3R-2-A,33,53,207.33,207.53,,breccia [F70],,breccia ,breccia ,100,GLEY 1 2.5/N (black),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,2,A,
349-U1434A-3R-2-A,53,90,207.53,207.9,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,2,A,
349-U1434A-3R-3-A,0,22,208.07,208.29,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,3,A,
349-U1434A-3R-3-A,22,78,208.29,208.85,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,poor [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,3,A,
349-U1434A-3R-3-A,78,94,208.85,209.01,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,3,A,
349-U1434A-3R-CC-A,0,13,209.01,209.14,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,poor [BP01],,,,,,,,,,100,,,,,,medium bed [B01],parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,CC,A,
349-U1434A-3R-CC-A,13,21,209.14,209.22,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,,,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,3,R,CC,A,
349-U1434A-4R-1-A,0,8,215.7,215.78,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,GLEY 1 4/10Y (dark greenish gray),Lithified [B84],Clay [W22_1],1,Silt [W22_1],2,moderate [2014],,,,,,,,,,100,,,,Planar,Horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
349-U1434A-4R-1-A,8,15,215.78,215.85,sandy [Leg339],claystone [Leg339],,sandy   claystone ,sandy  claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
349-U1434A-4R-1-A,15,19,215.85,215.89,sandy [Leg339],claystone [Leg339],,sandy   claystone ,sandy  claystone ,50,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,sandstone [Leg339],,sandstone ,sandstone ,50,100,,,,gradational,horizontal,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
349-U1434A-4R-1-A,19,21,215.89,215.91,,sandstone [Leg339],,sandstone ,sandstone ,80,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,,sandy [Leg339],claystone [Leg339],,sandy   claystone ,sandy  claystone ,20,100,,,,erosive,horizontal,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
349-U1434A-4R-1-A,21,39,215.91,216.09,,sandstone [Leg339],,sandstone ,sandstone ,70,GLEY 1 2.5/N (black),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,,,siltstone [Leg339],,siltstone ,siltstone ,30,100,,,,planar,horizontal,medium bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
349-U1434A-4R-1-A,39,46,216.09,216.16,,sandstone [Leg339],,sandstone ,sandstone ,50,GLEY 1 2.5/N (black),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,,siltstone [Leg339],,siltstone ,siltstone ,50,100,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1434,A,4,R,1,A,
