Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1501D-22R-1-A,0,127,615.7,616.97,,sandstone [Leg339],with bioclasts,sandstone,sandstone with bioclasts,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [BP01],,,"feldspar-rich, pebble size bioclasts (rich in calcite).",,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,1,A
368-U1501D-22R-2-A,0,150,616.97,618.47,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,poor [2014],,,feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,2,A
368-U1501D-22R-3-A,0,79,618.47,619.26,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [2014],,,feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,3,A
368-U1501D-22R-3-A,79,102,619.26,619.49,,siltstone [Leg339],,siltstone,siltstone,,10YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,pebble [W22_2],9,well [2014],,,Pebble size bioclasts (rich in calcite),erosive,inclined,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,3,A
368-U1501D-22R-3-A,102,105,619.49,619.52,,conglomerate [USGS],,conglomerate,conglomerate,,GLEY 1 6/N (gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,extremely poor [BP01],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,3,A
368-U1501D-22R-CC-A,0,6,619.52,619.58,,conglomerate [USGS],,conglomerate,conglomerate,,GLEY 1 6/N (gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,extremely poor [BP01],,,,erosive,horizontal,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,CC,A
368-U1501D-22R-CC-A,6,12,619.58,619.64,,siltstone [Leg339],,siltstone,siltstone,,10YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,pebble [W22_2],9,well [2014],,,,irregular,horizontal,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,CC,A
368-U1501D-22R-CC-A,12,15,619.64,619.67,,conglomerate [USGS],,conglomerate,conglomerate,,GLEY 1 6/N (gray),lithified [B84],granule [W22_2],8,granule [W22_2],8,poor [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,22,R,CC,A
368-U1501D-23R-1-A,0,41,620.2,620.61,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],very coarse sand [W22_2],7,very coarse sand [W22_2],7,poor [2014],,,"Feldspar-rich, lamination 31-32 cm",planar,inclined,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,23,R,1,A
368-U1501D-23R-1-A,41,88,620.61,621.08,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,poor [2014],,,"Feldspar-rich, lamination 81-82 cm",planar,inclined,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,23,R,1,A
368-U1501D-23R-1-A,88,97,621.08,621.17,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],very coarse sand [W22_2],7,coarse sand [W22_2],6,poor [2014],,,Feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,23,R,1,A
368-U1501D-23R-2-A,0,91,621.17,622.08,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 6/N (gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,very poor [BP01],,,Feldspar-rich,erosive,curved,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,pebble [W22_2],angular,,,,2,,,,,,,,,,,,,,,,368,U1501,D,23,R,2,A
368-U1501D-23R-2-A,91,145,622.08,622.62,clay rich,silty sandstone [Leg339],,clay rich silty sandstone,clay rich silty sandstone,,7.5YR 3/2 (dark brown),lithified [B84],fine sand [W22_2],4,granule [W22_2],8,poor [2014],,,Coarse sand size to granule size calcite clasts. Feldspar-rich.,,,,patch or bleb,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,23,R,2,A
368-U1501D-23R-3-A,0,97,622.62,623.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,pebble [W22_2],angular,,,,5,,,,,,,,,,,,,,,,368,U1501,D,23,R,3,A
368-U1501D-23R-3-A,0,98,622.62,623.6,clay rich,silty sandstone [Leg339],with gravel [2014],clay rich silty sandstone,clay rich silty sandstone with gravel,,7.5YR 3/2 (dark brown),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,very poor [BP01],,,Feldspar-rich,,,,patch or bleb,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,23,R,3,A
368-U1501D-23R-4-A,0,133,623.6,624.93,,sandstone [Leg339],,sandstone,sandstone,,10YR 5/1 (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [2014],,,Feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pebble [W22_2],angular,,,,1,,,,,,,,,,,,,,,,368,U1501,D,23,R,4,A
368-U1501D-23R-CC-A,0,19,624.93,625.12,,sandstone [Leg339],,sandstone,sandstone,,10YR 5/1 (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [2014],,,Feldspar-rich,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,23,R,CC,A
368-U1501D-24R-1-A,0,20,625.2,625.4,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,2.5Y 6/1 (gray),lithified [B84],very coarse sand [W22_2],7,cobble [W22_2],10,very poor [BP01],,,Feldspar-rich; bottom of bed is made up of large cobble,,horizontal,,contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,cobble [W22_2],subangular,,,,20,,,,,,,,,,,,,,,,368,U1501,D,24,R,1,A
368-U1501D-24R-1-A,20,45,625.4,625.65,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 6/1 (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,Feldspar-rich,erosive,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,1,A
368-U1501D-24R-1-A,45,106,625.65,626.26,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,2.5Y 6/1 (gray),lithified [B84],very coarse sand [W22_2],7,cobble [W22_2],10,very poor [BP01],,,Feldspar-rich,erosive,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,1,A
368-U1501D-24R-1-A,106,131,626.26,626.51,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 6/1 (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,Feldspar-rich,erosive,horizontal,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,1,A
368-U1501D-24R-1-A,131,150,626.51,626.7,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,2.5Y 6/1 (gray),lithified [B84],very coarse sand [W22_2],7,cobble [W22_2],10,very poor [BP01],,,Feldspar-rich,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,1,A
368-U1501D-24R-2-A,0,39,626.7,627.09,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,2.5Y 6/1 (gray),lithified [B84],very coarse sand [W22_2],7,cobble [W22_2],10,very poor [BP01],,,Feldspar-rich; bottom of bed is made up of igneous (?) cobble,erosive,horizontal,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,2,A
368-U1501D-24R-2-A,39,67,627.09,627.37,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,2.5Y 6/1 (gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,poor [2014],,,Feldspar-rich; rounded pebbles enriched at bottom,erosive,horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,2,A
368-U1501D-24R-2-A,67,103,627.37,627.73,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 6/1 (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderately well [BP01],,,Feldspar-rich,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,2,A
368-U1501D-24R-3-A,0,142,627.73,629.15,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 6/1 (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderately well [BP01],,,Feldspar-rich,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,3,A
368-U1501D-24R-CC-A,0,28,629.15,629.43,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 6/1 (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderately well [BP01],,,Feldspar-rich,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,24,R,CC,A
368-U1501D-25R-1-A,0,9,629.7,629.79,,sandstone [Leg339],,sandstone,sandstone,,10YR 6/1 (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderate [BP01],,,Feldspar-rich,erosive,sub-horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,25,R,1,A
368-U1501D-25R-1-A,9,54,629.79,630.24,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 5/1 (gray),lithified [B84],very fine sand [W22_2],3,coarse sand [W22_2],6,well [2014],,,Feldspar-rich,erosive,sub-horizontal,very thin bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,25,R,1,A
368-U1501D-25R-1-A,54,132,630.24,631.02,,sandstone [Leg339],,sandstone,sandstone,,10YR 5/1 (gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,moderate [2014],,,Feldspar-rich; pebble of volcanic rock,,,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,25,R,1,A
368-U1501D-25R-2-A,0,105,631.02,632.07,,sandstone [Leg339],,sandstone,sandstone,,10YR 5/1 (gray),lithified [B84],very coarse sand [W22_2],7,pebble [W22_2],9,moderate [2014],,,Feldspar-rich,,,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,25,R,2,A
368-U1501D-25R-CC-A,0,31,632.07,632.38,,sandstone [Leg339],,sandstone,sandstone,,10YR 5/1 (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [2014],,,Feldspar-rich,,,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,25,R,CC,A
368-U1501D-26R-1-A,0,4,634.7,634.74,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [2014],,,fall-in clast,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,1,A
368-U1501D-26R-1-A,4,25,634.74,634.95,,sandstone [Leg339],with silt [2014],sandstone,sandstone with silt,,2.5Y 4/1 (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,erosive,sub-horizontal,thick lamina [B01],flaser bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,1,A
368-U1501D-26R-1-A,25,52,634.95,635.22,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 4/1 (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,Feldspar-rich,gradational,sub-horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,1,A
368-U1501D-26R-1-A,52,57,635.22,635.27,,sandstone [Leg339],with silt [2014],sandstone,sandstone with silt,,2.5Y 4/1 (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderately well [BP01],,,,erosive,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,1,A
368-U1501D-26R-1-A,57,119,635.27,635.89,,sandstone [Leg339],,sandstone,sandstone,,2.5Y 5/1 (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,Feldspar-rich,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,1,A
368-U1501D-26R-2-A,0,6,635.89,635.95,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderately well [BP01],,,Feldspar-rich,erosive,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-2-A,6,20,635.95,636.09,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,very coarse sand [W22_2],7,moderate [2014],,,Feldspar-rich,planar,horizontal,,fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-2-A,20,48,636.09,636.37,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,very well [BP01],,,Feldspar-rich,gradational,horizontal,thick lamina [B01],massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-2-A,48,87,636.37,636.76,,sandstone [Leg339],with organic matter,sandstone,sandstone with organic matter,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,granule [W22_2],8,moderate [2014],,,Feldspar-rich; thin lamination of black material (organic matter?); disseminated pyrite,gradational,horizontal,very thin bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-2-A,87,96,636.76,636.85,,sandstone [Leg339],with silt [2014],sandstone,sandstone with silt,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,very well [BP01],,,Feldspar-rich,planar,horizontal,,contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-2-A,96,103,636.85,636.92,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,planar,horizontal,thin lamina [B01],convolute lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-2-A,103,113,636.92,637.02,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,moderately well [BP01],,,Feldspar-rich,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,2,A
368-U1501D-26R-3-A,0,6,637.02,637.08,,sandstone [Leg339],with silt [2014],sandstone,sandstone with silt,,GLEY 1 5/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,erosive,horizontal,thin lamina [B01],convolute lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,3,A
368-U1501D-26R-3-A,6,58,637.08,637.6,,sandstone [Leg339],with silt [2014],sandstone,sandstone with silt,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,Feldspar-rich,erosive,horizontal,thick bed [B01],convolute bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,3,A
368-U1501D-26R-3-A,58,78,637.6,637.8,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [2014],,,Feldspar-rich,erosive,horizontal,thick lamina [B01],parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,3,A
368-U1501D-26R-3-A,78,96,637.8,637.98,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 7/N (light gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [BP01],,,Feldspar-rich,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,3,A
368-U1501D-26R-CC-A,0,18,637.98,638.16,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 7/N (light gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,moderate [BP01],,,Feldspar-rich,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,26,R,CC,A
368-U1501D-27R-1-A,0,142,639.2,640.62,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 7/N (light gray),lithified [B84],medium sand [W22_2],5,pebble [W22_2],9,moderate [2014],,,cm black pebble size organic rich clast. Coral fragments are common. Black veins between 9-17 cm.,,,thick bed [B01],massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,pebble [W22_2],sub-rounded,,,,5,,,,,,,,,,,,,,,,368,U1501,D,27,R,1,A
368-U1501D-27R-2-A,0,134,640.62,641.96,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 7/N (light gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderately well [BP01],,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,27,R,2,A
368-U1501D-27R-3-A,0,89,641.96,642.85,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 7/N (light gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [2014],,,Fossil fragments are common. Feldspar-rich. Pebble-size siltstone clast (67-69 cm).,,,thick bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,pebble [W22_2],angular,,,,5,,,,,,,,,,,,,,,,368,U1501,D,27,R,3,A
368-U1501D-27R-4-A,0,71,642.85,643.56,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 7/N (light gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [2014],,,"Organic-rich lenses, flatend, 0.5-1 cm long throughout the section.",,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,27,R,4,A
