Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1483C-21H-CC-A,0,8,196.64,196.72,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,mud clast debris flow; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,21,H,CC,A,
363-U1483C-23H-1-A,0,141,199.3,200.71,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,1,A,
363-U1483C-23H-2-A,0,83,200.71,201.54,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,2,A,
363-U1483C-23H-2-A,101,141,201.72,202.12,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,2,A,
363-U1483C-23H-3-A,0,61,202.12,202.73,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,3,A,
363-U1483C-23H-3-A,70,126,202.82,203.38,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,3,A,
363-U1483C-23H-3-A,131,141,203.43,203.53,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,homogeneous; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,3,A,
363-U1483C-23H-4-A,0,31,203.53,203.84,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,homogeneous; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,4,A,
363-U1483C-23H-4-A,31,141,203.84,204.94,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,4,A,
363-U1483C-23H-5-A,0,141,204.94,206.35,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,10y 8/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,5,A,
363-U1483C-23H-6-A,0,10,206.35,206.45,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10y 8/1 (light greenish gray),heavy [DB86],,,,,,homogeneous; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,6,A,
363-U1483C-23H-6-A,10,93,206.45,207.28,foraminiferal-bearing nannofossil-rich [X363],clay [Leg210],foraminiferal-bearing nannofossil-rich clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,6,A,
363-U1483C-23H-6-A,93,118,207.28,207.53,,foraminiferal ooze [Leg339],foraminiferal ooze,,10y 5/1 (greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,6,A,
363-U1483C-23H-7-A,0,139,207.53,208.92,,foraminiferal ooze [Leg339],foraminiferal ooze,,10y 5/1 (greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,23,H,7,A,
363-U1483C-24H-1-A,0,141,208.8,210.21,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,1,A,
363-U1483C-24H-2-A,0,135,210.21,211.56,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,2,A,
363-U1483C-24H-3-A,0,142,211.56,212.98,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,3,A,
363-U1483C-24H-4-A,0,140,212.98,214.38,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,4,A,
363-U1483C-24H-5-A,0,141,214.38,215.79,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,5,A,
363-U1483C-24H-6-A,0,145,215.79,217.24,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,6,A,
363-U1483C-24H-7-A,0,124,217.24,218.48,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,7,A,
363-U1483C-24H-CC-A,0,13,218.48,218.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,chaotic structure; soft sediment deformation,,,,,,,,,,,,,363,U1483,C,24,H,CC,A,
363-U1483C-25H-1-A,0,88,218.3,219.18,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,churned or chaotic strata,5GY 6/1 (greenish gray),slight [DB86],,,,,,sharp boundary between angled bedding in the zone of deformation and undisturbed sediment below,,,,,,,,,,,,,363,U1483,C,25,H,1,A,
363-U1483C-25H-1-A,88,141,219.18,219.71,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,1,A,
363-U1483C-25H-2-A,0,66,219.71,220.37,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,2,A,
363-U1483C-25H-2-A,66,119,220.37,220.9,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,2,A,
363-U1483C-25H-2-A,121.5,141,220.925,221.12,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,2,A,
363-U1483C-25H-3-A,0,145,221.12,222.57,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,3,A,
363-U1483C-25H-4-A,0,140,222.57,223.97,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,4,A,
363-U1483C-25H-4-A,140,145,223.97,224.02,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,4,A,
363-U1483C-25H-5-A,0,102,224.02,225.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,5,A,
363-U1483C-25H-5-A,102,143,225.04,225.45,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,5,A,
363-U1483C-25H-6-A,0,63,225.45,226.08,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,6,A,
363-U1483C-25H-6-A,63,142,226.08,226.87,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,6,A,
363-U1483C-25H-7-A,0,113,226.87,228,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,7,A,
363-U1483C-25H-7-A,113,124,228,228.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,7,A,
363-U1483C-25H-CC-A,0,27,228.11,228.38,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,25,H,CC,A,
363-U1483C-26H-1-A,0,34,227.8,228.14,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,1,A,
363-U1483C-26H-1-A,34,57,228.14,228.37,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,1,A,
363-U1483C-26H-1-A,61,140,228.41,229.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,1,A,
363-U1483C-26H-2-A,0,35,229.2,229.55,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,2,A,
363-U1483C-26H-2-A,35,95,229.55,230.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,2,A,
363-U1483C-26H-2-A,95,142,230.15,230.62,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,2,A,
363-U1483C-26H-3-A,0,60,230.62,231.22,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,3,A,
363-U1483C-26H-3-A,60,125,231.22,231.87,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,3,A,
363-U1483C-26H-3-A,125,145,231.87,232.07,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,3,A,
363-U1483C-26H-4-A,0,103,232.07,233.1,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,4,A,
363-U1483C-26H-4-A,103,145,233.1,233.52,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,4,A,
363-U1483C-26H-5-A,0,37,233.52,233.89,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,5,A,
363-U1483C-26H-5-A,37,73,233.89,234.25,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,5,A,
363-U1483C-26H-5-A,73,141,234.25,234.93,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,5,A,
363-U1483C-26H-6-A,0,61,234.93,235.54,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,6,A,
363-U1483C-26H-6-A,64,75,235.57,235.68,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,6,A,
363-U1483C-26H-6-A,75,142,235.68,236.35,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,6,A,
363-U1483C-26H-7-A,0,62,236.35,236.97,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,7,A,
363-U1483C-26H-7-A,68,71,237.03,237.06,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,7,A,
363-U1483C-26H-7-A,71,119,237.06,237.54,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,7,A,
363-U1483C-26H-CC-A,0,16,237.54,237.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,26,H,CC,A,
363-U1483C-27H-1-A,0,86,237.3,238.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,1,A,
363-U1483C-27H-1-A,86,141,238.16,238.71,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,1,A,
363-U1483C-27H-2-A,0,40,238.71,239.11,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,2,A,
363-U1483C-27H-2-A,40,135,239.11,240.06,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,2,A,
363-U1483C-27H-3-A,0,141,240.13,241.54,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,3,A,
363-U1483C-27H-4-A,0,20,241.54,241.74,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,4,A,
363-U1483C-27H-4-A,20,142,241.74,242.96,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,4,A,
363-U1483C-27H-5-A,0,35,242.96,243.31,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,27,H,5,A,
363-U1483C-27H-5-A,35,123,243.31,244.19,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,SS Deformation begins at 123 cm in this section,,,,,,,,,,,,,363,U1483,C,27,H,5,A,
363-U1483C-27H-5-A,123,138,244.19,244.34,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,27,H,5,A,
363-U1483C-27H-6-A,0,120,244.34,245.54,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,27,H,6,A,
363-U1483C-27H-6-A,120,141,245.54,245.75,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,27,H,6,A,
363-U1483C-27H-7-A,0,35,245.75,246.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,27,H,7,A,
363-U1483C-27H-7-A,35,109,246.1,246.84,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,27,H,7,A,
363-U1483C-27H-CC-A,0,19,246.84,247.03,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,27,H,CC,A,
363-U1483C-28H-1-A,0,140,246.8,248.2,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,28,H,1,A,
363-U1483C-28H-2-A,0,16,248.2,248.36,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 5/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,28,H,2,A,
363-U1483C-28H-2-A,16,50,248.36,248.7,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,28,H,2,A,
363-U1483C-28H-2-A,50,70,248.7,248.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,28,H,2,A,
363-U1483C-28H-2-A,74,142,248.94,249.62,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,"Dark layers at 67, 90, 113, and 119 cm. Void from 70-74.",,,,,,,,,,,,,363,U1483,C,28,H,2,A,
363-U1483C-28H-3-A,0,80,249.62,250.42,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,28,H,3,A,
363-U1483C-28H-3-A,80,145,250.42,251.07,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Not obviously deformed from 76 in section 3 until 78 cm in section 7.,,,,,,,,,,,,,363,U1483,C,28,H,3,A,
363-U1483C-28H-4-A,0,141,251.07,252.48,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Dark layer 93-96 cm. 120 - 122 cm dark specks,,,,,,,,,,,,,363,U1483,C,28,H,4,A,
363-U1483C-28H-5-A,0,150,252.48,253.98,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,28,H,5,A,
363-U1483C-28H-6-A,0,148,253.98,255.46,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,Dark specks at 57 and 87 cm.,,,,,,,,,,,,,363,U1483,C,28,H,6,A,
363-U1483C-28H-7-A,0,79,255.46,256.25,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,28,H,7,A,
363-U1483C-28H-7-A,79,118,256.25,256.64,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,28,H,7,A,
363-U1483C-28H-CC-A,0,24,256.64,256.88,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,SSD at 78 cm.,,,,,,,,,,,,,363,U1483,C,28,H,CC,A,
363-U1483C-29H-1-A,0,147,256.3,257.77,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,1,A,
363-U1483C-29H-2-A,0,141,257.77,259.18,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,2,A,
363-U1483C-29H-3-A,0,145,259.18,260.63,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,3,A,
363-U1483C-29H-4-A,0,54,260.63,261.17,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,4,A,
363-U1483C-29H-4-A,54,124,261.17,261.87,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,4,A,
363-U1483C-29H-4-A,124,146,261.87,262.09,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,4,A,
363-U1483C-29H-5-A,0,33,262.09,262.42,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,5,A,
363-U1483C-29H-5-A,33,132,262.42,263.41,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,5,A,
363-U1483C-29H-5-A,132,146,263.41,263.55,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,5,A,
363-U1483C-29H-6-A,0,142,263.55,264.97,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,6,A,
363-U1483C-29H-7-A,0,53,264.97,265.5,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,7,A,
363-U1483C-29H-7-A,53,101,265.5,265.98,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,7,A,
363-U1483C-29H-7-A,101,108,265.98,266.05,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,7,A,
363-U1483C-29H-CC-A,0,36,266.05,266.41,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,29,H,CC,A,
363-U1483C-30H-1-A,0,144,265.8,267.24,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,1,A,
