Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1342A-2H-2-A,323,U1342,A,2,2-2,H,2,A,93,115,4.23,4.45,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-2-A,323,U1342,A,2,2-2,H,2,A,115,134,4.45,4.64,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-2-A,323,U1342,A,2,2-2,H,2,A,134,150,4.64,4.8,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,0,40,4.8,5.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,40,47,5.2,5.27,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,47,70,5.27,5.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,70,75,5.5,5.55,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,75,93,5.55,5.73,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,93,100,5.73,5.8,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,100,108,5.8,5.88,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,108,126,5.88,6.06,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,126,142,6.06,6.22,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-3-A,323,U1342,A,2,2-3,H,3,A,142,150,6.22,6.3,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,0,7,6.3,6.37,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,7,70,6.37,7.0,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,70,77,7.0,7.07,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,77,103,7.07,7.33,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,103,107,7.33,7.37,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,107,120,7.37,7.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,120,130,7.5,7.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,130,138,7.6,7.68,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,138,150,7.68,7.8,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-4-A,323,U1342,A,2,2-4,H,4,A,150,150,7.8,7.8,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-5-A,323,U1342,A,2,2-5,H,5,A,0,33,7.8,8.13,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-5-A,323,U1342,A,2,2-5,H,5,A,33,50,8.13,8.3,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-5-A,323,U1342,A,2,2-5,H,5,A,50,60,8.3,8.4,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-5-A,323,U1342,A,2,2-5,H,5,A,60,150,8.4,9.3,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,0,17,9.3,9.47,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,17,26,9.47,9.56,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,26,42,9.56,9.72,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,42,77,9.72,10.07,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,77,93,10.07,10.23,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,93,107,10.23,10.37,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,107,122,10.37,10.52,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,122,132,10.52,10.62,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-6-A,323,U1342,A,2,2-6,H,6,A,132,150,10.62,10.8,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-7-A,323,U1342,A,2,2-7,H,7,A,0,4,10.8,10.84,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-7-A,323,U1342,A,2,2-7,H,7,A,4,12,10.84,10.92,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100.0,soft,5Y 5/4,,,,,,,,,,,,
323-U1342A-2H-7-A,323,U1342,A,2,2-7,H,7,A,12,21,10.92,11.01,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-2H-7-A,323,U1342,A,2,2-7,H,7,A,21,39,11.01,11.19,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-2H-CC-A,323,U1342,A,2,2-CC,H,CC,A,0,11,11.19,11.3,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,5Y 4/2,,,,,,,,,,,,
323-U1342A-3H-1-A,323,U1342,A,3,3-1,H,1,A,0,11,11.3,11.41,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-1-A,323,U1342,A,3,3-1,H,1,A,11,26,11.41,11.56,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-1-A,323,U1342,A,3,3-1,H,1,A,26,36,11.56,11.66,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-1-A,323,U1342,A,3,3-1,H,1,A,36,150,11.66,12.8,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,0,36,12.8,13.16,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,36,50,13.16,13.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,50,76,13.3,13.56,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,76,92,13.56,13.72,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,92,123,13.72,14.03,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,123,130,14.03,14.1,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-2-A,323,U1342,A,3,3-2,H,2,A,130,150,14.1,14.3,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-3-A,323,U1342,A,3,3-3,H,3,A,0,2,14.3,14.32,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-3-A,323,U1342,A,3,3-3,H,3,A,2,20,14.32,14.5,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-3-A,323,U1342,A,3,3-3,H,3,A,20,44,14.5,14.74,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-3-A,323,U1342,A,3,3-3,H,3,A,44,75,14.74,15.05,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-3-A,323,U1342,A,3,3-3,H,3,A,75,112,15.05,15.42,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-3-A,323,U1342,A,3,3-3,H,3,A,112,150,15.42,15.8,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,0,52,15.8,16.32,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,52,57,16.32,16.37,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,57,71,16.37,16.51,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,71,84,16.51,16.64,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,84,107,16.64,16.87,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,107,121,16.87,17.01,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,121,140,17.01,17.2,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-4-A,323,U1342,A,3,3-4,H,4,A,140,150,17.2,17.3,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-5-A,323,U1342,A,3,3-5,H,5,A,0,10,17.3,17.4,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-5-A,323,U1342,A,3,3-5,H,5,A,10,86,17.4,18.16,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-5-A,323,U1342,A,3,3-5,H,5,A,86,107,18.16,18.37,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-5-A,323,U1342,A,3,3-5,H,5,A,107,150,18.37,18.8,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,0,9,18.8,18.89,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,9,14,18.89,18.94,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,14,25,18.94,19.05,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,25,45,19.05,19.25,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,45,81,19.25,19.61,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,81,136,19.61,20.16,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,136,139,20.16,20.19,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-6-A,323,U1342,A,3,3-6,H,6,A,139,150,20.19,20.3,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-7-A,323,U1342,A,3,3-7,H,7,A,0,10,20.3,20.4,diatom ooze,Leg 323,nannofossil-bearing foraminifera-rich,nannofossil-bearing foraminifera-rich diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,
323-U1342A-3H-7-A,323,U1342,A,3,3-7,H,7,A,10,50,20.4,20.8,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-3H-CC-A,323,U1342,A,3,3-CC,H,CC,A,0,20,20.8,21.0,silty clay [S54],"Shepard, 1954",,silty clay,100.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-4H-1-A,323,U1342,A,4,4-1,H,1,A,0,11,20.8,20.91,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342A-4H-1-A,323,U1342,A,4,4-1,H,1,A,11,41,20.91,21.21,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,laminated,,,,,,,
323-U1342A-4H-1-A,323,U1342,A,4,4-1,H,1,A,41,58,21.21,21.38,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,5/N,,,,,,,,,,,,
323-U1342A-4H-1-A,323,U1342,A,4,4-1,H,1,A,58,126,21.38,22.06,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,laminated,,,,,,,
323-U1342A-4H-1-A,323,U1342,A,4,4-1,H,1,A,126,135,22.06,22.15,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342A-4H-1-A,323,U1342,A,4,4-1,H,1,A,135,150,22.15,22.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-4H-2-A,323,U1342,A,4,4-2,H,2,A,0,48,22.3,22.78,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 3/1,,,,,,,,,,,,
323-U1342A-4H-2-A,323,U1342,A,4,4-2,H,2,A,48,100,22.78,23.3,foraminifer diatom ooze,Leg 323,,foraminifer diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,
323-U1342A-4H-2-A,323,U1342,A,4,4-2,H,2,A,100,150,23.3,23.8,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,5/N,,,,,,,,,,,,
323-U1342A-4H-3-A,323,U1342,A,4,4-3,H,3,A,0,43,23.8,24.23,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342A-4H-3-A,323,U1342,A,4,4-3,H,3,A,43,56,24.23,24.36,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1342A-4H-3-A,323,U1342,A,4,4-3,H,3,A,56,63,24.36,24.43,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,5Y 2.5/2,,,,,,,,,,,,
323-U1342A-4H-3-A,323,U1342,A,4,4-3,H,3,A,63,81,24.43,24.61,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1342A-4H-3-A,323,U1342,A,4,4-3,H,3,A,81,94,24.61,24.74,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,5Y 2.5/2,,,,,,,,,,,,
323-U1342A-4H-3-A,323,U1342,A,4,4-3,H,3,A,94,150,24.74,25.3,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,0,40,25.3,25.7,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,40,50,25.7,25.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,50,91,25.8,26.21,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,laminated,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,91,106,26.21,26.36,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,106,116,26.36,26.46,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,116,125,26.46,26.55,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,laminated,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,125,135,26.55,26.65,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5YR 6/1,,,,,,,,,,,,
323-U1342A-4H-4-A,323,U1342,A,4,4-4,H,4,A,135,150,26.65,26.8,silt [S54],,foraminifer-bearing diatom-rich,foraminifer-bearing diatom-rich silt,,soft,5Y 2.5/1,,,,,,,,,,,,
323-U1342A-4H-5-A,323,U1342,A,4,4-5,H,5,A,0,10,26.8,26.9,silt [S54],,foraminifer-bearing diatom-rich,foraminifer-bearing diatom-rich silt,,soft,5Y 2.5/1,,,,,,,,,,,,
