Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417A-21H-2-A,341,U1417,A,21,21-2,H,2,A,9.0,74.5,159.99,160.645,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"Facies 2;
Slightly coarser and rusty patches between 66-74 cm",,,,,
341-U1417A-21H-2-A,341,U1417,A,21,21-2,H,2,A,74.5,125.0,160.645,161.15,,mud [Leg210],,mud ,,,,10Y 6/2 (pale green),,,present [A79],3.0,,,,,,,,,,"Facies 3:
- biosilicious mud
- 10Y 6/2

103-105: 5GY 3/1
",,,,,
341-U1417A-21H-2-A,341,U1417,A,21,21-2,H,2,A,125.0,140.0,161.15,161.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,Facies 1,,,,,
341-U1417A-21H-2-A,341,U1417,A,21,21-2,H,2,A,140.0,150.0,161.3,161.4,,,,,,,,,,,,,,,,,,,,,,Sample (IW),,,,,
341-U1417A-21H-3-A,341,U1417,A,21,21-3,H,3,A,0.0,146.0,161.4,162.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1.0,present [A79],7.0,,,,,,,,,,"Facies 1;
95-100: several sand clasts",,,,,
341-U1417A-21H-CC-A,341,U1417,A,21,21-CC,H,CC,A,0.0,34.0,162.86,163.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,Facies 1,,,,,
341-U1417A-21H-CC-A,341,U1417,A,21,21-CC,H,CC,A,34.0,39.0,163.2,163.25,,,,,,,,,,,,,,,,,,,,,,Sample (PAL),,,,,
341-U1417A-22H-1-A,341,U1417,A,22,22-1,H,1,A,0.0,45.0,163.2,163.65,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,scattered sand clasts (diameter 2-3 cm),gradational contact,,,,
341-U1417A-22H-1-A,341,U1417,A,22,22-1,H,1,A,45.0,139.5,163.65,164.595,,mud [Leg210],,mud ,,,,10Y 6/2 (pale green),,,present [A79],4.0,,,,,,,,,,,sharp contact,,,,
341-U1417A-22H-1-A,341,U1417,A,22,22-1,H,1,A,139.5,143.5,164.595,164.635,volcaniclastic rich,sand [Leg210],,volcaniclastic rich sand ,,,normal grading,2.5Y 2.5/1 (black),,,,,,,,,,,,,,,sharp contact,erosive,,,
341-U1417A-22H-1-A,341,U1417,A,22,22-1,H,1,A,143.5,150.0,164.635,164.7,,mud [Leg210],,mud ,,,,10Y 6/2 (pale green),,,,,,,,,,,,,,,,,,,
341-U1417A-22H-2-A,341,U1417,A,22,22-2,H,2,A,0.0,19.0,164.7,164.89,,mud [Leg210],,mud ,,,,10Y 6/2 (pale green),,,,,,,,,,,,,,,,,,,
341-U1417A-22H-2-A,341,U1417,A,22,22-2,H,2,A,19.0,141.0,164.89,166.11,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1.0,present [A79],2.0,,,,,,,,,,huge clast @ 54 - 59 cm = thin section; sand lenses 41 - 44.5 cm; several sand strata with mostly erosive lower and sharp upper boundaries,,,,,
341-U1417A-22H-3-A,341,U1417,A,22,22-3,H,3,A,0.0,137.0,166.2,167.57,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1.0,,,,,,,,,,,,light sand lenses @ 25 - 28.5 cm; sand strata with load cast @ 11 - 13 cm; 84-86 cm; 92-94 cm; 101.5-103.5 cm; some sand above and below these intervals due to bioturabtion,,,,,
341-U1417A-22H-CC-A,341,U1417,A,22,22-CC,H,CC,A,0.0,38.0,167.57,167.95,,mud [Leg210],,mud ,,,color banding,5Y 4/1 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,,,
341-U1417A-22H-CC-A,341,U1417,A,22,22-CC,H,CC,A,38.0,43.0,167.95,168.0,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
