Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
339-U1390B-14H-5-A,339.0,U1390,B,14.0,14-5,H,5,A,0.0,49.0,122.91,123.4,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-14H-5-A,339.0,U1390,B,14.0,14-5,H,5,A,49.0,97.0,123.4,123.88,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present. Distinct patches of forams.,100.0,100.0,,,,,,,,
339-U1390B-14H-5-A,339.0,U1390,B,14.0,14-5,H,5,A,97.0,119.0,123.88,124.1,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-14H-5-A,339.0,U1390,B,14.0,14-5,H,5,A,119.0,141.0,124.1,124.32,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-6-A,339.0,U1390,B,14.0,14-6,H,6,A,0.0,143.0,124.32,125.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-7-A,339.0,U1390,B,14.0,14-7,H,7,A,0.0,33.0,125.75,126.08,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-7-A,339.0,U1390,B,14.0,14-7,H,7,A,33.0,97.0,126.08,126.72,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present. Distinct patches of forams.,100.0,100.0,,,,,,,,
339-U1390B-14H-7-A,339.0,U1390,B,14.0,14-7,H,7,A,97.0,146.0,126.72,127.21,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-8-A,339.0,U1390,B,14.0,14-8,H,8,A,0.0,105.0,127.21,128.26,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-CC-A,339.0,U1390,B,14.0,14-CC,H,CC,A,0.0,20.0,128.26,128.46,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-14H-CC-A,339.0,U1390,B,14.0,14-CC,H,CC,A,20.0,42.0,128.46,128.68,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-15H-1-A,339.0,U1390,B,15.0,15-1,H,1,A,0.0,150.0,127.6,129.1,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite filled burrows present. Patches of forams present. ",100.0,100.0,,,,,,,,
339-U1390B-15H-2-A,339.0,U1390,B,15.0,15-2,H,2,A,0.0,95.0,129.1,130.05,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite filled burrows present. Patches of forams present. ",100.0,100.0,,,,,,,,
339-U1390B-15H-2-A,339.0,U1390,B,15.0,15-2,H,2,A,95.0,104.0,130.05,130.14,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-2-A,339.0,U1390,B,15.0,15-2,H,2,A,104.0,123.0,130.14,130.33,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-15H-2-A,339.0,U1390,B,15.0,15-2,H,2,A,123.0,144.0,130.33,130.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,0.0,50.0,130.54,131.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,50.0,60.0,131.04,131.14,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,60.0,65.0,131.14,131.19,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,65.0,113.0,131.19,131.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,113.0,120.0,131.67,131.74,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,120.0,123.0,131.74,131.77,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-3-A,339.0,U1390,B,15.0,15-3,H,3,A,123.0,149.0,131.77,132.03,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-4-A,339.0,U1390,B,15.0,15-4,H,4,A,0.0,46.0,132.03,132.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-4-A,339.0,U1390,B,15.0,15-4,H,4,A,46.0,56.0,132.49,132.59,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-4-A,339.0,U1390,B,15.0,15-4,H,4,A,56.0,60.0,132.59,132.63,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3.0,,,Small shell fragments present.,100.0,100.0,,,,,,,,
339-U1390B-15H-4-A,339.0,U1390,B,15.0,15-4,H,4,A,60.0,142.0,132.63,133.45,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-5-A,339.0,U1390,B,15.0,15-5,H,5,A,0.0,11.0,133.45,133.56,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-5-A,339.0,U1390,B,15.0,15-5,H,5,A,11.0,27.0,133.56,133.72,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-5-A,339.0,U1390,B,15.0,15-5,H,5,A,27.0,34.0,133.72,133.79,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-5-A,339.0,U1390,B,15.0,15-5,H,5,A,34.0,65.0,133.79,134.1,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate [Leg339],silty mud   with biogenic carbonate [Leg339],100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-15H-5-A,339.0,U1390,B,15.0,15-5,H,5,A,65.0,111.0,134.1,134.56,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-6-A,339.0,U1390,B,15.0,15-6,H,6,A,0.0,69.0,134.56,135.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-15H-CC-A,339.0,U1390,B,15.0,15-CC,H,CC,A,0.0,33.0,135.25,135.58,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams and pyrite filled burrows present.,100.0,100.0,,,,,,,,
339-U1390B-16H-1-A,339.0,U1390,B,16.0,16-1,H,1,A,0.0,19.0,137.1,137.29,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-16H-2-A,339.0,U1390,B,16.0,16-2,H,2,A,0.0,5.0,137.29,137.34,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,Forams and chemical burrows present.,100.0,100.0,,,,,,,,
339-U1390B-16H-2-A,339.0,U1390,B,16.0,16-2,H,2,A,5.0,41.0,137.34,137.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present. Gastropod at 63 cm.,100.0,100.0,,,,,,,,
339-U1390B-16H-2-A,339.0,U1390,B,16.0,16-2,H,2,A,41.0,130.0,137.7,138.59,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-16H-2-A,339.0,U1390,B,16.0,16-2,H,2,A,130.0,140.0,138.59,138.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-16H-3-A,339.0,U1390,B,16.0,16-3,H,3,A,0.0,150.0,138.69,140.19,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-16H-4-A,339.0,U1390,B,16.0,16-4,H,4,A,0.0,36.0,140.19,140.55,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,bigradational bedding,,,,,,,,,Shell fragments and forams present. Black specks common.,100.0,100.0,,,,,,,,
339-U1390B-16H-4-A,339.0,U1390,B,16.0,16-4,H,4,A,36.0,57.0,140.55,140.76,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Forams present. Black specks common. ,100.0,100.0,,,,,,,,
339-U1390B-16H-4-A,339.0,U1390,B,16.0,16-4,H,4,A,57.0,90.0,140.76,141.09,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Forams present. Black specks common. ,100.0,100.0,,,,,,,,
339-U1390B-16H-4-A,339.0,U1390,B,16.0,16-4,H,4,A,90.0,152.0,141.09,141.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Black specks common. ,100.0,100.0,,,,,,,,
339-U1390B-16H-5-A,339.0,U1390,B,16.0,16-5,H,5,A,0.0,140.0,141.71,143.11,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Black specks common. ,100.0,100.0,,,,,,,,
339-U1390B-16H-6-A,339.0,U1390,B,16.0,16-6,H,6,A,0.0,130.0,143.11,144.41,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Black specks common. ,100.0,100.0,,,,,,,,
339-U1390B-16H-CC-A,339.0,U1390,B,16.0,16-CC,H,CC,A,0.0,41.0,144.41,144.82,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Black specks common. ,100.0,100.0,,,,,,,,
339-U1390B-17H-1-A,339.0,U1390,B,17.0,17-1,H,1,A,0.0,63.0,146.6,147.23,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Forams and black specks present.,100.0,100.0,,,,,,,,
339-U1390B-17H-1-A,339.0,U1390,B,17.0,17-1,H,1,A,23.0,56.0,146.83,147.16,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 3/1 (very dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Forams present. Often in small patches.,100.0,100.0,,,,,,,,
339-U1390B-17H-1-A,339.0,U1390,B,17.0,17-1,H,1,A,56.0,63.0,147.16,147.23,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Often in small patches.,100.0,100.0,,,,,,,,
339-U1390B-17H-2-A,339.0,U1390,B,17.0,17-2,H,2,A,0.0,6.0,147.23,147.29,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present. Often in small patches.,100.0,100.0,,,,,,,,
339-U1390B-17H-2-A,339.0,U1390,B,17.0,17-2,H,2,A,6.0,119.0,147.29,148.42,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-2-A,339.0,U1390,B,17.0,17-2,H,2,A,119.0,143.0,148.42,148.66,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-2-A,339.0,U1390,B,17.0,17-2,H,2,A,143.0,149.0,148.66,148.72,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 3/1 (very dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-3-A,339.0,U1390,B,17.0,17-3,H,3,A,0.0,26.0,148.72,148.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 3/1 (very dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-3-A,339.0,U1390,B,17.0,17-3,H,3,A,26.0,43.0,148.98,149.15,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-3-A,339.0,U1390,B,17.0,17-3,H,3,A,43.0,147.0,149.15,150.19,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-4-A,339.0,U1390,B,17.0,17-4,H,4,A,0.0,59.0,150.19,150.78,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-4-A,339.0,U1390,B,17.0,17-4,H,4,A,59.0,70.0,150.78,150.89,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
