Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
339-U1390B-4H-1-A,339.0,U1390,B,4.0,4-1,H,1,A,69.0,120.0,28.79,29.3,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay ,1.0,fine sand ,4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 ,3.0,few ,,"Shell fragments, Forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-1-A,339.0,U1390,B,4.0,4-1,H,1,A,120.0,140.0,29.3,29.5,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate [Leg339],silty mud   with biogenic carbonate [Leg339],100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-1-A,339.0,U1390,B,4.0,4-1,H,1,A,140.0,150.0,29.5,29.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, Forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-2-A,339.0,U1390,B,4.0,4-2,H,2,A,0.0,150.0,29.6,31.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, Forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-3-A,339.0,U1390,B,4.0,4-3,H,3,A,0.0,63.0,31.1,31.73,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, Forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-3-A,339.0,U1390,B,4.0,4-3,H,3,A,63.0,106.0,31.73,32.16,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-3-A,339.0,U1390,B,4.0,4-3,H,3,A,106.0,144.0,32.16,32.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, Forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-3-A,339.0,U1390,B,4.0,4-3,H,3,A,144.0,150.0,32.54,32.6,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,normal grading,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-4-A,339.0,U1390,B,4.0,4-4,H,4,A,0.0,121.0,32.6,33.81,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-4-A,339.0,U1390,B,4.0,4-4,H,4,A,121.0,152.0,33.81,34.12,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, and forams present.",100.0,100.0,,,,,,,,
339-U1390B-4H-5-A,339.0,U1390,B,4.0,4-5,H,5,A,0.0,130.0,34.12,35.42,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, and forams present.",100.0,100.0,,,,,,,,
339-U1390B-4H-5-A,339.0,U1390,B,4.0,4-5,H,5,A,130.0,151.0,35.42,35.63,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-6-A,339.0,U1390,B,4.0,4-6,H,6,A,0.0,4.0,35.63,35.67,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-6-A,339.0,U1390,B,4.0,4-6,H,6,A,4.0,22.0,35.67,35.85,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-6-A,339.0,U1390,B,4.0,4-6,H,6,A,22.0,42.0,35.85,36.05,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-6-A,339.0,U1390,B,4.0,4-6,H,6,A,42.0,151.0,36.05,37.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-7-A,339.0,U1390,B,4.0,4-7,H,7,A,0.0,10.0,37.14,37.24,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-7-A,339.0,U1390,B,4.0,4-7,H,7,A,10.0,25.0,37.24,37.39,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-7-A,339.0,U1390,B,4.0,4-7,H,7,A,25.0,41.0,37.39,37.55,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-7-A,339.0,U1390,B,4.0,4-7,H,7,A,41.0,63.0,37.55,37.77,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-7-A,339.0,U1390,B,4.0,4-7,H,7,A,63.0,71.0,37.77,37.85,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-CC-A,339.0,U1390,B,4.0,4-CC,H,CC,A,0.0,3.0,37.86,37.89,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-CC-A,339.0,U1390,B,4.0,4-CC,H,CC,A,0.0,40.0,37.86,38.26,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-4H-CC-A,339.0,U1390,B,4.0,4-CC,H,CC,A,3.0,40.0,37.89,38.26,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite filled burrows present.",100.0,100.0,,,,,,,,
339-U1390B-5H-1-A,339.0,U1390,B,5.0,5-1,H,1,A,0.0,146.0,37.6,39.06,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-2-A,339.0,U1390,B,5.0,5-2,H,2,A,0.0,74.0,39.06,39.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-2-A,339.0,U1390,B,5.0,5-2,H,2,A,74.0,92.0,39.8,39.98,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,few [A48],,Shell fragments and forams present. Gastropod at 89 cm.,100.0,100.0,,,,,,,,
339-U1390B-5H-2-A,339.0,U1390,B,5.0,5-2,H,2,A,92.0,114.0,39.98,40.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-2-A,339.0,U1390,B,5.0,5-2,H,2,A,114.0,141.0,40.2,40.47,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 3/1 (very dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,moderate_339 [DB91],4.0,few [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-2-A,339.0,U1390,B,5.0,5-2,H,2,A,141.0,147.0,40.47,40.53,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,moderate_339 [DB91],4.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-5H-3-A,339.0,U1390,B,5.0,5-3,H,3,A,0.0,5.0,40.53,40.58,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,bigradational bedding,,,,,moderate_339 [DB91],4.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-5H-3-A,339.0,U1390,B,5.0,5-3,H,3,A,5.0,149.0,40.58,42.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-4-A,339.0,U1390,B,5.0,5-4,H,4,A,0.0,150.0,42.02,43.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-5-A,339.0,U1390,B,5.0,5-5,H,5,A,0.0,115.0,43.52,44.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-5-A,339.0,U1390,B,5.0,5-5,H,5,A,115.0,119.0,44.67,44.71,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-5H-5-A,339.0,U1390,B,5.0,5-5,H,5,A,119.0,150.0,44.71,45.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-6-A,339.0,U1390,B,5.0,5-6,H,6,A,0.0,92.0,45.02,45.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments, forams and pyrite fill burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-5H-6-A,339.0,U1390,B,5.0,5-6,H,6,A,92.0,110.0,45.94,46.12,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present. ,100.0,100.0,,,,,,,,
339-U1390B-5H-6-A,339.0,U1390,B,5.0,5-6,H,6,A,110.0,153.0,46.12,46.55,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. ,100.0,100.0,,,,,,,,
339-U1390B-5H-7-A,339.0,U1390,B,5.0,5-7,H,7,A,0.0,29.0,46.55,46.84,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present. ,100.0,100.0,,,,,,,,
339-U1390B-5H-7-A,339.0,U1390,B,5.0,5-7,H,7,A,29.0,87.0,46.84,47.42,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present. ,100.0,100.0,,,,,,,,
339-U1390B-5H-7-A,339.0,U1390,B,5.0,5-7,H,7,A,87.0,103.0,47.42,47.58,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. ,100.0,100.0,,,,,,,,
339-U1390B-5H-CC-A,339.0,U1390,B,5.0,5-CC,H,CC,A,0.0,56.0,47.58,48.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. ,100.0,100.0,,,,,,,,
339-U1390B-6H-1-A,339.0,U1390,B,6.0,6-1,H,1,A,0.0,141.0,47.1,48.51,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,coarse sand [W22_2],6.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,sparse_339 [DB91],2.0,,,"Shell fragment (38 and 47 cm), specks (98-141 cm), benthic forams (1.5 mm)",100.0,100.0,,,,,,,,
339-U1390B-6H-1-A,339.0,U1390,B,6.0,6-1,H,1,A,141.0,148.0,48.51,48.58,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-6H-2-A,339.0,U1390,B,6.0,6-2,H,2,A,0.0,27.0,48.58,48.85,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,rare [A48],,"Small shell fragments (9-11 and 18 cm), specks (25 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-2-A,339.0,U1390,B,6.0,6-2,H,2,A,27.0,50.0,48.85,49.08,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,sparse_339 [DB91],2.0,,,Forams present,100.0,100.0,,,,,,,,
339-U1390B-6H-2-A,339.0,U1390,B,6.0,6-2,H,2,A,50.0,86.0,49.08,49.44,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,rare [A48],,"Forams present, shell fragments (51,  54, 62, and 50-70 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-2-A,339.0,U1390,B,6.0,6-2,H,2,A,86.0,145.0,49.44,50.03,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments (98-99 cm), speck (109 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-3-A,339.0,U1390,B,6.0,6-3,H,3,A,0.0,149.0,50.03,51.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Pyrite burrow (20, 25, 51, 80 and 83 cm), shell fragment (58 cm), small specks (115-49 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-4-A,339.0,U1390,B,6.0,6-4,H,4,A,0.0,30.0,51.52,51.82,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,,,"Forams patch (21 cm), pyritized burrow (28 cm), small specks",100.0,100.0,,,,,,,,
339-U1390B-6H-4-A,339.0,U1390,B,6.0,6-4,H,4,A,30.0,75.0,51.82,52.27,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Small shell fragments present, shell fragments (burrow filled ?), speck (67 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-4-A,339.0,U1390,B,6.0,6-4,H,4,A,75.0,117.0,52.27,52.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,Burrow-filled silt (77-78cm: contain shell fragments and forams; 86-105 cm),100.0,100.0,,,,,,,,
339-U1390B-6H-4-A,339.0,U1390,B,6.0,6-4,H,4,A,117.0,132.0,52.69,52.84,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,rare [A48],,Forams present,100.0,100.0,,,,,,,,
339-U1390B-6H-4-A,339.0,U1390,B,6.0,6-4,H,4,A,132.0,151.0,52.84,53.03,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Forams present, pyritized burrow (136 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-5-A,339.0,U1390,B,6.0,6-5,H,5,A,0.0,151.0,53.03,54.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Shell fragments (18, 36, 38, 65 and 139-142 cm), pyritized burrow (43, 80, 98 and 103 cm)",100.0,100.0,,,,,,,,
