Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],List of pieces (read only),Lithological unit number,Degree of alteration,Lithology prefix,Principal lithology,Lithology suffix,Complete lithology name,Contact type,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Igneous texture 1,Igneous texture 2,Color,Texture comment,Groundmass modal percent [%],Groundmass crystal size [mm],Grain size distribution,Groundmass comments,Glass abundance (read only) [%],Altered glass (palagonite) abundance [%],Fresh glass,Glass preservation comment,Phenocryst 1 (most abundant),Phenocryst 1 abundance [%],Phenocryst 1 size MAX [mm],Phenocryst 1 size MODE [mm],Phenocryst 1 shape,Phenocryst 1 shape rank,Phenocryst 1 comments,Phenocryst 2 (2nd most abundant),Phenocryst 2 abundance [%],Phenocryst 2 size MAX [mm],Phenocryst 2 size MODE [mm],Phenocryst 2 shape,Phenocryst 2 shape rank,Phenocryst 2 comments,Phenocryst 3 (3rd most abundant),Phenocryst 3 abundance [%],Phenocryst 3 size MAX [mm],Phenocryst 3 size MODE [mm],Phenocryst 3 shape,Phenocryst 3 shape rank,Phenocryst 3 comments,Total phenocryst abundance [%],Accessory mineral 1 (<1 Vol. %),Accessory mineral 2 (<1 Vol. %),Accessory mineral (comments),Vesicle abundance,Vesicle size MAX [mm],Vesicle size MODE [mm],Vesicle roundness,Vesicle sphericity,Vesicle filling,Vesicle comments,Veins,Type and sense of shear,Apparent dip angle 1 [deg],Apparent dip azimuth 1 [deg],Apparent dip angle 2 [deg],Apparent dip azimuth 2 [deg],Dip azimuth calculated in CRF [deg],Dip angle calculated in CRF [deg],Dip azimuth measured in CRF [deg],Dip angle measured in CRF [deg],Slickenside trend [deg],Slickenside plunge [deg],Rake angle [deg],Rake ref. direction [%deg],Structure comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
376-U1527C-3R-1-A,0,5,108.4,108.45,,,unaltered,plagioclase phyric,dacite,lava,plagioclase phyric dacite lava,,,,,porphyritic,glomeroporphyritic,GLEY 1 2.5/N (black),,70,,,,,,y,,plagioclase,5,4,3,euhedral,,"seriate texture, plagioclase crystals size range from 1 to 4 mm",,,,,,,,,,,,,,,5,,,,highly vesicular,20,2,sub-rounded,low (elongate),,glassy lining,,,,,,,,,,,,,,,,,,,376,U1527,C,3,R,1,A,
376-U1527C-4R-1-A,0,1,118,118.01,,,slightly altered,plagioclase phyric,dacite,lava,plagioclase phyric dacite lava,,,,,porphyritic,,GLEY 1 2.5/N (black),,60,,,,,,y,,plagioclase,3,1,,,,,,,,,,,,,,,,,,,3,,,,highly vesicular,3,0.5,rounded,low (elongate),,FeOH staining in vesicles,,,,,,,,,,,,,,,,,,,376,U1527,C,4,R,1,A,
376-U1527C-7R-1-A,0,9,146.8,146.89,,,slightly altered,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,porphyritic,glomeroporphyritic,GLEY 1 2.5/N (black),,50,,,,,,y,,plagioclase,18,4,1,euhedral,,seriate texture,pyroxene,2,1,0.5,,,,,,,,,,,20,,,,highly vesicular,20,2,rounded,low (elongate),,,,,,,,,,,,,,,,,,,,,376,U1527,C,7,R,1,A,
376-U1527C-8R-1-A,0,13,156.4,156.53,,,unaltered,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,porphyritic,glomeroporphyritic,GLEY 1 2.5/N (black),,70,,,,,,y,,plagioclase,15,5,1,euhedral,,,pyroxene,1,2,0.5,subhedral,,,,,,,,,,16,,,,moderately vesicular,10,1,sub-rounded,moderate,,"some are slightly elongated, some are stained",,,,,,,,,,,,,,,,,,,376,U1527,C,8,R,1,A,
376-U1527C-9R-1-A,0,5,166,166.05,,,unaltered,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,porphyritic,glomeroporphyritic,GLEY 1 2.5/N (black),,70,,,,,,y,,plagioclase,20,5,1,euhedral,,seriate,pyroxene,1,1,0.5,subhedral,,,,,,,,,,21,,,,moderately vesicular,6,1,sub-rounded,low (irregular),,,,,,,,,,,,,,,,,,,,,376,U1527,C,9,R,1,A,
376-U1527C-10R-1-A,0,56,175.6,176.16,,,slightly altered,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,porphyritic,glomeroporphyritic,GLEY 1 2.5/N (black),,60,,,,,,y,,plagioclase,20,5,1.5,euhedral,,seriate,pyroxene,1,1,0.5,subhedral,,,,,,,,,,21,,,,moderately vesicular,10,1,sub-rounded,low (elongate),,"some elongate, some round",,,,,,,,,,,,,,,,,,,376,U1527,C,10,R,1,A,
376-U1527C-14R-1-A,0,10,204.4,204.5,,,higly altered,,volcanic,,volcanic,,,,,,,5Y 6/2 (light olive gray),,,,,,,,,,plagioclase,2,3,1,euhedral,,,,,,,,,,,,,,,,,2,,,,sparsely vesicular,3,1,subangular,low (elongate),present,,,,,,,,,,,,,,,,,,,,376,U1527,C,14,R,1,A,
376-U1527C-14R-1-A,17,22,204.57,204.62,,,higly altered,,volcanic,,volcanic,,,,,,,5Y 5/2 (olive gray),,,,,,,,,,quartz,20,2,1,subhedral,,,,,,,,,,,,,,,,,20,,,,sparsely vesicular,1,0.5,angular,moderate,present,,,,,,,,,,,,,,,,,,,,376,U1527,C,14,R,1,A,
