Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1403B-11H-4-A,342,U1403,B,11,11-4,H,4,A,0,98,86.91,87.89,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-4-A,342,U1403,B,11,11-4,H,4,A,98,110,87.89,88.01,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10GY 7/1 (light greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-4-A,342,U1403,B,11,11-4,H,4,A,110,151,88.01,88.42,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-5-A,342,U1403,B,11,11-5,H,5,A,0,22,88.42,88.64,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10GY 7/1 (light greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-5-A,342,U1403,B,11,11-5,H,5,A,22,150,88.64,89.92,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-6-A,342,U1403,B,11,11-6,H,6,A,0,51,89.92,90.43,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-6-A,342,U1403,B,11,11-6,H,6,A,51,59,90.43,90.51,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10GY 7/1 (light greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-6-A,342,U1403,B,11,11-6,H,6,A,59,110,90.51,91.02,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-6-A,342,U1403,B,11,11-6,H,6,A,110,121,91.02,91.13,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10GY 7/1 (light greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-6-A,342,U1403,B,11,11-6,H,6,A,121,127,91.13,91.19,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-7-A,342,U1403,B,11,11-7,H,7,A,0,64,91.19,91.83,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-11H-CC-A,342,U1403,B,11,11-CC,H,CC,A,0,19,91.83,92.05,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-12H-1,342,U1403,B,12,12-1,H,1,,3,150,91.9,93.4,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-2,342,U1403,B,12,12-2,H,2,,0,146,93.4,94.86,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-3,342,U1403,B,12,12-3,H,3,,0,146,94.86,96.32,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-4,342,U1403,B,12,12-4,H,4,,0,146,96.32,97.78,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-5,342,U1403,B,12,12-5,H,5,,0,147,97.78,99.25,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-6,342,U1403,B,12,12-6,H,6,,0,122,99.25,100.47,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-7,342,U1403,B,12,12-7,H,7,,0,70,100.47,101.17,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-12H-CC,342,U1403,B,12,12-CC,H,CC,,0,34,101.17,101.54,,clay [Leg339],,clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,homogeneous unit of blueish clay with rare manganese flecks,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-13H-1-A,342,U1403,B,13,13-1,H,1,A,0,150,101.4,102.9,,clay [Leg339],with radiolarians [Leg339],clay  with radiolarians ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,Pyritized fault at 113-121cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with radiolarians ,,,,,,,
342-U1403B-13H-2-A,342,U1403,B,13,13-2,H,2,A,0,150,102.9,104.4,,clay [Leg339],with radiolarians [Leg339],clay  with radiolarians ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with radiolarians ,,,,,,,
342-U1403B-13H-3-A,342,U1403,B,13,13-3,H,3,A,0,151,104.4,105.91,,clay [Leg339],with radiolarians [Leg339],clay  with radiolarians ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with radiolarians ,,,,,,,
342-U1403B-13H-4-A,342,U1403,B,13,13-4,H,4,A,0,153,105.91,107.44,,clay [Leg339],with radiolarians [Leg339],clay  with radiolarians ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,Band of more abundant pyrites at 68-78cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with radiolarians ,,,,,,,
342-U1403B-13H-5-A,342,U1403,B,13,13-5,H,5,A,0,153,107.44,108.97,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-13H-6-A,342,U1403,B,13,13-6,H,6,A,0,102,108.97,109.99,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-13H-7-A,342,U1403,B,13,13-7,H,7,A,0,77,109.99,110.76,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10YR 7/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-13H-CC-A,342,U1403,B,13,13-CC,H,CC,A,0,30,,,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,10Y 6/1 (greenish gray),,,,heavy [DB91],5,,several microfaults 17-30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403B-14H-1-A,342,U1403,B,14,14-1,H,1,A,6,150,110.9,112.4,,clay [Leg339],,clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
fall-in at 0 to 6 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-14H-2-A,342,U1403,B,14,14-2,H,2,A,0,150,112.4,113.9,radiolarian [Leg339],clay [Leg339],,radiolarian  clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
A 'bigger' microfault situated between 0 and 85 cm of this section
",,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay ,,,,,,,
342-U1403B-14H-3-A,342,U1403,B,14,14-3,H,3,A,0,150,113.9,115.4,,clay [Leg339],,clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-14H-4-A,342,U1403,B,14,14-4,H,4,A,0,150,115.4,116.9,,clay [Leg339],,clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-14H-5-A,342,U1403,B,14,14-5,H,5,A,0,150,116.9,118.4,,clay [Leg339],,clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-14H-6-A,342,U1403,B,14,14-6,H,6,A,0,101,118.4,119.41,radiolarian [Leg339],clay [Leg339],with nannofossils [Leg339],radiolarian  clay  with nannofossils ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
Smear slide analysis indicates in addition to radiolarians the presence of abundant nannofossils
",,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarian   clay ,clay   with nannofossils ,,,,,,,
342-U1403B-14H-7-A,342,U1403,B,14,14-7,H,7,A,0,53,119.41,119.94,,clay [Leg339],,clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-14H-CC-A,342,U1403,B,14,14-CC,H,CC,A,0,18,119.94,120.17,,clay [Leg339],,clay ,5GY 7/1 (light greenish gray),,,,heavy [DB91],5,,"homogeneous unit of blueish clay with several microfaults
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-15H-1-A,342,U1403,B,15,15-1,H,1,A,4,150,120.4,121.9,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,10GY 6/1 (greenish gray),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-2-A,342,U1403,B,15,15-2,H,2,A,0,150,121.9,123.4,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,10GY 6/1 (greenish gray),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-3-A,342,U1403,B,15,15-3,H,3,A,0,138,123.4,124.78,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,10GY 6/1 (greenish gray),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-3-A,342,U1403,B,15,15-3,H,3,A,138,150,124.78,124.9,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,10GY 6/1 (greenish gray),,,,moderate [DB91],4,,Color gradually changes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-4-A,342,U1403,B,15,15-4,H,4,A,0,136,124.9,126.26,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,5YR 8/4 (pink),,,,moderate [DB91],4,,Color gradually changes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-4-A,342,U1403,B,15,15-4,H,4,A,136,150,126.26,126.4,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,5YR 8/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-5-A,342,U1403,B,15,15-5,H,5,A,0,150,126.4,127.9,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,5YR 8/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-15H-6-A,342,U1403,B,15,15-6,H,6,A,0,138,127.9,129.32,clayey [Leg339],radiolarian ooze [Leg339],with nannofossils [Leg339],clayey  radiolarian ooze  with nannofossils ,5YR 8/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   radiolarian ooze ,radiolarian ooze   with nannofossils ,,,,,,,
342-U1403B-15H-7-A,342,U1403,B,15,15-7,H,7,A,0,57,129.32,129.89,clayey [Leg339],radiolarian ooze [Leg339],with nannofossils [Leg339],clayey  radiolarian ooze  with nannofossils [Leg339],5YR 8/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   radiolarian ooze ,radiolarian ooze   with nannofossils [Leg339],,,,,,,
342-U1403B-15H-CC-A,342,U1403,B,15,15-CC,H,CC,A,0,11,129.89,130.1,clayey [Leg339],radiolarian ooze [Leg339],with nannofossils [Leg339],clayey  radiolarian ooze  with nannofossils ,5YR 8/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   radiolarian ooze ,radiolarian ooze   with nannofossils ,,,,,,,
342-U1403B-16H-1-A,342,U1403,B,16,16-1,H,1,A,4,150,129.9,131.4,,clay [Leg339],,clay ,2.5YR 7/4 (light reddish brown),,,,moderate [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-16H-2-A,342,U1403,B,16,16-2,H,2,A,0,150,131.4,132.9,,clay [Leg339],,clay ,2.5YR 7/4 (light reddish brown),,,,moderate [DB91],4,,"Dominant color alternates with 10-20 cm brown layers (varying between 10YR 4/3 & 10YR 6/4) at 0 cm, and 55 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-16H-3-A,342,U1403,B,16,16-3,H,3,A,0,150,132.9,134.4,,clay [Leg339],,clay ,2.5YR 7/4 (light reddish brown),,,,moderate [DB91],4,,"Dominant color alternates with 10-20 cm brown layers (varying between 10YR 4/3 & 10YR 6/4) at 36 cm, 117 cm and 130 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-16H-4-A,342,U1403,B,16,16-4,H,4,A,0,150,134.4,135.9,,clay [Leg339],,clay ,2.5YR 7/4 (light reddish brown),,,,moderate [DB91],4,,"Dominant color alternates with 10-20 cm brown layers (varying between 10YR 4/3 & 10YR 6/4) at 34 cm, 91 cm, and 140 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-16H-5-A,342,U1403,B,16,16-5,H,5,A,0,146,135.9,137.4,,clay [Leg339],,clay ,2.5YR 7/4 (light reddish brown),,,,moderate [DB91],4,,Dominant color alternates with 10-20cm brown layers (varying between 10YR 4/3 & 10YR 6/4) at 45 cm and 121 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-16H-6-A,342,U1403,B,16,16-6,H,6,A,0,68,137.4,138.07,,clay [Leg339],,clay ,7.5YR 8/2 (pinkish white),,,,moderate [DB91],4,,Dominant color alternates with a 10-20cm light brown layer (10YR 6/4) at 0cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-16H-CC-A,342,U1403,B,16,16-CC,H,CC,A,0,20,138.08,138.28,,clay [Leg339],,clay ,7.5YR 8/2 (pinkish white),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1403B-17X-1-A,342,U1403,B,17,17-1,X,1,A,23,66,138.3,139.18,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,5YR 7/4 (pink),,,,moderate [DB91],4,,"Section 1 is the only section of Core 17 and is capped by relatively indurate, porcellinite to chert and oxides. Color changes according to lithology, with the dominate color (5YR 7/4) from 68-88cm, a secondary color (5YR 8/3) from 50-65vm, and darker brown sediments at the top and bottom of the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-17X-1-A,342,U1403,B,17,17-1,X,1,A,68,88,138.3,139.18,nannofossil [Leg339],radiolarian ooze [Leg339],with clay [Leg339],nannofossil  radiolarian ooze  with clay ,5YR 7/4 (pink),,,,moderate [DB91],4,,"Section 1 is the only section of Core 17 and is capped by relatively indurate, porcellinite to chert and oxides. Color changes according to lithology, with the dominate color (5YR 7/4) from 68-88cm, a secondary color (5YR 8/3) from 50-65vm, and darker brown sediments at the top and bottom of the section.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   radiolarian ooze ,radiolarian ooze   with clay ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,5,34,145.4,145.74,,chert [MMK88],,chert ,,,,,heavy [DB91],5,,Alternating between 5YR 7/4 and 7.5YR 3/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,34,46,145.74,145.86,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,46,49,145.86,145.89,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,7.5YR 3/1 (very dark gray),layering,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,49,67,145.89,146.07,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,67,70,146.07,146.1,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,70,114,146.1,146.54,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,114,121,146.54,146.61,,chert [MMK88],,chert ,7.5YR 3/1 (very dark gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,121,136,146.61,146.76,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-1-A,342,U1403,B,18,18-1,X,1,A,136,139,146.76,146.79,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,7.5YR 6/3 (light brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-18X-CC-A,342,U1403,B,18,18-CC,X,CC,A,0,14,146.79,146.93,,chert [MMK88],,chert ,7.5YR 3/1 (very dark gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403B-18X-CC-A,342,U1403,B,18,18-CC,X,CC,A,14,22,146.93,147.01,,biogenic ooze [Leg339],with nannofossils [Leg339],biogenic ooze  with nannofossils ,7.5YR 3/1 (very dark gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic ooze ,biogenic ooze   with nannofossils ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,0,53,150.4,150.93,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,0,53,150.4,150.93,,,,,10YR 5/3 (brown),,,,heavy [DB91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,23,31,150.63,150.71,,,,,,patch or bleb,,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,49,62,150.89,151.02,,,,,,patch or bleb,,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,53,63,150.93,151.03,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,63,84,151.03,151.24,,nannofossil ooze [Leg339],,nannofossil ooze ,10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,84,101,151.24,151.41,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,85,101,151.25,151.41,,,,,,patch or bleb,,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,101,103.5,151.41,151.435,,nannofossil ooze [Leg339],,nannofossil ooze ,10YR 8/3 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,103.5,140,151.435,151.8,,nannofossil ooze [Leg339],,nannofossil ooze ,10YR 3/2 (very dark grayish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,104,150,151.44,151.9,,,,,,patch or bleb,,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1403B-19H-1-A,342,U1403,B,19,19-1,H,1,A,140,143,151.8,151.9,,nannofossil ooze [Leg339],,nannofossil ooze ,10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-2-A,342,U1403,B,19,19-2,H,2,A,0,25,151.9,152.15,,nannofossil ooze [Leg339],,nannofossil ooze ,10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1403B-19H-2-A,342,U1403,B,19,19-2,H,2,A,0,26,151.9,152.16,,,,,,patch or bleb,,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
