Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1461B-106X-2-A,0,127,710.4,711.67,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Litified, olive gray wackestone with moderate bioturbation and small benthic forams",,,,356,U1461,B,106,X,2,A,,,,
356-U1461B-106X-3-A,0,121,711.67,712.88,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation, zoophycos burrowing from 41-57 cm. Rare small benthic foraminfers",,,,356,U1461,B,106,X,3,A,,,,
356-U1461B-106X-4-A,0,88,712.88,713.76,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation and rare small benthic forams",,,,356,U1461,B,106,X,4,A,,,,
356-U1461B-106X-4-A,88,92,713.76,713.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Lithified, dark greenish gray wackestone interval with dark greenish gray band and 3 dark brown, wavy laminae above",,,,356,U1461,B,106,X,4,A,,,,
356-U1461B-106X-4-A,92,131,713.8,714.19,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation and rare small benthic foraminifers",,,,356,U1461,B,106,X,4,A,,,,
356-U1461B-106X-4-A,131,146,714.19,714.34,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,106,X,4,A,,,,
356-U1461B-106X-5-A,0,106,714.34,715.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation and ""chondrites""?ichnofossils",,,,356,U1461,B,106,X,5,A,,,,
356-U1461B-106X-6-A,0,72,715.4,716.12,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation",,,,356,U1461,B,106,X,6,A,,,,
356-U1461B-106X-7-A,0,67,716.12,716.79,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation",,,,356,U1461,B,106,X,7,A,,,,
356-U1461B-106X-7-A,67,90,716.79,717.02,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,Lihtified light olive gray grading to olive gray wackestone with sand size grains. Small cavities abundant.,,,,356,U1461,B,106,X,7,A,,,,
356-U1461B-106X-CC-A,0,25,717.02,717.27,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone",,,,356,U1461,B,106,X,CC,A,,,,
356-U1461B-107X-1-A,0,150,717.9,719.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified olive gray wackestone with moderate bioturbation (zoophycos, chodrites?) with common small benthic forams",,,,356,U1461,B,107,X,1,A,,,,
356-U1461B-107X-2-A,0,102,719.4,720.42,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation and rare benthic foraminifers",,,,356,U1461,B,107,X,2,A,,,,
356-U1461B-107X-CC-A,0,20,720.42,720.62,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray wackestone",,,,356,U1461,B,107,X,CC,A,,,,
356-U1461B-107X-CC-A,20,30,720.62,720.72,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,107,X,CC,A,,,,
356-U1461B-108X-1-A,0,128,720.9,722.18,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified olive gray wackestone with slight bioturbation (chondrites at 76-86 cm) and rare benthic forams. Intervals in which the burrows are filled with coarse sand size grains including glauconite and/or pyrite? at 94-97, 116-125 cm",,,,356,U1461,B,108,X,1,A,,,,
356-U1461B-108X-2-A,0,119,722.18,723.37,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation. Sand size grains including glauconite in the burrows. Rare small benthic forams",,,,356,U1461,B,108,X,2,A,,,,
356-U1461B-108X-3-A,0,125,723.37,724.62,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone wtih moderate bioturbation. Common small benthic forams and sparse glauconite. Zones in which burrows are filled wit sand size grains (beige)",,,,356,U1461,B,108,X,3,A,,,,
356-U1461B-108X-4-A,0,73,724.62,725.35,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation, glauconite scattered throughout and small benthic forams (common). Color grades from olive gray to light olive gray. From 74-89 cm sand size grains in burrowed zone",,,,356,U1461,B,108,X,4,A,,,,
356-U1461B-108X-5-A,0,92,725.35,726.27,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation common small benthic forams, rare glauconite and sand size grains in burrows",,,,356,U1461,B,108,X,5,A,,,,
356-U1461B-108X-6-A,0,145,726.27,727.72,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified olive gray wackestone with slight bioturbation, rare glauconite and common forams. A gastropod cast 35-38 cm. Chondrites 83-86 cm. Bivalve?",,,,356,U1461,B,108,X,6,A,,,,
356-U1461B-108X-CC-A,0,22,727.72,727.94,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, rare glauconite and small benthic forams. Sand size grains including glauconite are filling burrows",,,,356,U1461,B,108,X,CC,A,,,,
356-U1461B-109X-1-A,0,21,728,728.21,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with light bioturbation, rare forams and glauconite",,,,356,U1461,B,109,X,1,A,,,,
356-U1461B-109X-1-A,21,62,728.21,728.62,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,moderate [B06],3,,,"Litified, greenish gray packstone with sand size grains of carbonate and glaucontie",,,,356,U1461,B,109,X,1,A,,,,
356-U1461B-109X-1-A,62,106,728.62,729.06,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithfied, olive gray wackestone with slight bioturbation, rare glauconite and rare forams",,,,356,U1461,B,109,X,1,A,,,,
356-U1461B-109X-1-A,106,121,729.06,729.21,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,109,X,1,A,,,,
356-U1461B-109X-2-A,0,104,729.21,730.25,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation. Rare glauconite, common forams and burrows filled with sand size carbonate and glauconite grains",,,,356,U1461,B,109,X,2,A,,,,
356-U1461B-109X-3-A,0,59,730.25,730.84,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,slight [B06],2,,,"Lithified, greenish gray packstone with sand size grains of carbonate and glauconite. Rust color patch of sand size grains at 63 cm. Slight bioturbation and very rare forams. Small cavities more abundant.",,,,356,U1461,B,109,X,3,A,,,,
356-U1461B-109X-CC-A,0,10,730.84,730.94,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,slight [B06],2,,,Lithified greenish gray packstone with sand size grains,,,,356,U1461,B,109,X,CC,A,,,,
356-U1461B-110X-1-A,0,80,737.7,738.5,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,Lithified olive gray wackestone with moderate bioturbation,,,,356,U1461,B,110,X,1,A,,,,
356-U1461B-110X-1-A,80,100,738.5,738.7,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,,,scoured,sub-vertical,Scoured subvertical contact in the packstone containing coarse grained sand size above above. The grains above the contact are rust color and so is one of the clasts floating in the packstone. The clasts are a few cm's long and these clasts may be filled burrows that were reworked and transported,,,,356,U1461,B,110,X,1,A,,,,
356-U1461B-110X-1-A,100,126,738.7,738.96,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation",,,,356,U1461,B,110,X,1,A,,,,
356-U1461B-110X-2-A,0,150,738.96,740.46,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with sand size grains, slight bioturbation and common small benthic forams and bivalves. Rare glauconite",,,,356,U1461,B,110,X,2,A,,,,
356-U1461B-110X-3-A,0,150,740.46,741.96,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified olive gray wackestone with sand size grains, common forams and bioturbation",,,,356,U1461,B,110,X,3,A,,,,
356-U1461B-110X-4-A,0,150,741.96,743.46,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with sand size grains, rare glauconite common small benthic forma and common bioturbation. 48-54 cm wackestone with sand size grains. Bivalve at 88 cm",,,,356,U1461,B,110,X,4,A,,,,
356-U1461B-110X-5-A,0,97,743.46,744.43,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray wackestone with sand size grains. Several intervals of heavy bioturbation",,,,356,U1461,B,110,X,5,A,,,,
356-U1461B-110X-5-A,97,110,744.43,744.56,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,slight [B06],2,,,"LIthified, greenish gray packstone with sand size grains and bioturbation.",,,,356,U1461,B,110,X,5,A,,,,
356-U1461B-110X-6-A,0,92,744.56,745.48,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray packstone with sand size grains and common bioturbation. Rare forams",,,,356,U1461,B,110,X,6,A,,,,
356-U1461B-110X-CC-A,0,8,745.48,745.56,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,sharp,sub-horizontal,"Lithified, olive gray packstone with common bioturbation and a sharp sub-horizontal contact at base",,,,356,U1461,B,110,X,CC,A,,,,
356-U1461B-110X-CC-A,8,20,745.56,745.68,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,parallel lamination,,,common [B06],4,,,"Litified, greenish gray packstone wtih parallel lamination, common bioturbation above and sand size grains.",,,,356,U1461,B,110,X,CC,A,,,,
356-U1461B-110X-CC-A,20,30,745.68,745.78,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,110,X,CC,A,,,,
356-U1461B-111X-1-A,0,20,747.4,747.6,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,slight [B06],2,sharp,sub-horizontal,"Lithified, light olive gray packstone with sand size grains, a sharp basal contact and bioturbation above",,,,356,U1461,B,111,X,1,A,,,,
356-U1461B-111X-1-A,20,138,747.6,748.78,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,common [B06],4,,,Lithifed olive gray wackestone with intervals of sand size grains including glauconite and carbonate. Small benthic forams common and bioturbation common,,,,356,U1461,B,111,X,1,A,,,,
356-U1461B-111X-2-A,0,150,748.78,750.28,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified olive gray wackestone with sand size grains throughout the matrix, common forams and moderate bioturbation and bivalves. A light brown bed at 75 cm",,,,356,U1461,B,111,X,2,A,,,,
356-U1461B-111X-3-A,0,150,750.28,751.78,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,,,,,slight [B06],2,,,"LIthified, light grayish green wackestone with intervals of sand size grains including glauconite in them. Common forams and slight bioturbatoin and bivalve fragment",,,,356,U1461,B,111,X,3,A,,,,
356-U1461B-111X-4-A,0,135,751.78,753.13,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,wavy,sub-horizontal,"Lithified, olive gray wackestone, slight bioturbation. More forams and brachipod fragment. Five-cm thick beds of greenish gray packstone with sand sized grains are found in the section. Zoophycus at 122 cm.",,,,356,U1461,B,111,X,4,A,,,,
356-U1461B-111X-4-A,135,149,753.13,753.27,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray packstone with sand size grains and slight bioturbation.",,,,356,U1461,B,111,X,4,A,,,,
356-U1461B-111X-5-A,0,150,753.27,754.77,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray packstone with sand size grains including glaucontie. Bioturbation is slight. Sharp contact at 19 cm",,,,356,U1461,B,111,X,5,A,,,,
356-U1461B-111X-6-A,0,135,754.77,756.12,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Lithified, olive gray packstone with sand size grains scattered throughout or concentrated as infill in burrows. Bioturbation is slight, forams are present as so are rare.",,,,356,U1461,B,111,X,6,A,,,,
356-U1461B-111X-7-A,0,65,756.12,756.77,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation with rare forams",,,,356,U1461,B,111,X,7,A,,,,
356-U1461B-111X-CC-A,0,10,756.77,756.87,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,111,X,CC,A,,,,
356-U1461B-112X-1-A,0,150,757.1,758.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation. Rare small benthic foram, brachipod fragments at base of Section",,,,356,U1461,B,112,X,1,A,,,,
356-U1461B-112X-2-A,0,150,758.6,760.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"LIthfied, olive gray wackestone with slight bioturbation and rare forams and barchiopod or bivalve fragments",,,,356,U1461,B,112,X,2,A,,,,
356-U1461B-112X-3-A,0,135,760.1,761.45,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, rare forams and bivalve fragments",,,,356,U1461,B,112,X,3,A,,,,
356-U1461B-112X-3-A,135,150,761.45,761.6,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,112,X,3,A,,,,
356-U1461B-112X-4-A,0,150,761.6,763.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, rare forams and brachiopod fragments",,,,356,U1461,B,112,X,4,A,,,,
356-U1461B-112X-5-A,0,33,763.1,763.43,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation and rare benthic forams",,,,356,U1461,B,112,X,5,A,,,,
356-U1461B-112X-5-A,33,40,763.43,763.5,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,grading (normal),,,,,sharp,sub-horizontal,"Lithified, light olive gray packstone with normally graded sand size, grains and a sharp basal contact",,,,356,U1461,B,112,X,5,A,,,,
356-U1461B-112X-5-A,40,48,763.5,763.58,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation",,,,356,U1461,B,112,X,5,A,,,,
356-U1461B-112X-5-A,48,52,763.58,763.62,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark green,,,,,slight [B06],2,scoured,sub-vertical,"Lithified, dark greenish gray packstone with sand size grains and a scoured sub-vertical contact. Bioturbation is present within this interval",,,,356,U1461,B,112,X,5,A,,,,
356-U1461B-112X-5-A,52,76,763.62,763.86,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation",,,,356,U1461,B,112,X,5,A,,,,
356-U1461B-112X-CC-A,0,9,763.86,763.95,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation",,,,356,U1461,B,112,X,CC,A,,,,
356-U1461B-112X-CC-A,9,19,763.95,764.05,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,112,X,CC,A,,,,
356-U1461B-113X-1-A,0,145,766.8,768.25,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,lithified olive gray wackestone with slight bioturbation. Mud layer 109-110cm possible debris flow layer? Benthic foraminifera present,,,,356,U1461,B,113,X,1,A,,,,
356-U1461B-113X-2-A,0,19,768.25,768.44,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,gradational,sub-horizontal,lithified olive gray wackestone with slight bioturbation.,,,,356,U1461,B,113,X,2,A,,,,
356-U1461B-113X-2-A,19,22,768.44,768.47,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,gray,,,,,,,sharp,horizontal,gray packstone has sand sized grains,,,,356,U1461,B,113,X,2,A,,,,
356-U1461B-113X-2-A,22,133,768.47,769.58,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,gradational,horizontal,"chondrite bioturbation, rare benthic foraminifera. 66-68 cm interval with gray packstone interbedded with interbedded with an olive green mudstone layer. Bioturbation becomes slight after 89 cm.",,,,356,U1461,B,113,X,2,A,,,,
356-U1461B-113X-3-A,0,133,769.58,770.91,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,thinly bedded [I54],,,,,Interbedded wackestone (olive gray) with packstone (gray). Some of the interbedding is a function of drilling disturbance but in many places it is clear that the interbeds are a primary sedimentary structure. Photo taken. very rare benthic foram,,,,356,U1461,B,113,X,3,A,,,,
356-U1461B-113X-4-A,0,107,770.91,771.98,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,thinly bedded [I54],,,,,Interbedded wackestone (olive gray) with packstone (gray). Some of the interbedding is a function of drilling disturbance but in many places it is clear that the interbeds are a primary sedimentary structure. very rare benthic foram,,,,356,U1461,B,113,X,4,A,,,,
356-U1461B-113X-5-A,0,83,771.98,772.81,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,thinly bedded [I54],,,,,Interbedded wackestone (olive gray) with packstone (gray). Some of the interbedding is a function of drilling disturbance but in many places it is clear that the interbeds are a primary sedimentary structure. Photo taken. very rare benthic foram,,,,356,U1461,B,113,X,5,A,,,,
356-U1461B-113X-CC-A,0,40,772.81,773.21,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,load cast [BJ84],,medium bedded [I54],,,,,Interbedded wackestone (olive gray) with packstone (gray). Some of the interbedding is a function of drilling disturbance but in many places it is clear that the interbeds are a primary sedimentary structure. Photos taken.,,,,356,U1461,B,113,X,CC,A,,,,
356-U1461B-113X-CC-A,40,50,773.21,773.31,,,,,,,,,,,,,,,,,to PAL,,,,356,U1461,B,113,X,CC,A,,,,
356-U1461B-114X-1-A,0,126,770.8,772.06,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (large benthic),,,very thinly bedded [I54],common [B06],4,,,"very thinly bedded wackstone and occasional packstone beds, with some of the beds a function bioturbation. Benthic forams present as well as shell fragments (best visible on core ends)",,,,356,U1461,B,114,X,1,A,,,,
356-U1461B-114X-CC-A,0,5,772.09,772.14,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1461,B,114,X,CC,A,,,,
356-U1461B-115X-1-A,0,123,776.1,777.33,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,very thinly bedded [I54],common [B06],4,,,"very thinly bedded wackstone and occasional packstone beds (very fine sand sized), with some of the beds a function bioturbation. Chondrites throughout. Also patches of grey packstone (fine sand sized) at the top. Benthic forams present as well as shell fragments. Pyritized shell fragment at 55-56 cm",,,,356,U1461,B,115,X,1,A,,,,
356-U1461B-115X-2-A,0,142,777.33,778.75,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,light olive gray mudstone with bioturbation lenses. Zoophycos burrow at 33-36 cm. Chondrites throughout. Occasional gray packstone lenses. Mollusk mould in core end Section 2 to 3,,,,356,U1461,B,115,X,2,A,,,,
356-U1461B-115X-3-A,0,92,778.75,779.67,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite nodule,,moderate [B06],3,gradational,horizontal,light olive gray mudstone with bioturbation lenses. Zoophycos burrow. Chondrites throughout. rare gray packstone lenses. Mollusk mould in core end Section 2 to 3. Mud layer 54.5 cm. Pyrite replacement of burrows.,,,,356,U1461,B,115,X,3,A,,,,
356-U1461B-115X-3-A,92,105,779.67,779.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,slump fold [BJ80],,,moderate [B06],3,gradational,sub-horizontal,Wackestone and mudstone intermixed. Top is gradded packstone (dark gray).,,,,356,U1461,B,115,X,3,A,,,,
356-U1461B-115X-3-A,105,120,779.8,779.95,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,slight [B06],2,,,,,,,356,U1461,B,115,X,3,A,,,,
356-U1461B-115X-3-A,120,136,779.95,780.11,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,115,X,3,A,,,,
356-U1461B-115X-4-A,0,154,780.11,781.65,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,pyrite (disseminated),,moderate [B06],3,,,,,,,356,U1461,B,115,X,4,A,,,,
356-U1461B-115X-5-A,0,150,781.65,783.15,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,Pyrite forms a large nodule at 28-32 cm and is disseminated throughout,,,,356,U1461,B,115,X,5,A,,,,
356-U1461B-115X-6-A,0,150,783.15,784.65,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,,,,,356,U1461,B,115,X,6,A,,,,
356-U1461B-115X-7-A,0,60,784.65,785.25,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,,,,,356,U1461,B,115,X,7,A,,,,
356-U1461B-115X-7-A,60,70,785.25,785.35,,,,,,,,,,,,,,,,,"To PAL (note original scan had the wrong foam label (wrong label said ""IW"")",,,,356,U1461,B,115,X,7,A,,,,
356-U1461B-116X-1-A,0,150,785.8,787.3,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,foraminifera (large benthic),slump fold [BJ80],pyrite (disseminated),very thinly bedded [I54],moderate [B06],3,,,very thinly bedded mudstone,,,,356,U1461,B,116,X,1,A,,,,
356-U1461B-116X-2-A,0,116,787.3,788.46,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,sharp,horizontal,,,,,356,U1461,B,116,X,2,A,,,,
356-U1461B-116X-2-A,116,118,788.46,788.48,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,,olive gray,,grading (normal),,very thinly bedded [I54],moderate [B06],3,,,possible mass-transport bedding continuous with Section 3A,,,,356,U1461,B,116,X,2,A,,,,
356-U1461B-116X-3-A,0,5,788.48,788.53,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,,olive gray,foraminifera (small benthic),grading (normal),pyrite (disseminated),very thinly bedded [I54],moderate [B06],3,sharp,horizontal,"possible mass-transoport graded bed, continuous with Section 2A",,,,356,U1461,B,116,X,3,A,,,,
356-U1461B-116X-3-A,5,109,788.53,789.57,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Shell at 65 cm infilled with pyrite. chondrites 76-86 cm,,,,356,U1461,B,116,X,3,A,,,,
356-U1461B-116X-4-A,0,153,789.57,791.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,pyrite nodule,,moderate [B06],3,gradational,horizontal,Pyrite replacing burrows and shells. Olive gray planktic foram rich interval 64-86 cm,,,,356,U1461,B,116,X,4,A,,,,
356-U1461B-116X-4-A,0,153,789.57,791.1,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,116,X,4,A,,,,
356-U1461B-116X-5-A,0,124,791.1,792.34,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Slightly courser grained. Chondrite dense interval 69-82 cm and chondrites throughout. Pyrite infilling a burrow at 51 cm.,,,,356,U1461,B,116,X,5,A,,,,
356-U1461B-116X-6-A,0,139,792.34,793.73,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Glauconite patches,,,,356,U1461,B,116,X,6,A,,,,
356-U1461B-116X-7-A,0,34,793.73,794.07,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,sharp,horizontal,beautiful zoophycos burrow. fine sand sized grains.,,,,356,U1461,B,116,X,7,A,,,,
356-U1461B-116X-7-A,0,34,793.73,794.07,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,B,116,X,7,A,,,,
