Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
367-U1499A-8H-CC-A,15,39,74.2,74.44,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,8,H,CC,A,
367-U1499A-9H-1-A,0,25,74,74.25,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,1,A,
367-U1499A-9H-1-A,25,59,74.25,74.59,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,1,A,
367-U1499A-9H-1-A,59,103,74.59,75.03,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,1,A,
367-U1499A-9H-1-A,103,112,75.03,75.12,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,1,A,
367-U1499A-9H-1-A,112,150,75.12,75.5,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,1,A,
367-U1499A-9H-2-A,0,22,75.5,75.72,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,100,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,horizontal,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,faint interlamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,2,A,
367-U1499A-9H-2-A,22,30,75.72,75.8,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,faint interlamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,2,A,
367-U1499A-9H-2-A,30,107,75.8,76.57,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,2,A,
367-U1499A-9H-2-A,107,114,76.57,76.64,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,2,A,
367-U1499A-9H-2-A,114,142,76.64,76.92,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,2,A,
367-U1499A-9H-3-A,0,27,76.96,77.23,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,3,A,
367-U1499A-9H-3-A,27,32,77.23,77.28,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,3,A,
367-U1499A-9H-3-A,32,60,77.28,77.56,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,3,A,
367-U1499A-9H-3-A,60,147,77.56,78.43,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,3,A,
367-U1499A-9H-4-A,0,144,78.43,79.87,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,4,A,
367-U1499A-9H-4-A,144,146,79.87,79.89,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,4,A,
367-U1499A-9H-5-A,0,110,79.89,80.99,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,5,A,
367-U1499A-9H-5-A,110,122,80.99,81.11,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,5,A,
367-U1499A-9H-5-A,122,144,81.11,81.33,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,5,A,
367-U1499A-9H-6-A,0,130,81.39,82.69,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,6,A,
367-U1499A-9H-7-A,0,9,82.69,82.78,nannofossil rich,clay [Leg339],with silt [2014],nannofossil rich clay,nannofossil rich clay with silt,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,7,A,
367-U1499A-9H-7-A,9,17,82.78,82.86,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,7,A,
367-U1499A-9H-7-A,17,59,82.86,83.28,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,7,A,
367-U1499A-9H-CC-A,0,19,83.28,83.47,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,gley 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,9,H,CC,A,
367-U1499A-10H-1-A,0,150,83.5,85,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,1,A,
367-U1499A-10H-2-A,0,66,85,85.66,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,2,A,
367-U1499A-10H-2-A,66,68,85.66,85.68,,silty sand [Leg339],,silty sand,silty sand,,7.5YR 4/1 (dark gray),slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,erosive,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,2,A,
367-U1499A-10H-2-A,68,144,85.68,86.44,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,2,A,
367-U1499A-10H-3-A,0,56,86.5,87.06,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,3,A,
367-U1499A-10H-3-A,56,61,87.06,87.11,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,3,A,
367-U1499A-10H-3-A,61,102,87.11,87.52,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,3,A,
367-U1499A-10H-3-A,102,114,87.52,87.64,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,3,A,
367-U1499A-10H-3-A,114,150,87.64,88,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,3,A,
367-U1499A-10H-4-A,0,101,88,89.01,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,4,A,
367-U1499A-10H-4-A,101,112,89.01,89.12,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,4,A,
367-U1499A-10H-4-A,112,150,89.12,89.5,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,4,A,
367-U1499A-10H-5-A,0,113,89.5,90.63,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,5,A,
367-U1499A-10H-5-A,113,125,90.63,90.75,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,5,A,
367-U1499A-10H-5-A,125,144,90.75,90.94,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,5,A,
367-U1499A-10H-6-A,0,21,91,91.21,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,21,25,91.21,91.25,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,25,29,91.25,91.29,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,29,32,91.29,91.32,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,32,116,91.32,92.16,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,116,120,92.16,92.2,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,120,124,92.2,92.24,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,124,126,92.24,92.26,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-6-A,126,150,92.26,92.5,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,6,A,
367-U1499A-10H-7-A,0,3,92.5,92.53,,silty sand [Leg339],,silty sand,silty sand,,7.5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,,,well [2014],,,,erosive,,,fining upward,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,7,A,
367-U1499A-10H-7-A,3,59,92.53,93.09,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,7,A,
367-U1499A-10H-CC-A,0,27,93.09,93.36,nannofossil rich,clay [Leg339],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,interlamination,none [DB86],0,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,10,H,CC,A,
367-U1499A-11H-1-A,0,47,93,93.47,calcareous rich,clay [Leg339],,calcareous rich clay,calcareous rich clay,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,inclined,thick bed [B01],massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,11,H,1,A,
367-U1499A-11H-1-A,47,150,93.47,94.5,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [2014],,,,gradational,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,11,H,1,A,
367-U1499A-11H-2-A,0,27,94.5,94.77,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 7/N (light gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [2014],,,,gradational,inclined,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,11,H,2,A,
